#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_0822600.1-p1   -           1383 1563at5820           -            937         0 1358.9  94.4   1   6  1.3e-115  8.6e-113  376.7  14.7     1   168    10   179    10   183 0.98 | transcript=PVP01_0822600.1 | gene=PVP01_0822600 | organism=Plasmodium_vivax_P01 | gene_product=kinesin-5, putative | transcript_product=kinesin-5, putative | location=PvP01_08_v2:1003395-1007727(+) | protein_length=1383 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1310200.1-p1   -           1681 1563at5820           -            937   1.3e-42  144.4  17.4   1   5   5.8e-08   3.8e-05   20.5   0.3    55   112    94   151    69   154 0.91 | transcript=PVP01_1310200.1 | gene=PVP01_1310200 | organism=Plasmodium_vivax_P01 | gene_product=kinesin-X3, putative | transcript_product=kinesin-X3, putative | location=PvP01_13_v2:469481-474911(+) | protein_length=1681 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1310200.1-p1   -           1681 1563at5820           -            937   1.3e-42  144.4  17.4   2   5   2.8e-43   1.8e-40  137.3  11.6   165   461   188   506   181   512 0.87 | transcript=PVP01_1310200.1 | gene=PVP01_1310200 | organism=Plasmodium_vivax_P01 | gene_product=kinesin-X3, putative | transcript_product=kinesin-X3, putative | location=PvP01_13_v2:469481-474911(+) | protein_length=1681 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1310200.1-p1   -           1681 1563at5820           -            937   1.3e-42  144.4  17.4   3   5     0.052        34    0.8   2.6   668   718   853   895   845   905 0.66 | transcript=PVP01_1310200.1 | gene=PVP01_1310200 | organism=Plasmodium_vivax_P01 | gene_product=kinesin-X3, putative | transcript_product=kinesin-X3, putative | location=PvP01_13_v2:469481-474911(+) | protein_length=1681 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1310200.1-p1   -           1681 1563at5820           -            937   1.3e-42  144.4  17.4   4   5        10   6.5e+03  -12.8  34.6   613   875  1100  1360   991  1422 0.57 | transcript=PVP01_1310200.1 | gene=PVP01_1310200 | organism=Plasmodium_vivax_P01 | gene_product=kinesin-X3, putative | transcript_product=kinesin-X3, putative | location=PvP01_13_v2:469481-474911(+) | protein_length=1681 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1310200.1-p1   -           1681 1563at5820           -            937   1.3e-42  144.4  17.4   5   5        10   6.5e+03   -9.5   8.4   384   459  1542  1623  1538  1665 0.66 | transcript=PVP01_1310200.1 | gene=PVP01_1310200 | organism=Plasmodium_vivax_P01 | gene_product=kinesin-X3, putative | transcript_product=kinesin-X3, putative | location=PvP01_13_v2:469481-474911(+) | protein_length=1681 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1462700.1-p1   -           1474 1563at5820           -            937     1e-41  141.5  34.3   1   7   4.9e-35   3.2e-32  110.1  27.7    18   324   108   427    89   431 0.75 | transcript=PVP01_1462700.1 | gene=PVP01_1462700 | organism=Plasmodium_vivax_P01 | gene_product=kinesin-15, putative | transcript_product=kinesin-15, putative | location=PvP01_14_v2:2698372-2702796(-) | protein_length=1474 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1462700.1-p1   -           1474 1563at5820           -            937     1e-41  141.5  34.3   2   7     2e-15   1.3e-12   45.2   0.5   330   399   512   583   509   614 0.81 | transcript=PVP01_1462700.1 | gene=PVP01_1462700 | organism=Plasmodium_vivax_P01 | gene_product=kinesin-15, putative | transcript_product=kinesin-15, putative | location=PvP01_14_v2:2698372-2702796(-) | protein_length=1474 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1462700.1-p1   -           1474 1563at5820           -            937     1e-41  141.5  34.3   3   7      0.32   2.1e+02   -1.8   0.2   585   623   647   686   634   697 0.74 | transcript=PVP01_1462700.1 | gene=PVP01_1462700 | organism=Plasmodium_vivax_P01 | gene_product=kinesin-15, putative | transcript_product=kinesin-15, putative | location=PvP01_14_v2:2698372-2702796(-) | protein_length=1474 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1462700.1-p1   -           1474 1563at5820           -            937     1e-41  141.5  34.3   4   7      0.56   3.6e+02   -2.6   0.6   546   593   787   836   775   846 0.42 | transcript=PVP01_1462700.1 | gene=PVP01_1462700 | organism=Plasmodium_vivax_P01 | gene_product=kinesin-15, putative | transcript_product=kinesin-15, putative | location=PvP01_14_v2:2698372-2702796(-) | protein_length=1474 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1462700.1-p1   -           1474 1563at5820           -            937     1e-41  141.5  34.3   5   7       2.5   1.6e+03   -4.8   3.7   774   823   942   992   912  1031 0.44 | transcript=PVP01_1462700.1 | gene=PVP01_1462700 | organism=Plasmodium_vivax_P01 | gene_product=kinesin-15, putative | transcript_product=kinesin-15, putative | location=PvP01_14_v2:2698372-2702796(-) | protein_length=1474 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1462700.1-p1   -           1474 1563at5820           -            937     1e-41  141.5  34.3   6   7      0.22   1.5e+02   -1.3   0.6   173   240  1190  1257  1178  1263 0.77 | transcript=PVP01_1462700.1 | gene=PVP01_1462700 | organism=Plasmodium_vivax_P01 | gene_product=kinesin-15, putative | transcript_product=kinesin-15, putative | location=PvP01_14_v2:2698372-2702796(-) | protein_length=1474 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1462700.1-p1   -           1474 1563at5820           -            937     1e-41  141.5  34.3   7   7      0.92     6e+02   -3.4   4.8   756   828  1359  1431  1344  1461 0.71 | transcript=PVP01_1462700.1 | gene=PVP01_1462700 | organism=Plasmodium_vivax_P01 | gene_product=kinesin-15, putative | transcript_product=kinesin-15, putative | location=PvP01_14_v2:2698372-2702796(-) | protein_length=1474 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1462200.1-p1   -           1103 1563at5820           -            937   1.1e-37  128.2  26.0   1   3   5.5e-14   3.6e-11   40.4   1.7     8   112    35   145    29   147 0.75 | transcript=PVP01_1462200.1 | gene=PVP01_1462200 | organism=Plasmodium_vivax_P01 | gene_product=kinesin-13, putative | transcript_product=kinesin-13, putative | location=PvP01_14_v2:2682474-2685934(+) | protein_length=1103 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1462200.1-p1   -           1103 1563at5820           -            937   1.1e-37  128.2  26.0   2   3     2e-32   1.3e-29  101.4   3.6   175   384   179   375   149   383 0.89 | transcript=PVP01_1462200.1 | gene=PVP01_1462200 | organism=Plasmodium_vivax_P01 | gene_product=kinesin-13, putative | transcript_product=kinesin-13, putative | location=PvP01_14_v2:2682474-2685934(+) | protein_length=1103 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1462200.1-p1   -           1103 1563at5820           -            937   1.1e-37  128.2  26.0   3   3      0.51   3.3e+02   -2.5   5.3   514   566   936   989   888  1080 0.53 | transcript=PVP01_1462200.1 | gene=PVP01_1462200 | organism=Plasmodium_vivax_P01 | gene_product=kinesin-13, putative | transcript_product=kinesin-13, putative | location=PvP01_14_v2:2682474-2685934(+) | protein_length=1103 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0320600.1-p1   -           2292 1563at5820           -            937   8.9e-35  118.5  17.0   1   2   3.3e-09   2.2e-06   24.6   0.6    15   123   261   367   250   374 0.79 | transcript=PVP01_0320600.1 | gene=PVP01_0320600 | organism=Plasmodium_vivax_P01 | gene_product=kinesin-20, putative | transcript_product=kinesin-20, putative | location=PvP01_03_v2:866659-873537(+) | protein_length=2292 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0320600.1-p1   -           2292 1563at5820           -            937   8.9e-35  118.5  17.0   2   2   2.3e-31   1.5e-28   97.9  10.0   166   382   633   845   626   866 0.92 | transcript=PVP01_0320600.1 | gene=PVP01_0320600 | organism=Plasmodium_vivax_P01 | gene_product=kinesin-20, putative | transcript_product=kinesin-20, putative | location=PvP01_03_v2:866659-873537(+) | protein_length=2292 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0809900.1-p1   -           3269 1563at5820           -            937   1.2e-28   98.3  48.7   1   7   2.6e-10   1.7e-07   28.2   8.7     5   112   153   268   150   280 0.70 | transcript=PVP01_0809900.1 | gene=PVP01_0809900 | organism=Plasmodium_vivax_P01 | gene_product=kinesin-4, putative | transcript_product=kinesin-4, putative | location=PvP01_08_v2:436213-446296(-) | protein_length=3269 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0809900.1-p1   -           3269 1563at5820           -            937   1.2e-28   98.3  48.7   2   7     8e-08   5.2e-05   20.0  14.7   166   266   293   411   270   421 0.68 | transcript=PVP01_0809900.1 | gene=PVP01_0809900 | organism=Plasmodium_vivax_P01 | gene_product=kinesin-4, putative | transcript_product=kinesin-4, putative | location=PvP01_08_v2:436213-446296(-) | protein_length=3269 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0809900.1-p1   -           3269 1563at5820           -            937   1.2e-28   98.3  48.7   3   7   4.8e-27   3.1e-24   83.6   9.4   279   459   502   680   487   684 0.83 | transcript=PVP01_0809900.1 | gene=PVP01_0809900 | organism=Plasmodium_vivax_P01 | gene_product=kinesin-4, putative | transcript_product=kinesin-4, putative | location=PvP01_08_v2:436213-446296(-) | protein_length=3269 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0809900.1-p1   -           3269 1563at5820           -            937   1.2e-28   98.3  48.7   4   7      0.47   3.1e+02   -2.4   4.0   509   577  1003  1073   991  1080 0.75 | transcript=PVP01_0809900.1 | gene=PVP01_0809900 | organism=Plasmodium_vivax_P01 | gene_product=kinesin-4, putative | transcript_product=kinesin-4, putative | location=PvP01_08_v2:436213-446296(-) | protein_length=3269 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0809900.1-p1   -           3269 1563at5820           -            937   1.2e-28   98.3  48.7   5   7        10   6.5e+03  -13.1  34.9   774   936  1398  1560  1390  1572 0.60 | transcript=PVP01_0809900.1 | gene=PVP01_0809900 | organism=Plasmodium_vivax_P01 | gene_product=kinesin-4, putative | transcript_product=kinesin-4, putative | location=PvP01_08_v2:436213-446296(-) | protein_length=3269 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0809900.1-p1   -           3269 1563at5820           -            937   1.2e-28   98.3  48.7   6   7       4.7   3.1e+03   -5.7   5.3   422   485  1695  1757  1689  1760 0.66 | transcript=PVP01_0809900.1 | gene=PVP01_0809900 | organism=Plasmodium_vivax_P01 | gene_product=kinesin-4, putative | transcript_product=kinesin-4, putative | location=PvP01_08_v2:436213-446296(-) | protein_length=3269 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0809900.1-p1   -           3269 1563at5820           -            937   1.2e-28   98.3  48.7   7   7      0.26   1.7e+02   -1.6   4.0   656   746  1861  1952  1857  2073 0.70 | transcript=PVP01_0809900.1 | gene=PVP01_0809900 | organism=Plasmodium_vivax_P01 | gene_product=kinesin-4, putative | transcript_product=kinesin-4, putative | location=PvP01_08_v2:436213-446296(-) | protein_length=3269 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0947300.1-p1   -            800 1563at5820           -            937   3.2e-16   57.1  51.9   1   5   6.7e-11   4.3e-08   30.2   3.4    16   113     5   108     2   126 0.84 | transcript=PVP01_0947300.1 | gene=PVP01_0947300 | organism=Plasmodium_vivax_P01 | gene_product=kinesin-X4, putative | transcript_product=kinesin-X4, putative | location=PvP01_09_v2:2056410-2059954(-) | protein_length=800 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0947300.1-p1   -            800 1563at5820           -            937   3.2e-16   57.1  51.9   2   5   8.9e-08   5.8e-05   19.9  11.3   174   325   138   293   129   306 0.78 | transcript=PVP01_0947300.1 | gene=PVP01_0947300 | organism=Plasmodium_vivax_P01 | gene_product=kinesin-X4, putative | transcript_product=kinesin-X4, putative | location=PvP01_09_v2:2056410-2059954(-) | protein_length=800 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0947300.1-p1   -            800 1563at5820           -            937   3.2e-16   57.1  51.9   3   5   3.5e-11   2.3e-08   31.1   0.3   329   388   321   380   314   390 0.91 | transcript=PVP01_0947300.1 | gene=PVP01_0947300 | organism=Plasmodium_vivax_P01 | gene_product=kinesin-X4, putative | transcript_product=kinesin-X4, putative | location=PvP01_09_v2:2056410-2059954(-) | protein_length=800 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0947300.1-p1   -            800 1563at5820           -            937   3.2e-16   57.1  51.9   4   5      0.69   4.5e+02   -3.0   7.2   778   831   463   521   411   536 0.54 | transcript=PVP01_0947300.1 | gene=PVP01_0947300 | organism=Plasmodium_vivax_P01 | gene_product=kinesin-X4, putative | transcript_product=kinesin-X4, putative | location=PvP01_09_v2:2056410-2059954(-) | protein_length=800 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0947300.1-p1   -            800 1563at5820           -            937   3.2e-16   57.1  51.9   5   5     0.069        45    0.3   1.0   682   751   685   755   672   787 0.65 | transcript=PVP01_0947300.1 | gene=PVP01_0947300 | organism=Plasmodium_vivax_P01 | gene_product=kinesin-X4, putative | transcript_product=kinesin-X4, putative | location=PvP01_09_v2:2056410-2059954(-) | protein_length=800 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0113900.1-p1   -            794 1563at5820           -            937   2.9e-12   44.0  17.2   1   3   1.2e-10   8.1e-08   29.3   0.1    19   112    75   162    67   176 0.80 | transcript=PVP01_0113900.1 | gene=PVP01_0113900 | organism=Plasmodium_vivax_P01 | gene_product=kinesin-like protein, putative | transcript_product=kinesin-like protein, putative | location=PvP01_01_v2:621780-625007(+) | protein_length=794 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0113900.1-p1   -            794 1563at5820           -            937   2.9e-12   44.0  17.2   2   3   7.8e-09   5.1e-06   23.3   5.5   176   383   190   399   185   414 0.72 | transcript=PVP01_0113900.1 | gene=PVP01_0113900 | organism=Plasmodium_vivax_P01 | gene_product=kinesin-like protein, putative | transcript_product=kinesin-like protein, putative | location=PvP01_01_v2:621780-625007(+) | protein_length=794 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0113900.1-p1   -            794 1563at5820           -            937   2.9e-12   44.0  17.2   3   3      0.69   4.5e+02   -3.0   0.9   517   579   459   523   455   553 0.70 | transcript=PVP01_0113900.1 | gene=PVP01_0113900 | organism=Plasmodium_vivax_P01 | gene_product=kinesin-like protein, putative | transcript_product=kinesin-like protein, putative | location=PvP01_01_v2:621780-625007(+) | protein_length=794 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1563at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvP01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1563at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1563at5820.hmm /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:31:29 2026
# [ok]
