#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_0609400|PVP01_0609400.1|unknown -            181 13164at5820          -            130   3.6e-74  245.5   3.0   1   1   1.4e-76   4.7e-74  245.1   3.0     8   130    57   181    53   181 0.97 -
GCA_003402215.1|PVP01_1442500|PVP01_1442500.1|unknown -            896 13164at5820          -            130     2e-05   23.2   1.5   1   3     0.048        16    4.1   0.0    55    93    43    82    14    89 0.75 -
GCA_003402215.1|PVP01_1442500|PVP01_1442500.1|unknown -            896 13164at5820          -            130     2e-05   23.2   1.5   2   3     0.042        14    4.3   0.1    66    94   142   170   116   182 0.78 -
GCA_003402215.1|PVP01_1442500|PVP01_1442500.1|unknown -            896 13164at5820          -            130     2e-05   23.2   1.5   3   3   0.00017     0.055   12.0   0.3    24    95   190   258   172   263 0.81 -
GCA_003402215.1|PVP01_1111800|PVP01_1111800.1|unknown -            182 13164at5820          -            130   0.00031   19.3   0.3   1   1   1.4e-06   0.00046   18.8   0.3    33   100    56   123    43   150 0.87 -
GCA_003402215.1|PVP01_0722400|PVP01_0722400.1|unknown -            202 13164at5820          -            130   0.00035   19.1   0.0   1   2       4.3   1.4e+03   -2.2   0.0    33    51    18    36     5    47 0.69 -
GCA_003402215.1|PVP01_0722400|PVP01_0722400.1|unknown -            202 13164at5820          -            130   0.00035   19.1   0.0   2   2   2.6e-06   0.00085   17.9   0.0    15   100    59   143    48   149 0.88 -
GCA_003402215.1|PVP01_1142400|PVP01_1142400.1|unknown -            778 13164at5820          -            130   0.00042   18.9   6.7   1   3    0.0018       0.6    8.7   0.2    19    57   245   284   229   317 0.64 -
GCA_003402215.1|PVP01_1142400|PVP01_1142400.1|unknown -            778 13164at5820          -            130   0.00042   18.9   6.7   2   3     0.012       4.1    6.0   0.1    58   111   462   515   423   525 0.84 -
GCA_003402215.1|PVP01_1142400|PVP01_1142400.1|unknown -            778 13164at5820          -            130   0.00042   18.9   6.7   3   3     0.011       3.7    6.1   0.1    37   100   709   771   674   776 0.81 -
GCA_003402215.1|PVP01_1328900|PVP01_1328900.1|unknown -            475 13164at5820          -            130   0.00053   18.6   0.2   1   1   2.7e-06   0.00091   17.8   0.2    38   101   118   180   107   191 0.80 -
GCA_003402215.1|PVP01_0519700|PVP01_0519700.1|unknown -            269 13164at5820          -            130    0.0025   16.4   1.7   1   2       2.9   9.6e+02   -1.7   0.1    51    65    63    77    44   105 0.66 -
GCA_003402215.1|PVP01_0519700|PVP01_0519700.1|unknown -            269 13164at5820          -            130    0.0025   16.4   1.7   2   2   1.1e-05    0.0036   15.9   0.2    27    95   188   256   167   262 0.75 -
GCA_003402215.1|PVP01_0511100|PVP01_0511100.1|unknown -            292 13164at5820          -            130    0.0069   15.0   0.1   1   2     0.013       4.3    5.9   0.0    57    93    36    72    18    98 0.79 -
GCA_003402215.1|PVP01_0511100|PVP01_0511100.1|unknown -            292 13164at5820          -            130    0.0069   15.0   0.1   2   2    0.0061         2    7.0   0.0    34   100   162   227   156   239 0.84 -
GCA_003402215.1|PVP01_1261400|PVP01_1261400.1|unknown -            793 13164at5820          -            130     0.011   14.3   2.1   1   2   5.1e-05     0.017   13.7   0.2    26   101    28   103     8   114 0.73 -
GCA_003402215.1|PVP01_1261400|PVP01_1261400.1|unknown -            793 13164at5820          -            130     0.011   14.3   2.1   2   2       3.6   1.2e+03   -2.0   0.1    42    85   444   486   439   497 0.70 -
GCA_003402215.1|PVP01_0607200|PVP01_0607200.1|unknown -           1560 13164at5820          -            130     0.013   14.1   0.5   1   1   6.3e-05     0.021   13.4   0.5     5    93   313   396   310   415 0.83 -
GCA_003402215.1|PVP01_0214600|PVP01_0214600.1|unknown -            570 13164at5820          -            130     0.021   13.4   8.3   1   2   0.00096      0.32    9.6   4.3     9    96   270   362   256   400 0.71 -
GCA_003402215.1|PVP01_0214600|PVP01_0214600.1|unknown -            570 13164at5820          -            130     0.021   13.4   8.3   2   2     0.031        10    4.7   0.1    53   101   452   500   432   505 0.85 -
GCA_003402215.1|PVP01_1120100|PVP01_1120100.1|unknown -            673 13164at5820          -            130     0.052   12.1   6.5   1   3      0.63   2.1e+02    0.5   0.3    53    97    54    98    35   120 0.72 -
GCA_003402215.1|PVP01_1120100|PVP01_1120100.1|unknown -            673 13164at5820          -            130     0.052   12.1   6.5   2   3   0.00019     0.062   11.9   0.1    30    89   134   194   122   205 0.84 -
GCA_003402215.1|PVP01_1120100|PVP01_1120100.1|unknown -            673 13164at5820          -            130     0.052   12.1   6.5   3   3      0.49   1.6e+02    0.8   0.1   104   126   454   476   445   480 0.84 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/13164at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/13164at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/13164at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:59:13 2026
# [ok]
