#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_0103100|PVP01_0103100.1|unknown -            107 14652at5820          -             79   5.2e-41  137.0   8.7   1   1   3.5e-43   1.2e-40  135.8   8.7    10    79    38   107    14   107 0.97 -
GCA_003402215.1|PVP01_0906300|PVP01_0906300.1|unknown -            167 14652at5820          -             79   9.9e-06   24.0  14.1   1   3   1.8e-07   6.5e-05   21.3   5.2     9    73     6    76     1    82 0.83 -
GCA_003402215.1|PVP01_0906300|PVP01_0906300.1|unknown -            167 14652at5820          -             79   9.9e-06   24.0  14.1   2   3      0.98   3.5e+02   -0.2   0.0    13    34    88   106    75   121 0.59 -
GCA_003402215.1|PVP01_0906300|PVP01_0906300.1|unknown -            167 14652at5820          -             79   9.9e-06   24.0  14.1   3   3    0.0031       1.1    7.8   0.5    23    51   133   159   120   167 0.79 -
GCA_003402215.1|PVP01_0207800|PVP01_0207800.1|unknown -            133 14652at5820          -             79   0.00043   18.7   3.5   1   3     3e-05     0.011   14.3   0.1     9    46    18    55    12    66 0.85 -
GCA_003402215.1|PVP01_0207800|PVP01_0207800.1|unknown -            133 14652at5820          -             79   0.00043   18.7   3.5   2   3      0.15        52    2.4   0.0    61    73    87    99    83   105 0.83 -
GCA_003402215.1|PVP01_0207800|PVP01_0207800.1|unknown -            133 14652at5820          -             79   0.00043   18.7   3.5   3   3      0.15        53    2.4   0.5    48    68   111   131    90   133 0.55 -
GCA_003402215.1|PVP01_1224800|PVP01_1224800.1|unknown -            455 14652at5820          -             79   0.00049   18.5   7.4   1   4     0.056        20    3.8   0.0    55    72   166   183   160   189 0.89 -
GCA_003402215.1|PVP01_1224800|PVP01_1224800.1|unknown -            455 14652at5820          -             79   0.00049   18.5   7.4   2   4      0.44   1.6e+02    0.9   0.2    24    42   205   223   187   234 0.80 -
GCA_003402215.1|PVP01_1224800|PVP01_1224800.1|unknown -            455 14652at5820          -             79   0.00049   18.5   7.4   3   4    0.0002      0.07   11.6   0.1    20    77   309   367   292   369 0.86 -
GCA_003402215.1|PVP01_1224800|PVP01_1224800.1|unknown -            455 14652at5820          -             79   0.00049   18.5   7.4   4   4     0.095        34    3.0   0.0    21    40   416   435   398   444 0.85 -
GCA_003402215.1|PVP01_1260400|PVP01_1260400.1|unknown -            168 14652at5820          -             79    0.0017   16.8   6.5   1   3   3.2e-05     0.011   14.2   0.9    12    78    21    91    13    92 0.82 -
GCA_003402215.1|PVP01_1260400|PVP01_1260400.1|unknown -            168 14652at5820          -             79    0.0017   16.8   6.5   2   3    0.0021      0.76    8.3   1.2    28    71    71   121    61   128 0.75 -
GCA_003402215.1|PVP01_1260400|PVP01_1260400.1|unknown -            168 14652at5820          -             79    0.0017   16.8   6.5   3   3     0.042        15    4.2   0.5    16    73    98   159    94   165 0.68 -
GCA_003402215.1|PVP01_0612800|PVP01_0612800.1|unknown -            175 14652at5820          -             79    0.0043   15.5  10.1   1   3    0.0003      0.11   11.0   0.3     9    40    29    60    26    65 0.91 -
GCA_003402215.1|PVP01_0612800|PVP01_0612800.1|unknown -            175 14652at5820          -             79    0.0043   15.5  10.1   2   3      0.15        52    2.4   0.1    51    71   108   128   105   133 0.86 -
GCA_003402215.1|PVP01_0612800|PVP01_0612800.1|unknown -            175 14652at5820          -             79    0.0043   15.5  10.1   3   3    0.0053       1.9    7.0   1.1    10    46   138   171   132   173 0.82 -
GCA_003402215.1|PVP01_0518900|PVP01_0518900.1|unknown -            279 14652at5820          -             79    0.0047   15.4   2.8   1   1   2.3e-05    0.0082   14.6   2.5    19    57   166   204   150   214 0.82 -
GCA_003402215.1|PVP01_1202200|PVP01_1202200.1|unknown -            423 14652at5820          -             79    0.0073   14.8   1.2   1   4       2.6   9.2e+02   -1.6   0.2    45    45   291   291   251   327 0.50 -
GCA_003402215.1|PVP01_1202200|PVP01_1202200.1|unknown -            423 14652at5820          -             79    0.0073   14.8   1.2   2   4      0.11        38    2.9   0.1    17    73   295   356   281   362 0.67 -
GCA_003402215.1|PVP01_1202200|PVP01_1202200.1|unknown -            423 14652at5820          -             79    0.0073   14.8   1.2   3   4   2.1e-05    0.0073   14.8   1.2    19    73   334   392   332   399 0.83 -
GCA_003402215.1|PVP01_1202200|PVP01_1202200.1|unknown -            423 14652at5820          -             79    0.0073   14.8   1.2   4   4         4   1.4e+03   -2.2   0.0     6    27   397   419   391   420 0.70 -
GCA_003402215.1|PVP01_1216900|PVP01_1216900.1|unknown -            598 14652at5820          -             79     0.011   14.2  18.6   1   4       4.6   1.6e+03   -2.4   0.0    41    57   167   183   164   188 0.82 -
GCA_003402215.1|PVP01_1216900|PVP01_1216900.1|unknown -            598 14652at5820          -             79     0.011   14.2  18.6   2   4      0.14        51    2.5   0.2    43    62   360   382   355   389 0.79 -
GCA_003402215.1|PVP01_1216900|PVP01_1216900.1|unknown -            598 14652at5820          -             79     0.011   14.2  18.6   3   4    0.0004      0.14   10.7   0.4    12    73   453   517   448   522 0.77 -
GCA_003402215.1|PVP01_1216900|PVP01_1216900.1|unknown -            598 14652at5820          -             79     0.011   14.2  18.6   4   4    0.0071       2.5    6.6   4.1    23    73   535   591   526   596 0.74 -
GCA_003402215.1|PVP01_0830100|PVP01_0830100.1|unknown -            609 14652at5820          -             79     0.015   13.8   3.0   1   2      0.21        75    1.9   0.0    53    73   506   526   499   533 0.83 -
GCA_003402215.1|PVP01_0830100|PVP01_0830100.1|unknown -            609 14652at5820          -             79     0.015   13.8   3.0   2   2    0.0042       1.5    7.4   1.4    13    71   533   600   522   606 0.66 -
GCA_003402215.1|PVP01_0823300|PVP01_0823300.1|unknown -            130 14652at5820          -             79     0.018   13.5   0.0   1   1   9.5e-05     0.034   12.6   0.0    40    70    34    64    23    68 0.90 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/14652at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/14652at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/14652at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:03:54 2026
# [ok]
