#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_0831600|PVP01_0831600.1|unknown -            498 5643at5820           -            472  2.5e-283  938.1   9.6   1   1  1.2e-285  3.3e-283  937.7   9.6     1   472     1   497     1   497 0.96 -
GCA_003402215.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 5643at5820           -            472   3.3e-19   67.2  10.3   3   3   2.4e-07   6.7e-05   20.0   0.2   333   393   260   322   252   324 0.83 -
GCA_003402215.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 5643at5820           -            472   1.3e-16   58.6   3.7   1   3   2.2e-11   6.1e-09   33.4   3.3   239   397    18   189    13   196 0.70 -
GCA_003402215.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 5643at5820           -            472   1.3e-16   58.6   3.7   2   3   2.4e-07   6.8e-05   20.0   0.0   347   437   178   277   164   288 0.75 -
GCA_003402215.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 5643at5820           -            472   1.3e-16   58.6   3.7   3   3      0.02       5.5    3.8   0.0   336   359   297   320   281   322 0.84 -
GCA_003402215.1|PVP01_1023200|PVP01_1023200.1|unknown -            647 5643at5820           -            472     5e-16   56.7   4.5   1   2      0.05        14    2.5   6.1   102   157   199   255   176   312 0.76 -
GCA_003402215.1|PVP01_1023200|PVP01_1023200.1|unknown -            647 5643at5820           -            472     5e-16   56.7   4.5   2   2   1.8e-18     5e-16   56.7   4.5   207   433   374   609   365   619 0.84 -
GCA_003402215.1|PVP01_1142200|PVP01_1142200.1|unknown -           1459 5643at5820           -            472   1.5e-13   48.5  14.0   1   3   2.3e-10   6.4e-08   30.0   0.6   213   316    65   165     6   182 0.88 -
GCA_003402215.1|PVP01_1142200|PVP01_1142200.1|unknown -           1459 5643at5820           -            472   1.5e-13   48.5  14.0   2   3   3.7e-08     1e-05   22.7   0.5   210   356   235   380   221   386 0.73 -
GCA_003402215.1|PVP01_1142200|PVP01_1142200.1|unknown -           1459 5643at5820           -            472   1.5e-13   48.5  14.0   3   3     0.049        14    2.5   1.1   280   390   574   683   545   717 0.78 -
GCA_003402215.1|PVP01_1210900|PVP01_1210900.1|unknown -            648 5643at5820           -            472   4.4e-12   43.7   1.0   1   3      0.65   1.8e+02   -1.2   0.1    94   159   143   211    98   247 0.74 -
GCA_003402215.1|PVP01_1210900|PVP01_1210900.1|unknown -            648 5643at5820           -            472   4.4e-12   43.7   1.0   2   3     0.027       7.6    3.4   0.9   335   400   251   323   237   330 0.71 -
GCA_003402215.1|PVP01_1210900|PVP01_1210900.1|unknown -            648 5643at5820           -            472   4.4e-12   43.7   1.0   3   3   1.6e-14   4.4e-12   43.7   1.0   233   396   427   594   423   603 0.83 -
GCA_003402215.1|PVP01_1438500|PVP01_1438500.1|unknown -            612 5643at5820           -            472   2.6e-10   37.9  20.7   1   3       1.7   4.6e+02   -2.5   0.9   131   209   212   290   202   297 0.75 -
GCA_003402215.1|PVP01_1438500|PVP01_1438500.1|unknown -            612 5643at5820           -            472   2.6e-10   37.9  20.7   2   3   3.1e-05    0.0086   13.1   0.5   360   427   318   394   313   402 0.80 -
GCA_003402215.1|PVP01_1438500|PVP01_1438500.1|unknown -            612 5643at5820           -            472   2.6e-10   37.9  20.7   3   3   9.4e-12   2.6e-09   34.6   6.3   206   394   416   612   404   612 0.79 -
GCA_003402215.1|PVP01_1259000|PVP01_1259000.1|unknown -           1261 5643at5820           -            472   3.6e-09   34.1  23.4   1   4   2.9e-10   8.2e-08   29.6   0.2   308   400    41   143    21   153 0.78 -
GCA_003402215.1|PVP01_1259000|PVP01_1259000.1|unknown -           1261 5643at5820           -            472   3.6e-09   34.1  23.4   2   4    0.0019      0.52    7.2   0.1   377   404   176   203   158   239 0.83 -
GCA_003402215.1|PVP01_1259000|PVP01_1259000.1|unknown -           1261 5643at5820           -            472   3.6e-09   34.1  23.4   3   4     0.024       6.6    3.6   0.1   361   407   661   709   636   779 0.45 -
GCA_003402215.1|PVP01_1259000|PVP01_1259000.1|unknown -           1261 5643at5820           -            472   3.6e-09   34.1  23.4   4   4   0.00053      0.15    9.0   1.0   337   472   868  1011   856  1011 0.64 -
GCA_003402215.1|PVP01_1458200|PVP01_1458200.1|unknown -            472 5643at5820           -            472   2.4e-08   31.4   2.3   1   2   2.5e-09   6.9e-07   26.6   0.4   309   398   195   291   171   300 0.78 -
GCA_003402215.1|PVP01_1458200|PVP01_1458200.1|unknown -            472 5643at5820           -            472   2.4e-08   31.4   2.3   2   2     0.013       3.7    4.4   0.1   209   269   321   387   304   422 0.73 -
GCA_003402215.1|PVP01_1202600|PVP01_1202600.1|unknown -            468 5643at5820           -            472   3.2e-08   31.0   3.1   1   2   4.9e-08   1.4e-05   22.3   0.0   289   405    38   153    13   156 0.86 -
GCA_003402215.1|PVP01_1202600|PVP01_1202600.1|unknown -            468 5643at5820           -            472   3.2e-08   31.0   3.1   2   2   0.00042      0.12    9.3   1.1   284   407   154   283   148   325 0.62 -
GCA_003402215.1|PVP01_1448900|PVP01_1448900.1|unknown -            596 5643at5820           -            472   2.6e-06   24.7   6.4   1   3    0.0031      0.86    6.5   1.5   200   268    16    87     9   122 0.50 -
GCA_003402215.1|PVP01_1448900|PVP01_1448900.1|unknown -            596 5643at5820           -            472   2.6e-06   24.7   6.4   2   3      0.77   2.2e+02   -1.4   0.1   329   356   108   137    90   167 0.69 -
GCA_003402215.1|PVP01_1448900|PVP01_1448900.1|unknown -            596 5643at5820           -            472   2.6e-06   24.7   6.4   3   3   3.5e-07   9.9e-05   19.5   0.1   249   354   192   308   186   313 0.73 -
GCA_003402215.1|PVP01_1455700|PVP01_1455700.1|unknown -            516 5643at5820           -            472   9.9e-06   22.8   2.1   1   2   0.00014      0.04   10.9   0.0   357   399   281   327   276   334 0.76 -
GCA_003402215.1|PVP01_1455700|PVP01_1455700.1|unknown -            516 5643at5820           -            472   9.9e-06   22.8   2.1   2   2   2.7e-07   7.5e-05   19.9   1.7   343   407   310   378   307   440 0.81 -
GCA_003402215.1|PVP01_1308500|PVP01_1308500.1|unknown -            703 5643at5820           -            472   0.00014   19.0  11.9   1   3     0.018       5.1    3.9   0.4   282   387     9   108     2   112 0.61 -
GCA_003402215.1|PVP01_1308500|PVP01_1308500.1|unknown -            703 5643at5820           -            472   0.00014   19.0  11.9   2   3   5.5e-05     0.015   12.3   0.6   255   316   102   163    86   189 0.78 -
GCA_003402215.1|PVP01_1308500|PVP01_1308500.1|unknown -            703 5643at5820           -            472   0.00014   19.0  11.9   3   3   0.00033     0.092    9.7   1.0   299   472   270   328   233   341 0.51 -
GCA_003402215.1|PVP01_0318300|PVP01_0318300.1|unknown -            658 5643at5820           -            472   0.00054   17.0   0.5   1   1   5.4e-06    0.0015   15.6   0.4   313   447   305   445   272   465 0.70 -
GCA_003402215.1|PVP01_0204400|PVP01_0204400.1|unknown -            447 5643at5820           -            472   0.00074   16.6   0.7   1   3      0.14        38    1.1   0.0   345   377   173   205   145   235 0.84 -
GCA_003402215.1|PVP01_0204400|PVP01_0204400.1|unknown -            447 5643at5820           -            472   0.00074   16.6   0.7   2   3   6.1e-05     0.017   12.1   0.1   325   404   250   334   208   374 0.67 -
GCA_003402215.1|PVP01_0204400|PVP01_0204400.1|unknown -            447 5643at5820           -            472   0.00074   16.6   0.7   3   3      0.54   1.5e+02   -0.9   0.0   378   397   411   430   372   436 0.73 -
GCA_003402215.1|PVP01_0611600|PVP01_0611600.1|unknown -            647 5643at5820           -            472    0.0014   15.7   0.1   1   1     7e-06    0.0019   15.2   0.1   286   402   350   470   343   481 0.73 -
GCA_003402215.1|PVP01_0618600|PVP01_0618600.1|unknown -            733 5643at5820           -            472     0.029   11.3   6.2   1   3    0.0002     0.056   10.4   0.1   367   401   194   232   183   243 0.67 -
GCA_003402215.1|PVP01_0618600|PVP01_0618600.1|unknown -            733 5643at5820           -            472     0.029   11.3   6.2   2   3     0.037        10    2.9   0.1   374   414   314   355   265   369 0.70 -
GCA_003402215.1|PVP01_0618600|PVP01_0618600.1|unknown -            733 5643at5820           -            472     0.029   11.3   6.2   3   3       6.3   1.8e+03   -4.4   0.1   208   224   479   497   476   499 0.79 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5643at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/5643at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5643at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:14:30 2026
# [ok]
