#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_1301300|PVP01_1301300.1|unknown -            870 3504at5820           -            686         0 1281.6  72.4   1   1         0         0 1277.0  72.4    17   686   140   870   122   870 0.93 -
GCA_003402215.1|PVP01_1025300|PVP01_1025300.1|unknown -           1478 3504at5820           -            686   2.3e-20   70.8   4.1   2   2   5.5e-19     1e-16   58.8   2.7   352   473   956  1078   874  1103 0.78 -
GCA_003402215.1|PVP01_1429700|PVP01_1429700.1|unknown -            942 3504at5820           -            686   7.7e-20   69.1  11.0   1   2   0.00044      0.08    9.5   1.9    33    96   364   425   334   518 0.62 -
GCA_003402215.1|PVP01_1429700|PVP01_1429700.1|unknown -            942 3504at5820           -            686   7.7e-20   69.1  11.0   2   2   1.1e-20     2e-18   64.4   2.0   325   452   619   744   579   765 0.81 -
GCA_003402215.1|PVP01_1118600|PVP01_1118600.1|unknown -            598 3504at5820           -            686   1.6e-18   64.7   6.6   1   2   4.4e-07     8e-05   19.4   0.3    67   121   181   237   151   286 0.80 -
GCA_003402215.1|PVP01_1118600|PVP01_1118600.1|unknown -            598 3504at5820           -            686   1.6e-18   64.7   6.6   2   2   8.9e-16   1.6e-13   48.2   0.6   373   468   411   507   370   549 0.77 -
GCA_003402215.1|PVP01_1468600|PVP01_1468600.1|unknown -            761 3504at5820           -            686   3.1e-18   63.8  15.0   1   2   0.00059      0.11    9.1   0.0    66    95   158   187   106   260 0.81 -
GCA_003402215.1|PVP01_1468600|PVP01_1468600.1|unknown -            761 3504at5820           -            686   3.1e-18   63.8  15.0   2   2   3.1e-18   5.7e-16   56.3  10.9   351   475   398   523   345   583 0.76 -
GCA_003402215.1|PVP01_0531200|PVP01_0531200.1|unknown -            388 3504at5820           -            686   5.7e-18   62.9   1.2   1   2      0.66   1.2e+02   -1.0   0.1    68   132    52   114    47   139 0.65 -
GCA_003402215.1|PVP01_0531200|PVP01_0531200.1|unknown -            388 3504at5820           -            686   5.7e-18   62.9   1.2   2   2   6.3e-20   1.2e-17   61.9   0.1   349   471   252   375   229   381 0.90 -
GCA_003402215.1|PVP01_0406600|PVP01_0406600.1|unknown -            546 3504at5820           -            686     2e-17   61.1   1.6   1   2    0.0016      0.29    7.7   0.0    68   135   176   243   113   270 0.73 -
GCA_003402215.1|PVP01_0406600|PVP01_0406600.1|unknown -            546 3504at5820           -            686     2e-17   61.1   1.6   2   2   6.5e-17   1.2e-14   51.9   1.1   353   472   380   499   316   536 0.88 -
GCA_003402215.1|PVP01_0819400|PVP01_0819400.1|unknown -            433 3504at5820           -            686     3e-16   57.2   0.7   1   2    0.0017      0.32    7.5   0.0    67   114    96   143    86   167 0.83 -
GCA_003402215.1|PVP01_0819400|PVP01_0819400.1|unknown -            433 3504at5820           -            686     3e-16   57.2   0.7   2   2   9.4e-16   1.7e-13   48.1   0.2   349   464   295   411   277   421 0.89 -
GCA_003402215.1|PVP01_1408200|PVP01_1408200.1|unknown -            626 3504at5820           -            686   4.1e-16   56.7  17.2   1   3   1.4e-09   2.5e-07   27.7   5.6    36   151   154   276   146   305 0.78 -
GCA_003402215.1|PVP01_1408200|PVP01_1408200.1|unknown -            626 3504at5820           -            686   4.1e-16   56.7  17.2   2   3   3.3e-12     6e-10   36.4   1.0   370   453   423   506   328   521 0.81 -
GCA_003402215.1|PVP01_1408200|PVP01_1408200.1|unknown -            626 3504at5820           -            686   4.1e-16   56.7  17.2   3   3       1.5   2.8e+02   -2.2   0.1   289   340   529   581   507   587 0.62 -
GCA_003402215.1|PVP01_1261800|PVP01_1261800.1|unknown -            798 3504at5820           -            686     3e-15   53.9  19.6   1   2   2.7e-07   4.9e-05   20.1   9.1    67   225   283   453   273   476 0.78 -
GCA_003402215.1|PVP01_1261800|PVP01_1261800.1|unknown -            798 3504at5820           -            686     3e-15   53.9  19.6   2   2   1.9e-12   3.4e-10   37.2   2.7   380   517   608   750   504   754 0.76 -
GCA_003402215.1|PVP01_1015400|PVP01_1015400.1|unknown -           1011 3504at5820           -            686     3e-15   53.9   0.1   1   2       1.9   3.5e+02   -2.5   0.0    70    90   625   645   619   649 0.81 -
GCA_003402215.1|PVP01_1015400|PVP01_1015400.1|unknown -           1011 3504at5820           -            686     3e-15   53.9   0.1   2   2   4.6e-17   8.4e-15   52.4   0.1   353   453   857   958   828   973 0.85 -
GCA_003402215.1|PVP01_0415000|PVP01_0415000.1|unknown -            473 3504at5820           -            686   1.3e-14   51.8   0.5   1   2      0.15        28    1.1   0.0    70    94    98   122    91   133 0.83 -
GCA_003402215.1|PVP01_0415000|PVP01_0415000.1|unknown -            473 3504at5820           -            686   1.3e-14   51.8   0.5   2   2     7e-16   1.3e-13   48.5   0.3   347   455   330   439   234   458 0.86 -
GCA_003402215.1|PVP01_1330000|PVP01_1330000.1|unknown -            878 3504at5820           -            686   2.2e-14   51.0  31.2   1   2   1.1e-07   1.9e-05   21.5   8.3    51   145   154   253    99   297 0.69 -
GCA_003402215.1|PVP01_1330000|PVP01_1330000.1|unknown -            878 3504at5820           -            686   2.2e-14   51.0  31.2   2   2   3.1e-11   5.6e-09   33.2  17.0   264   452   287   487   253   511 0.74 -
GCA_003402215.1|PVP01_0317000|PVP01_0317000.1|unknown -            859 3504at5820           -            686   2.4e-14   50.9   1.0   1   2     1e-05    0.0019   14.9   0.2    71   114   168   218   158   261 0.60 -
GCA_003402215.1|PVP01_0317000|PVP01_0317000.1|unknown -            859 3504at5820           -            686   2.4e-14   50.9   1.0   2   2   1.2e-11   2.2e-09   34.5   0.0   397   451   641   695   607   719 0.79 -
GCA_003402215.1|PVP01_0616600|PVP01_0616600.1|unknown -           1123 3504at5820           -            686   6.4e-14   49.5   5.2   1   3    0.0034      0.62    6.6   0.0    64    97   766   799   747   804 0.82 -
GCA_003402215.1|PVP01_0616600|PVP01_0616600.1|unknown -           1123 3504at5820           -            686   6.4e-14   49.5   5.2   2   3     0.033       6.1    3.3   0.5   195   261   887   957   878   983 0.74 -
GCA_003402215.1|PVP01_0616600|PVP01_0616600.1|unknown -           1123 3504at5820           -            686   6.4e-14   49.5   5.2   3   3     2e-13   3.6e-11   40.4   0.1   353   474   991  1113   969  1117 0.85 -
GCA_003402215.1|PVP01_0907400|PVP01_0907400.1|unknown -           1315 3504at5820           -            686   1.5e-13   48.3   8.4   1   2   0.00012     0.022   11.4   1.5    26    93   123   187    96   195 0.77 -
GCA_003402215.1|PVP01_0907400|PVP01_0907400.1|unknown -           1315 3504at5820           -            686   1.5e-13   48.3   8.4   2   2   2.1e-13   3.9e-11   40.3   0.8   347   444   866   964   847   971 0.87 -
GCA_003402215.1|PVP01_1329800|PVP01_1329800.1|unknown -           1000 3504at5820           -            686   1.9e-12   44.7  12.5   1   2   6.4e-06    0.0012   15.6   0.0    65   101    82   118    48   127 0.77 -
GCA_003402215.1|PVP01_1329800|PVP01_1329800.1|unknown -           1000 3504at5820           -            686   1.9e-12   44.7  12.5   2   2   9.6e-10   1.8e-07   28.2  10.0   316   461   487   638   443   656 0.68 -
GCA_003402215.1|PVP01_0818600|PVP01_0818600.1|unknown -            715 3504at5820           -            686   2.5e-12   44.3   1.5   1   1   3.8e-14   6.9e-12   42.8   1.5   355   459   503   612   463   677 0.84 -
GCA_003402215.1|PVP01_1458900|PVP01_1458900.1|unknown -            880 3504at5820           -            686   1.1e-10   38.9  23.7   1   3   1.1e-07   1.9e-05   21.5   6.1    61   257   124   305    76   308 0.63 -
GCA_003402215.1|PVP01_1458900|PVP01_1458900.1|unknown -            880 3504at5820           -            686   1.1e-10   38.9  23.7   2   3   7.3e-08   1.3e-05   22.0   4.8   411   516   546   660   541   676 0.70 -
GCA_003402215.1|PVP01_1458900|PVP01_1458900.1|unknown -            880 3504at5820           -            686   1.1e-10   38.9  23.7   3   3      0.35        64   -0.1   2.2   177   230   658   710   650   713 0.80 -
GCA_003402215.1|PVP01_0507400|PVP01_0507400.1|unknown -           1177 3504at5820           -            686   1.1e-08   32.2   9.6   1   2     0.029       5.3    3.5   4.4    41   177   172   296   136   378 0.62 -
GCA_003402215.1|PVP01_0507400|PVP01_0507400.1|unknown -           1177 3504at5820           -            686   1.1e-08   32.2   9.6   2   2   1.7e-10   3.1e-08   30.7   0.2   347   445   401   501   384   515 0.83 -
GCA_003402215.1|PVP01_0304400|PVP01_0304400.1|unknown -            548 3504at5820           -            686   1.3e-07   28.7  16.2   1   2      0.28        50    0.3  10.5    34   179    94   242    55   272 0.60 -
GCA_003402215.1|PVP01_0304400|PVP01_0304400.1|unknown -            548 3504at5820           -            686   1.3e-07   28.7  16.2   2   2     7e-10   1.3e-07   28.7  16.2   259   467   272   487   254   533 0.78 -
GCA_003402215.1|PVP01_1319500|PVP01_1319500.1|unknown -           1257 3504at5820           -            686   1.4e-07   28.6   9.0   1   2      0.32        59    0.0   0.0    69    99    64    94    49   108 0.80 -
GCA_003402215.1|PVP01_1319500|PVP01_1319500.1|unknown -           1257 3504at5820           -            686   1.4e-07   28.6   9.0   2   2   2.1e-09   3.9e-07   27.1   7.6   285   462   210   393   205   445 0.80 -
GCA_003402215.1|PVP01_1247900|PVP01_1247900.1|unknown -            789 3504at5820           -            686   1.4e-06   25.3   1.5   1   3         3   5.5e+02   -3.1   0.3   194   212   298   316   284   319 0.74 -
GCA_003402215.1|PVP01_1247900|PVP01_1247900.1|unknown -            789 3504at5820           -            686   1.4e-06   25.3   1.5   2   3      0.17        31    1.0   2.8    29    95   375   439   346   563 0.79 -
GCA_003402215.1|PVP01_1247900|PVP01_1247900.1|unknown -            789 3504at5820           -            686   1.4e-06   25.3   1.5   3   3   7.5e-09   1.4e-06   25.3   1.5   348   467   609   766   585   774 0.65 -
GCA_003402215.1|PVP01_1414300|PVP01_1414300.1|unknown -            791 3504at5820           -            686   6.9e-06   23.0   0.3   1   3     0.012       2.2    4.8   2.5    11    94    90   172    79   196 0.71 -
GCA_003402215.1|PVP01_1414300|PVP01_1414300.1|unknown -            791 3504at5820           -            686   6.9e-06   23.0   0.3   2   3       4.1   7.6e+02   -3.6   0.1   499   545   231   276   225   289 0.56 -
GCA_003402215.1|PVP01_1414300|PVP01_1414300.1|unknown -            791 3504at5820           -            686   6.9e-06   23.0   0.3   3   3   3.8e-08   6.9e-06   23.0   0.3   385   451   646   712   626   732 0.85 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3504at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3504at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3504at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:07:18 2026
# [ok]
