#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_0733700|PVP01_0733700.1|unknown -            192 12097at5820          -            172   4.4e-99  327.7   3.7   1   1  2.2e-101   8.5e-99  326.8   3.7     1   172     1   190     1   190 0.95 -
GCA_003402215.1|PVP01_1328900|PVP01_1328900.1|unknown -            475 12097at5820          -            172   1.4e-08   33.1   0.6   1   2      0.35   1.3e+02    0.6   0.0   103   127    16    40     3    45 0.68 -
GCA_003402215.1|PVP01_1328900|PVP01_1328900.1|unknown -            475 12097at5820          -            172   1.4e-08   33.1   0.6   2   2   2.6e-10   9.8e-08   30.3   0.2    12    91   109   187   100   217 0.83 -
GCA_003402215.1|PVP01_1443100|PVP01_1443100.1|unknown -            110 12097at5820          -            172   6.9e-05   21.1   0.1   1   1   2.1e-07   7.9e-05   20.9   0.1    10    91    14    93     6   109 0.76 -
GCA_003402215.1|PVP01_1421700|PVP01_1421700.1|unknown -            124 12097at5820          -            172   8.6e-05   20.7   1.2   1   1   2.4e-07   9.2e-05   20.6   1.2     9    91     7    89     1   118 0.76 -
GCA_003402215.1|PVP01_1232900|PVP01_1232900.1|unknown -           1052 12097at5820          -            172   0.00028   19.1   0.6   1   3     0.023       8.8    4.4   0.1    19    88   670   739   658   752 0.67 -
GCA_003402215.1|PVP01_1232900|PVP01_1232900.1|unknown -           1052 12097at5820          -            172   0.00028   19.1   0.6   2   3    0.0029       1.1    7.4   0.0    29    92   778   845   749   863 0.78 -
GCA_003402215.1|PVP01_1232900|PVP01_1232900.1|unknown -           1052 12097at5820          -            172   0.00028   19.1   0.6   3   3     0.036        14    3.8   0.0    33    79   989  1035   979  1045 0.86 -
GCA_003402215.1|PVP01_1454200|PVP01_1454200.1|unknown -            482 12097at5820          -            172   0.00043   18.5   1.0   1   3       1.6     6e+02   -1.5   0.1   108   129    17    38     9    71 0.69 -
GCA_003402215.1|PVP01_1454200|PVP01_1454200.1|unknown -            482 12097at5820          -            172   0.00043   18.5   1.0   2   3       4.3   1.6e+03   -3.0   0.0     8    20   358   370   355   385 0.81 -
GCA_003402215.1|PVP01_1454200|PVP01_1454200.1|unknown -            482 12097at5820          -            172   0.00043   18.5   1.0   3   3   1.1e-06   0.00043   18.5   1.0    30    87   415   475   374   480 0.88 -
GCA_003402215.1|PVP01_0521000|PVP01_0521000.1|unknown -            361 12097at5820          -            172   0.00048   18.3   0.3   1   2     0.024         9    4.4   0.0    28    60   132   168   124   190 0.75 -
GCA_003402215.1|PVP01_0521000|PVP01_0521000.1|unknown -            361 12097at5820          -            172   0.00048   18.3   0.3   2   2   0.00012     0.047   11.8   0.0    27    89   215   279   185   295 0.78 -
GCA_003402215.1|PVP01_0919900|PVP01_0919900.1|unknown -            316 12097at5820          -            172    0.0013   16.9   0.0   1   1   5.1e-06    0.0019   16.4   0.0    29   137    85   200    69   205 0.86 -
GCA_003402215.1|PVP01_0511100|PVP01_0511100.1|unknown -            292 12097at5820          -            172    0.0029   15.8   0.0   1   2      0.82   3.1e+02   -0.6   0.0    48    76    44    72    25   106 0.64 -
GCA_003402215.1|PVP01_0511100|PVP01_0511100.1|unknown -            292 12097at5820          -            172    0.0029   15.8   0.0   2   2   3.5e-05     0.013   13.6   0.0    29    93   170   237   158   247 0.86 -
GCA_003402215.1|PVP01_0519700|PVP01_0519700.1|unknown -            269 12097at5820          -            172     0.011   13.9   4.2   1   3     0.045        17    3.5   1.4    31    84    44   100    28   126 0.65 -
GCA_003402215.1|PVP01_0519700|PVP01_0519700.1|unknown -            269 12097at5820          -            172     0.011   13.9   4.2   2   3     0.043        16    3.5   0.0   100   129   181   210   143   217 0.86 -
GCA_003402215.1|PVP01_0519700|PVP01_0519700.1|unknown -            269 12097at5820          -            172     0.011   13.9   4.2   3   3   0.00027       0.1   10.7   0.1    10    88   188   266   179   269 0.79 -
GCA_003402215.1|PVP01_0820700|PVP01_0820700.1|unknown -            307 12097at5820          -            172     0.022   12.9   0.0   1   1    0.0001     0.039   12.1   0.0    12    84    38   110    30   151 0.79 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12097at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/12097at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12097at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:55:52 2026
# [ok]
