#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_0419900|PVP01_0419900.1|unknown -            191 12974at5820          -            164   5.8e-78  258.5  14.1   1   1   1.5e-80   6.5e-78  258.4  14.1    10   163    29   190    16   191 0.92 -
GCA_003402215.1|PVP01_1322900|PVP01_1322900.1|unknown -            149 12974at5820          -            164   4.2e-08   31.4   7.6   1   1   1.4e-10     6e-08   30.9   7.6    60   130    11    82     6   118 0.77 -
GCA_003402215.1|PVP01_1019200|PVP01_1019200.1|unknown -           1395 12974at5820          -            164   3.5e-05   21.9   5.1   1   2   7.9e-08   3.5e-05   21.9   5.1    18    88    61   142    48   150 0.77 -
GCA_003402215.1|PVP01_1019200|PVP01_1019200.1|unknown -           1395 12974at5820          -            164   3.5e-05   21.9   5.1   2   2     0.038        17    3.4  10.0    48   105   154   210   147   221 0.82 -
GCA_003402215.1|PVP01_0724500|PVP01_0724500.1|unknown -           1237 12974at5820          -            164   3.7e-05   21.8  16.7   1   2   1.1e-06   0.00049   18.1   4.1    66   103    38    75    34    77 0.94 -
GCA_003402215.1|PVP01_0724500|PVP01_0724500.1|unknown -           1237 12974at5820          -            164   3.7e-05   21.8  16.7   2   2     0.001      0.44    8.5   4.9    59   132    78   149    75   173 0.72 -
GCA_003402215.1|PVP01_0907600|PVP01_0907600.1|unknown -           1354 12974at5820          -            164    0.0011   17.0   2.7   1   1     6e-06    0.0027   15.7   2.7    49   103    19    73     7    98 0.79 -
GCA_003402215.1|PVP01_0413200|PVP01_0413200.1|unknown -           1025 12974at5820          -            164     0.013   13.5  10.5   1   2   0.00072      0.32    9.0   3.0    47    84    45    82    39    96 0.85 -
GCA_003402215.1|PVP01_0413200|PVP01_0413200.1|unknown -           1025 12974at5820          -            164     0.013   13.5  10.5   2   2    0.0013      0.56    8.2   1.0     4    51    99   147    93   153 0.76 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12974at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/12974at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12974at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:58:40 2026
# [ok]
