#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_1003000|PVP01_1003000.1|unknown -            250 10996at5820          -            217  4.8e-124  410.5  17.4   1   1  3.4e-126  2.2e-123  408.3  17.4     1   217    15   249    15   249 0.95 -
GCA_003402215.1|PVP01_1215900|PVP01_1215900.1|unknown -            584 10996at5820          -            217   3.9e-21   74.1  33.1   4   4    0.0019       1.3    7.0   0.7    87   140   503   556   497   573 0.83 -
GCA_003402215.1|PVP01_1119500|PVP01_1119500.1|unknown -            282 10996at5820          -            217   7.3e-14   50.3  10.6   1   2   0.00057      0.38    8.8   0.1    66   146    57   141    21   144 0.61 -
GCA_003402215.1|PVP01_1119500|PVP01_1119500.1|unknown -            282 10996at5820          -            217   7.3e-14   50.3  10.6   2   2   4.8e-16   3.2e-13   48.2  10.3    53   188   113   246    53   249 0.70 -
GCA_003402215.1|PVP01_1125200|PVP01_1125200.1|unknown -            185 10996at5820          -            217     0.019   13.0   5.9   1   1   4.8e-05     0.032   12.3   5.4   134   188    98   152    68   167 0.82 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10996at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/10996at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10996at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:58:39 2026
# [ok]
