#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_1102300|PVP01_1102300.1|unknown -            176 12801at5820          -            151     3e-90  298.2  14.9   1   1   6.6e-93   3.5e-90  298.0  14.9     1   151     1   157     1   157 0.97 -
GCA_003402215.1|PVP01_0511800|PVP01_0511800.1|unknown -            198 12801at5820          -            151   1.6e-06   26.3   9.5   1   3   0.00097      0.52    8.5   0.5    72   122    41    90    26    96 0.82 -
GCA_003402215.1|PVP01_0511800|PVP01_0511800.1|unknown -            198 12801at5820          -            151   1.6e-06   26.3   9.5   2   3   7.3e-07   0.00039   18.6   0.6    45    96   104   156    92   160 0.88 -
GCA_003402215.1|PVP01_0511800|PVP01_0511800.1|unknown -            198 12801at5820          -            151   1.6e-06   26.3   9.5   3   3     0.025        13    3.9   0.1   120   151   160   192   157   192 0.80 -
GCA_003402215.1|PVP01_1254900|PVP01_1254900.1|unknown -            367 12801at5820          -            151   3.2e-06   25.4  32.6   1   3   0.00016     0.085   11.0   5.6    71   125    21    76     9    98 0.75 -
GCA_003402215.1|PVP01_1254900|PVP01_1254900.1|unknown -            367 12801at5820          -            151   3.2e-06   25.4  32.6   2   3   8.9e-08   4.7e-05   21.6  12.1    19   104    83   165    78   183 0.78 -
GCA_003402215.1|PVP01_1254900|PVP01_1254900.1|unknown -            367 12801at5820          -            151   3.2e-06   25.4  32.6   3   3      0.32   1.7e+02    0.3   3.0    55    89   208   240   190   277 0.59 -
GCA_003402215.1|PVP01_1238500|PVP01_1238500.1|unknown -            250 12801at5820          -            151   3.7e-05   22.0   1.7   1   3      0.39   2.1e+02    0.0   1.0    47    82    80   116    41   137 0.62 -
GCA_003402215.1|PVP01_1238500|PVP01_1238500.1|unknown -            250 12801at5820          -            151   3.7e-05   22.0   1.7   2   3   4.1e-05     0.022   12.9   5.9    13    97   111   202   102   208 0.76 -
GCA_003402215.1|PVP01_1238500|PVP01_1238500.1|unknown -            250 12801at5820          -            151   3.7e-05   22.0   1.7   3   3   6.9e-08   3.7e-05   22.0   1.7    83   149   163   234   157   236 0.82 -
GCA_003402215.1|PVP01_1446300|PVP01_1446300.1|unknown -            444 12801at5820          -            151   0.00017   19.8  10.7   1   1   2.3e-06    0.0012   17.0   9.9    21   150    26   159    21   160 0.84 -
GCA_003402215.1|PVP01_1317100|PVP01_1317100.1|unknown -           1511 12801at5820          -            151   0.00026   19.2   2.1   1   2     0.034        18    3.5   6.4    41   119    30   106     4   111 0.84 -
GCA_003402215.1|PVP01_1317100|PVP01_1317100.1|unknown -           1511 12801at5820          -            151   0.00026   19.2   2.1   2   2     5e-07   0.00026   19.2   2.1    40   149   118   233   110   235 0.81 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12801at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/12801at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12801at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:58:11 2026
# [ok]
