#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_1322900|PVP01_1322900.1|unknown -            149 13254at5820          -            127   7.8e-60  198.7  13.3   1   1   8.8e-62   6.7e-59  195.7  13.3     1   127     6   149     6   149 0.92 -
GCA_003402215.1|PVP01_1245400|PVP01_1245400.1|unknown -            326 13254at5820          -            127   7.2e-10   37.2  33.2   2   6   0.00033      0.25    9.6   1.8     9    40    62    93    61   100 0.85 -
GCA_003402215.1|PVP01_1245400|PVP01_1245400.1|unknown -            326 13254at5820          -            127   7.2e-10   37.2  33.2   3   6   4.3e-05     0.033   12.5   2.3     4    36    80   112    76   114 0.88 -
GCA_003402215.1|PVP01_1245400|PVP01_1245400.1|unknown -            326 13254at5820          -            127   7.2e-10   37.2  33.2   4   6     5e-05     0.038   12.2   2.3     3    45   102   143   100   173 0.76 -
GCA_003402215.1|PVP01_1245400|PVP01_1245400.1|unknown -            326 13254at5820          -            127   7.2e-10   37.2  33.2   5   6   1.6e-06    0.0012   17.1   9.7     7    54   175   222   167   224 0.86 -
GCA_003402215.1|PVP01_1245400|PVP01_1245400.1|unknown -            326 13254at5820          -            127   7.2e-10   37.2  33.2   6   6     0.016        12    4.1   0.2     4    31   221   248   217   309 0.80 -
GCA_003402215.1|PVP01_0810500|PVP01_0810500.1|unknown -            404 13254at5820          -            127    0.0012   17.1  32.5   1   3      0.04        31    2.8   9.7     4    46    55    97    51   111 0.86 -
GCA_003402215.1|PVP01_0810500|PVP01_0810500.1|unknown -            404 13254at5820          -            127    0.0012   17.1  32.5   2   3   0.00017      0.13   10.5   4.7     5    52   283   328   275   330 0.84 -
GCA_003402215.1|PVP01_0810500|PVP01_0810500.1|unknown -            404 13254at5820          -            127    0.0012   17.1  32.5   3   3   2.5e-06    0.0019   16.5   1.1     6    50   330   372   325   381 0.79 -
GCA_003402215.1|PVP01_0419900|PVP01_0419900.1|unknown -            191 13254at5820          -            127      0.18   10.1  20.0   1   3     0.001      0.77    8.0   0.8     4    33    33    62    30    65 0.89 -
GCA_003402215.1|PVP01_0419900|PVP01_0419900.1|unknown -            191 13254at5820          -            127      0.18   10.1  20.0   2   3   0.00053       0.4    8.9   2.5     5    32    57    84    52    88 0.82 -
GCA_003402215.1|PVP01_0419900|PVP01_0419900.1|unknown -            191 13254at5820          -            127      0.18   10.1  20.0   3   3      0.02        15    3.8   5.8    12    49    87   119    83   167 0.72 -
GCA_003402215.1|PVP01_0724500|PVP01_0724500.1|unknown -           1237 13254at5820          -            127       1.6    7.0  10.1   1   1     0.013       9.7    4.5  10.1    13    58    39    96    34   164 0.70 -
GCA_003402215.1|PVP01_0930300|PVP01_0930300.1|unknown -           1022 13254at5820          -            127       7.2    4.9  28.7   1   6       2.6     2e+03   -3.0   0.2    96   117    63    84    43    94 0.60 -
GCA_003402215.1|PVP01_0930300|PVP01_0930300.1|unknown -           1022 13254at5820          -            127       7.2    4.9  28.7   2   6       4.9   3.8e+03   -3.9   2.4    62    99   121   157    58   163 0.52 -
GCA_003402215.1|PVP01_0930300|PVP01_0930300.1|unknown -           1022 13254at5820          -            127       7.2    4.9  28.7   3   6    0.0029       2.2    6.6   2.1     3    56   167   230   165   238 0.72 -
GCA_003402215.1|PVP01_0930300|PVP01_0930300.1|unknown -           1022 13254at5820          -            127       7.2    4.9  28.7   4   6      0.47   3.6e+02   -0.6   2.6     8    47   218   256   210   263 0.74 -
GCA_003402215.1|PVP01_0930300|PVP01_0930300.1|unknown -           1022 13254at5820          -            127       7.2    4.9  28.7   5   6    0.0025       1.9    6.7   0.8     4    34   260   290   256   301 0.86 -
GCA_003402215.1|PVP01_0930300|PVP01_0930300.1|unknown -           1022 13254at5820          -            127       7.2    4.9  28.7   6   6   0.00029      0.22    9.8   0.7     7    34   333   360   327   368 0.86 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/13254at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/13254at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/13254at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:59:32 2026
# [ok]
