#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_1335400|PVP01_1335400.1|unknown -            351 8708at5820           -            293  3.2e-185  612.4   5.3   1   1  7.7e-188  4.1e-185  612.1   5.3     9   293    64   350    47   350 0.98 -
GCA_003402215.1|PVP01_1103800|PVP01_1103800.1|unknown -            619 8708at5820           -            293   2.7e-09   35.0   2.8   4   4   0.00025      0.13    9.7   0.1   181   249   472   540   455   560 0.80 -
GCA_003402215.1|PVP01_1214900|PVP01_1214900.1|unknown -            869 8708at5820           -            293   1.4e-08   32.7   5.2   1   3      0.23   1.2e+02   -0.0   0.1     2    34   328   361   327   379 0.77 -
GCA_003402215.1|PVP01_1214900|PVP01_1214900.1|unknown -            869 8708at5820           -            293   1.4e-08   32.7   5.2   2   3   1.1e-07   5.6e-05   20.8   0.1    54   101   546   593   529   622 0.83 -
GCA_003402215.1|PVP01_1214900|PVP01_1214900.1|unknown -            869 8708at5820           -            293   1.4e-08   32.7   5.2   3   3   4.1e-05     0.022   12.3   0.2   189   279   764   851   749   855 0.85 -
GCA_003402215.1|PVP01_1315500|PVP01_1315500.1|unknown -            257 8708at5820           -            293     2e-08   32.1   2.0   1   2   3.3e-06    0.0017   15.9   0.0    63   101    24    62    13    80 0.88 -
GCA_003402215.1|PVP01_1315500|PVP01_1315500.1|unknown -            257 8708at5820           -            293     2e-08   32.1   2.0   2   2   3.5e-06    0.0019   15.8   0.4   192   255   131   195   113   229 0.82 -
GCA_003402215.1|PVP01_1426600|PVP01_1426600.1|unknown -           1302 8708at5820           -            293   3.7e-07   28.0  19.7   1   4   3.2e-05     0.017   12.7   1.3    38    98   174   235   144   254 0.77 -
GCA_003402215.1|PVP01_1426600|PVP01_1426600.1|unknown -           1302 8708at5820           -            293   3.7e-07   28.0  19.7   2   4      0.86   4.6e+02   -1.9   0.1   220   283   249   308   237   313 0.63 -
GCA_003402215.1|PVP01_1426600|PVP01_1426600.1|unknown -           1302 8708at5820           -            293   3.7e-07   28.0  19.7   3   4     1e-06   0.00054   17.6   0.4    41   102   819   884   780   892 0.66 -
GCA_003402215.1|PVP01_1426600|PVP01_1426600.1|unknown -           1302 8708at5820           -            293   3.7e-07   28.0  19.7   4   4    0.0011      0.59    7.6   2.7   164   252  1026  1113  1015  1133 0.74 -
GCA_003402215.1|PVP01_1309000|PVP01_1309000.1|unknown -            980 8708at5820           -            293   3.2e-05   21.6   0.7   1   2      0.11        58    1.1   0.0    66    94   646   674   635   681 0.72 -
GCA_003402215.1|PVP01_1309000|PVP01_1309000.1|unknown -            980 8708at5820           -            293   3.2e-05   21.6   0.7   2   2   7.9e-07   0.00042   17.9   0.3   191   272   878   956   857   964 0.89 -
GCA_003402215.1|PVP01_0820500|PVP01_0820500.1|unknown -           2681 8708at5820           -            293   0.00078   17.1   0.1   1   1   2.7e-06    0.0014   16.2   0.1    57    97   814   854   803   866 0.89 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8708at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/8708at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8708at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:20:05 2026
# [ok]
