#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_0916300|PVP01_0916300.1|unknown -            240 11393at5820          -            175  5.9e-104  343.9   8.3   1   1  1.7e-106  7.7e-104  343.6   8.3    13   175    78   240    71   240 0.98 -
GCA_003402215.1|PVP01_1144800|PVP01_1144800.1|unknown -           2023 11393at5820          -            175       0.1   11.0   4.0   2   2     0.048        21    3.5   0.2    70   108   214   252   207   258 0.87 -
GCA_003402215.1|PVP01_0940100|PVP01_0940100.1|unknown -           2831 11393at5820          -            175       0.2   10.1  18.7   1   4    0.0006      0.27    9.6   0.1   123   171   189   237   162   243 0.82 -
GCA_003402215.1|PVP01_0940100|PVP01_0940100.1|unknown -           2831 11393at5820          -            175       0.2   10.1  18.7   2   4   0.00037      0.16   10.3   0.4    64   111   286   333   276   351 0.72 -
GCA_003402215.1|PVP01_0940100|PVP01_0940100.1|unknown -           2831 11393at5820          -            175       0.2   10.1  18.7   3   4       3.7   1.6e+03   -2.7   0.1    85   129  1987  2031  1975  2038 0.79 -
GCA_003402215.1|PVP01_0940100|PVP01_0940100.1|unknown -           2831 11393at5820          -            175       0.2   10.1  18.7   4   4      0.14        61    2.0   0.2   112   174  2521  2579  2505  2580 0.83 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11393at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/11393at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11393at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:00:13 2026
# [ok]
