#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_0802200|PVP01_0802200.1|unknown -            322 13693at5820          -            216  8.3e-126  416.1  39.9   1   1  4.1e-128  8.3e-126  416.1  39.9     1   215    84   309    84   311 0.97 -
GCA_003402215.1|PVP01_1328900|PVP01_1328900.1|unknown -            475 13693at5820          -            216   2.1e-05   22.6   1.2   1   2     0.051        10    3.9   0.0     3    66    16    79    14   101 0.78 -
GCA_003402215.1|PVP01_1328900|PVP01_1328900.1|unknown -            475 13693at5820          -            216   2.1e-05   22.6   1.2   2   2   4.1e-06   0.00083   17.3   0.4     6    85   106   184    98   197 0.87 -
GCA_003402215.1|PVP01_1142400|PVP01_1142400.1|unknown -            778 13693at5820          -            216   5.8e-05   21.1   3.8   1   2      0.18        36    2.2   0.1    11    70   438   494   425   508 0.73 -
GCA_003402215.1|PVP01_1142400|PVP01_1142400.1|unknown -            778 13693at5820          -            216   5.8e-05   21.1   3.8   2   2   1.3e-06   0.00026   19.0   0.3     7    84   699   775   695   777 0.85 -
GCA_003402215.1|PVP01_1261400|PVP01_1261400.1|unknown -            793 13693at5820          -            216   0.00017   19.6   0.1   1   2   8.2e-07   0.00017   19.6   0.1     9    93    31   115    24   132 0.88 -
GCA_003402215.1|PVP01_1261400|PVP01_1261400.1|unknown -            793 13693at5820          -            216   0.00017   19.6   0.1   2   2       3.8   7.8e+02   -2.2   2.0   108   150   164   207   148   222 0.47 -
GCA_003402215.1|PVP01_0722400|PVP01_0722400.1|unknown -            202 13693at5820          -            216   0.00026   19.0   0.0   1   1   1.6e-06   0.00033   18.7   0.0     7    89    71   152    65   202 0.83 -
GCA_003402215.1|PVP01_0522000|PVP01_0522000.1|unknown -            236 13693at5820          -            216   0.00065   17.7   0.1   1   4       1.4   2.8e+02   -0.7   0.9   117   133     5    21     2    36 0.60 -
GCA_003402215.1|PVP01_0522000|PVP01_0522000.1|unknown -            236 13693at5820          -            216   0.00065   17.7   0.1   2   4   3.2e-06   0.00065   17.7   0.1     7    81    34   108    28   112 0.93 -
GCA_003402215.1|PVP01_0522000|PVP01_0522000.1|unknown -            236 13693at5820          -            216   0.00065   17.7   0.1   3   4       1.9   3.9e+02   -1.2   3.6   152   194   115   158   110   177 0.75 -
GCA_003402215.1|PVP01_0522000|PVP01_0522000.1|unknown -            236 13693at5820          -            216   0.00065   17.7   0.1   4   4       4.7   9.6e+02   -2.5   0.1    90   107   199   216   192   233 0.67 -
GCA_003402215.1|PVP01_0931800|PVP01_0931800.1|unknown -            156 13693at5820          -            216    0.0011   17.0   0.4   1   2   5.2e-06    0.0011   17.0   0.4     7    81     4    84     2    90 0.80 -
GCA_003402215.1|PVP01_0931800|PVP01_0931800.1|unknown -            156 13693at5820          -            216    0.0011   17.0   0.4   2   2      0.78   1.6e+02    0.1  10.9   168   207    92   131    84   144 0.76 -
GCA_003402215.1|PVP01_1454200|PVP01_1454200.1|unknown -            482 13693at5820          -            216      0.06   11.3   4.8   1   2      0.25        52    1.7   0.1     8    62    17    80    11   102 0.69 -
GCA_003402215.1|PVP01_1454200|PVP01_1454200.1|unknown -            482 13693at5820          -            216      0.06   11.3   4.8   2   2    0.0003     0.062   11.2   0.0     5    84   397   475   394   481 0.87 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/13693at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/13693at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/13693at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:00:47 2026
# [ok]
