#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_0917000|PVP01_0917000.1|unknown -            454 6772at5820           -            379  2.7e-228  755.7   4.6   1   1    7e-231  3.1e-228  755.5   4.6     1   379     1   429     1   429 0.98 -
GCA_003402215.1|PVP01_1448900|PVP01_1448900.1|unknown -            596 6772at5820           -            379    0.0029   15.1   4.7   1   3   8.3e-06    0.0037   14.7   0.4   158   190    10    42     3    55 0.91 -
GCA_003402215.1|PVP01_1448900|PVP01_1448900.1|unknown -            596 6772at5820           -            379    0.0029   15.1   4.7   2   3       1.1     5e+02   -2.1   0.0   173   202    72   101    43   109 0.64 -
GCA_003402215.1|PVP01_1448900|PVP01_1448900.1|unknown -            596 6772at5820           -            379    0.0029   15.1   4.7   3   3     0.095        42    1.4   0.1   127   188   201   264   190   286 0.70 -
GCA_003402215.1|PVP01_1468300|PVP01_1468300.1|unknown -            543 6772at5820           -            379    0.0074   13.7   1.5   1   2   3.5e-05     0.016   12.7   0.4   122   191    45   115    30   133 0.86 -
GCA_003402215.1|PVP01_1468300|PVP01_1468300.1|unknown -            543 6772at5820           -            379    0.0074   13.7   1.5   2   2       0.4   1.8e+02   -0.7   0.0    97   140   158   206   130   221 0.68 -
GCA_003402215.1|PVP01_0308500|PVP01_0308500.1|unknown -            159 6772at5820           -            379    0.0081   13.6   0.7   1   2     0.017       7.5    3.8   0.0   156   201    19    67     6    70 0.82 -
GCA_003402215.1|PVP01_0308500|PVP01_0308500.1|unknown -            159 6772at5820           -            379    0.0081   13.6   0.7   2   2   0.00025      0.11    9.9   0.8   162   190    68    96    27   136 0.67 -
GCA_003402215.1|PVP01_1141000|PVP01_1141000.1|unknown -            361 6772at5820           -            379     0.032   11.7   1.4   1   2   8.2e-05     0.036   11.5   0.1   156   202   188   234   178   263 0.76 -
GCA_003402215.1|PVP01_1141000|PVP01_1141000.1|unknown -            361 6772at5820           -            379     0.032   11.7   1.4   2   2       1.4   6.3e+02   -2.5   0.1   138   173   309   344   276   360 0.55 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6772at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/6772at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6772at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:15:36 2026
# [ok]
