#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_0204400|PVP01_0204400.1|unknown -            447 6254at5820           -            400    1e-243  806.9  16.1   1   1  1.1e-244  3.4e-242  801.9  16.1     1   400     6   447     6   447 0.94 -
GCA_003402215.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 6254at5820           -            400     9e-09   33.2   3.9   3   4   2.6e-09   8.2e-07   26.8   1.5   155   323   108   283    77   290 0.76 -
GCA_003402215.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 6254at5820           -            400     9e-09   33.2   3.9   4   4    0.0033         1    6.7   0.1   185   232   266   319   256   323 0.61 -
GCA_003402215.1|PVP01_1458200|PVP01_1458200.1|unknown -            472 6254at5820           -            400   7.9e-08   30.1   5.2   1   2   5.1e-09   1.6e-06   25.8   0.9   211   323   175   289   154   292 0.80 -
GCA_003402215.1|PVP01_1458200|PVP01_1458200.1|unknown -            472 6254at5820           -            400   7.9e-08   30.1   5.2   2   2   1.5e-05    0.0046   14.4   0.2   207   320   258   385   257   409 0.74 -
GCA_003402215.1|PVP01_1207800|PVP01_1207800.1|unknown -            363 6254at5820           -            400   1.8e-07   28.9   4.2   1   2   8.9e-08   2.8e-05   21.7   0.2   227   324    41   144    12   152 0.75 -
GCA_003402215.1|PVP01_1207800|PVP01_1207800.1|unknown -            363 6254at5820           -            400   1.8e-07   28.9   4.2   2   2    0.0056       1.8    5.9   0.5   225   360   190   338   181   360 0.52 -
GCA_003402215.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 6254at5820           -            400   2.1e-07   28.8   0.7   1   3   1.8e-06   0.00058   17.4   0.0   247   322   120   193   101   212 0.84 -
GCA_003402215.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 6254at5820           -            400   2.1e-07   28.8   0.7   2   3      0.12        37    1.6   0.1   346   381   365   400   341   418 0.85 -
GCA_003402215.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 6254at5820           -            400   2.1e-07   28.8   0.7   3   3      0.03       9.4    3.5   0.0   265   320   467   522   456   585 0.60 -
GCA_003402215.1|PVP01_1468300|PVP01_1468300.1|unknown -            543 6254at5820           -            400     4e-07   27.8   0.0   1   1   2.5e-09   7.8e-07   26.9   0.0   236   324    19   115    12   126 0.87 -
GCA_003402215.1|PVP01_0831600|PVP01_0831600.1|unknown -            498 6254at5820           -            400   6.8e-07   27.1   0.6   1   2    0.0014      0.45    7.9   0.1   250   317   256   326   222   344 0.77 -
GCA_003402215.1|PVP01_0831600|PVP01_0831600.1|unknown -            498 6254at5820           -            400   6.8e-07   27.1   0.6   2   2   2.5e-06   0.00079   17.0   0.0   226   307   361   443   341   459 0.66 -
GCA_003402215.1|PVP01_1448900|PVP01_1448900.1|unknown -            596 6254at5820           -            400   2.7e-06   25.1   0.9   1   2   2.6e-06   0.00082   16.9   0.1   248   325    11    91     3   109 0.86 -
GCA_003402215.1|PVP01_1448900|PVP01_1448900.1|unknown -            596 6254at5820           -            400   2.7e-06   25.1   0.9   2   2    0.0042       1.3    6.3   0.1   256   321   243   309   196   329 0.69 -
GCA_003402215.1|PVP01_0611600|PVP01_0611600.1|unknown -            647 6254at5820           -            400   3.9e-05   21.3   0.1   1   2    0.0012      0.36    8.2   0.0   252   293   353   393   345   410 0.75 -
GCA_003402215.1|PVP01_0611600|PVP01_0611600.1|unknown -            647 6254at5820           -            400   3.9e-05   21.3   0.1   2   2   0.00014     0.044   11.2   0.0   229   310   411   493   401   496 0.80 -
GCA_003402215.1|PVP01_0905300|PVP01_0905300.1|unknown -            631 6254at5820           -            400   9.6e-05   20.0   0.3   1   3         1   3.3e+02   -1.5   0.0   148   199    17    69    14    71 0.79 -
GCA_003402215.1|PVP01_0905300|PVP01_0905300.1|unknown -            631 6254at5820           -            400   9.6e-05   20.0   0.3   2   3      0.37   1.1e+02   -0.0   0.0   229   281   156   208   147   217 0.77 -
GCA_003402215.1|PVP01_0905300|PVP01_0905300.1|unknown -            631 6254at5820           -            400   9.6e-05   20.0   0.3   3   3   7.7e-06    0.0024   15.4   0.0   210   281   264   338   254   344 0.80 -
GCA_003402215.1|PVP01_1141000|PVP01_1141000.1|unknown -            361 6254at5820           -            400   0.00012   19.7   0.0   1   1   4.6e-07   0.00014   19.4   0.0   217   304   201   290    76   349 0.72 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6254at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/6254at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6254at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:17:36 2026
# [ok]
