#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_0308500|PVP01_0308500.1|unknown -            159 5504at5820           -            407  6.9e-101  336.4   8.5   1   1  1.3e-103  7.6e-101  336.3   8.5   228   385     1   159     1   159 0.99 -
GCA_003402215.1|PVP01_1023200|PVP01_1023200.1|unknown -            647 5504at5820           -            407   9.9e-05   19.8   1.0   2   4   0.00041      0.24    8.6   2.0    45   160   361   446   353   469 0.56 -
GCA_003402215.1|PVP01_1023200|PVP01_1023200.1|unknown -            647 5504at5820           -            407   9.9e-05   19.8   1.0   3   4   1.7e-07   9.9e-05   19.8   1.0   221   321   464   563   453   568 0.86 -
GCA_003402215.1|PVP01_1023200|PVP01_1023200.1|unknown -            647 5504at5820           -            407   9.9e-05   19.8   1.0   4   4     0.062        36    1.4   0.1    94   121   584   611   566   634 0.78 -
GCA_003402215.1|PVP01_1458200|PVP01_1458200.1|unknown -            472 5504at5820           -            407    0.0037   14.6   8.5   1   1   9.1e-06    0.0053   14.0   5.1    44   128   208   302   193   340 0.71 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5504at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/5504at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5504at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:13:43 2026
# [ok]
