#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO67094.1           -           1376 1711at5820           -            877         0 1502.5 140.6   1   5  1.4e-196  9.6e-194  644.2  53.4     7   381   180   600   178   606 0.93 ABC transporter B family member 4, putative [Plasmodium vivax]
SCO69455.1           -            351 1711at5820           -            877   1.8e-07   27.9   2.2   1   2    0.0029       1.9    4.6   0.1   600   652   116   170    12   177 0.73 FeS assembly ATPase SufC, putative [Plasmodium vivax]
SCO69455.1           -            351 1711at5820           -            877   1.8e-07   27.9   2.2   2   2   6.5e-09   4.4e-06   23.3   0.2   775   860   246   334   227   350 0.76 FeS assembly ATPase SufC, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1711at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1711at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1711at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:35:30 2026
# [ok]
