#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO68235.1           -            153 14675at5820          -            104   3.3e-60  199.4   4.5   1   2       1.3   2.8e+02    0.5   0.5     1     9     1     9     1    59 0.74 RNA and export factor binding protein, putative [Plasmodium vivax]
SCO68014.1           -            392 14675at5820          -            104   1.1e-05   24.3   1.7   1   3       0.1        22    4.0   0.1    54    84    56    86    18    95 0.81 poly(A)-binding protein, putative [Plasmodium vivax]
SCO68014.1           -            392 14675at5820          -            104   1.1e-05   24.3   1.7   2   3     0.003      0.65    8.9   0.1    25   102   131   209   113   211 0.91 poly(A)-binding protein, putative [Plasmodium vivax]
SCO68014.1           -            392 14675at5820          -            104   1.1e-05   24.3   1.7   3   3    0.0032      0.69    8.8   0.0    24    87   221   284   213   295 0.89 poly(A)-binding protein, putative [Plasmodium vivax]
SCO69932.1           -           1122 14675at5820          -            104   2.1e-05   23.4  10.0   1   3       1.1   2.3e+02    0.7   0.3     4    37   704   737   701   769 0.73 RNA-binding protein, putative [Plasmodium vivax]
SCO69932.1           -           1122 14675at5820          -            104   2.1e-05   23.4  10.0   2   3      0.18        38    3.2   0.5    14    99   866   965   858   969 0.60 RNA-binding protein, putative [Plasmodium vivax]
SCO69932.1           -           1122 14675at5820          -            104   2.1e-05   23.4  10.0   3   3     3e-07   6.4e-05   21.8   0.2     5    82   974  1051   970  1066 0.91 RNA-binding protein, putative [Plasmodium vivax]
SCO65926.1           -            269 14675at5820          -            104   3.2e-05   22.8   3.3   1   3       2.8     6e+02   -0.6   0.7    53    84    41    71    20    90 0.61 eukaryotic translation initiation factor 3 subunit G, putative [Plasmodium vivax]
SCO65926.1           -            269 14675at5820          -            104   3.2e-05   22.8   3.3   2   3       8.5   1.8e+03   -2.2   0.1     7    25    85   103    76   117 0.67 eukaryotic translation initiation factor 3 subunit G, putative [Plasmodium vivax]
SCO65926.1           -            269 14675at5820          -            104   3.2e-05   22.8   3.3   3   3   1.6e-07   3.5e-05   22.7   0.0     6    86   180   263   175   269 0.84 eukaryotic translation initiation factor 3 subunit G, putative [Plasmodium vivax]
SCO65939.1           -            361 14675at5820          -            104   3.8e-05   22.5   2.9   1   3       2.6   5.7e+02   -0.5   0.3    65    90    28    54     9    70 0.60 RNA-binding protein, putative [Plasmodium vivax]
SCO65939.1           -            361 14675at5820          -            104   3.8e-05   22.5   2.9   2   3   0.00064      0.14   11.1   0.0    16    72   122   180   110   194 0.78 RNA-binding protein, putative [Plasmodium vivax]
SCO65939.1           -            361 14675at5820          -            104   3.8e-05   22.5   2.9   3   3   0.00098      0.21   10.5   0.0     9    69   199   259   189   295 0.86 RNA-binding protein, putative [Plasmodium vivax]
SCO68028.1           -            513 14675at5820          -            104     4e-05   22.5   0.0   1   3       3.7     8e+02   -1.0   0.0    17    71    93   148    86   154 0.73 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO68028.1           -            513 14675at5820          -            104     4e-05   22.5   0.0   2   3     0.015       3.2    6.7   0.0    14    86   189   263   183   275 0.85 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO68028.1           -            513 14675at5820          -            104     4e-05   22.5   0.0   3   3   0.00043     0.093   11.7   0.0    25    88   385   449   376   462 0.83 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO69529.1           -            119 14675at5820          -            104   7.4e-05   21.6   0.1   1   1   5.2e-07   0.00011   21.0   0.1    16    85    39   109    22   118 0.84 RNA-binding protein, putative [Plasmodium vivax]
SCO69563.1           -            661 14675at5820          -            104    0.0001   21.1   0.0   1   1   2.8e-06    0.0006   18.7   0.0    14    84   168   242   157   258 0.85 U2 snRNP-associated SURP motif-containing protein, putative [Plasmodium vivax]
SCO69531.1           -           1030 14675at5820          -            104   0.00011   21.1   1.6   1   4     5e-07   0.00011   21.1   1.6    22    96    21    95     3   101 0.89 RNA-binding protein, putative [Plasmodium vivax]
SCO69531.1           -           1030 14675at5820          -            104   0.00011   21.1   1.6   2   4    0.0012      0.25   10.3   0.3     3    79   310   384   308   393 0.83 RNA-binding protein, putative [Plasmodium vivax]
SCO69531.1           -           1030 14675at5820          -            104   0.00011   21.1   1.6   3   4       5.1   1.1e+03   -1.5   0.9    40    65   534   559   513   621 0.54 RNA-binding protein, putative [Plasmodium vivax]
SCO69531.1           -           1030 14675at5820          -            104   0.00011   21.1   1.6   4   4       5.3   1.1e+03   -1.5   0.6     5    28   829   852   824   858 0.83 RNA-binding protein, putative [Plasmodium vivax]
SCO66738.1           -            318 14675at5820          -            104   0.00024   20.0   0.3   1   2   1.1e-06   0.00024   20.0   0.3    13    90    87   165    75   169 0.87 RNA-binding protein, putative [Plasmodium vivax]
SCO66738.1           -            318 14675at5820          -            104   0.00024   20.0   0.3   2   2       3.3   7.2e+02   -0.9   0.7     2    21   281   300   280   309 0.81 RNA-binding protein, putative [Plasmodium vivax]
SCO67408.1           -            156 14675at5820          -            104   0.00058   18.7   0.5   1   1     4e-06   0.00087   18.2   0.5    15    86     7    85     2   105 0.76 RNA-binding protein s1, putative [Plasmodium vivax]
SCO70117.1           -            505 14675at5820          -            104   0.00071   18.5   0.1   1   2       4.1   8.8e+02   -1.1   0.0    11    44    15    48    12    70 0.72 clustered-asparagine-rich protein, putative [Plasmodium vivax]
SCO70117.1           -            505 14675at5820          -            104   0.00071   18.5   0.1   2   2     2e-05    0.0044   15.9   0.0    27    86   437   496   423   502 0.87 clustered-asparagine-rich protein, putative [Plasmodium vivax]
SCO66126.1           -            497 14675at5820          -            104   0.00072   18.4   0.0   1   1   3.3e-06   0.00072   18.4   0.0    11    76   336   402   326   417 0.86 large subunit rRNA processing RRM protein, putative [Plasmodium vivax]
SCO67727.1           -            314 14675at5820          -            104    0.0012   17.8   0.1   1   2    0.0012      0.25   10.3   0.0    47    88    41    82     4    95 0.67 serine/arginine-rich splicing factor 1, putative [Plasmodium vivax]
SCO67727.1           -            314 14675at5820          -            104    0.0012   17.8   0.1   2   2     0.062        13    4.7   0.0    52    90   144   185   135   195 0.73 serine/arginine-rich splicing factor 1, putative [Plasmodium vivax]
SCO65839.1           -            292 14675at5820          -            104    0.0024   16.8   0.0   1   2       7.8   1.7e+03   -2.0   0.0    53    74    48    69    12    92 0.73 RNA-binding protein, putative [Plasmodium vivax]
SCO65839.1           -            292 14675at5820          -            104    0.0024   16.8   0.0   2   2   3.1e-05    0.0067   15.3   0.0    26    88   169   231   156   240 0.88 RNA-binding protein, putative [Plasmodium vivax]
SCO65954.1           -            480 14675at5820          -            104    0.0031   16.4   0.0   1   1   3.7e-05     0.008   15.1   0.0    13    85   406   478   397   480 0.93 RNA-binding protein, putative [Plasmodium vivax]
SCO68708.1           -           1033 14675at5820          -            104    0.0047   15.8   0.1   1   2     0.031       6.6    5.7   0.1     9    83   639   714   629   732 0.75 splicing factor 1, putative [Plasmodium vivax]
SCO68708.1           -           1033 14675at5820          -            104    0.0047   15.8   0.1   2   2    0.0093         2    7.4   0.0    23    94   755   827   752   837 0.88 splicing factor 1, putative [Plasmodium vivax]
SCO67488.1           -           1835 14675at5820          -            104    0.0065   15.4   0.0   1   1   0.00018      0.04   12.8   0.0    17    77  1010  1070  1004  1094 0.82 RNA-binding protein, putative [Plasmodium vivax]
SCO69795.1           -            124 14675at5820          -            104     0.014   14.3   0.5   1   1   8.2e-05     0.018   14.0   0.5    16    91    12    88     4    97 0.84 RNA-binding protein, putative [Plasmodium vivax]
SCO66619.1           -            287 14675at5820          -            104     0.019   13.9   3.3   1   2      0.38        82    2.2   0.3    52    86    81   115    33   130 0.71 RNA-binding protein, putative [Plasmodium vivax]
SCO66619.1           -            287 14675at5820          -            104     0.019   13.9   3.3   2   2    0.0003     0.066   12.1   0.2    10    82   208   280   201   284 0.90 RNA-binding protein, putative [Plasmodium vivax]
SCO69176.1           -            182 14675at5820          -            104     0.021   13.7   0.2   1   1   0.00015     0.032   13.1   0.2    15    98    86   172    66   176 0.79 RNA-binding protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/14675at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/14675at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/14675at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:35:55 2026
# [ok]
