#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO64986.1           -           1262 4306at5820           -            703  1.4e-277  921.0  55.1   1  10   2.4e-33   4.1e-31  106.4   0.1     2    89     7    95     6   100 0.94 RNA helicase, putative [Plasmodium vivax]
SCO65655.1           -            473 4306at5820           -            703   1.7e-39  134.1   1.3   2   3   1.5e-11   2.4e-09   34.4   0.6    92   224   159   285   154   324 0.72 ATP-dependent RNA helicase UAP56, putative [Plasmodium vivax]
SCO65655.1           -            473 4306at5820           -            703   1.7e-39  134.1   1.3   3   3   3.7e-26   6.3e-24   82.6   0.1   316   435   319   438   311   457 0.94 ATP-dependent RNA helicase UAP56, putative [Plasmodium vivax]
SCO65570.1           -            536 4306at5820           -            703   6.7e-38  128.8  12.1   1   2     3e-29   5.1e-27   92.9   0.7    13   254   121   348   112   350 0.79 ATP-dependent rRNA helicase RRP3, putative [Plasmodium vivax]
SCO65570.1           -            536 4306at5820           -            703   6.7e-38  128.8  12.1   2   2   2.8e-13   4.7e-11   40.1   7.8   271   439   306   475   302   501 0.84 ATP-dependent rRNA helicase RRP3, putative [Plasmodium vivax]
SCO68998.1           -            791 4306at5820           -            703   1.2e-37  128.0  19.3   1   2   1.8e-25     3e-23   80.4   6.7    26   218   245   442   220   475 0.79 ATP-dependent RNA helicase MAK5, putative [Plasmodium vivax]
SCO68998.1           -            791 4306at5820           -            703   1.2e-37  128.0  19.3   2   2   2.7e-17   4.5e-15   53.4   4.6   335   439   572   679   539   747 0.69 ATP-dependent RNA helicase MAK5, putative [Plasmodium vivax]
SCO68599.1           -            489 4306at5820           -            703   4.7e-36  122.7   0.2   1   2   1.2e-20     2e-18   64.5   0.0    22   201    59   229    53   232 0.88 ATP-dependent RNA helicase DBP8, putative [Plasmodium vivax]
SCO68599.1           -            489 4306at5820           -            703   4.7e-36  122.7   0.2   2   2   4.2e-18   7.1e-16   56.0   0.3   332   441   317   427   292   440 0.86 ATP-dependent RNA helicase DBP8, putative [Plasmodium vivax]
SCO70027.1           -            717 4306at5820           -            703     6e-36  122.4   6.9   1   3   0.00043     0.072    9.7   0.0    17    85   274   341   257   345 0.84 DNA helicase 60, putative [Plasmodium vivax]
SCO70027.1           -            717 4306at5820           -            703     6e-36  122.4   6.9   2   3   7.3e-21   1.2e-18   65.2   0.7    93   226   402   525   397   577 0.75 DNA helicase 60, putative [Plasmodium vivax]
SCO70027.1           -            717 4306at5820           -            703     6e-36  122.4   6.9   3   3   9.5e-16   1.6e-13   48.3   2.6   328   438   571   681   532   686 0.85 DNA helicase 60, putative [Plasmodium vivax]
SCO66253.1           -           1015 4306at5820           -            703   1.2e-34  118.1   0.4   1   2   3.6e-19     6e-17   59.6   0.4    46   248   650   857   635   873 0.80 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO66253.1           -           1015 4306at5820           -            703   1.2e-34  118.1   0.4   2   2   3.5e-18   5.9e-16   56.3   0.0   350   439   900   989   873  1001 0.91 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO67714.1           -           1006 4306at5820           -            703   7.1e-32  108.9   0.0   1   2   1.7e-15   2.9e-13   47.4   0.0    22   207   582   763   579   778 0.81 ATP-dependent RNA helicase DDX23, putative [Plasmodium vivax]
SCO67714.1           -           1006 4306at5820           -            703   7.1e-32  108.9   0.0   2   2   5.1e-19   8.5e-17   59.1   0.0   335   444   854   963   831   974 0.86 ATP-dependent RNA helicase DDX23, putative [Plasmodium vivax]
SCO68991.1           -            528 4306at5820           -            703     1e-31  108.4   0.0   1   2   2.6e-19   4.5e-17   60.0   0.0    22   220   114   304   106   364 0.81 ATP-dependent RNA helicase DDX5, putative [Plasmodium vivax]
SCO68991.1           -            528 4306at5820           -            703     1e-31  108.4   0.0   2   2   2.7e-15   4.6e-13   46.8   0.0   325   432   356   461   315   471 0.85 ATP-dependent RNA helicase DDX5, putative [Plasmodium vivax]
SCO65802.1           -           1193 4306at5820           -            703   3.7e-31  106.5  15.5   1   3   6.1e-25     1e-22   78.6   5.3    22   245   167   382   148   394 0.85 ATP-dependent RNA helicase DBP10, putative [Plasmodium vivax]
SCO65802.1           -           1193 4306at5820           -            703   3.7e-31  106.5  15.5   2   3     2e-11   3.4e-09   34.0   1.1   326   444   407   528   392   541 0.81 ATP-dependent RNA helicase DBP10, putative [Plasmodium vivax]
SCO65802.1           -           1193 4306at5820           -            703   3.7e-31  106.5  15.5   3   3       2.9     5e+02   -2.9   0.0   167   193   966   992   961   995 0.87 ATP-dependent RNA helicase DBP10, putative [Plasmodium vivax]
SCO66904.1           -            761 4306at5820           -            703   4.5e-31  106.3  24.4   1   3   7.4e-05     0.013   12.3   0.2    28    82   261   315   252   324 0.90 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO66904.1           -            761 4306at5820           -            703   4.5e-31  106.3  24.4   2   3   4.3e-15   7.3e-13   46.1   4.8    94   251   379   520   372   534 0.80 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO66904.1           -            761 4306at5820           -            703   4.5e-31  106.3  24.4   3   3   2.2e-18   3.6e-16   57.0   5.7   333   447   547   667   544   700 0.81 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO69405.1           -            877 4306at5820           -            703     6e-31  105.9  29.0   1   2   1.6e-23   2.7e-21   74.0  12.9    14   254   127   361   115   399 0.79 ATP-dependent RNA helicase DBP4, putative [Plasmodium vivax]
SCO69405.1           -            877 4306at5820           -            703     6e-31  105.9  29.0   2   2   4.1e-12   6.9e-10   36.2   8.1   362   488   415   540   398   572 0.64 ATP-dependent RNA helicase DBP4, putative [Plasmodium vivax]
SCO68088.1           -            599 4306at5820           -            703     2e-30  104.1  15.2   1   2   2.6e-21   4.4e-19   66.7   2.5    15   226   140   342   134   373 0.77 ATP-dependent RNA helicase HAS1, putative [Plasmodium vivax]
SCO68088.1           -            599 4306at5820           -            703     2e-30  104.1  15.2   2   2   4.8e-14   8.2e-12   42.6   5.6   323   479   381   538   343   556 0.78 ATP-dependent RNA helicase HAS1, putative [Plasmodium vivax]
SCO69871.1           -            923 4306at5820           -            703   2.7e-30  103.7   4.5   1   2   2.1e-18   3.6e-16   57.0   0.0    26   200   345   528   336   534 0.79 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO69871.1           -            923 4306at5820           -            703   2.7e-30  103.7   4.5   2   2   3.1e-15   5.3e-13   46.5   2.1   317   438   609   730   594   738 0.87 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO68859.1           -            787 4306at5820           -            703   6.9e-30  102.4   7.8   1   2     6e-20     1e-17   62.1   0.9    18   227   369   563   348   598 0.78 ATP-dependent RNA helicase DBP5, putative [Plasmodium vivax]
SCO68859.1           -            787 4306at5820           -            703   6.9e-30  102.4   7.8   2   2     1e-13   1.7e-11   41.6   0.8   368   436   665   752   610   762 0.83 ATP-dependent RNA helicase DBP5, putative [Plasmodium vivax]
SCO67619.1           -            667 4306at5820           -            703   1.4e-29  101.3   0.1   1   2   1.7e-16   2.9e-14   50.7   0.0    21   228   218   425   215   467 0.84 RNA helicase 1, putative [Plasmodium vivax]
SCO67619.1           -            667 4306at5820           -            703   1.4e-29  101.3   0.1   2   2   6.7e-16   1.1e-13   48.8   0.1   333   436   471   574   422   582 0.78 RNA helicase 1, putative [Plasmodium vivax]
SCO69659.1           -            626 4306at5820           -            703   5.1e-29   99.5  12.4   1   2   6.6e-21   1.1e-18   65.3   6.7    43   255   169   377   142   390 0.77 DEAD box helicase, putative [Plasmodium vivax]
SCO69659.1           -            626 4306at5820           -            703   5.1e-29   99.5  12.4   2   2     2e-12   3.4e-10   37.2   0.1   354   455   426   526   419   542 0.86 DEAD box helicase, putative [Plasmodium vivax]
SCO67810.1           -           1450 4306at5820           -            703     1e-28   98.5   2.5   1   2   9.8e-19   1.7e-16   58.1   0.1    21   248   667   888   654   906 0.84 pre-mRNA-processing ATP-dependent RNA helicase PRP5, putative [Plasmodium vivax]
SCO67810.1           -           1450 4306at5820           -            703     1e-28   98.5   2.5   2   2   3.4e-13   5.7e-11   39.8   0.5   322   431   904  1014   884  1053 0.86 pre-mRNA-processing ATP-dependent RNA helicase PRP5, putative [Plasmodium vivax]
SCO67853.1           -            720 4306at5820           -            703   2.9e-27   93.7   2.3   1   3    0.0046      0.78    6.3   0.0    27    85   132   190   117   196 0.87 ATP-dependent helicase, putative [Plasmodium vivax]
SCO67853.1           -            720 4306at5820           -            703   2.9e-27   93.7   2.3   2   3   5.8e-14   9.7e-12   42.4   1.1    96   235   228   353   225   418 0.75 ATP-dependent helicase, putative [Plasmodium vivax]
SCO67853.1           -            720 4306at5820           -            703   2.9e-27   93.7   2.3   3   3   8.9e-14   1.5e-11   41.7   0.0   365   439   433   507   424   517 0.91 ATP-dependent helicase, putative [Plasmodium vivax]
SCO70262.1           -            731 4306at5820           -            703   4.3e-27   93.1  16.4   1   2   1.7e-18   2.8e-16   57.4   3.0    19   279   102   375    93   378 0.76 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO70262.1           -            731 4306at5820           -            703   4.3e-27   93.1  16.4   2   2   6.6e-15   1.1e-12   45.5   3.1   315   432   363   480   351   492 0.91 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO70166.1           -            850 4306at5820           -            703   8.8e-26   88.8   9.0   1   2   6.2e-21     1e-18   65.4   2.1    35   225   106   295    80   312 0.81 ATP-dependent RNA helicase DBP9, putative [Plasmodium vivax]
SCO70166.1           -            850 4306at5820           -            703   8.8e-26   88.8   9.0   2   2     2e-09   3.5e-07   27.3   0.2   392   437   516   561   512   565 0.92 ATP-dependent RNA helicase DBP9, putative [Plasmodium vivax]
SCO69403.1           -            995 4306at5820           -            703   4.2e-25   86.5  31.8   1   3     9e-05     0.015   12.0   0.0    18    85    45   112    30   120 0.90 ATP-dependent rRNA helicase SPB4, putative [Plasmodium vivax]
SCO69403.1           -            995 4306at5820           -            703   4.2e-25   86.5  31.8   2   3   7.1e-07   0.00012   18.9   1.8    86   218   234   385   226   396 0.70 ATP-dependent rRNA helicase SPB4, putative [Plasmodium vivax]
SCO69403.1           -            995 4306at5820           -            703   4.2e-25   86.5  31.8   3   3     1e-21   1.7e-19   68.0   9.4   349   457   547   657   542   666 0.88 ATP-dependent rRNA helicase SPB4, putative [Plasmodium vivax]
SCO67855.1           -            522 4306at5820           -            703     8e-18   62.5  21.5   1   3   5.6e-14   9.4e-12   42.4   7.3    19   234    90   310    87   324 0.76 ATP-dependent helicase, putative [Plasmodium vivax]
SCO67855.1           -            522 4306at5820           -            703     8e-18   62.5  21.5   2   3     0.027       4.6    3.8   0.5   651   684   287   320   276   339 0.78 ATP-dependent helicase, putative [Plasmodium vivax]
SCO67855.1           -            522 4306at5820           -            703     8e-18   62.5  21.5   3   3   1.5e-08   2.6e-06   24.4   6.4   317   471   342   494   328   502 0.87 ATP-dependent helicase, putative [Plasmodium vivax]
SCO66154.1           -            623 4306at5820           -            703   1.2e-17   61.9   8.4   1   3    0.0036      0.61    6.7   0.1    31    84   141   195   132   198 0.83 ATP-dependent RNA helicase ROK1, putative [Plasmodium vivax]
SCO66154.1           -            623 4306at5820           -            703   1.2e-17   61.9   8.4   2   3    0.0011      0.18    8.4   1.1    93   229   250   372   242   410 0.70 ATP-dependent RNA helicase ROK1, putative [Plasmodium vivax]
SCO66154.1           -            623 4306at5820           -            703   1.2e-17   61.9   8.4   3   3     3e-16   5.1e-14   49.9   0.2   364   427   458   521   448   535 0.89 ATP-dependent RNA helicase ROK1, putative [Plasmodium vivax]
SCO65404.1           -            850 4306at5820           -            703     2e-17   61.2   0.9   1   2   5.4e-12   9.1e-10   35.8   0.5    28   203   143   317   134   321 0.81 ATP-dependent RNA helicase DBP7, putative [Plasmodium vivax]
SCO65404.1           -            850 4306at5820           -            703     2e-17   61.2   0.9   2   2     3e-08   5.1e-06   23.5   0.0   364   430   614   683   603   700 0.82 ATP-dependent RNA helicase DBP7, putative [Plasmodium vivax]
SCO67682.1           -            816 4306at5820           -            703   2.1e-17   61.1  23.8   1   2   0.00013     0.021   11.5   0.0    22    87     3    67     1    76 0.85 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO67682.1           -            816 4306at5820           -            703   2.1e-17   61.1  23.8   2   2   4.5e-14   7.5e-12   42.7  24.1    92   439   329   689   322   701 0.65 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO67171.1           -           1329 4306at5820           -            703   1.5e-15   55.0   6.0   1   3    0.0057      0.97    6.0   0.0    16    83   137   204   131   219 0.88 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO67171.1           -           1329 4306at5820           -            703   1.5e-15   55.0   6.0   2   3       5.7   9.6e+02   -3.9   0.1   172   201   524   554   497   560 0.63 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO67171.1           -           1329 4306at5820           -            703   1.5e-15   55.0   6.0   3   3   1.8e-16     3e-14   50.7   1.4   330   426   884   980   876   983 0.93 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO69121.1           -            869 4306at5820           -            703   4.7e-15   53.3  20.9   1   4   1.4e-05    0.0024   14.6   4.3    17   138   153   275   146   283 0.78 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO69121.1           -            869 4306at5820           -            703   4.7e-15   53.3  20.9   2   4      0.34        58    0.1   0.1   145   190   305   352   287   365 0.78 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO69121.1           -            869 4306at5820           -            703   4.7e-15   53.3  20.9   3   4      0.49        82   -0.4   0.2    55    88   438   471   390   485 0.80 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO69121.1           -            869 4306at5820           -            703   4.7e-15   53.3  20.9   4   4   1.9e-15   3.2e-13   47.3   1.3   327   443   530   645   528   672 0.81 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO65342.1           -           1189 4306at5820           -            703     5e-12   43.3   9.6   1   2   6.9e-13   1.2e-10   38.8   2.9    20   211   230   430   212   467 0.74 DEAD box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO65342.1           -           1189 4306at5820           -            703     5e-12   43.3   9.6   2   2    0.0011      0.18    8.4   0.6   358   461   847   952   837   963 0.79 DEAD box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO64913.1           -           1051 4306at5820           -            703   1.8e-07   28.3  24.3   1   3    0.0033      0.56    6.8   0.0    16    56    69   109    62   115 0.87 RNA helicase, putative [Plasmodium vivax]
SCO64913.1           -           1051 4306at5820           -            703   1.8e-07   28.3  24.3   2   3      0.66   1.1e+02   -0.8   0.0    87   114   320   347   312   368 0.76 RNA helicase, putative [Plasmodium vivax]
SCO64913.1           -           1051 4306at5820           -            703   1.8e-07   28.3  24.3   3   3   2.6e-09   4.3e-07   27.0  13.5   340   494   768   915   758   930 0.69 RNA helicase, putative [Plasmodium vivax]
SCO65162.1           -           1408 4306at5820           -            703   4.1e-07   27.1   2.2   1   1   4.1e-09   6.9e-07   26.3   2.2   373   436  1199  1262  1182  1289 0.89 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO65281.1           -            548 4306at5820           -            703   1.7e-06   25.0  10.0   1   3    0.0015      0.26    7.9   4.0    59   149   136   220    71   286 0.67 ATP-dependent RNA helicase protein, putative [Plasmodium vivax]
SCO65281.1           -            548 4306at5820           -            703   1.7e-06   25.0  10.0   2   3     1e-08   1.7e-06   25.0  10.0   363   428   401   466   279   475 0.74 ATP-dependent RNA helicase protein, putative [Plasmodium vivax]
SCO65281.1           -            548 4306at5820           -            703   1.7e-06   25.0  10.0   3   3       1.1   1.9e+02   -1.6   0.8   238   283   476   522   469   530 0.74 ATP-dependent RNA helicase protein, putative [Plasmodium vivax]
SCO66507.1           -            742 4306at5820           -            703   2.1e-05   21.4   7.4   1   2       4.8   8.1e+02   -3.6   0.5   348   385    99   139    96   164 0.64 ATP-dependent DNA helicase Q1, putative [Plasmodium vivax]
SCO66507.1           -            742 4306at5820           -            703   2.1e-05   21.4   7.4   2   2   1.3e-07   2.1e-05   21.4   7.4   334   446   390   500   363   545 0.72 ATP-dependent DNA helicase Q1, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4306at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/4306at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4306at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:47:05 2026
# [ok]
