#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO67408.1           -            156 14831at5820          -            106   2.1e-37  126.0  12.2   1   2   1.2e-39   2.1e-37  126.0  12.2     1   101     1   112     1   119 0.78 RNA-binding protein s1, putative [Plasmodium vivax]
SCO69492.1           -            503 14831at5820          -            106   2.5e-06   26.1  11.4   3   3    0.0015      0.25   10.0   0.4     6    82   396   478   392   499 0.70 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO69795.1           -            124 14831at5820          -            106   3.1e-06   25.8   2.6   1   1   2.4e-08   4.1e-06   25.4   2.6     4    81     8    91     4   114 0.81 RNA-binding protein, putative [Plasmodium vivax]
SCO68994.1           -            792 14831at5820          -            106   7.1e-06   24.6   0.3   1   1   1.1e-07     2e-05   23.2   0.3     6    89    31   120    27   126 0.87 RNA-binding protein, putative [Plasmodium vivax]
SCO69655.1           -            505 14831at5820          -            106   7.4e-06   24.5  14.7   1   3   5.8e-06     0.001   17.7   2.2     3    96   226   326   225   341 0.77 U1 small nuclear ribonucleoprotein A, putative [Plasmodium vivax]
SCO69655.1           -            505 14831at5820          -            106   7.4e-06   24.5  14.7   2   3       6.6   1.1e+03   -1.8   1.8    59    86   371   398   329   411 0.56 U1 small nuclear ribonucleoprotein A, putative [Plasmodium vivax]
SCO69655.1           -            505 14831at5820          -            106   7.4e-06   24.5  14.7   3   3   3.9e-05    0.0067   15.0   0.1     5    74   434   503   430   505 0.93 U1 small nuclear ribonucleoprotein A, putative [Plasmodium vivax]
SCO66680.1           -            192 14831at5820          -            106   8.5e-06   24.3   1.6   1   2   1.6e-05    0.0027   16.3   1.4     3    83     9    96     8   118 0.76 U2 small nuclear ribonucleoprotein B'', putative [Plasmodium vivax]
SCO66680.1           -            192 14831at5820          -            106   8.5e-06   24.3   1.6   2   2     0.018       3.2    6.4   0.0     5    55   121   171   117   179 0.91 U2 small nuclear ribonucleoprotein B'', putative [Plasmodium vivax]
SCO69529.1           -            119 14831at5820          -            106   2.6e-05   22.8   0.6   1   2       5.8     1e+03   -1.6   0.3    96   102     6    12     2    21 0.51 RNA-binding protein, putative [Plasmodium vivax]
SCO69529.1           -            119 14831at5820          -            106   2.6e-05   22.8   0.6   2   2   1.5e-07   2.6e-05   22.8   0.6     6    73    37   110    32   119 0.79 RNA-binding protein, putative [Plasmodium vivax]
SCO68327.1           -            757 14831at5820          -            106   2.6e-05   22.8   8.8   1   4      0.46        80    1.9   0.1    11    75   226   292   213   307 0.59 polypyrimidine tract binding protein, putative [Plasmodium vivax]
SCO68327.1           -            757 14831at5820          -            106   2.6e-05   22.8   8.8   2   4    0.0054      0.93    8.1   0.2     7    96   416   509   411   517 0.73 polypyrimidine tract binding protein, putative [Plasmodium vivax]
SCO68327.1           -            757 14831at5820          -            106   2.6e-05   22.8   8.8   3   4      0.15        26    3.5   0.0     6    75   562   633   558   661 0.75 polypyrimidine tract binding protein, putative [Plasmodium vivax]
SCO68327.1           -            757 14831at5820          -            106   2.6e-05   22.8   8.8   4   4    0.0006       0.1   11.2   0.1     4    60   678   737   676   756 0.75 polypyrimidine tract binding protein, putative [Plasmodium vivax]
SCO66738.1           -            318 14831at5820          -            106   3.2e-05   22.5   0.2   1   1   1.9e-07   3.2e-05   22.5   0.2     4    82    86   169    82   185 0.81 RNA-binding protein, putative [Plasmodium vivax]
SCO67297.1           -            208 14831at5820          -            106   6.3e-05   21.5   2.1   1   2   3.6e-07   6.3e-05   21.5   2.1     5    82     9    91     6   105 0.84 alternative splicing factor ASF-1, putative [Plasmodium vivax]
SCO67297.1           -            208 14831at5820          -            106   6.3e-05   21.5   2.1   2   2       6.7   1.2e+03   -1.8   0.0    13    42   130   159   121   166 0.71 alternative splicing factor ASF-1, putative [Plasmodium vivax]
SCO67863.1           -            328 14831at5820          -            106   0.00011   20.8   0.0   1   3   6.2e-07   0.00011   20.8   0.0     5    78    13    92    10   104 0.80 serine/arginine-rich splicing factor 12, putative [Plasmodium vivax]
SCO67863.1           -            328 14831at5820          -            106   0.00011   20.8   0.0   2   3       4.3   7.5e+02   -1.2   1.5    72   101   116   146   103   153 0.69 serine/arginine-rich splicing factor 12, putative [Plasmodium vivax]
SCO67863.1           -            328 14831at5820          -            106   0.00011   20.8   0.0   3   3       6.8   1.2e+03   -1.8   2.9    71    91   204   222   194   243 0.60 serine/arginine-rich splicing factor 12, putative [Plasmodium vivax]
SCO69563.1           -            661 14831at5820          -            106   0.00018   20.1   0.5   1   2       9.2   1.6e+03   -2.3   0.8    73    86    83    98    79   119 0.55 U2 snRNP-associated SURP motif-containing protein, putative [Plasmodium vivax]
SCO69563.1           -            661 14831at5820          -            106   0.00018   20.1   0.5   2   2     1e-06   0.00018   20.1   0.5     5    76   167   247   164   278 0.79 U2 snRNP-associated SURP motif-containing protein, putative [Plasmodium vivax]
SCO68235.1           -            153 14831at5820          -            106   0.00032   19.3   2.3   1   1   1.9e-06   0.00032   19.3   2.3     6    80    63   142    57   151 0.76 RNA and export factor binding protein, putative [Plasmodium vivax]
SCO67092.1           -            529 14831at5820          -            106   0.00058   18.4   2.4   1   2   0.00046     0.081   11.6   0.3    17    64    94   141    77   159 0.86 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67092.1           -            529 14831at5820          -            106   0.00058   18.4   2.4   2   2     0.033       5.8    5.6   0.1    64   101   437   475   425   512 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68331.1           -            632 14831at5820          -            106   0.00059   18.4   2.3   1   2     0.094        16    4.1   0.1     4    37     9    42     6    68 0.76 RNA-binding protein, putative [Plasmodium vivax]
SCO68331.1           -            632 14831at5820          -            106   0.00059   18.4   2.3   2   2   3.4e-06   0.00059   18.4   2.3     4   100   166   265   163   270 0.84 RNA-binding protein, putative [Plasmodium vivax]
SCO69932.1           -           1122 14831at5820          -            106    0.0011   17.6   0.4   1   6       4.7   8.1e+02   -1.3   1.2    45    83    48    85    33    95 0.63 RNA-binding protein, putative [Plasmodium vivax]
SCO69932.1           -           1122 14831at5820          -            106    0.0011   17.6   0.4   2   6       4.4   7.7e+02   -1.2   3.8    75   103   207   226   190   239 0.51 RNA-binding protein, putative [Plasmodium vivax]
SCO69932.1           -           1122 14831at5820          -            106    0.0011   17.6   0.4   3   6    0.0087       1.5    7.5   0.3    39    80   499   540   489   573 0.74 RNA-binding protein, putative [Plasmodium vivax]
SCO69932.1           -           1122 14831at5820          -            106    0.0011   17.6   0.4   4   6   6.2e-06    0.0011   17.6   0.4     3    55   711   763   709   773 0.93 RNA-binding protein, putative [Plasmodium vivax]
SCO69932.1           -           1122 14831at5820          -            106    0.0011   17.6   0.4   5   6     0.071        12    4.5   4.2     2    49   862   910   861   970 0.78 RNA-binding protein, putative [Plasmodium vivax]
SCO69932.1           -           1122 14831at5820          -            106    0.0011   17.6   0.4   6   6   0.00085      0.15   10.7   3.6     5    76   982  1058   978  1114 0.78 RNA-binding protein, putative [Plasmodium vivax]
SCO66530.1           -            470 14831at5820          -            106    0.0024   16.5  14.2   1   3    0.0012       0.2   10.3   0.3     2    52    88   143    87   161 0.84 U4/U6 snRNA-associated-splicing factor, putative [Plasmodium vivax]
SCO66530.1           -            470 14831at5820          -            106    0.0024   16.5  14.2   2   3       3.8   6.5e+02   -1.0   0.6    81    99   272   292   235   298 0.59 U4/U6 snRNA-associated-splicing factor, putative [Plasmodium vivax]
SCO66530.1           -            470 14831at5820          -            106    0.0024   16.5  14.2   3   3   0.00011      0.02   13.5   2.2     3    71   297   373   294   391 0.74 U4/U6 snRNA-associated-splicing factor, putative [Plasmodium vivax]
SCO68759.1           -            914 14831at5820          -            106    0.0073   14.9   0.1   1   2   4.2e-05    0.0073   14.9   0.1     3    74   676   753   674   772 0.74 splicing factor U2AF large subunit, putative [Plasmodium vivax]
SCO68759.1           -            914 14831at5820          -            106    0.0073   14.9   0.1   2   2       3.4     6e+02   -0.9   0.0    31    78   858   905   855   912 0.75 splicing factor U2AF large subunit, putative [Plasmodium vivax]
SCO65839.1           -            292 14831at5820          -            106    0.0091   14.6   0.0   1   2      0.13        23    3.7   0.0     3    58     6    66     4    74 0.74 RNA-binding protein, putative [Plasmodium vivax]
SCO65839.1           -            292 14831at5820          -            106    0.0091   14.6   0.0   2   2    0.0065       1.1    7.9   0.0     7    77   158   233   154   244 0.74 RNA-binding protein, putative [Plasmodium vivax]
SCO68708.1           -           1033 14831at5820          -            106     0.023   13.3   0.0   1   4        10   1.7e+03   -2.4   1.4    71   105    90   124    85   125 0.85 splicing factor 1, putative [Plasmodium vivax]
SCO68708.1           -           1033 14831at5820          -            106     0.023   13.3   0.0   2   4       4.1   7.1e+02   -1.1   0.0     5    40   643   679   640   727 0.78 splicing factor 1, putative [Plasmodium vivax]
SCO68708.1           -           1033 14831at5820          -            106     0.023   13.3   0.0   3   4   0.00013     0.023   13.3   0.0    14   101   754   847   744   852 0.80 splicing factor 1, putative [Plasmodium vivax]
SCO68708.1           -           1033 14831at5820          -            106     0.023   13.3   0.0   4   4     0.011         2    7.1   0.0    40    75   963   997   957  1019 0.86 splicing factor 1, putative [Plasmodium vivax]
SCO70117.1           -            505 14831at5820          -            106     0.029   13.0   6.6   1   3      0.07        12    4.6   0.2     5    40    17    53    13    70 0.82 clustered-asparagine-rich protein, putative [Plasmodium vivax]
SCO70117.1           -            505 14831at5820          -            106     0.029   13.0   6.6   2   3       5.4   9.3e+02   -1.5   0.1     2    16   381   395   380   409 0.84 clustered-asparagine-rich protein, putative [Plasmodium vivax]
SCO70117.1           -            505 14831at5820          -            106     0.029   13.0   6.6   3   3   0.00061      0.11   11.2   0.1    20    76   438   499   420   505 0.73 clustered-asparagine-rich protein, putative [Plasmodium vivax]
SCO67727.1           -            314 14831at5820          -            106     0.053   12.1   0.0   1   1   0.00031     0.053   12.1   0.0     5    73     9    80     3   108 0.80 serine/arginine-rich splicing factor 1, putative [Plasmodium vivax]
SCO68361.1           -            475 14831at5820          -            106      0.25   10.0  11.4   1   2   9.6e-05     0.017   13.8   2.7     4    97   161   252   158   260 0.76 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68361.1           -            475 14831at5820          -            106      0.25   10.0  11.4   2   2      0.64   1.1e+02    1.5   0.3    25    66   431   471   410   475 0.73 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66489.1           -            340 14831at5820          -            106      0.59    8.8   9.7   1   1   9.8e-05     0.017   13.7   2.4     3    85   169   255   167   277 0.64 RNA-binding protein musashi, putative [Plasmodium vivax]
SCO69885.1           -            746 14831at5820          -            106       1.4    7.6   6.9   1   2       2.6   4.5e+02   -0.5   0.1    32    92   149   212   129   219 0.76 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69885.1           -            746 14831at5820          -            106       1.4    7.6   6.9   2   2    0.0038      0.66    8.6   2.3    11    60   240   291   231   301 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/14831at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/14831at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/14831at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:36:16 2026
# [ok]
