#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO68021.1           -            181 13688at5820          -            142   7.3e-88  290.4  11.0   1   1   3.5e-90   8.9e-88  290.1  11.0     1   142    26   176    26   176 0.97 RNA-binding protein, putative [Plasmodium vivax]
SCO66738.1           -            318 13688at5820          -            142   5.1e-06   25.1   1.0   2   2       6.1   1.5e+03   -2.4   0.4   121   139   237   255   225   292 0.65 RNA-binding protein, putative [Plasmodium vivax]
SCO69492.1           -            503 13688at5820          -            142   5.3e-06   25.0   5.0   1   3     0.083        21    3.6   0.1    26    84    83   141    70   162 0.81 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO69492.1           -            503 13688at5820          -            142   5.3e-06   25.0   5.0   2   3   3.9e-06   0.00099   17.7   0.8    17   106   172   263   158   284 0.82 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO69492.1           -            503 13688at5820          -            142   5.3e-06   25.0   5.0   3   3   4.4e-06    0.0011   17.5   0.2    27   103   396   472   391   496 0.83 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO67488.1           -           1835 13688at5820          -            142   5.6e-06   25.0   0.1   1   1   1.2e-07   3.1e-05   22.6   0.1    23    99  1003  1081   993  1097 0.81 RNA-binding protein, putative [Plasmodium vivax]
SCO66926.1           -            299 13688at5820          -            142   1.4e-05   23.7   2.3   1   2   5.9e-08   1.5e-05   23.6   0.0    19    99    30   110    18   123 0.89 RNA-binding protein, putative [Plasmodium vivax]
SCO66926.1           -            299 13688at5820          -            142   1.4e-05   23.7   2.3   2   2       4.2   1.1e+03   -1.9   1.1    90   112   215   237   181   257 0.70 RNA-binding protein, putative [Plasmodium vivax]
SCO67727.1           -            314 13688at5820          -            142   4.5e-05   22.0   1.5   1   3   7.2e-06    0.0018   16.8   0.0    24    93     7    74     2    86 0.84 serine/arginine-rich splicing factor 1, putative [Plasmodium vivax]
SCO67727.1           -            314 13688at5820          -            142   4.5e-05   22.0   1.5   2   3     0.084        21    3.6   0.0    66    89   144   167   137   192 0.76 serine/arginine-rich splicing factor 1, putative [Plasmodium vivax]
SCO67727.1           -            314 13688at5820          -            142   4.5e-05   22.0   1.5   3   3       7.9     2e+03   -2.8   0.4    42    61   265   284   245   296 0.60 serine/arginine-rich splicing factor 1, putative [Plasmodium vivax]
SCO68103.1           -            670 13688at5820          -            142   0.00017   20.1   2.5   1   2      0.39        98    1.5   0.3    55    99    59   102    32   128 0.66 RNA binding function, putative [Plasmodium vivax]
SCO68103.1           -            670 13688at5820          -            142   0.00017   20.1   2.5   2   2   3.9e-06     0.001   17.7   0.1    23   100   129   207   116   215 0.81 RNA binding function, putative [Plasmodium vivax]
SCO67863.1           -            328 13688at5820          -            142   0.00018   20.1   0.0   1   1     7e-07   0.00018   20.1   0.0    32    95    19    83     8   104 0.80 serine/arginine-rich splicing factor 12, putative [Plasmodium vivax]
SCO68327.1           -            757 13688at5820          -            142   0.00031   19.3   0.6   1   3       2.8   7.1e+02   -1.3   0.0    69   112   454   499   419   515 0.70 polypyrimidine tract binding protein, putative [Plasmodium vivax]
SCO68327.1           -            757 13688at5820          -            142   0.00031   19.3   0.6   2   3      0.14        35    2.9   0.0    28   119   563   657   553   672 0.73 polypyrimidine tract binding protein, putative [Plasmodium vivax]
SCO68327.1           -            757 13688at5820          -            142   0.00031   19.3   0.6   3   3   0.00013     0.032   12.8   0.1    27   101   680   753   671   756 0.85 polypyrimidine tract binding protein, putative [Plasmodium vivax]
SCO69795.1           -            124 13688at5820          -            142   0.00039   19.0   1.2   1   1   1.7e-06   0.00044   18.8   1.2    29   120    12   101     3   119 0.77 RNA-binding protein, putative [Plasmodium vivax]
SCO66680.1           -            192 13688at5820          -            142   0.00069   18.2   0.5   1   2   0.00059      0.15   10.6   0.3    28   109    13    95     5   109 0.74 U2 small nuclear ribonucleoprotein B'', putative [Plasmodium vivax]
SCO66680.1           -            192 13688at5820          -            142   0.00069   18.2   0.5   2   2     0.014       3.7    6.1   0.0    22    57   117   152   105   178 0.86 U2 small nuclear ribonucleoprotein B'', putative [Plasmodium vivax]
SCO68994.1           -            792 13688at5820          -            142    0.0012   17.4   2.4   1   1   6.6e-06    0.0017   16.9   0.5    20   110    23   113    14   126 0.83 RNA-binding protein, putative [Plasmodium vivax]
SCO69529.1           -            119 13688at5820          -            142    0.0018   16.9   0.1   1   1   9.9e-06    0.0025   16.4   0.1    23    98    33   108    15   118 0.85 RNA-binding protein, putative [Plasmodium vivax]
SCO70005.1           -            110 13688at5820          -            142    0.0026   16.3   0.0   1   1   1.2e-05    0.0032   16.0   0.0    27    99    16    85     6   109 0.78 splicing factor 3B subunit 6, putative [Plasmodium vivax]
SCO66561.1           -            202 13688at5820          -            142    0.0027   16.3   0.0   1   1   1.7e-05    0.0043   15.6   0.0    21   100    67   145    54   157 0.88 RNA-binding protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/13688at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/13688at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/13688at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:33:08 2026
# [ok]
