#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69504.1           -           6648 43at5820             -           4310         0 7751.3 609.7   1  26  7.5e-173  1.1e-169  564.6  41.2     1   272     1   274     1   278 0.99 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69504.1           -           6648 43at5820             -           4310         0 7751.3 609.7  20  26  4.8e-170  7.3e-167  555.2  21.6  2778  3061  4441  4748  4433  4751 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69504.1           -           6648 43at5820             -           4310         0 7751.3 609.7  21  26  1.8e-136  2.7e-133  443.8  16.6  3057  3291  4877  5120  4863  5132 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69504.1           -           6648 43at5820             -           4310         0 7751.3 609.7  22  26   1.1e-71   1.6e-68  228.8   0.7  3284  3414  5179  5330  5171  5338 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69504.1           -           6648 43at5820             -           4310         0 7751.3 609.7  23  26  1.1e-220  1.6e-217  723.4  48.0  3410  3830  5402  5891  5391  5912 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69504.1           -           6648 43at5820             -           4310         0 7751.3 609.7  24  26    0.0051       7.7    0.9   0.0  3825  3851  5958  5986  5949  5994 0.82 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69504.1           -           6648 43at5820             -           4310         0 7751.3 609.7  25  26  1.2e-123  1.8e-120  401.3  17.3  3852  4081  6056  6320  6032  6328 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69504.1           -           6648 43at5820             -           4310         0 7751.3 609.7  26  26  6.9e-129  1.1e-125  418.6   2.4  4083  4310  6412  6648  6398  6648 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66976.1           -            254 43at5820             -           4310       1.9    2.9  22.1   1   1    0.0017       2.5    2.5  22.1  3543  3654   129   245    95   250 0.66 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69645.1           -            543 43at5820             -           4310       2.1    2.7  26.0   1   1    0.0021       3.3    2.1  26.0  3605  3654   145   193   110   197 0.59 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65734.1           -            257 43at5820             -           4310       7.7    0.9  14.3   1   1    0.0052       7.8    0.8  14.3  3609  3651    99   141    77   225 0.85 Plasmodium exported protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/43at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/43at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/43at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:47:40 2026
# [ok]
