#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO66170.1           -           5274 41at5820             -           4262         0 8502.0 402.8   1  12  1.1e-149  1.1e-146  488.3  41.1     1   304    43   387    43   392 0.92 dynein heavy chain, putative [Plasmodium vivax]
SCO66373.1           -           5856 41at5820             -           4262         0 1167.7 229.9   5  11         6   6.1e+03  -20.5  60.3   762  1164  1565  1970  1559  1979 0.68 dynein heavy chain, putative [Plasmodium vivax]
SCO66373.1           -           5856 41at5820             -           4262         0 1167.7 229.9   6  11  3.9e-180  3.9e-177  589.4  63.3  1157  2121  2064  3060  2044  3069 0.87 dynein heavy chain, putative [Plasmodium vivax]
SCO66373.1           -           5856 41at5820             -           4262         0 1167.7 229.9   7  11   8.7e-19   8.8e-16   53.8  15.7  2207  2524  3328  3672  3270  3690 0.76 dynein heavy chain, putative [Plasmodium vivax]
SCO66373.1           -           5856 41at5820             -           4262         0 1167.7 229.9   8  11   2.3e-20   2.3e-17   59.1   5.8  2530  2689  3788  3949  3783  3963 0.88 dynein heavy chain, putative [Plasmodium vivax]
SCO66373.1           -           5856 41at5820             -           4262         0 1167.7 229.9   9  11  1.2e-108  1.2e-105  352.1  70.1  2698  3545  4031  4905  4012  4939 0.84 dynein heavy chain, putative [Plasmodium vivax]
SCO66373.1           -           5856 41at5820             -           4262         0 1167.7 229.9  10  11   4.7e-43   4.7e-40  134.4  26.3  3588  4042  5066  5514  5017  5578 0.77 dynein heavy chain, putative [Plasmodium vivax]
SCO66373.1           -           5856 41at5820             -           4262         0 1167.7 229.9  11  11   8.3e-23   8.4e-20   67.2   8.7  4023  4256  5602  5852  5585  5855 0.84 dynein heavy chain, putative [Plasmodium vivax]
SCO65207.1           -           5027 41at5820             -           4262  8.9e-299  993.1 105.8   1   6         6   6.1e+03  -10.4   6.9   383  1467   869   906   749   963 0.44 dynein heavy chain, putative [Plasmodium vivax]
SCO65207.1           -           5027 41at5820             -           4262  8.9e-299  993.1 105.8   2   6  1.5e-133  1.5e-130  434.8  16.9  1067  1814  1397  2182  1371  2185 0.88 dynein heavy chain, putative [Plasmodium vivax]
SCO65207.1           -           5027 41at5820             -           4262  8.9e-299  993.1 105.8   3   6   1.2e-41   1.2e-38  129.7   0.6  1820  2047  2229  2466  2223  2478 0.88 dynein heavy chain, putative [Plasmodium vivax]
SCO65207.1           -           5027 41at5820             -           4262  8.9e-299  993.1 105.8   4   6  2.4e-111  2.4e-108  361.1  42.4  2230  3478  2729  4003  2722  4011 0.82 dynein heavy chain, putative [Plasmodium vivax]
SCO65207.1           -           5027 41at5820             -           4262  8.9e-299  993.1 105.8   5   6   2.6e-33   2.6e-30  102.0   1.2  3613  3937  4222  4557  4209  4601 0.78 dynein heavy chain, putative [Plasmodium vivax]
SCO65207.1           -           5027 41at5820             -           4262  8.9e-299  993.1 105.8   6   6      0.03        31   -1.1   1.1  3980  4100  4659  4791  4651  4803 0.71 dynein heavy chain, putative [Plasmodium vivax]
SCO65372.1           -           5177 41at5820             -           4262  1.7e-123  411.4 462.3   1  10         6   6.1e+03  -38.0 175.0   459  1412   244  1218   205  1285 0.65 dynein heavy chain, putative [Plasmodium vivax]
SCO65372.1           -           5177 41at5820             -           4262  1.7e-123  411.4 462.3   2  10   7.3e-39   7.4e-36  120.5  12.1  1498  1701  1382  1578  1376  1583 0.93 dynein heavy chain, putative [Plasmodium vivax]
SCO65372.1           -           5177 41at5820             -           4262  1.7e-123  411.4 462.3   3  10   1.7e-19   1.7e-16   56.2  11.2  1703  1855  1650  1809  1648  1818 0.87 dynein heavy chain, putative [Plasmodium vivax]
SCO65372.1           -           5177 41at5820             -           4262  1.7e-123  411.4 462.3   4  10   3.8e-14   3.8e-11   38.4  24.5  1860  2117  1973  2238  1958  2253 0.78 dynein heavy chain, putative [Plasmodium vivax]
SCO65372.1           -           5177 41at5820             -           4262  1.7e-123  411.4 462.3   5  10   4.9e-30     5e-27   91.1  58.8  2246  2764  2627  3170  2595  3177 0.85 dynein heavy chain, putative [Plasmodium vivax]
SCO65372.1           -           5177 41at5820             -           4262  1.7e-123  411.4 462.3   6  10   8.9e-29     9e-26   87.0  52.8  2777  3277  3269  3787  3257  3792 0.84 dynein heavy chain, putative [Plasmodium vivax]
SCO65372.1           -           5177 41at5820             -           4262  1.7e-123  411.4 462.3   7  10   1.3e-06    0.0013   13.4  23.0  3314  3561  3918  4162  3899  4176 0.72 dynein heavy chain, putative [Plasmodium vivax]
SCO65372.1           -           5177 41at5820             -           4262  1.7e-123  411.4 462.3   8  10   6.2e-08   6.3e-05   17.8   9.7  3603  3806  4391  4586  4377  4591 0.82 dynein heavy chain, putative [Plasmodium vivax]
SCO65372.1           -           5177 41at5820             -           4262  1.7e-123  411.4 462.3   9  10   2.7e-25   2.8e-22   75.4  28.5  3804  4205  4694  5080  4687  5088 0.88 dynein heavy chain, putative [Plasmodium vivax]
SCO65372.1           -           5177 41at5820             -           4262  1.7e-123  411.4 462.3  10  10     0.024        25   -0.8   0.0  4217  4256  5128  5173  5106  5176 0.75 dynein heavy chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 41at5820             -           4262  8.4e-112  372.5 184.4   1  13         6   6.1e+03  -87.7 217.6    10  1402   235  1718   229  1731 0.59 dynein beta chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 41at5820             -           4262  8.4e-112  372.5 184.4   2  13   0.00084      0.85    4.1  12.4  1430  1565  1822  1953  1774  1962 0.77 dynein beta chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 41at5820             -           4262  8.4e-112  372.5 184.4   3  13   4.6e-28   4.7e-25   84.6   7.2  1557  1700  2270  2414  2259  2420 0.93 dynein beta chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 41at5820             -           4262  8.4e-112  372.5 184.4   4  13   1.3e-14   1.3e-11   40.0  14.2  1711  1913  2581  2793  2575  2817 0.84 dynein beta chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 41at5820             -           4262  8.4e-112  372.5 184.4   5  13   1.1e-25   1.1e-22   76.7  14.3  1925  2113  2966  3153  2948  3174 0.91 dynein beta chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 41at5820             -           4262  8.4e-112  372.5 184.4   6  13       5.6   5.7e+03   -8.6  44.3  2121  2333  3336  3555  3243  3562 0.64 dynein beta chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 41at5820             -           4262  8.4e-112  372.5 184.4   7  13   2.2e-05     0.022    9.3  16.7  2336  2477  3613  3756  3602  3850 0.79 dynein beta chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 41at5820             -           4262  8.4e-112  372.5 184.4   8  13     3e-06    0.0031   12.2   1.0  2547  2619  3992  4063  3974  4073 0.84 dynein beta chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 41at5820             -           4262  8.4e-112  372.5 184.4   9  13         6   6.1e+03  -18.4  20.8  2621  2765  4199  4339  4190  4491 0.66 dynein beta chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 41at5820             -           4262  8.4e-112  372.5 184.4  10  13   7.1e-38   7.2e-35  117.2  41.7  2786  3271  4497  4986  4480  5009 0.91 dynein beta chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 41at5820             -           4262  8.4e-112  372.5 184.4  11  13   5.9e-09     6e-06   21.2  22.0  3314  3542  5094  5328  5082  5334 0.72 dynein beta chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 41at5820             -           4262  8.4e-112  372.5 184.4  12  13   2.4e-11   2.4e-08   29.2   8.0  3549  3748  5572  5764  5563  5777 0.80 dynein beta chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 41at5820             -           4262  8.4e-112  372.5 184.4  13  13   8.7e-36   8.8e-33  110.2  29.0  3751  4257  5866  6382  5857  6384 0.84 dynein beta chain, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/41at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/41at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/41at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:46:19 2026
# [ok]
