#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO66822.1           -            188 12151at5820          -            140   1.2e-82  273.4   5.8   1   1   9.6e-82   5.3e-79  261.6   5.8     1   140     1   167     1   167 0.92 ankyrin-repeat protein, putative [Plasmodium vivax]
SCO68700.1           -            641 12151at5820          -            140   0.00028   19.5   0.0   1   1   1.2e-06   0.00067   18.3   0.0    38    93    78   134    42   144 0.85 palmitoyltransferase, putative [Plasmodium vivax]
SCO65820.1           -            185 12151at5820          -            140    0.0011   17.6   2.1   1   2   3.1e-05     0.017   13.7   0.3    47    96    21    70    10    78 0.84 conserved protein, unknown function [Plasmodium vivax]
SCO65820.1           -            185 12151at5820          -            140    0.0011   17.6   2.1   2   2     0.044        24    3.5   0.1    71    96   113   138    84   176 0.75 conserved protein, unknown function [Plasmodium vivax]
SCO67816.1           -           1557 12151at5820          -            140     0.042   12.4   0.4   1   2      0.23   1.3e+02    1.2   0.0    67    95   856   884   841   904 0.63 SET domain protein, putative [Plasmodium vivax]
SCO67816.1           -           1557 12151at5820          -            140     0.042   12.4   0.4   2   2    0.0012      0.68    8.5   0.0    42    95  1200  1254  1192  1286 0.85 SET domain protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12151at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/12151at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12151at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:28:47 2026
# [ok]
