#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69009.1           -           6848 19at5820             -           4334         0 6674.2 611.6   1  26   0.00069       4.2    1.7   8.0   591   704   198   305   173   321 0.80 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69009.1           -           6848 19at5820             -           4334         0 6674.2 611.6  12  26   1.5e-47   9.2e-44  146.6   9.2  1748  1866  2957  3076  2946  3092 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69009.1           -           6848 19at5820             -           4334         0 6674.2 611.6  13  26         1   6.1e+03  -23.0  21.3  1839  1865  3187  3214  3156  3221 0.39 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69009.1           -           6848 19at5820             -           4334         0 6674.2 611.6  14  26  4.1e-107  2.5e-103  344.4  38.5  1848  2112  3255  3590  3228  3607 0.80 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69009.1           -           6848 19at5820             -           4334         0 6674.2 611.6  15  26   2.8e-73   1.7e-69  232.0   7.1  2111  2267  3630  3790  3623  3799 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69009.1           -           6848 19at5820             -           4334         0 6674.2 611.6  16  26  3.4e-152  2.1e-148  494.0  32.6  2256  2560  3827  4173  3820  4194 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69009.1           -           6848 19at5820             -           4334         0 6674.2 611.6  17  26   2.2e-56   1.3e-52  176.0  10.3  2557  2678  4202  4353  4191  4361 0.82 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69009.1           -           6848 19at5820             -           4334         0 6674.2 611.6  18  26   7.2e-24   4.4e-20   68.1   4.3  2685  2755  4457  4532  4432  4538 0.82 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69009.1           -           6848 19at5820             -           4334         0 6674.2 611.6  19  26  6.9e-113  4.2e-109  363.5  13.7  2746  2977  4611  4853  4587  4862 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69009.1           -           6848 19at5820             -           4334         0 6674.2 611.6  20  26   1.1e-05     0.064    7.8   0.0  2978  3000  4908  4930  4904  4933 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69009.1           -           6848 19at5820             -           4334         0 6674.2 611.6  21  26   1.5e-33   9.1e-30  100.2  10.1  2998  3102  4969  5093  4963  5102 0.81 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69009.1           -           6848 19at5820             -           4334         0 6674.2 611.6  22  26   1.2e-58   7.5e-55  183.4  11.9  3098  3231  5117  5254  5103  5262 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69009.1           -           6848 19at5820             -           4334         0 6674.2 611.6  23  26   1.1e-89   6.4e-86  286.6  11.7  3225  3466  5432  5720  5415  5730 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69009.1           -           6848 19at5820             -           4334         0 6674.2 611.6  24  26  9.3e-127  5.7e-123  409.6  21.5  3451  3691  5854  6096  5834  6099 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69009.1           -           6848 19at5820             -           4334         0 6674.2 611.6  25  26   1.3e-61   8.1e-58  193.3   8.4  3688  3802  6127  6244  6120  6253 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69009.1           -           6848 19at5820             -           4334         0 6674.2 611.6  26  26         0         0 1072.7  58.1  3801  4334  6312  6848  6304  6848 0.99 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/19at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/19at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/19at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:37:26 2026
# [ok]
