#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69468.1           -            798 5178at5820           -            464  1.1e-183  609.6  87.7   1   5   3.7e-22   2.3e-19   67.8   6.0     2    51    11    60    10    73 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67396.1           -           1007 5178at5820           -            464   3.6e-12   44.1  34.3   1   3   2.1e-06    0.0013   15.8   1.7    90   162   160   229   128   232 0.82 phosphatidylinositol-4-phosphate 5-kinase, putative [Plasmodium vivax]
SCO67396.1           -           1007 5178at5820           -            464   3.6e-12   44.1  34.3   2   3   3.4e-07   0.00021   18.5   7.4    90   151   230   290   227   295 0.93 phosphatidylinositol-4-phosphate 5-kinase, putative [Plasmodium vivax]
SCO67396.1           -           1007 5178at5820           -            464   3.6e-12   44.1  34.3   3   3     9e-08   5.4e-05   20.4  11.3    89   152   298   361   292   369 0.90 phosphatidylinositol-4-phosphate 5-kinase, putative [Plasmodium vivax]
SCO68834.1           -            326 5178at5820           -            464   4.3e-11   40.5  23.5   1   2   9.3e-11   5.6e-08   30.2   8.0    89   165    49   126    46   132 0.89 phosphatidylinositol-4-phosphate 5-kinase, putative [Plasmodium vivax]
SCO68834.1           -            326 5178at5820           -            464   4.3e-11   40.5  23.5   2   2   1.7e-06     0.001   16.2   7.4   108   177   183   253   169   286 0.80 phosphatidylinositol-4-phosphate 5-kinase, putative [Plasmodium vivax]
SCO66821.1           -            381 5178at5820           -            464   5.2e-08   30.3  38.1   1   2   0.00094      0.57    7.1  11.3    86   136    44    94     4    99 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66821.1           -            381 5178at5820           -            464   5.2e-08   30.3  38.1   2   2   2.6e-10   1.6e-07   28.7  18.8    39   165   195   328   186   357 0.82 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65705.1           -            191 5178at5820           -            464   1.9e-06   25.2  15.6   1   2   5.6e-05     0.034   11.1   1.7    99   142    35    77    26    79 0.86 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65705.1           -            191 5178at5820           -            464   1.9e-06   25.2  15.6   2   2   1.9e-08   1.1e-05   22.6  10.1    90   165    72   148    69   161 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67785.1           -           1389 5178at5820           -            464   3.2e-05   21.1  10.5   1   4       1.6   9.8e+02   -3.5   5.3   386   460   738   817   719   821 0.72 MORN repeat protein, putative [Plasmodium vivax]
SCO67785.1           -           1389 5178at5820           -            464   3.2e-05   21.1  10.5   2   4   5.3e-08   3.2e-05   21.1  10.5   105   167   840   906   822   920 0.85 MORN repeat protein, putative [Plasmodium vivax]
SCO67785.1           -           1389 5178at5820           -            464   3.2e-05   21.1  10.5   3   4   0.00016     0.099    9.6  10.5    87   151   939  1002   927  1022 0.87 MORN repeat protein, putative [Plasmodium vivax]
SCO67785.1           -           1389 5178at5820           -            464   3.2e-05   21.1  10.5   4   4     0.024        15    2.5   6.2    24   127  1231  1321  1207  1341 0.69 MORN repeat protein, putative [Plasmodium vivax]
SCO66582.1           -           1169 5178at5820           -            464   4.6e-05   20.6  12.2   1   3   7.6e-08   4.6e-05   20.6  12.2   106   165    39   100    36   108 0.88 protein kinase, putative [Plasmodium vivax]
SCO66582.1           -           1169 5178at5820           -            464   4.6e-05   20.6  12.2   2   3     0.014       8.5    3.2   0.8    90   129    93   131    90   144 0.68 protein kinase, putative [Plasmodium vivax]
SCO66582.1           -           1169 5178at5820           -            464   4.6e-05   20.6  12.2   3   3       1.8   1.1e+03   -3.7   0.0    39   103   791   848   787   852 0.57 protein kinase, putative [Plasmodium vivax]
SCO67173.1           -           1333 5178at5820           -            464   0.00021   18.4   2.9   1   2   3.4e-07   0.00021   18.4   2.9    86   152    17    83     7   105 0.77 protein kinase, putative [Plasmodium vivax]
SCO67173.1           -           1333 5178at5820           -            464   0.00021   18.4   2.9   2   2      0.81   4.9e+02   -2.6   2.5    48    66   536   554   529   561 0.85 protein kinase, putative [Plasmodium vivax]
SCO69342.1           -            148 5178at5820           -            464     0.026   11.6   4.3   1   1     5e-05     0.031   11.3   4.3   104   160    16    72     7   101 0.80 MORN repeat protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5178at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/5178at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5178at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:49:57 2026
# [ok]
