#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO66761.1           -            341 9722at5820           -            288    1e-157  522.6  35.9   1   3  6.8e-118  5.9e-115  382.3  16.7     1   206     1   215     1   219 0.96 ADP/ATP carrier protein, putative [Plasmodium vivax]
SCO65118.1           -            332 9722at5820           -            288   6.8e-07   27.7   6.4   1   3     0.015        13    3.7   0.0   117   140    26    49    13    59 0.65 mitochondrial carrier protein, putative [Plasmodium vivax]
SCO65118.1           -            332 9722at5820           -            288   6.8e-07   27.7   6.4   2   3    0.0063       5.5    5.0   0.6   256   283    93   120    70   125 0.77 mitochondrial carrier protein, putative [Plasmodium vivax]
SCO65118.1           -            332 9722at5820           -            288   6.8e-07   27.7   6.4   3   3   3.8e-07   0.00033   18.9   0.5   114   249   146   274   139   287 0.79 mitochondrial carrier protein, putative [Plasmodium vivax]
SCO67936.1           -            494 9722at5820           -            288   1.6e-06   26.4  17.4   1   5   0.00039      0.34    9.0   0.0    21    53    17    50     3    54 0.81 mitochondrial carrier protein, putative [Plasmodium vivax]
SCO67936.1           -            494 9722at5820           -            288   1.6e-06   26.4  17.4   2   5       1.8   1.6e+03   -3.1   0.8   159   209   136   186   109   216 0.53 mitochondrial carrier protein, putative [Plasmodium vivax]
SCO67936.1           -            494 9722at5820           -            288   1.6e-06   26.4  17.4   3   5       2.9   2.6e+03   -3.7   0.0    62    83   206   230   188   235 0.72 mitochondrial carrier protein, putative [Plasmodium vivax]
SCO67936.1           -            494 9722at5820           -            288   1.6e-06   26.4  17.4   4   5    0.0021       1.8    6.6   0.1   203   242   279   318   264   341 0.72 mitochondrial carrier protein, putative [Plasmodium vivax]
SCO67936.1           -            494 9722at5820           -            288   1.6e-06   26.4  17.4   5   5   8.1e-07   0.00071   17.8   5.0    58   195   337   487   320   494 0.72 mitochondrial carrier protein, putative [Plasmodium vivax]
SCO65305.1           -            380 9722at5820           -            288   1.9e-05   22.9  36.2   1   3   0.00051      0.44    8.6  13.4   122   248    16   144     3   147 0.74 mitochondrial carrier protein, putative [Plasmodium vivax]
SCO65305.1           -            380 9722at5820           -            288   1.9e-05   22.9  36.2   2   3   2.3e-08     2e-05   22.9  23.0    42   271    47   274    43   295 0.75 mitochondrial carrier protein, putative [Plasmodium vivax]
SCO65305.1           -            380 9722at5820           -            288   1.9e-05   22.9  36.2   3   3         1   8.9e+02   -2.2   0.9    65    84   338   357   314   378 0.58 mitochondrial carrier protein, putative [Plasmodium vivax]
SCO66409.1           -            515 9722at5820           -            288   0.00054   18.2  19.2   1   4     0.058        50    1.9   0.0    16    49    88   121    80   136 0.80 transporter, putative [Plasmodium vivax]
SCO66409.1           -            515 9722at5820           -            288   0.00054   18.2  19.2   2   4   0.00047      0.41    8.7   3.0   114   193   216   294   200   313 0.75 transporter, putative [Plasmodium vivax]
SCO66409.1           -            515 9722at5820           -            288   0.00054   18.2  19.2   3   4   9.9e-06    0.0086   14.2   0.1   205   246   403   444   391   449 0.86 transporter, putative [Plasmodium vivax]
SCO66409.1           -            515 9722at5820           -            288   0.00054   18.2  19.2   4   4     0.042        36    2.3   0.2   138   188   446   498   443   509 0.70 transporter, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9722at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/9722at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9722at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:14:57 2026
# [ok]
