#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO68495.1           -           7224 18at5820             -           4644         0 7637.1 563.3   1  30    1e-164  6.2e-161  535.4  19.6     1   249     1   249     1   285 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68495.1           -           7224 18at5820             -           4644         0 7637.1 563.3  13  30   4.2e-34   2.6e-30  101.9   1.4  1631  1716  2626  2711  2616  2726 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68495.1           -           7224 18at5820             -           4644         0 7637.1 563.3  14  30   1.8e-19   1.1e-15   53.3   0.0  1694  1748  2774  2828  2767  2837 0.84 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68495.1           -           7224 18at5820             -           4644         0 7637.1 563.3  15  30  4.3e-106  2.6e-102  340.8  10.9  1745  1982  2892  3156  2889  3167 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68495.1           -           7224 18at5820             -           4644         0 7637.1 563.3  16  30   5.3e-32   3.2e-28   94.9   2.5  1950  2049  3200  3304  3190  3308 0.79 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68495.1           -           7224 18at5820             -           4644         0 7637.1 563.3  17  30   2.2e-09   1.3e-05   19.8   0.1  2062  2098  3495  3531  3485  3540 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68495.1           -           7224 18at5820             -           4644         0 7637.1 563.3  18  30  8.2e-174    5e-170  565.6  36.0  2092  2393  3558  3872  3550  3877 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68495.1           -           7224 18at5820             -           4644         0 7637.1 563.3  19  30  8.1e-134  4.9e-130  432.9  19.7  2396  2637  3956  4203  3947  4208 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68495.1           -           7224 18at5820             -           4644         0 7637.1 563.3  20  30  2.6e-177  1.6e-173  577.3  44.2  2624  2994  4235  4660  4222  4678 0.86 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68495.1           -           7224 18at5820             -           4644         0 7637.1 563.3  21  30   2.3e-54   1.4e-50  169.1  11.7  2989  3133  4761  4917  4741  4922 0.81 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68495.1           -           7224 18at5820             -           4644         0 7637.1 563.3  22  30   6.8e-85   4.1e-81  270.4   9.1  3130  3273  5024  5167  5018  5178 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68495.1           -           7224 18at5820             -           4644         0 7637.1 563.3  23  30   2.1e-98   1.3e-94  315.3   9.4  3268  3418  5222  5372  5209  5385 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68495.1           -           7224 18at5820             -           4644         0 7637.1 563.3  24  30  6.6e-106    4e-102  340.2  15.5  3403  3624  5425  5656  5420  5664 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68495.1           -           7224 18at5820             -           4644         0 7637.1 563.3  25  30   2.9e-64   1.8e-60  202.0  15.2  3620  3766  5699  5845  5695  5860 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68495.1           -           7224 18at5820             -           4644         0 7637.1 563.3  26  30   5.7e-68   3.5e-64  214.3   6.1  3750  3877  5897  6029  5885  6041 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68495.1           -           7224 18at5820             -           4644         0 7637.1 563.3  27  30   2.8e-89   1.7e-85  285.0  12.5  3868  4041  6081  6254  6063  6278 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68495.1           -           7224 18at5820             -           4644         0 7637.1 563.3  28  30   8.8e-06     0.053    7.9   0.0  4035  4061  6299  6325  6293  6331 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68495.1           -           7224 18at5820             -           4644         0 7637.1 563.3  29  30         0         0 1061.3  50.8  4058  4599  6431  6999  6419  7005 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68495.1           -           7224 18at5820             -           4644         0 7637.1 563.3  30  30   7.3e-24   4.4e-20   67.9   6.6  4590  4644  7170  7224  7139  7224 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/18at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/18at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/18at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:36:46 2026
# [ok]
