#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69871.1           -            923 4079at5820           -            677         0 1224.2 132.2   1   5   5.1e-05    0.0082   12.8  20.0     1    84     1    82     1    94 0.63 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO65655.1           -            473 4079at5820           -            677   3.6e-42  142.8   5.6   1   1     1e-42   1.6e-40  137.4   2.6   192   573    66   443    42   463 0.84 ATP-dependent RNA helicase UAP56, putative [Plasmodium vivax]
SCO66912.1           -            433 4079at5820           -            677   5.6e-42  142.2   5.6   1   2   2.1e-06   0.00033   17.4   0.0   174   245    49   120    39   127 0.79 ATP-dependent RNA helicase DDX6, putative [Plasmodium vivax]
SCO66912.1           -            433 4079at5820           -            677   5.6e-42  142.2   5.6   2   2   5.9e-36   9.4e-34  115.0   4.0   278   579   132   413   127   426 0.91 ATP-dependent RNA helicase DDX6, putative [Plasmodium vivax]
SCO66904.1           -            761 4079at5820           -            677   2.6e-39  133.4  23.6   1   3   2.1e-05    0.0034   14.0   0.6   173   247   244   316   131   332 0.78 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO66904.1           -            761 4079at5820           -            677   2.6e-39  133.4  23.6   2   3   1.1e-15   1.8e-13   48.0   1.5   277   375   380   477   376   485 0.95 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO66904.1           -            761 4079at5820           -            677   2.6e-39  133.4  23.6   3   3   8.4e-26   1.3e-23   81.5   7.8   404   645   486   734   478   752 0.79 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO70262.1           -            731 4079at5820           -            677   4.4e-39  132.6  12.2   1   1   2.7e-41   4.4e-39  132.6  12.2   197   585   116   500    92   511 0.83 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO65802.1           -           1193 4079at5820           -            677   1.4e-32  111.2  20.3   1   2   8.5e-35   1.4e-32  111.2  20.3   200   652   182   598   167   609 0.82 ATP-dependent RNA helicase DBP10, putative [Plasmodium vivax]
SCO65802.1           -           1193 4079at5820           -            677   1.4e-32  111.2  20.3   2   2       3.9   6.3e+02   -3.4   1.3    53    92   867   906   849   919 0.68 ATP-dependent RNA helicase DBP10, putative [Plasmodium vivax]
SCO65404.1           -            850 4079at5820           -            677     4e-30  103.0   0.3   1   2   4.1e-23   6.5e-21   72.6   0.6   185   373   136   314   133   320 0.85 ATP-dependent RNA helicase DBP7, putative [Plasmodium vivax]
SCO65404.1           -            850 4079at5820           -            677     4e-30  103.0   0.3   2   2   3.6e-09   5.7e-07   26.5   0.0   493   563   610   683   601   694 0.87 ATP-dependent RNA helicase DBP7, putative [Plasmodium vivax]
SCO66154.1           -            623 4079at5820           -            677   7.1e-27   92.3   1.4   1   2   9.5e-06    0.0015   15.2   0.0   205   248   152   195   138   210 0.85 ATP-dependent RNA helicase ROK1, putative [Plasmodium vivax]
SCO66154.1           -            623 4079at5820           -            677   7.1e-27   92.3   1.4   2   2   8.8e-22   1.4e-19   68.2   0.9   277   593   252   555   245   561 0.76 ATP-dependent RNA helicase ROK1, putative [Plasmodium vivax]
SCO69659.1           -            626 4079at5820           -            677   1.8e-26   91.0  14.6   1   2     3e-14   4.7e-12   43.3   4.6   202   373   164   323   146   329 0.85 DEAD box helicase, putative [Plasmodium vivax]
SCO69659.1           -            626 4079at5820           -            677   1.8e-26   91.0  14.6   2   2   9.3e-15   1.5e-12   45.0   2.6   400   577   330   516   323   551 0.84 DEAD box helicase, putative [Plasmodium vivax]
SCO68998.1           -            791 4079at5820           -            677   3.4e-25   86.7   7.1   1   2   5.3e-20   8.5e-18   62.3   1.7   190   374   245   425   203   435 0.83 ATP-dependent RNA helicase MAK5, putative [Plasmodium vivax]
SCO68998.1           -            791 4079at5820           -            677   3.4e-25   86.7   7.1   2   2   3.8e-12   6.1e-10   36.3   0.3   487   580   595   689   568   735 0.91 ATP-dependent RNA helicase MAK5, putative [Plasmodium vivax]
SCO68859.1           -            787 4079at5820           -            677   2.1e-23   80.8  20.1   1   2   0.00015     0.024   11.2   2.2   147   247   334   435   323   443 0.79 ATP-dependent RNA helicase DBP5, putative [Plasmodium vivax]
SCO68859.1           -            787 4079at5820           -            677   2.1e-23   80.8  20.1   2   2   4.5e-20   7.1e-18   62.5   9.9   278   571   445   754   433   763 0.78 ATP-dependent RNA helicase DBP5, putative [Plasmodium vivax]
SCO67682.1           -            816 4079at5820           -            677   1.2e-21   75.0  24.0   1   4    0.0013      0.21    8.1   0.0   190   242     7    59     2    74 0.84 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO67682.1           -            816 4079at5820           -            677   1.2e-21   75.0  24.0   2   4       1.3   2.1e+02   -1.8   1.6   438   654   173   225   151   239 0.51 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO67682.1           -            816 4079at5820           -            677   1.2e-21   75.0  24.0   3   4   7.9e-09   1.3e-06   25.4   0.1   276   363   331   421   324   438 0.83 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO67682.1           -            816 4079at5820           -            677   1.2e-21   75.0  24.0   4   4   3.2e-16   5.1e-14   49.8   8.9   484   563   601   680   489   705 0.74 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO67171.1           -           1329 4079at5820           -            677   3.5e-19   66.8   5.8   1   3   5.8e-06   0.00093   15.9   0.2   156   248   111   205    93   227 0.83 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO67171.1           -           1329 4079at5820           -            677   3.5e-19   66.8   5.8   2   3      0.59        94   -0.7   0.0   323   361   502   540   493   552 0.90 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO67171.1           -           1329 4079at5820           -            677   3.5e-19   66.8   5.8   3   3   8.2e-17   1.3e-14   51.7   0.4   459   560   880   981   872  1008 0.89 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO69405.1           -            877 4079at5820           -            677   5.4e-19   66.2  47.5   1   3   3.4e-21   5.4e-19   66.2  47.5    64   595    19   515     2   527 0.69 ATP-dependent RNA helicase DBP4, putative [Plasmodium vivax]
SCO69405.1           -            877 4079at5820           -            677   5.4e-19   66.2  47.5   2   3         5   7.9e+02   -3.7   0.6    39    85   688   735   676   750 0.54 ATP-dependent RNA helicase DBP4, putative [Plasmodium vivax]
SCO69405.1           -            877 4079at5820           -            677   5.4e-19   66.2  47.5   3   3       8.1   1.3e+03   -4.4   2.4    23    87   768   829   764   858 0.54 ATP-dependent RNA helicase DBP4, putative [Plasmodium vivax]
SCO69121.1           -            869 4079at5820           -            677   4.1e-16   56.7   0.1   1   4   2.9e-05    0.0047   13.6   0.3   179   250   150   224    51   250 0.85 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO69121.1           -            869 4079at5820           -            677   4.1e-16   56.7   0.1   2   4       8.3   1.3e+03   -4.4   3.8   247   313   305   371   287   422 0.53 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO69121.1           -            869 4079at5820           -            677   4.1e-16   56.7   0.1   3   4   2.6e-18   4.1e-16   56.7   0.1   467   578   537   648   528   676 0.81 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO69121.1           -            869 4079at5820           -            677   4.1e-16   56.7   0.1   4   4       1.5   2.3e+02   -2.0   1.0    31   110   742   821   726   860 0.68 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO70166.1           -            850 4079at5820           -            677   6.5e-16   56.0   9.6   1   3   1.6e-11   2.6e-09   34.2   0.4   204   388   111   280    87   308 0.75 ATP-dependent RNA helicase DBP9, putative [Plasmodium vivax]
SCO70166.1           -            850 4079at5820           -            677   6.5e-16   56.0   9.6   2   3   1.3e-11   2.1e-09   34.6   3.2   525   589   516   584   512   656 0.71 ATP-dependent RNA helicase DBP9, putative [Plasmodium vivax]
SCO70166.1           -            850 4079at5820           -            677   6.5e-16   56.0   9.6   3   3       4.6   7.4e+02   -3.6   3.0   601   640   773   812   758   843 0.55 ATP-dependent RNA helicase DBP9, putative [Plasmodium vivax]
SCO64913.1           -           1051 4079at5820           -            677   1.7e-13   48.1   4.9   1   4     0.051       8.2    2.8   0.3   228   252   209   233   201   258 0.76 RNA helicase, putative [Plasmodium vivax]
SCO64913.1           -           1051 4079at5820           -            677   1.7e-13   48.1   4.9   2   4      0.92   1.5e+02   -1.3   0.5   267   297   318   348   298   359 0.73 RNA helicase, putative [Plasmodium vivax]
SCO64913.1           -           1051 4079at5820           -            677   1.7e-13   48.1   4.9   3   4       1.1   1.8e+02   -1.6   0.1   312   352   422   463   416   488 0.73 RNA helicase, putative [Plasmodium vivax]
SCO64913.1           -           1051 4079at5820           -            677   1.7e-13   48.1   4.9   4   4     1e-15   1.7e-13   48.1   4.9   467   592   763   894   753   960 0.81 RNA helicase, putative [Plasmodium vivax]
SCO64986.1           -           1262 4079at5820           -            677   3.6e-13   47.0  16.7   1   4       2.9   4.6e+02   -2.9   0.0   209   242    51    84    38    98 0.83 RNA helicase, putative [Plasmodium vivax]
SCO64986.1           -           1262 4079at5820           -            677   3.6e-13   47.0  16.7   2   4       2.1   3.4e+02   -2.5   0.0   278   290   139   151   132   158 0.85 RNA helicase, putative [Plasmodium vivax]
SCO64986.1           -           1262 4079at5820           -            677   3.6e-13   47.0  16.7   3   4   0.00051     0.082    9.5   0.1   303   374   218   312   213   320 0.67 RNA helicase, putative [Plasmodium vivax]
SCO64986.1           -           1262 4079at5820           -            677   3.6e-13   47.0  16.7   4   4   3.8e-15   6.1e-13   46.2   0.6   449   570   587   708   576   716 0.87 RNA helicase, putative [Plasmodium vivax]
SCO66507.1           -            742 4079at5820           -            677   2.4e-12   44.3   0.7   1   1   3.4e-14   5.5e-12   43.1   0.7   444   565   366   486   349   501 0.84 ATP-dependent DNA helicase Q1, putative [Plasmodium vivax]
SCO67855.1           -            522 4079at5820           -            677     6e-12   42.9  11.0   1   2    0.0018      0.29    7.6   0.1   210   251   122   162    88   191 0.77 ATP-dependent helicase, putative [Plasmodium vivax]
SCO67855.1           -            522 4079at5820           -            677     6e-12   42.9  11.0   2   2   3.9e-12   6.2e-10   36.3   7.5   344   573   243   465   213   484 0.73 ATP-dependent helicase, putative [Plasmodium vivax]
SCO65281.1           -            548 4079at5820           -            677   3.7e-10   37.0  16.7   1   1     5e-12     8e-10   35.9  16.7   276   559   171   464    77   487 0.78 ATP-dependent RNA helicase protein, putative [Plasmodium vivax]
SCO69307.1           -           1249 4079at5820           -            677   9.1e-09   32.4   1.7   1   2       2.4   3.9e+02   -2.7   0.0   201   242    42    83    31    86 0.82 ADP-dependent DNA helicase RecQ, putative [Plasmodium vivax]
SCO69307.1           -           1249 4079at5820           -            677   9.1e-09   32.4   1.7   2   2   9.9e-11   1.6e-08   31.7   0.9   467   594   284   411   274   444 0.86 ADP-dependent DNA helicase RecQ, putative [Plasmodium vivax]
SCO69403.1           -            995 4079at5820           -            677   1.4e-07   28.5  37.3   1   3   0.00098      0.16    8.5   0.0   188   247    51   110    47   114 0.90 ATP-dependent rRNA helicase SPB4, putative [Plasmodium vivax]
SCO69403.1           -            995 4079at5820           -            677   1.4e-07   28.5  37.3   2   3   2.4e-05    0.0038   13.9   0.3   278   374   244   368   231   379 0.58 ATP-dependent rRNA helicase SPB4, putative [Plasmodium vivax]
SCO69403.1           -            995 4079at5820           -            677   1.4e-07   28.5  37.3   3   3   5.6e-09     9e-07   25.9   3.2   482   574   547   642   540   654 0.82 ATP-dependent rRNA helicase SPB4, putative [Plasmodium vivax]
SCO65162.1           -           1408 4079at5820           -            677   6.8e-07   26.3   0.7   1   3       4.7   7.6e+02   -3.7   0.1   307   321   842   856   836   858 0.84 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO65162.1           -           1408 4079at5820           -            677   6.8e-07   26.3   0.7   2   3     0.098        16    1.9   0.0   326   360   902   937   898   942 0.82 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO65162.1           -           1408 4079at5820           -            677   6.8e-07   26.3   0.7   3   3   4.2e-09   6.8e-07   26.3   0.7   508   571  1201  1264  1124  1279 0.84 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO69721.1           -            790 4079at5820           -            677   1.1e-06   25.5   0.2   1   4      0.89   1.4e+02   -1.3   2.5   208   248   132   172    97   195 0.67 DEAD box helicase, putative [Plasmodium vivax]
SCO69721.1           -            790 4079at5820           -            677   1.1e-06   25.5   0.2   2   4       0.9   1.4e+02   -1.3   0.3     4    46   173   216   169   249 0.64 DEAD box helicase, putative [Plasmodium vivax]
SCO69721.1           -            790 4079at5820           -            677   1.1e-06   25.5   0.2   3   4       5.2   8.3e+02   -3.8   0.0   278   290   254   266   253   269 0.90 DEAD box helicase, putative [Plasmodium vivax]
SCO69721.1           -            790 4079at5820           -            677   1.1e-06   25.5   0.2   4   4   7.1e-09   1.1e-06   25.5   0.2   483   582   623   728   568   767 0.75 DEAD box helicase, putative [Plasmodium vivax]
SCO65342.1           -           1189 4079at5820           -            677   2.3e-05   21.2   3.4   1   2   8.2e-05     0.013   12.1   2.3   190   369   236   415   215   424 0.73 DEAD box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO65342.1           -           1189 4079at5820           -            677   2.3e-05   21.2   3.4   2   2    0.0018      0.29    7.6   0.0   492   553   846   910   836   927 0.87 DEAD box ATP-dependent RNA helicase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4079at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/4079at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4079at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:44:00 2026
# [ok]
