#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO65655.1           -            473 6337at5820           -            408    3e-269  891.2  15.1   1   2   3.8e-63     6e-61  205.1   1.1     1   106     8   125     8   130 0.95 ATP-dependent RNA helicase UAP56, putative [Plasmodium vivax]
SCO70166.1           -            850 6337at5820           -            408   2.3e-21   74.7   4.6   1   3   1.9e-12     3e-10   38.1   0.2    42   231    93   304    47   312 0.74 ATP-dependent RNA helicase DBP9, putative [Plasmodium vivax]
SCO70166.1           -            850 6337at5820           -            408   2.3e-21   74.7   4.6   2   3      0.73   1.2e+02   -0.1   0.1   248   316   373   446   364   450 0.70 ATP-dependent RNA helicase DBP9, putative [Plasmodium vivax]
SCO70166.1           -            850 6337at5820           -            408   2.3e-21   74.7   4.6   3   3   5.9e-12   9.5e-10   36.5   0.0   328   379   514   565   510   597 0.83 ATP-dependent RNA helicase DBP9, putative [Plasmodium vivax]
SCO64986.1           -           1262 6337at5820           -            408   3.9e-21   74.0   0.9   1   3   1.7e-05    0.0027   15.2   0.0    42    98    29    85    24   102 0.85 RNA helicase, putative [Plasmodium vivax]
SCO64986.1           -           1262 6337at5820           -            408   3.9e-21   74.0   0.9   2   3       1.2   1.8e+02   -0.7   0.0   149   164   238   253   216   264 0.73 RNA helicase, putative [Plasmodium vivax]
SCO64986.1           -           1262 6337at5820           -            408   3.9e-21   74.0   0.9   3   3   1.4e-17   2.2e-15   55.0   0.2   255   374   587   707   576   726 0.85 RNA helicase, putative [Plasmodium vivax]
SCO66154.1           -            623 6337at5820           -            408   1.6e-20   71.9   3.9   1   2   3.7e-05    0.0059   14.1   0.0    58   102   150   194   139   198 0.89 ATP-dependent RNA helicase ROK1, putative [Plasmodium vivax]
SCO66154.1           -            623 6337at5820           -            408   1.6e-20   71.9   3.9   2   2   1.7e-18   2.8e-16   58.0   1.7   108   379   250   535   242   557 0.74 ATP-dependent RNA helicase ROK1, putative [Plasmodium vivax]
SCO65404.1           -            850 6337at5820           -            408   6.9e-18   63.3   0.2   1   2   1.1e-09   1.7e-07   29.1   0.0    46   185   142   302   129   318 0.76 ATP-dependent RNA helicase DBP7, putative [Plasmodium vivax]
SCO65404.1           -            850 6337at5820           -            408   6.9e-18   63.3   0.2   2   2   1.6e-10   2.6e-08   31.7   0.0   299   373   610   688   601   706 0.84 ATP-dependent RNA helicase DBP7, putative [Plasmodium vivax]
SCO69403.1           -            995 6337at5820           -            408   3.4e-15   54.4   8.6   1   4    0.0048      0.77    7.1   0.0    63   106    71   114    50   120 0.88 ATP-dependent rRNA helicase SPB4, putative [Plasmodium vivax]
SCO69403.1           -            995 6337at5820           -            408   3.4e-15   54.4   8.6   2   4       5.9   9.5e+02   -3.1   0.0   108   132   241   265   233   273 0.73 ATP-dependent rRNA helicase SPB4, putative [Plasmodium vivax]
SCO69403.1           -            995 6337at5820           -            408   3.4e-15   54.4   8.6   3   4    0.0065         1    6.7   0.1   151   204   316   373   298   390 0.71 ATP-dependent rRNA helicase SPB4, putative [Plasmodium vivax]
SCO69403.1           -            995 6337at5820           -            408   3.4e-15   54.4   8.6   4   4     4e-14   6.3e-12   43.6   0.8   287   378   546   641   526   656 0.85 ATP-dependent rRNA helicase SPB4, putative [Plasmodium vivax]
SCO67171.1           -           1329 6337at5820           -            408   1.4e-14   52.3   0.1   1   2      0.61        98    0.2   0.0    64   102   163   204   154   220 0.80 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO67171.1           -           1329 6337at5820           -            408   1.4e-14   52.3   0.1   2   2     1e-15   1.6e-13   48.9   0.2   263   364   878   980   864   987 0.94 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO69121.1           -            869 6337at5820           -            408   1.2e-12   46.0   0.3   1   2     0.042       6.7    4.0   0.0    75   108   195   228   186   248 0.85 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO69121.1           -            869 6337at5820           -            408   1.2e-12   46.0   0.3   2   2   6.5e-13     1e-10   39.6   0.0   296   375   559   639   530   661 0.83 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO65162.1           -           1408 6337at5820           -            408   4.7e-12   44.1   3.8   1   4       1.5   2.3e+02   -1.0   0.0    85   104   621   640   614   645 0.84 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO65162.1           -           1408 6337at5820           -            408   4.7e-12   44.1   3.8   2   4      0.04       6.5    4.1   0.0   150   185   899   938   896   952 0.83 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO65162.1           -           1408 6337at5820           -            408   4.7e-12   44.1   3.8   3   4      0.23        36    1.6   0.1   196   220  1133  1156  1126  1183 0.76 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO65162.1           -           1408 6337at5820           -            408   4.7e-12   44.1   3.8   4   4   1.2e-11   1.8e-09   35.5   0.4   307   372  1195  1260  1171  1270 0.90 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO65281.1           -            548 6337at5820           -            408   6.5e-11   40.3  11.5   1   1     1e-12   1.7e-10   39.0  11.5    77   399   135   500   128   508 0.70 ATP-dependent RNA helicase protein, putative [Plasmodium vivax]
SCO67855.1           -            522 6337at5820           -            408   1.3e-10   39.3   4.7   1   1   1.3e-12   2.1e-10   38.6   4.7    42   376    94   463    72   486 0.66 ATP-dependent helicase, putative [Plasmodium vivax]
SCO69307.1           -           1249 6337at5820           -            408   4.4e-10   37.6   1.4   1   2       1.7   2.7e+02   -1.3   0.0    59   108    45    94    31    99 0.84 ADP-dependent DNA helicase RecQ, putative [Plasmodium vivax]
SCO69307.1           -           1249 6337at5820           -            408   4.4e-10   37.6   1.4   2   2   6.2e-12   9.9e-10   36.4   0.6   256   378   267   390   239   412 0.91 ADP-dependent DNA helicase RecQ, putative [Plasmodium vivax]
SCO64913.1           -           1051 6337at5820           -            408   5.4e-10   37.3   8.0   1   3     0.062       9.9    3.5   0.2   123   172   406   455   400   466 0.88 RNA helicase, putative [Plasmodium vivax]
SCO64913.1           -           1051 6337at5820           -            408   5.4e-10   37.3   8.0   2   3       2.2   3.5e+02   -1.6   0.1   223   267   682   731   670   736 0.70 RNA helicase, putative [Plasmodium vivax]
SCO64913.1           -           1051 6337at5820           -            408   5.4e-10   37.3   8.0   3   3     4e-12   6.5e-10   37.0   0.6   272   361   762   851   753   892 0.82 RNA helicase, putative [Plasmodium vivax]
SCO66507.1           -            742 6337at5820           -            408   7.7e-10   36.8   0.5   1   1   7.8e-12   1.3e-09   36.1   0.5   253   378   366   493   355   508 0.76 ATP-dependent DNA helicase Q1, putative [Plasmodium vivax]
SCO69721.1           -            790 6337at5820           -            408   1.4e-06   26.1   1.1   1   2     0.028       4.5    4.6   0.0    51   101   120   170    84   184 0.82 DEAD box helicase, putative [Plasmodium vivax]
SCO69721.1           -            790 6337at5820           -            408   1.4e-06   26.1   1.1   2   2   0.00014     0.022   12.2   2.0   315   389   654   733   548   740 0.73 DEAD box helicase, putative [Plasmodium vivax]
SCO65342.1           -           1189 6337at5820           -            408    0.0035   14.8   0.4   1   2      0.24        38    1.5   0.2    61   162   253   378   238   403 0.57 DEAD box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO65342.1           -           1189 6337at5820           -            408    0.0035   14.8   0.4   2   2   0.00042     0.067   10.6   0.0   309   373   861   925   840   942 0.83 DEAD box ATP-dependent RNA helicase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6337at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/6337at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6337at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:02:43 2026
# [ok]
