#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO66768.1           -           1547 1130at5820           -           1077         0 2103.7  34.2   1   2   6.9e-11     6e-08   29.4   1.3     1    71     1    77     1   123 0.47 regulator of nonsense transcripts, putative [Plasmodium vivax]
SCO66819.1           -           1736 1130at5820           -           1077   3.7e-25   86.4  38.2   2   6   2.2e-06    0.0019   14.5   0.0   493   534   606   648   598   661 0.81 DNA2/NAM7 helicase, putative [Plasmodium vivax]
SCO66819.1           -           1736 1130at5820           -           1077   3.7e-25   86.4  38.2   3   6         7   6.1e+03   -7.4  12.2     5   106   701   824   697   831 0.51 DNA2/NAM7 helicase, putative [Plasmodium vivax]
SCO66819.1           -           1736 1130at5820           -           1077   3.7e-25   86.4  38.2   4   6   2.7e-19   2.3e-16   57.3   0.1   595   744   942  1089   882  1095 0.74 DNA2/NAM7 helicase, putative [Plasmodium vivax]
SCO66819.1           -           1736 1130at5820           -           1077   3.7e-25   86.4  38.2   5   6   1.2e-08   1.1e-05   22.0   0.1   813   869  1224  1285  1180  1293 0.75 DNA2/NAM7 helicase, putative [Plasmodium vivax]
SCO66819.1           -           1736 1130at5820           -           1077   3.7e-25   86.4  38.2   6   6   4.6e-06     0.004   13.5   0.1   876   905  1342  1371  1339  1394 0.82 DNA2/NAM7 helicase, putative [Plasmodium vivax]
SCO68587.1           -           1256 1130at5820           -           1077   7.1e-23   78.8   3.8   1   4    0.0035       3.1    3.9   0.0   509   557   656   704   645   719 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68587.1           -           1256 1130at5820           -           1077   7.1e-23   78.8   3.8   2   4    0.0054       4.6    3.3   0.0   650   747   737   836   722   842 0.80 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68587.1           -           1256 1130at5820           -           1077   7.1e-23   78.8   3.8   3   4   9.4e-05     0.082    9.1   0.1   788   834   933   977   906   983 0.84 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68587.1           -           1256 1130at5820           -           1077   7.1e-23   78.8   3.8   4   4   4.3e-20   3.7e-17   59.9   0.1   843   910  1164  1230  1159  1240 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70098.1           -           1875 1130at5820           -           1077   7.8e-17   58.8   4.4   1   4       1.3   1.1e+03   -4.5   0.4   918   972    31    81    18   102 0.72 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70098.1           -           1875 1130at5820           -           1077   7.8e-17   58.8   4.4   2   4     0.095        82   -0.8   0.0   656   715  1451  1507  1416  1511 0.75 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70098.1           -           1875 1130at5820           -           1077   7.8e-17   58.8   4.4   3   4   1.2e-19     1e-16   58.5   0.1   725   867  1636  1777  1628  1786 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70098.1           -           1875 1130at5820           -           1077   7.8e-17   58.8   4.4   4   4     0.085        74   -0.7   0.0   876   901  1829  1854  1827  1869 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1130at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1130at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1130at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:32:42 2026
# [ok]
