#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO67189.1           -            335 8091at5820           -            238  1.4e-169  560.0  12.3   1   1  1.7e-171  1.8e-169  559.6  12.3     1   238    96   333    96   333 1.00 casein kinase 2, alpha subunit, putative [Plasmodium vivax]
SCO68053.1           -            288 8091at5820           -            238   1.9e-34  117.7   0.0   1   1   2.1e-36   2.3e-34  117.4   0.0     2   235    61   286    60   288 0.89 protein kinase 5 [Plasmodium vivax]
SCO66997.1           -            488 8091at5820           -            238   8.7e-32  109.0   0.1   1   1   3.7e-33   3.9e-31  106.8   0.1    42   238   217   404   186   404 0.89 glycogen synthase kinase 3, putative [Plasmodium vivax]
SCO68549.1           -            563 8091at5820           -            238   1.5e-20   72.2   5.3   2   2      0.19        20    3.0   0.0   201   236   343   378   330   380 0.84 calcium-dependent protein kinase 5, putative [Plasmodium vivax]
SCO65579.1           -            526 8091at5820           -            238     3e-20   71.2   8.9   1   2   2.5e-18   2.7e-16   58.2   5.0     1   156   128   283   128   293 0.85 calcium-dependent protein kinase 1, putative [Plasmodium vivax]
SCO65579.1           -            526 8091at5820           -            238     3e-20   71.2   8.9   2   2   6.5e-05     0.007   14.3   0.1   202   232   296   326   285   332 0.85 calcium-dependent protein kinase 1, putative [Plasmodium vivax]
SCO65367.1           -            529 8091at5820           -            238   5.1e-20   70.4   8.4   1   3       2.7   2.9e+02   -0.8   0.1    87   106    87   106    59   143 0.70 calcium-dependent protein kinase 4, putative [Plasmodium vivax]
SCO65367.1           -            529 8091at5820           -            238   5.1e-20   70.4   8.4   2   3   4.5e-18   4.8e-16   57.4   3.7    35   166   164   295   129   303 0.86 calcium-dependent protein kinase 4, putative [Plasmodium vivax]
SCO65367.1           -            529 8091at5820           -            238   5.1e-20   70.4   8.4   3   3   7.7e-05    0.0082   14.1   0.1   203   234   299   330   290   333 0.89 calcium-dependent protein kinase 4, putative [Plasmodium vivax]
SCO66862.1           -            325 8091at5820           -            238   6.3e-20   70.1   7.7   1   2       4.4   4.7e+02   -1.5   0.2    46    73    40    67    23    92 0.49 MO15-related protein kinase, putative [Plasmodium vivax]
SCO66862.1           -            325 8091at5820           -            238   6.3e-20   70.1   7.7   2   2   7.9e-22   8.4e-20   69.7   4.4    31   233   100   308    72   311 0.79 MO15-related protein kinase, putative [Plasmodium vivax]
SCO68237.1           -            785 8091at5820           -            238   1.2e-18   66.0   0.1   1   2   4.1e-08   4.4e-06   24.8   0.0    22   113   163   266   147   271 0.76 cdc2-related protein kinase 5, putative [Plasmodium vivax]
SCO68237.1           -            785 8091at5820           -            238   1.2e-18   66.0   0.1   2   2   2.9e-12   3.1e-10   38.4   0.1   118   237   459   576   450   577 0.88 cdc2-related protein kinase 5, putative [Plasmodium vivax]
SCO66949.1           -           1399 8091at5820           -            238   1.3e-18   65.9   5.3   1   1   3.7e-20     4e-18   64.2   5.3    20   236  1152  1379  1135  1381 0.77 cdc2-related protein kinase 4, putative [Plasmodium vivax]
SCO69747.1           -            341 8091at5820           -            238   1.7e-18   65.4   0.2   1   1   2.2e-20   2.3e-18   65.0   0.2    36   234   131   340    83   341 0.83 protein kinase, putative [Plasmodium vivax]
SCO67239.1           -            575 8091at5820           -            238   1.8e-18   65.4   2.4   1   3   1.3e-08   1.4e-06   26.5   0.9    18    91   248   323   229   334 0.77 mitogen-activated protein kinase 2, putative [Plasmodium vivax]
SCO67239.1           -            575 8091at5820           -            238   1.8e-18   65.4   2.4   2   3   5.9e-07   6.3e-05   21.0   0.0    99   137   357   395   349   406 0.87 mitogen-activated protein kinase 2, putative [Plasmodium vivax]
SCO67239.1           -            575 8091at5820           -            238   1.8e-18   65.4   2.4   3   3   3.4e-05    0.0036   15.3   0.0   202   237   481   516   425   517 0.80 mitogen-activated protein kinase 2, putative [Plasmodium vivax]
SCO67021.1           -            603 8091at5820           -            238   5.7e-18   63.7   0.4   1   2   1.9e-16     2e-14   52.1   0.3     1   148   214   362   214   382 0.80 calcium-dependent protein kinase 3, putative [Plasmodium vivax]
SCO67021.1           -            603 8091at5820           -            238   5.7e-18   63.7   0.4   2   2    0.0023      0.25    9.3   0.0   203   235   384   416   373   418 0.91 calcium-dependent protein kinase 3, putative [Plasmodium vivax]
SCO69738.1           -            368 8091at5820           -            238   4.5e-17   60.8   7.7   1   2   6.9e-19   7.4e-17   60.1   6.1     2   143   167   311   166   324 0.85 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO69738.1           -            368 8091at5820           -            238   4.5e-17   60.8   7.7   2   2         2   2.1e+02   -0.3   0.0   203   233   331   361   317   365 0.84 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO65383.1           -            310 8091at5820           -            238   5.6e-17   60.5   0.8   1   1   7.9e-19   8.4e-17   59.9   0.8    23   145    89   208    75   243 0.82 serine/threonine-protein kinase NEK4, putative [Plasmodium vivax]
SCO69359.1           -            284 8091at5820           -            238   1.3e-16   59.3   1.5   1   2   1.5e-16   1.6e-14   52.4   0.4    44   141   126   221    82   234 0.81 calcium-dependent protein kinase, putative [Plasmodium vivax]
SCO69359.1           -            284 8091at5820           -            238   1.3e-16   59.3   1.5   2   2      0.03       3.2    5.6   0.0   205   235   251   281   235   284 0.89 calcium-dependent protein kinase, putative [Plasmodium vivax]
SCO67330.1           -           1967 8091at5820           -            238     4e-16   57.7   0.3   1   2   4.2e-16   4.5e-14   51.0   0.1     1   145  1570  1716  1570  1736 0.79 calcium-dependent protein kinase 7, putative [Plasmodium vivax]
SCO67330.1           -           1967 8091at5820           -            238     4e-16   57.7   0.3   2   2      0.08       8.6    4.2   0.0   207   234  1743  1770  1736  1773 0.90 calcium-dependent protein kinase 7, putative [Plasmodium vivax]
SCO68950.1           -            377 8091at5820           -            238   9.6e-16   56.4   3.7   1   2   2.5e-17   2.6e-15   55.0   3.5     1   153   100   263   100   300 0.75 protein kinase, putative [Plasmodium vivax]
SCO68950.1           -            377 8091at5820           -            238   9.6e-16   56.4   3.7   2   2       3.2   3.4e+02   -1.0   0.0   208   234   284   310   270   312 0.87 protein kinase, putative [Plasmodium vivax]
SCO68996.1           -            877 8091at5820           -            238   9.6e-15   53.2   0.7   1   2   2.1e-07   2.3e-05   22.5   0.1    27    75   635   683   620   696 0.87 protein serine/threonine kinase-1, putative [Plasmodium vivax]
SCO68996.1           -            877 8091at5820           -            238   9.6e-15   53.2   0.7   2   2   6.3e-09   6.7e-07   27.5   0.0    76   152   708   780   693   874 0.78 protein serine/threonine kinase-1, putative [Plasmodium vivax]
SCO67246.1           -            708 8091at5820           -            238   2.2e-14   52.0   0.6   1   2   7.9e-12   8.4e-10   37.0   0.1    40   138   476   572   434   600 0.83 serine/threonine-protein kinase PRP4K, putative [Plasmodium vivax]
SCO67246.1           -            708 8091at5820           -            238   2.2e-14   52.0   0.6   2   2   0.00017     0.018   13.0   0.0   205   235   668   698   621   701 0.88 serine/threonine-protein kinase PRP4K, putative [Plasmodium vivax]
SCO67327.1           -           1594 8091at5820           -            238   3.3e-14   51.4   2.2   1   1   8.9e-16   9.5e-14   49.9   1.9     1   150  1209  1357  1209  1372 0.75 calcium-dependent protein kinase 6, putative [Plasmodium vivax]
SCO67639.1           -            288 8091at5820           -            238   3.4e-14   51.4   0.1   1   1   4.6e-16   4.9e-14   50.9   0.1    35   148   108   219    82   251 0.88 NIMA related kinase 2, putative [Plasmodium vivax]
SCO70146.1           -            508 8091at5820           -            238   6.3e-14   50.5   1.1   1   1   6.4e-16   6.8e-14   50.4   0.1    22   144   193   308   159   364 0.83 protein kinase 2, putative [Plasmodium vivax]
SCO69020.1           -           1309 8091at5820           -            238   1.1e-12   46.4   1.5   1   3   0.00011     0.012   13.6   0.0    47    84   966  1005   936  1011 0.81 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO69020.1           -           1309 8091at5820           -            238   1.1e-12   46.4   1.5   2   3   4.8e-09   5.1e-07   27.9   0.1    75   157  1080  1158  1065  1166 0.76 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO69020.1           -           1309 8091at5820           -            238   1.1e-12   46.4   1.5   3   3      0.49        53    1.7   0.0   191   234  1258  1301  1245  1304 0.88 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO69240.1           -            854 8091at5820           -            238   1.4e-12   46.1   0.4   1   2   4.8e-14   5.1e-12   44.2   0.1    42   158   642   752   628   775 0.86 cGMP-dependent protein kinase, putative [Plasmodium vivax]
SCO69240.1           -            854 8091at5820           -            238   1.4e-12   46.1   0.4   2   2       7.3   7.8e+02   -2.2   0.0   127   151   783   807   777   810 0.89 cGMP-dependent protein kinase, putative [Plasmodium vivax]
SCO70216.1           -            755 8091at5820           -            238   8.1e-12   43.6   0.1   1   1   2.1e-13   2.2e-11   42.2   0.0    16   142   500   628   487   635 0.77 rac-beta serine/threonine protein kinase, putative [Plasmodium vivax]
SCO68339.1           -            354 8091at5820           -            238   3.6e-11   41.5   0.1   1   1   5.3e-13   5.6e-11   40.8   0.1    20   150   107   249    99   304 0.78 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO67031.1           -           1585 8091at5820           -            238   4.8e-11   41.1   0.3   1   1   7.8e-13   8.3e-11   40.3   0.3    37   141  1413  1527  1376  1542 0.76 aurora-related kinase 2, putative [Plasmodium vivax]
SCO65725.1           -           2125 8091at5820           -            238     7e-10   37.3   0.3   1   1   1.3e-11   1.4e-09   36.2   0.3    36   140  1795  1899  1759  1916 0.79 protein kinase, putative [Plasmodium vivax]
SCO68054.1           -           4007 8091at5820           -            238   8.2e-10   37.0   1.6   1   2     2e-11   2.1e-09   35.7   0.7    43   141  1290  1386  1246  1397 0.86 aurora-related kinase 3, putative [Plasmodium vivax]
SCO68054.1           -           4007 8091at5820           -            238   8.2e-10   37.0   1.6   2   2       3.5   3.8e+02   -1.1   0.0   206   235  1412  1441  1401  1443 0.86 aurora-related kinase 3, putative [Plasmodium vivax]
SCO70039.1           -            994 8091at5820           -            238     1e-09   36.7   0.2   1   1   3.5e-11   3.8e-09   34.9   0.2    32   156   110   257    72   286 0.71 NIMA related kinase 1, putative [Plasmodium vivax]
SCO67464.1           -            323 8091at5820           -            238   3.4e-09   35.0   0.6   1   2      0.63        68    1.3   0.0    94   119    32    57    20    60 0.86 casein kinase 1, putative [Plasmodium vivax]
SCO67464.1           -            323 8091at5820           -            238   3.4e-09   35.0   0.6   2   2   3.8e-10     4e-08   31.5   0.1    34    95    97   160    88   174 0.86 casein kinase 1, putative [Plasmodium vivax]
SCO68538.1           -            897 8091at5820           -            238   3.4e-09   35.0   0.0   1   2   3.4e-07   3.7e-05   21.8   0.0    41    94   531   585   523   654 0.78 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO68538.1           -            897 8091at5820           -            238   3.4e-09   35.0   0.0   2   2   0.00083     0.088   10.7   0.0   205   235   866   896   855   897 0.87 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO67318.1           -            561 8091at5820           -            238   5.2e-09   34.4   4.7   1   3   4.4e-09   4.6e-07   28.0   2.4     2    88    98   184    97   192 0.81 3-phosphoinositide dependent protein kinase-1, putative [Plasmodium vivax]
SCO67318.1           -            561 8091at5820           -            238   5.2e-09   34.4   4.7   2   3      0.32        34    2.3   0.0   106   141   352   386   332   404 0.70 3-phosphoinositide dependent protein kinase-1, putative [Plasmodium vivax]
SCO67318.1           -            561 8091at5820           -            238   5.2e-09   34.4   4.7   3   3      0.37        39    2.1   0.0   204   235   411   446   400   448 0.81 3-phosphoinositide dependent protein kinase-1, putative [Plasmodium vivax]
SCO69005.1           -           1524 8091at5820           -            238   5.9e-09   34.2   0.1   1   2   5.6e-11   5.9e-09   34.2   0.1    45   141   623   719   604   748 0.83 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO69005.1           -           1524 8091at5820           -            238   5.9e-09   34.2   0.1   2   2       1.7   1.8e+02   -0.1   0.0     2    28   908   934   907   959 0.74 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO66583.1           -           3251 8091at5820           -            238   3.9e-08   31.5   0.8   1   1   7.8e-10   8.3e-08   30.5   0.8    48   151  3065  3189  3012  3202 0.64 protein kinase, putative [Plasmodium vivax]
SCO66678.1           -            341 8091at5820           -            238   4.2e-08   31.4   2.1   1   2       2.6   2.8e+02   -0.7   0.0    19    47    83   111    65   119 0.73 cAMP-dependent protein kinase catalytic subunit, putative [Plasmodium vivax]
SCO66678.1           -            341 8091at5820           -            238   4.2e-08   31.4   2.1   2   2   6.4e-10   6.8e-08   30.7   0.6    36   145   128   233   104   303 0.70 cAMP-dependent protein kinase catalytic subunit, putative [Plasmodium vivax]
SCO68408.1           -            423 8091at5820           -            238   8.6e-08   30.4   1.7   1   2   3.3e-07   3.6e-05   21.9   1.5    20    97    97   179    80   201 0.69 protein kinase, putative [Plasmodium vivax]
SCO68408.1           -            423 8091at5820           -            238   8.6e-08   30.4   1.7   2   2     0.022       2.4    6.0   0.0   209   235   230   256   222   259 0.92 protein kinase, putative [Plasmodium vivax]
SCO70222.1           -            730 8091at5820           -            238   9.6e-07   27.0   3.7   1   1   1.1e-08   1.2e-06   26.7   2.4    12   145    93   246    81   278 0.70 cyclin g-associated kinase, putative [Plasmodium vivax]
SCO65042.1           -            721 8091at5820           -            238   2.6e-06   25.6   0.5   1   1   3.7e-08     4e-06   25.0   0.5    30   152   540   667   514   692 0.74 protein kinase, putative [Plasmodium vivax]
SCO69819.1           -            517 8091at5820           -            238   3.3e-06   25.2   2.2   1   3     8e-07   8.5e-05   20.6   0.3    36    76   306   346   241   359 0.87 calcium-dependent protein kinase 3, putative [Plasmodium vivax]
SCO69819.1           -            517 8091at5820           -            238   3.3e-06   25.2   2.2   2   3      0.62        66    1.3   0.1   103   142   422   460   386   470 0.71 calcium-dependent protein kinase 3, putative [Plasmodium vivax]
SCO69819.1           -            517 8091at5820           -            238   3.3e-06   25.2   2.2   3   3       1.2   1.3e+02    0.4   0.0   205   234   482   511   470   513 0.87 calcium-dependent protein kinase 3, putative [Plasmodium vivax]
SCO65125.1           -           3308 8091at5820           -            238   4.6e-06   24.7   0.4   1   2   5.6e-07     6e-05   21.1   0.5    41    97  3104  3159  3089  3172 0.84 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO65125.1           -           3308 8091at5820           -            238   4.6e-06   24.7   0.4   2   2       1.1   1.2e+02    0.5   0.0    98   138  3204  3243  3191  3248 0.80 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO65637.1           -           1029 8091at5820           -            238     7e-06   24.2   0.1   1   1     2e-07   2.1e-05   22.6   0.1    20   141   840   964   826   977 0.76 tyrosine kinase-like protein, putative [Plasmodium vivax]
SCO69117.1           -            368 8091at5820           -            238   7.5e-06   24.1   3.8   1   2   9.1e-08   9.7e-06   23.7   0.6     2    89   156   246   155   300 0.70 NIMA related kinase 3, putative [Plasmodium vivax]
SCO69117.1           -            368 8091at5820           -            238   7.5e-06   24.1   3.8   2   2      0.66        70    1.2   0.1   181   222   300   341   290   349 0.85 NIMA related kinase 3, putative [Plasmodium vivax]
SCO69037.1           -           2425 8091at5820           -            238   1.5e-05   23.1   0.7   1   1   1.2e-06   0.00013   20.0   0.7    38   153   216   357   180   369 0.64 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO68440.1           -           1703 8091at5820           -            238   2.5e-05   22.3   1.6   1   2      0.72        77    1.1   0.3    14    61   283   333   271   338 0.79 tyrosine kinase-like protein, putative [Plasmodium vivax]
SCO68440.1           -           1703 8091at5820           -            238   2.5e-05   22.3   1.6   2   2   1.8e-06   0.00019   19.5   0.0    32   138  1518  1625  1502  1644 0.74 tyrosine kinase-like protein, putative [Plasmodium vivax]
SCO67155.1           -           1313 8091at5820           -            238   2.9e-05   22.1   4.2   1   3   2.8e-07   2.9e-05   22.1   4.2     2    79   337   415   336   440 0.75 calcium/calmodulin-dependent protein kinase, putative [Plasmodium vivax]
SCO67155.1           -           1313 8091at5820           -            238   2.9e-05   22.1   4.2   2   3       2.7   2.9e+02   -0.8   0.1   106   148   548   590   534   601 0.65 calcium/calmodulin-dependent protein kinase, putative [Plasmodium vivax]
SCO67155.1           -           1313 8091at5820           -            238   2.9e-05   22.1   4.2   3   3         9   9.6e+02   -2.5   0.0   208   234   620   647   595   650 0.81 calcium/calmodulin-dependent protein kinase, putative [Plasmodium vivax]
SCO67549.1           -           2022 8091at5820           -            238   8.8e-05   20.6   0.0   1   1   1.7e-06   0.00018   19.5   0.0    42    93   177   227   138   291 0.76 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO65001.1           -           1410 8091at5820           -            238   0.00011   20.3   0.7   1   1   2.7e-06   0.00029   18.9   0.7    24    88  1188  1250  1174  1269 0.82 serine/threonine protein kinase, FIKK family [Plasmodium vivax]
SCO65608.1           -           1637 8091at5820           -            238   0.00018   19.5   0.1   1   1   3.8e-06    0.0004   18.4   0.1    30    78  1216  1265  1188  1275 0.83 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO67007.1           -           2985 8091at5820           -            238    0.0006   17.8   0.1   1   2   1.8e-05     0.002   16.2   0.1    36   144   267   385   258   400 0.78 protein kinase, putative [Plasmodium vivax]
SCO67007.1           -           2985 8091at5820           -            238    0.0006   17.8   0.1   2   2         6   6.4e+02   -1.9   0.0   206   234   416   444   396   446 0.88 protein kinase, putative [Plasmodium vivax]
SCO66615.1           -            598 8091at5820           -            238    0.0016   16.4   0.4   1   2   0.00011     0.012   13.6   0.4    45    78   398   431   381   447 0.81 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO66615.1           -            598 8091at5820           -            238    0.0016   16.4   0.4   2   2       2.3   2.5e+02   -0.5   0.0   206   232   555   581   550   583 0.89 serine/threonine protein kinase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8091at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/8091at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8091at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:06:20 2026
# [ok]
