#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69403.1           -            995 2959at5820           -            696         0 1094.9 109.9   1   6   4.8e-33   8.9e-31  105.5   0.1     3    71    45   114    43   124 0.92 ATP-dependent rRNA helicase SPB4, putative [Plasmodium vivax]
SCO65570.1           -            536 2959at5820           -            696   2.8e-30  103.9  16.5   1   4     7e-10   1.3e-07   29.0   0.0     6    68   129   192   124   197 0.89 ATP-dependent rRNA helicase RRP3, putative [Plasmodium vivax]
SCO65570.1           -            536 2959at5820           -            696   2.8e-30  103.9  16.5   2   4   0.00015     0.029   11.3   0.0   100   123   192   215   190   220 0.89 ATP-dependent rRNA helicase RRP3, putative [Plasmodium vivax]
SCO65570.1           -            536 2959at5820           -            696   2.8e-30  103.9  16.5   3   4   4.4e-10   8.2e-08   29.6   5.4   165   315   234   381   215   391 0.71 ATP-dependent rRNA helicase RRP3, putative [Plasmodium vivax]
SCO65570.1           -            536 2959at5820           -            696   2.8e-30  103.9  16.5   4   4     3e-13   5.5e-11   40.1   1.0   366   481   396   509   384   527 0.82 ATP-dependent rRNA helicase RRP3, putative [Plasmodium vivax]
SCO65404.1           -            850 2959at5820           -            696   3.4e-30  103.6  26.4   1   6   2.1e-11   3.9e-09   34.0   0.2     9    78   137   209   133   216 0.87 ATP-dependent RNA helicase DBP7, putative [Plasmodium vivax]
SCO65404.1           -            850 2959at5820           -            696   3.4e-30  103.6  26.4   2   6      0.27        49    0.6   0.0   108   124   216   232   209   237 0.81 ATP-dependent RNA helicase DBP7, putative [Plasmodium vivax]
SCO65404.1           -            850 2959at5820           -            696   3.4e-30  103.6  26.4   3   6    0.0064       1.2    6.0   0.0   174   215   260   302   248   322 0.74 ATP-dependent RNA helicase DBP7, putative [Plasmodium vivax]
SCO65404.1           -            850 2959at5820           -            696   3.4e-30  103.6  26.4   4   6   1.2e-05    0.0022   15.0   0.0   268   327   438   497   430   522 0.86 ATP-dependent RNA helicase DBP7, putative [Plasmodium vivax]
SCO65404.1           -            850 2959at5820           -            696   3.4e-30  103.6  26.4   5   6     1e-18   1.9e-16   58.2   0.0   364   467   607   711   595   719 0.91 ATP-dependent RNA helicase DBP7, putative [Plasmodium vivax]
SCO65404.1           -            850 2959at5820           -            696   3.4e-30  103.6  26.4   6   6     0.015       2.7    4.8   0.2   524   569   752   799   733   820 0.76 ATP-dependent RNA helicase DBP7, putative [Plasmodium vivax]
SCO65655.1           -            473 2959at5820           -            696   7.1e-30  102.5   3.1   1   2   9.7e-16   1.8e-13   48.3   2.3    30   309    83   341    61   347 0.79 ATP-dependent RNA helicase UAP56, putative [Plasmodium vivax]
SCO65655.1           -            473 2959at5820           -            696   7.1e-30  102.5   3.1   2   2   2.6e-16   4.9e-14   50.2   0.0   353   449   349   443   334   449 0.87 ATP-dependent RNA helicase UAP56, putative [Plasmodium vivax]
SCO69405.1           -            877 2959at5820           -            696   4.7e-29   99.8  74.4   1   5   2.9e-10   5.4e-08   30.2   0.2     6    78   134   207   127   211 0.89 ATP-dependent RNA helicase DBP4, putative [Plasmodium vivax]
SCO69405.1           -            877 2959at5820           -            696   4.7e-29   99.8  74.4   2   5   0.00054       0.1    9.5   0.3   108   133   210   235   203   243 0.80 ATP-dependent RNA helicase DBP4, putative [Plasmodium vivax]
SCO69405.1           -            877 2959at5820           -            696   4.7e-29   99.8  74.4   3   5   5.5e-12     1e-09   35.9  22.1   177   325   255   404   244   410 0.88 ATP-dependent RNA helicase DBP4, putative [Plasmodium vivax]
SCO69405.1           -            877 2959at5820           -            696   4.7e-29   99.8  74.4   4   5   8.8e-18   1.6e-15   55.1   9.1   363   472   409   522   402   559 0.76 ATP-dependent RNA helicase DBP4, putative [Plasmodium vivax]
SCO69405.1           -            877 2959at5820           -            696   4.7e-29   99.8  74.4   5   5      0.16        30    1.3   3.9   526   593   539   605   530   635 0.72 ATP-dependent RNA helicase DBP4, putative [Plasmodium vivax]
SCO68599.1           -            489 2959at5820           -            696   3.4e-28   97.0   0.3   1   4   5.3e-07   9.8e-05   19.4   0.1    28    68    80   121    58   127 0.85 ATP-dependent RNA helicase DBP8, putative [Plasmodium vivax]
SCO68599.1           -            489 2959at5820           -            696   3.4e-28   97.0   0.3   2   4      0.67   1.2e+02   -0.7   0.0   107   127   128   145   121   156 0.80 ATP-dependent RNA helicase DBP8, putative [Plasmodium vivax]
SCO68599.1           -            489 2959at5820           -            696   3.4e-28   97.0   0.3   3   4   0.00023     0.042   10.7   0.0   178   230   176   231   151   236 0.82 ATP-dependent RNA helicase DBP8, putative [Plasmodium vivax]
SCO68599.1           -            489 2959at5820           -            696   3.4e-28   97.0   0.3   4   4   7.3e-20   1.3e-17   62.0   0.1   326   492   308   472   292   481 0.79 ATP-dependent RNA helicase DBP8, putative [Plasmodium vivax]
SCO66039.1           -            388 2959at5820           -            696   5.8e-27   92.9   3.9   1   3   5.1e-06   0.00094   16.2   0.0     6    66    15    76     9    88 0.85 eukaryotic initiation factor 4A-III, putative [Plasmodium vivax]
SCO66039.1           -            388 2959at5820           -            696   5.8e-27   92.9   3.9   2   3   3.7e-08   6.8e-06   23.3   0.5   154   264   115   219    79   237 0.82 eukaryotic initiation factor 4A-III, putative [Plasmodium vivax]
SCO66039.1           -            388 2959at5820           -            696   5.8e-27   92.9   3.9   3   3   5.2e-17   9.6e-15   52.5   0.5   317   447   231   361   224   369 0.84 eukaryotic initiation factor 4A-III, putative [Plasmodium vivax]
SCO68991.1           -            528 2959at5820           -            696     1e-26   92.1   0.7   1   4    0.0014      0.26    8.1   0.0    33    68   140   176   116   188 0.78 ATP-dependent RNA helicase DDX5, putative [Plasmodium vivax]
SCO68991.1           -            528 2959at5820           -            696     1e-26   92.1   0.7   2   4      0.76   1.4e+02   -0.9   0.0   107   127   188   208   180   213 0.82 ATP-dependent RNA helicase DDX5, putative [Plasmodium vivax]
SCO68991.1           -            528 2959at5820           -            696     1e-26   92.1   0.7   3   4   1.5e-13   2.8e-11   41.1   0.0   177   318   235   376   230   382 0.86 ATP-dependent RNA helicase DDX5, putative [Plasmodium vivax]
SCO68991.1           -            528 2959at5820           -            696     1e-26   92.1   0.7   4   4   1.2e-12   2.2e-10   38.1   0.0   383   445   402   465   385   472 0.83 ATP-dependent RNA helicase DDX5, putative [Plasmodium vivax]
SCO68760.1           -            398 2959at5820           -            696   2.1e-26   91.1   0.9   1   4   7.9e-05     0.015   12.3   0.0     6    71    23    88    18    95 0.86 eukaryotic initiation factor 4a, putative [Plasmodium vivax]
SCO68760.1           -            398 2959at5820           -            696   2.1e-26   91.1   0.9   2   4      0.11        20    1.9   0.0   108   125    94   111    90   120 0.87 eukaryotic initiation factor 4a, putative [Plasmodium vivax]
SCO68760.1           -            398 2959at5820           -            696   2.1e-26   91.1   0.9   3   4   4.8e-08   8.8e-06   22.9   0.0   173   247   136   209   127   245 0.77 eukaryotic initiation factor 4a, putative [Plasmodium vivax]
SCO68760.1           -            398 2959at5820           -            696   2.1e-26   91.1   0.9   4   4   3.8e-16     7e-14   49.7   0.3   331   450   252   372   236   387 0.82 eukaryotic initiation factor 4a, putative [Plasmodium vivax]
SCO70027.1           -            717 2959at5820           -            696   5.4e-26   89.7   2.3   1   4   4.7e-06   0.00086   16.3   0.0     7    73   279   345   274   358 0.86 DNA helicase 60, putative [Plasmodium vivax]
SCO70027.1           -            717 2959at5820           -            696   5.4e-26   89.7   2.3   2   4    0.0025      0.45    7.3   0.0   103   128   399   424   394   435 0.85 DNA helicase 60, putative [Plasmodium vivax]
SCO70027.1           -            717 2959at5820           -            696   5.4e-26   89.7   2.3   3   4   3.6e-07   6.7e-05   20.0   0.4   177   311   450   583   441   602 0.77 DNA helicase 60, putative [Plasmodium vivax]
SCO70027.1           -            717 2959at5820           -            696   5.4e-26   89.7   2.3   4   4   6.5e-14   1.2e-11   42.3   1.2   358   444   594   678   553   683 0.75 DNA helicase 60, putative [Plasmodium vivax]
SCO66904.1           -            761 2959at5820           -            696   4.1e-25   86.8  23.5   1   4   7.9e-06    0.0015   15.6   0.0    14    82   262   331   248   335 0.76 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO66904.1           -            761 2959at5820           -            696   4.1e-25   86.8  23.5   2   4   0.00033     0.061   10.2   0.0   106   128   378   400   367   407 0.85 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO66904.1           -            761 2959at5820           -            696   4.1e-25   86.8  23.5   3   4   1.7e-06   0.00032   17.7   6.5   179   283   427   527   414   569 0.79 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO66904.1           -            761 2959at5820           -            696   4.1e-25   86.8  23.5   4   4   1.6e-15   2.9e-13   47.7   6.9   383   498   591   711   549   715 0.76 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO66253.1           -           1015 2959at5820           -            696   2.4e-24   84.3   5.6   1   3   6.3e-08   1.2e-05   22.5   0.1    29    72   648   692   636   696 0.86 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO66253.1           -           1015 2959at5820           -            696   2.4e-24   84.3   5.6   2   3     3e-06   0.00055   17.0   0.5   116   227   717   806   704   861 0.72 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO66253.1           -           1015 2959at5820           -            696   2.4e-24   84.3   5.6   3   3   7.5e-14   1.4e-11   42.1   0.1   347   452   887   993   869  1004 0.86 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO70262.1           -            731 2959at5820           -            696   3.6e-24   83.7  30.9   1   3   1.8e-09   3.4e-07   27.6   0.0     6    71   104   170   100   182 0.86 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO70262.1           -            731 2959at5820           -            696   3.6e-24   83.7  30.9   2   3     6e-05     0.011   12.7   6.8   108   257   187   313   171   361 0.68 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO70262.1           -            731 2959at5820           -            696   3.6e-24   83.7  30.9   3   3   3.6e-13   6.6e-11   39.8  17.7   331   495   369   537   347   560 0.76 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO67853.1           -            720 2959at5820           -            696   5.2e-24   83.1   3.5   1   3   1.7e-06   0.00032   17.8   0.0    30   131   150   250   137   260 0.66 ATP-dependent helicase, putative [Plasmodium vivax]
SCO67853.1           -            720 2959at5820           -            696   5.2e-24   83.1   3.5   2   3   3.4e-10   6.3e-08   30.0   0.3   171   315   267   412   260   428 0.82 ATP-dependent helicase, putative [Plasmodium vivax]
SCO67853.1           -            720 2959at5820           -            696   5.2e-24   83.1   3.5   3   3     3e-11   5.6e-09   33.5   0.9   391   455   449   514   422   680 0.80 ATP-dependent helicase, putative [Plasmodium vivax]
SCO68998.1           -            791 2959at5820           -            696   2.1e-23   81.1  41.7   1   4   2.1e-09   3.8e-07   27.4   0.3    10    70   244   306   237   314 0.89 ATP-dependent RNA helicase MAK5, putative [Plasmodium vivax]
SCO68998.1           -            791 2959at5820           -            696   2.1e-23   81.1  41.7   2   4   0.00034     0.062   10.2   0.4   105   151   320   367   306   369 0.84 ATP-dependent RNA helicase MAK5, putative [Plasmodium vivax]
SCO68998.1           -            791 2959at5820           -            696   2.1e-23   81.1  41.7   3   4   1.5e-05    0.0028   14.7   0.5   173   231   365   428   357   477 0.74 ATP-dependent RNA helicase MAK5, putative [Plasmodium vivax]
SCO68998.1           -            791 2959at5820           -            696   2.1e-23   81.1  41.7   4   4   4.4e-19   8.1e-17   59.4   5.6   321   485   555   719   552   742 0.89 ATP-dependent RNA helicase MAK5, putative [Plasmodium vivax]
SCO66912.1           -            433 2959at5820           -            696   1.3e-22   78.5   2.5   1   3   6.9e-08   1.3e-05   22.4   0.0     4   124    58   178    55   179 0.71 ATP-dependent RNA helicase DDX6, putative [Plasmodium vivax]
SCO66912.1           -            433 2959at5820           -            696   1.3e-22   78.5   2.5   2   3   9.1e-06    0.0017   15.4   0.2   160   255   166   255   121   288 0.71 ATP-dependent RNA helicase DDX6, putative [Plasmodium vivax]
SCO66912.1           -            433 2959at5820           -            696   1.3e-22   78.5   2.5   3   3   6.2e-13   1.1e-10   39.1   1.1   329   453   285   410   268   415 0.83 ATP-dependent RNA helicase DDX6, putative [Plasmodium vivax]
SCO67619.1           -            667 2959at5820           -            696   3.9e-22   77.0  18.3   1   3   0.00032     0.058   10.3   0.0     7    65   219   278   216   284 0.89 RNA helicase 1, putative [Plasmodium vivax]
SCO67619.1           -            667 2959at5820           -            696   3.9e-22   77.0  18.3   2   3   1.2e-08   2.2e-06   24.9   0.0   107   244   296   415   290   437 0.79 RNA helicase 1, putative [Plasmodium vivax]
SCO67619.1           -            667 2959at5820           -            696   3.9e-22   77.0  18.3   3   3   4.2e-16   7.7e-14   49.5   0.1   353   477   484   605   472   614 0.87 RNA helicase 1, putative [Plasmodium vivax]
SCO69659.1           -            626 2959at5820           -            696   1.7e-21   74.8  21.5   1   3      0.02       3.7    4.3   0.1    25    61   166   206   152   216 0.66 DEAD box helicase, putative [Plasmodium vivax]
SCO69659.1           -            626 2959at5820           -            696   1.7e-21   74.8  21.5   2   3   7.6e-10   1.4e-07   28.9  12.6   107   328   221   428   212   431 0.78 DEAD box helicase, putative [Plasmodium vivax]
SCO69659.1           -            626 2959at5820           -            696   1.7e-21   74.8  21.5   3   3   5.8e-15   1.1e-12   45.8   0.3   362   467   427   530   424   554 0.76 DEAD box helicase, putative [Plasmodium vivax]
SCO67714.1           -           1006 2959at5820           -            696   2.5e-21   74.3   9.1   1   4   2.2e-05    0.0041   14.1   0.0    10    67   585   643   581   648 0.83 ATP-dependent RNA helicase DDX23, putative [Plasmodium vivax]
SCO67714.1           -           1006 2959at5820           -            696   2.5e-21   74.3   9.1   2   4    0.0001     0.019   11.9   0.0    97   130   649   682   643   690 0.88 ATP-dependent RNA helicase DDX23, putative [Plasmodium vivax]
SCO67714.1           -           1006 2959at5820           -            696   2.5e-21   74.3   9.1   3   4   2.3e-05    0.0042   14.1   0.0   179   235   708   764   699   789 0.84 ATP-dependent RNA helicase DDX23, putative [Plasmodium vivax]
SCO67714.1           -           1006 2959at5820           -            696   2.5e-21   74.3   9.1   4   4   2.3e-12   4.3e-10   37.2   0.2   331   460   837   970   828   981 0.79 ATP-dependent RNA helicase DDX23, putative [Plasmodium vivax]
SCO66154.1           -            623 2959at5820           -            696   5.1e-21   73.3   4.0   1   4   7.1e-07   0.00013   19.0   0.0    30    68   156   195   149   206 0.90 ATP-dependent RNA helicase ROK1, putative [Plasmodium vivax]
SCO66154.1           -            623 2959at5820           -            696   5.1e-21   73.3   4.0   2   4         1   1.9e+02   -1.3   0.0   101   124   245   268   232   289 0.79 ATP-dependent RNA helicase ROK1, putative [Plasmodium vivax]
SCO66154.1           -            623 2959at5820           -            696   5.1e-21   73.3   4.0   3   4   8.7e-05     0.016   12.1   0.3   172   243   289   360   280   412 0.88 ATP-dependent RNA helicase ROK1, putative [Plasmodium vivax]
SCO66154.1           -            623 2959at5820           -            696   5.1e-21   73.3   4.0   4   4   1.8e-13   3.2e-11   40.9   0.0   392   448   476   534   451   556 0.79 ATP-dependent RNA helicase ROK1, putative [Plasmodium vivax]
SCO64986.1           -           1262 2959at5820           -            696   4.6e-20   70.1  19.9   1   4   0.00012     0.021   11.7   0.0     1   126    22   156    22   165 0.76 RNA helicase, putative [Plasmodium vivax]
SCO64986.1           -           1262 2959at5820           -            696   4.6e-20   70.1  19.9   2   4    0.0011       0.2    8.5   0.3   203   247   287   331   281   347 0.84 RNA helicase, putative [Plasmodium vivax]
SCO64986.1           -           1262 2959at5820           -            696   4.6e-20   70.1  19.9   3   4         1   1.8e+02   -1.3   5.9   599   645   428   477   417   488 0.51 RNA helicase, putative [Plasmodium vivax]
SCO64986.1           -           1262 2959at5820           -            696   4.6e-20   70.1  19.9   4   4     8e-18   1.5e-15   55.2   3.5   364   457   628   719   568   730 0.75 RNA helicase, putative [Plasmodium vivax]
SCO68859.1           -            787 2959at5820           -            696   1.5e-18   65.1  29.1   1   4   6.7e-10   1.2e-07   29.0   0.1     5    67   371   435   368   445 0.89 ATP-dependent RNA helicase DBP5, putative [Plasmodium vivax]
SCO68859.1           -            787 2959at5820           -            696   1.5e-18   65.1  29.1   2   4    0.0047      0.86    6.4   0.1   108   133   444   469   435   483 0.82 ATP-dependent RNA helicase DBP5, putative [Plasmodium vivax]
SCO68859.1           -            787 2959at5820           -            696   1.5e-18   65.1  29.1   3   4   1.8e-06   0.00033   17.7   4.4   174   306   483   615   470   638 0.72 ATP-dependent RNA helicase DBP5, putative [Plasmodium vivax]
SCO68859.1           -            787 2959at5820           -            696   1.5e-18   65.1  29.1   4   4   5.1e-10   9.4e-08   29.4   0.4   386   448   673   755   662   764 0.76 ATP-dependent RNA helicase DBP5, putative [Plasmodium vivax]
SCO69871.1           -            923 2959at5820           -            696   2.9e-18   64.1  10.7   1   2   3.2e-09   5.8e-07   26.8   0.9    11   227   345   528   338   534 0.79 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO69871.1           -            923 2959at5820           -            696   2.9e-18   64.1  10.7   2   2   7.7e-11   1.4e-08   32.1   3.2   353   450   638   733   554   741 0.88 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO70166.1           -            850 2959at5820           -            696   5.4e-18   63.3  28.5   1   3   6.6e-12   1.2e-09   35.7   0.1    20    77   106   164    88   170 0.81 ATP-dependent RNA helicase DBP9, putative [Plasmodium vivax]
SCO70166.1           -            850 2959at5820           -            696   5.4e-18   63.3  28.5   2   3   1.3e-05    0.0024   14.9   0.8   108   208   171   281   161   296 0.67 ATP-dependent RNA helicase DBP9, putative [Plasmodium vivax]
SCO70166.1           -            850 2959at5820           -            696   5.4e-18   63.3  28.5   3   3   9.2e-10   1.7e-07   28.6   5.5   402   503   516   621   512   674 0.83 ATP-dependent RNA helicase DBP9, putative [Plasmodium vivax]
SCO65802.1           -           1193 2959at5820           -            696   9.6e-18   62.4  18.5   1   3   5.8e-05     0.011   12.7   0.1     7    69   167   231   162   236 0.84 ATP-dependent RNA helicase DBP10, putative [Plasmodium vivax]
SCO65802.1           -           1193 2959at5820           -            696   9.6e-18   62.4  18.5   2   3   5.5e-15     1e-12   45.8  14.1   151   323   267   433   233   443 0.79 ATP-dependent RNA helicase DBP10, putative [Plasmodium vivax]
SCO65802.1           -           1193 2959at5820           -            696   9.6e-18   62.4  18.5   3   3   4.6e-08   8.5e-06   23.0   0.0   381   436   455   509   448   539 0.78 ATP-dependent RNA helicase DBP10, putative [Plasmodium vivax]
SCO67810.1           -           1450 2959at5820           -            696   2.2e-15   54.6   8.3   1   5      0.79   1.5e+02   -1.0   1.0   431   467   603   639   599   652 0.81 pre-mRNA-processing ATP-dependent RNA helicase PRP5, putative [Plasmodium vivax]
SCO67810.1           -           1450 2959at5820           -            696   2.2e-15   54.6   8.3   2   5   4.9e-05     0.009   13.0   0.0    30    69   691   731   667   734 0.84 pre-mRNA-processing ATP-dependent RNA helicase PRP5, putative [Plasmodium vivax]
SCO67810.1           -           1450 2959at5820           -            696   2.2e-15   54.6   8.3   3   5      0.22        41    0.9   0.0   105   121   740   756   734   769 0.86 pre-mRNA-processing ATP-dependent RNA helicase PRP5, putative [Plasmodium vivax]
SCO67810.1           -           1450 2959at5820           -            696   2.2e-15   54.6   8.3   4   5   2.7e-08     5e-06   23.7   1.0   177   323   789   936   779   945 0.78 pre-mRNA-processing ATP-dependent RNA helicase PRP5, putative [Plasmodium vivax]
SCO67810.1           -           1450 2959at5820           -            696   2.2e-15   54.6   8.3   5   5     3e-13   5.5e-11   40.1   0.4   388   468   961  1043   950  1066 0.80 pre-mRNA-processing ATP-dependent RNA helicase PRP5, putative [Plasmodium vivax]
SCO65342.1           -           1189 2959at5820           -            696     1e-11   42.6  18.9   1   4   1.8e-05    0.0034   14.4   0.4     8    69   233   296   227   304 0.81 DEAD box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO65342.1           -           1189 2959at5820           -            696     1e-11   42.6  18.9   2   4     0.025       4.5    4.0   1.2   102   142   309   354   302   447 0.68 DEAD box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO65342.1           -           1189 2959at5820           -            696     1e-11   42.6  18.9   3   4     0.046       8.5    3.1   1.2   288   325   671   710   646   717 0.73 DEAD box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO65342.1           -           1189 2959at5820           -            696     1e-11   42.6  18.9   4   4   7.8e-10   1.4e-07   28.8   0.1   361   467   841   948   832   961 0.90 DEAD box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO65281.1           -            548 2959at5820           -            696   2.7e-10   37.8  34.5   1   2   0.00085      0.16    8.9   0.1    43    73   136   165   101   167 0.83 ATP-dependent RNA helicase protein, putative [Plasmodium vivax]
SCO65281.1           -            548 2959at5820           -            696   2.7e-10   37.8  34.5   2   2   5.2e-10   9.5e-08   29.4  31.0    94   454   158   484   157   542 0.71 ATP-dependent RNA helicase protein, putative [Plasmodium vivax]
SCO69121.1           -            869 2959at5820           -            696     7e-10   36.5   1.5   1   3    0.0012      0.22    8.4  15.8     8   173   159   324   152   366 0.68 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO69121.1           -            869 2959at5820           -            696     7e-10   36.5   1.5   2   3   3.8e-12     7e-10   36.5   1.5   362   450   552   643   526   701 0.77 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO69121.1           -            869 2959at5820           -            696     7e-10   36.5   1.5   3   3       7.8   1.4e+03   -4.2   2.1   323   388   788   854   739   863 0.60 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO65162.1           -           1408 2959at5820           -            696     3e-05   21.2   4.3   1   4     0.035       6.4    3.5   0.0    44    69   615   640   596   642 0.77 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO65162.1           -           1408 2959at5820           -            696     3e-05   21.2   4.3   2   4      0.59   1.1e+02   -0.5   0.0   107   129   769   791   758   808 0.76 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO65162.1           -           1408 2959at5820           -            696     3e-05   21.2   4.3   3   4      0.47        87   -0.2   0.0   178   214   900   937   894   942 0.83 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO65162.1           -           1408 2959at5820           -            696     3e-05   21.2   4.3   4   4   1.6e-07     3e-05   21.2   4.3   378   446  1197  1263  1130  1272 0.74 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO64913.1           -           1051 2959at5820           -            696   0.00057   16.9  24.6   1   5       3.3     6e+02   -3.0   0.0     4    40    72   108    69   115 0.90 RNA helicase, putative [Plasmodium vivax]
SCO64913.1           -           1051 2959at5820           -            696   0.00057   16.9  24.6   2   5     0.013       2.4    4.9   0.4    47    89   208   253   199   268 0.72 RNA helicase, putative [Plasmodium vivax]
SCO64913.1           -           1051 2959at5820           -            696   0.00057   16.9  24.6   3   5      0.59   1.1e+02   -0.5   0.8    68   134   279   354   274   374 0.63 RNA helicase, putative [Plasmodium vivax]
SCO64913.1           -           1051 2959at5820           -            696   0.00057   16.9  24.6   4   5      0.17        30    1.3   0.7   161   216   412   476   407   504 0.64 RNA helicase, putative [Plasmodium vivax]
SCO64913.1           -           1051 2959at5820           -            696   0.00057   16.9  24.6   5   5   3.1e-06   0.00057   16.9  24.6   349   435   771   854   757   968 0.70 RNA helicase, putative [Plasmodium vivax]
SCO68291.1           -            561 2959at5820           -            696       2.1    5.1  18.4   1   1     0.019       3.5    4.4  18.4   584   680    85   181    55   191 0.79 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2959at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2959at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2959at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:47:11 2026
# [ok]
