#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO70098.1           -           1875 1364at5820           -            992         0 1316.9  53.1   1  13   4.3e-53   5.3e-50  168.7   1.0     1   124     1   126     1   135 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70098.1           -           1875 1364at5820           -            992         0 1316.9  53.1  12  13   1.8e-76   2.2e-73  246.0   0.5   800   939  1628  1778  1625  1781 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70098.1           -           1875 1364at5820           -            992         0 1316.9  53.1  13  13   2.2e-25   2.6e-22   77.0   0.5   939   992  1822  1875  1816  1875 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66768.1           -           1547 1364at5820           -            992   2.1e-29  100.5   0.0   1   2   0.00022      0.27    7.5   0.0   664   754   947  1040   896  1047 0.68 regulator of nonsense transcripts, putative [Plasmodium vivax]
SCO66768.1           -           1547 1364at5820           -            992   2.1e-29  100.5   0.0   2   2   1.7e-29   2.1e-26   90.6   0.0   807   978  1049  1233  1044  1241 0.83 regulator of nonsense transcripts, putative [Plasmodium vivax]
SCO67172.1           -           1089 1364at5820           -            992   5.7e-21   72.6  30.3   1   3       1.7   2.1e+03   -5.5   3.0   206   270    74   139    63   194 0.63 dna2/nam7 helicase family member, putative [Plasmodium vivax]
SCO67172.1           -           1089 1364at5820           -            992   5.7e-21   72.6  30.3   2   3   1.5e-11   1.8e-08   31.2  17.0   510   768   397   662   382   692 0.69 dna2/nam7 helicase family member, putative [Plasmodium vivax]
SCO67172.1           -           1089 1364at5820           -            992   5.7e-21   72.6  30.3   3   3   3.2e-19   3.9e-16   56.6   5.4   858   989   932  1074   912  1077 0.81 dna2/nam7 helicase family member, putative [Plasmodium vivax]
SCO64892.1           -           2317 1364at5820           -            992     2e-15   54.2   0.0   1   7      0.26   3.2e+02   -2.7   4.7   644   700    34    91    20   103 0.76 erythrocyte membrane-associated antigen, putative [Plasmodium vivax]
SCO64892.1           -           2317 1364at5820           -            992     2e-15   54.2   0.0   2   7       3.1   3.7e+03   -6.3   6.5   217   268   362   413   347   414 0.79 erythrocyte membrane-associated antigen, putative [Plasmodium vivax]
SCO64892.1           -           2317 1364at5820           -            992     2e-15   54.2   0.0   3   7      0.72   8.8e+02   -4.2   1.9   206   260   793   844   755   853 0.70 erythrocyte membrane-associated antigen, putative [Plasmodium vivax]
SCO64892.1           -           2317 1364at5820           -            992     2e-15   54.2   0.0   4   7         5   6.1e+03   -8.8  13.5   147   270   892  1017   883  1044 0.74 erythrocyte membrane-associated antigen, putative [Plasmodium vivax]
SCO64892.1           -           2317 1364at5820           -            992     2e-15   54.2   0.0   5   7      0.11   1.3e+02   -1.4   0.0   510   592  1807  1875  1780  1892 0.71 erythrocyte membrane-associated antigen, putative [Plasmodium vivax]
SCO64892.1           -           2317 1364at5820           -            992     2e-15   54.2   0.0   6   7   0.00088       1.1    5.5   0.1   663   755  1921  2013  1890  2017 0.62 erythrocyte membrane-associated antigen, putative [Plasmodium vivax]
SCO64892.1           -           2317 1364at5820           -            992     2e-15   54.2   0.0   7   7   1.6e-18     2e-15   54.2   0.0   801   970  2016  2203  2013  2230 0.78 erythrocyte membrane-associated antigen, putative [Plasmodium vivax]
SCO66819.1           -           1736 1364at5820           -            992   2.4e-09   34.1  12.2   1   7      0.99   1.2e+03   -4.6   2.2   264   320    85   142    53   149 0.73 DNA2/NAM7 helicase, putative [Plasmodium vivax]
SCO66819.1           -           1736 1364at5820           -            992   2.4e-09   34.1  12.2   2   7       1.3   1.6e+03   -5.1   2.4   177   237   329   392   311   401 0.62 DNA2/NAM7 helicase, putative [Plasmodium vivax]
SCO66819.1           -           1736 1364at5820           -            992   2.4e-09   34.1  12.2   3   7      0.34   4.2e+02   -3.1   0.7   561   591   882   913   880   914 0.77 DNA2/NAM7 helicase, putative [Plasmodium vivax]
SCO66819.1           -           1736 1364at5820           -            992   2.4e-09   34.1  12.2   4   7   1.8e-07   0.00022   17.7   3.5   659   753   957  1055   932  1063 0.76 DNA2/NAM7 helicase, putative [Plasmodium vivax]
SCO66819.1           -           1736 1364at5820           -            992   2.4e-09   34.1  12.2   5   7   3.8e-05     0.046   10.0   1.5   785   833  1047  1095  1041  1111 0.90 DNA2/NAM7 helicase, putative [Plasmodium vivax]
SCO66819.1           -           1736 1364at5820           -            992   2.4e-09   34.1  12.2   6   7   1.2e-11   1.4e-08   31.5   1.5   858   940  1192  1285  1182  1308 0.76 DNA2/NAM7 helicase, putative [Plasmodium vivax]
SCO66819.1           -           1736 1364at5820           -            992   2.4e-09   34.1  12.2   7   7   9.5e-06     0.012   12.0   0.3   944   987  1340  1383  1335  1390 0.88 DNA2/NAM7 helicase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1364at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1364at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1364at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:33:03 2026
# [ok]
