#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO66182.1           -            181 13164at5820          -            130   4.1e-74  245.5   3.0   1   1   1.5e-76   5.4e-74  245.1   3.0     8   130    57   181    53   181 0.97 RNA-binding protein, putative [Plasmodium vivax]
SCO68327.1           -            757 13164at5820          -            130   0.00057   18.7   7.1   1   3    0.0019      0.66    8.7   0.2    19    57   210   249   194   282 0.63 polypyrimidine tract binding protein, putative [Plasmodium vivax]
SCO68327.1           -            757 13164at5820          -            130   0.00057   18.7   7.1   2   3     0.013       4.7    6.0   0.2    58   111   441   494   403   504 0.84 polypyrimidine tract binding protein, putative [Plasmodium vivax]
SCO68327.1           -            757 13164at5820          -            130   0.00057   18.7   7.1   3   3     0.011       4.1    6.2   0.1    37   100   688   750   652   755 0.81 polypyrimidine tract binding protein, putative [Plasmodium vivax]
SCO69394.1           -            475 13164at5820          -            130   0.00059   18.6   1.3   1   2       2.3   8.1e+02   -1.2   0.1    30    90    23    83     6    89 0.63 splicing factor 3B subunit 4, putative [Plasmodium vivax]
SCO69394.1           -            475 13164at5820          -            130   0.00059   18.6   1.3   2   2   2.9e-06     0.001   17.8   0.2    38   101   118   180   107   191 0.80 splicing factor 3B subunit 4, putative [Plasmodium vivax]
SCO66159.1           -           1579 13164at5820          -            130   0.00085   18.1   1.1   1   2     7e-05     0.025   13.3   0.6     5    93   316   399   313   420 0.83 RNA-binding protein, putative [Plasmodium vivax]
SCO66159.1           -           1579 13164at5820          -            130   0.00085   18.1   1.1   2   2      0.16        56    2.5   0.0    64   100   480   516   439   529 0.71 RNA-binding protein, putative [Plasmodium vivax]
SCO65197.1           -            531 13164at5820          -            130    0.0029   16.4   5.2   1   2    0.0002     0.073   11.8   1.4     9    95   231   322   217   338 0.67 RNA-binding protein, putative [Plasmodium vivax]
SCO65197.1           -            531 13164at5820          -            130    0.0029   16.4   5.2   2   2      0.03        11    4.8   0.1    53   101   413   461   393   466 0.85 RNA-binding protein, putative [Plasmodium vivax]
SCO65926.1           -            269 13164at5820          -            130     0.003   16.3   2.0   1   2       2.8     1e+03   -1.6   0.1    51    65    63    77    41   105 0.66 eukaryotic translation initiation factor 3 subunit G, putative [Plasmodium vivax]
SCO65926.1           -            269 13164at5820          -            130     0.003   16.3   2.0   2   2   1.2e-05    0.0041   15.9   0.2    27    95   188   256   167   262 0.75 eukaryotic translation initiation factor 3 subunit G, putative [Plasmodium vivax]
SCO68994.1           -            792 13164at5820          -            130     0.012   14.4   1.9   1   2   5.4e-05     0.019   13.7   0.2    26   101    28   103     8   114 0.73 RNA-binding protein, putative [Plasmodium vivax]
SCO68994.1           -            792 13164at5820          -            130     0.012   14.4   1.9   2   2       3.6   1.3e+03   -1.9   0.1    42    85   443   485   436   496 0.71 RNA-binding protein, putative [Plasmodium vivax]
SCO68269.1           -            234 13164at5820          -            130     0.022   13.5   0.5   1   2       2.5   8.9e+02   -1.4   0.1    88   107    31    50    20    72 0.63 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68269.1           -            234 13164at5820          -            130     0.022   13.5   0.5   2   2   6.2e-05     0.022   13.5   0.5    39   101   167   229   155   234 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68103.1           -            670 13164at5820          -            130     0.059   12.1   6.5   1   3      0.66   2.4e+02    0.5   0.3    53    97    54    98    35   120 0.72 RNA binding function, putative [Plasmodium vivax]
SCO68103.1           -            670 13164at5820          -            130     0.059   12.1   6.5   2   3    0.0002     0.071   11.9   0.1    30    89   134   194   122   205 0.84 RNA binding function, putative [Plasmodium vivax]
SCO68103.1           -            670 13164at5820          -            130     0.059   12.1   6.5   3   3      0.52   1.9e+02    0.8   0.1   104   126   454   476   445   480 0.84 RNA binding function, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/13164at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/13164at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/13164at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:31:32 2026
# [ok]
