#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO68310.1           -           1215 3276at5820           -            743  4.8e-295  979.1  51.4   1   8   3.6e-35   2.7e-32  110.3   0.5     1    74    71   144    71   150 0.98 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68626.1           -           1047 3276at5820           -            743    0.0039   13.9   4.4   1   4      0.17   1.3e+02   -1.0   0.2   471   525    89   145    82   160 0.79 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68626.1           -           1047 3276at5820           -            743    0.0039   13.9   4.4   2   4     0.091        70   -0.1   0.0    79   114   145   180   124   184 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68626.1           -           1047 3276at5820           -            743    0.0039   13.9   4.4   3   4   0.00029      0.22    8.2   0.0   344   392   267   316   248   325 0.86 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68626.1           -           1047 3276at5820           -            743    0.0039   13.9   4.4   4   4    0.0039         3    4.4   0.2   206   286   444   524   430   531 0.82 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66103.1           -            950 3276at5820           -            743     0.012   12.3   1.8   1   3   0.00087      0.66    6.6   0.0    34    63    87   117    71   143 0.75 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66103.1           -            950 3276at5820           -            743     0.012   12.3   1.8   2   3     0.079        60    0.1   0.1    24    51   200   227   184   241 0.65 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66103.1           -            950 3276at5820           -            743     0.012   12.3   1.8   3   3     0.012       9.1    2.8   0.1   343   390   295   342   283   376 0.72 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66114.1           -            720 3276at5820           -            743       2.1    4.9   9.1   1   3      0.43   3.3e+02   -2.3   0.0   358   406   132   180   124   182 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66114.1           -            720 3276at5820           -            743       2.1    4.9   9.1   2   3   0.00011     0.085    9.5   0.6    77   133   253   308   225   344 0.76 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66114.1           -            720 3276at5820           -            743       2.1    4.9   9.1   3   3     0.084        64    0.0   0.6   427   479   495   544   437   574 0.62 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3276at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3276at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3276at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:38:11 2026
# [ok]
