#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69990.1           -           1620 1124at5820           -           1191         0 2173.5 171.3   1   7  4.2e-147  3.7e-144  480.5  38.9     1   264     1   275     1   301 0.94 phospholipid-transporting ATPase, putative [Plasmodium vivax]
SCO69952.1           -           1515 1124at5820           -           1191   1.4e-53  180.5  82.5   4   5   1.5e-26   1.3e-23   81.3   4.3   693   869   884  1066   879  1074 0.91 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO69952.1           -           1515 1124at5820           -           1191   1.4e-53  180.5  82.5   5   5   1.6e-22   1.4e-19   67.9  21.6   871  1186  1116  1453  1076  1458 0.76 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO67483.1           -           3974 1124at5820           -           1191   2.4e-38  130.1  41.2   1   8   4.3e-13   3.7e-10   36.7   6.1    56   190    86   226    58   275 0.80 guanylyl cyclase, putative [Plasmodium vivax]
SCO67483.1           -           3974 1124at5820           -           1191   2.4e-38  130.1  41.2   2   8   1.1e-05    0.0098   12.1  15.8   357   476   290   427   272   451 0.75 guanylyl cyclase, putative [Plasmodium vivax]
SCO67483.1           -           3974 1124at5820           -           1191   2.4e-38  130.1  41.2   3   8   1.3e-07   0.00011   18.5   0.0   471   514   677   720   663   730 0.88 guanylyl cyclase, putative [Plasmodium vivax]
SCO67483.1           -           3974 1124at5820           -           1191   2.4e-38  130.1  41.2   4   8         7   6.1e+03  -12.4  12.0   179   247  1195  1263  1156  1285 0.57 guanylyl cyclase, putative [Plasmodium vivax]
SCO67483.1           -           3974 1124at5820           -           1191   2.4e-38  130.1  41.2   5   8   0.00064      0.55    6.3   0.1   627   730  1399  1502  1373  1507 0.78 guanylyl cyclase, putative [Plasmodium vivax]
SCO67483.1           -           3974 1124at5820           -           1191   2.4e-38  130.1  41.2   6   8   2.4e-32   2.1e-29  100.5  27.6   737  1177  1645  2118  1632  2134 0.77 guanylyl cyclase, putative [Plasmodium vivax]
SCO67483.1           -           3974 1124at5820           -           1191   2.4e-38  130.1  41.2   7   8         7   6.1e+03   -8.7   5.9   202   240  3115  3151  3098  3155 0.81 guanylyl cyclase, putative [Plasmodium vivax]
SCO67483.1           -           3974 1124at5820           -           1191   2.4e-38  130.1  41.2   8   8         7   6.1e+03  -10.6   7.8   435   453  3551  3569  3434  3636 0.48 guanylyl cyclase, putative [Plasmodium vivax]
SCO68761.1           -           1891 1124at5820           -           1191   4.1e-21   73.0  33.0   1   7      0.05        43    0.1   1.7   590   620    12    41     2    97 0.68 aminophospholipid transporter, putative [Plasmodium vivax]
SCO68761.1           -           1891 1124at5820           -           1191   4.1e-21   73.0  33.0   2   7    0.0014       1.2    5.2   0.5    80   182   297   398   280   403 0.78 aminophospholipid transporter, putative [Plasmodium vivax]
SCO68761.1           -           1891 1124at5820           -           1191   4.1e-21   73.0  33.0   3   7   7.3e-06    0.0063   12.7   0.2   255   316   402   463   398   472 0.94 aminophospholipid transporter, putative [Plasmodium vivax]
SCO68761.1           -           1891 1124at5820           -           1191   4.1e-21   73.0  33.0   4   7   5.2e-09   4.6e-06   23.2   0.0   353   513   599   762   586   770 0.80 aminophospholipid transporter, putative [Plasmodium vivax]
SCO68761.1           -           1891 1124at5820           -           1191   4.1e-21   73.0  33.0   5   7      0.18   1.5e+02   -1.8   0.2   560   602   876   910   853   920 0.61 aminophospholipid transporter, putative [Plasmodium vivax]
SCO68761.1           -           1891 1124at5820           -           1191   4.1e-21   73.0  33.0   6   7   1.4e-07   0.00012   18.5   0.5   703   833  1135  1262  1109  1295 0.83 aminophospholipid transporter, putative [Plasmodium vivax]
SCO68761.1           -           1891 1124at5820           -           1191   4.1e-21   73.0  33.0   7   7   8.6e-12   7.4e-09   32.4   0.8   874  1024  1497  1652  1474  1723 0.82 aminophospholipid transporter, putative [Plasmodium vivax]
SCO65137.1           -           1186 1124at5820           -           1191   1.1e-19   68.3  19.6   1   3   3.1e-05     0.027   10.7   0.3   104   185    90   175    47   196 0.63 calcium-transporting ATPase, putative [Plasmodium vivax]
SCO65137.1           -           1186 1124at5820           -           1191   1.1e-19   68.3  19.6   2   3   1.2e-05      0.01   12.1   1.4   366   513   210   375   188   384 0.71 calcium-transporting ATPase, putative [Plasmodium vivax]
SCO65137.1           -           1186 1124at5820           -           1191   1.1e-19   68.3  19.6   3   3   7.6e-18   6.6e-15   52.4   5.2   681   965   630   908   625   940 0.82 calcium-transporting ATPase, putative [Plasmodium vivax]
SCO66204.1           -            654 1124at5820           -           1191      0.13    8.4   2.6   1   1    0.0002      0.17    8.0   2.6   542   613   275   345   256   352 0.78 cell division cycle protein 20 homolog, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1124at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1124at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1124at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:32:27 2026
# [ok]
