#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO65995.1           -           5451 86at5820             -           2862         0 2997.5 208.5   1  35     2e-15   1.2e-11   40.5   0.3     1    47     3    49     3    55 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65995.1           -           5451 86at5820             -           2862         0 2997.5 208.5  16  35   3.3e-09     2e-05   19.9   0.5   854   920  1784  1866  1767  1874 0.70 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65995.1           -           5451 86at5820             -           2862         0 2997.5 208.5  17  35   1.7e-09     1e-05   20.9   0.0   920   962  1972  2024  1967  2030 0.78 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65995.1           -           5451 86at5820             -           2862         0 2997.5 208.5  18  35   3.1e-28   1.9e-24   83.0   3.3   962  1051  2174  2282  2171  2288 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65995.1           -           5451 86at5820             -           2862         0 2997.5 208.5  19  35   3.1e-25   1.9e-21   73.1   0.1  1050  1144  2483  2601  2478  2623 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65995.1           -           5451 86at5820             -           2862         0 2997.5 208.5  20  35   9.7e-25   5.9e-21   71.5   0.0  1155  1262  2806  2948  2800  2957 0.78 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65995.1           -           5451 86at5820             -           2862         0 2997.5 208.5  21  35   1.7e-28     1e-24   83.9   0.1  1261  1327  3079  3146  3066  3149 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65995.1           -           5451 86at5820             -           2862         0 2997.5 208.5  22  35   1.2e-82   7.2e-79  263.6   4.6  1328  1532  3176  3401  3171  3408 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65995.1           -           5451 86at5820             -           2862         0 2997.5 208.5  23  35   5.6e-21   3.4e-17   59.0   0.4  1532  1577  3434  3479  3431  3485 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65995.1           -           5451 86at5820             -           2862         0 2997.5 208.5  24  35   5.2e-43   3.1e-39  132.1   8.3  1571  1666  3501  3597  3497  3602 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65995.1           -           5451 86at5820             -           2862         0 2997.5 208.5  25  35   3.9e-58   2.3e-54  182.3   4.0  1663  1767  3647  3751  3644  3753 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65995.1           -           5451 86at5820             -           2862         0 2997.5 208.5  26  35   7.4e-17   4.5e-13   45.3   0.2  1773  1830  3849  3906  3809  3916 0.82 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65995.1           -           5451 86at5820             -           2862         0 2997.5 208.5  27  35   7.7e-64   4.7e-60  201.2   0.3  1830  1990  3941  4142  3936  4147 0.84 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65995.1           -           5451 86at5820             -           2862         0 2997.5 208.5  28  35   6.5e-36   3.9e-32  108.5   0.6  1986  2078  4174  4274  4167  4281 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65995.1           -           5451 86at5820             -           2862         0 2997.5 208.5  29  35   2.1e-99   1.3e-95  319.2  13.6  2078  2289  4314  4535  4311  4542 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65995.1           -           5451 86at5820             -           2862         0 2997.5 208.5  30  35   1.2e-36   7.4e-33  110.9   0.0  2285  2374  4557  4649  4553  4663 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65995.1           -           5451 86at5820             -           2862         0 2997.5 208.5  31  35   1.9e-63   1.2e-59  199.9   8.2  2372  2506  4736  4880  4732  4899 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65995.1           -           5451 86at5820             -           2862         0 2997.5 208.5  32  35   6.9e-11   4.2e-07   25.5   0.3  2500  2533  4920  4953  4914  4957 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65995.1           -           5451 86at5820             -           2862         0 2997.5 208.5  33  35   4.7e-32   2.9e-28   95.7   0.0  2533  2603  4989  5061  4984  5070 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65995.1           -           5451 86at5820             -           2862         0 2997.5 208.5  34  35  2.8e-108  1.7e-104  348.6  24.9  2612  2823  5106  5335  5095  5344 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65995.1           -           5451 86at5820             -           2862         0 2997.5 208.5  35  35   2.2e-11   1.3e-07   27.1   2.4  2829  2862  5418  5451  5413  5451 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/86at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/86at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/86at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:06:58 2026
# [ok]
