#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO64886.1           -            107 14652at5820          -             79   6.6e-41  136.9   8.6   1   1   3.6e-43   1.4e-40  135.9   8.6    10    79    38   107    14   107 0.97 centrin, putative [Plasmodium vivax]
SCO67160.1           -            167 14652at5820          -             79   1.1e-05   24.0  14.1   1   3     2e-07   7.5e-05   21.3   5.2     9    73     6    76     1    82 0.83 centrin-4, putative [Plasmodium vivax]
SCO67160.1           -            167 14652at5820          -             79   1.1e-05   24.0  14.1   2   3         1     4e+02   -0.2   0.0    13    34    88   106    75   121 0.59 centrin-4, putative [Plasmodium vivax]
SCO67160.1           -            167 14652at5820          -             79   1.1e-05   24.0  14.1   3   3    0.0033       1.3    7.8   0.5    23    51   133   159   120   167 0.79 centrin-4, putative [Plasmodium vivax]
SCO65918.1           -            275 14652at5820          -             79   0.00012   20.7   4.8   1   2   3.5e-05     0.013   14.1   3.0    19    57   162   200   146   211 0.82 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65918.1           -            275 14652at5820          -             79   0.00012   20.7   4.8   2   2     0.019       7.3    5.3   0.0    23    42   251   270   229   274 0.78 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66246.1           -            236 14652at5820          -             79   0.00026   19.6   9.1   1   3   4.3e-06    0.0016   17.0   0.3     9    46     2    39     1    58 0.90 calmodulin, putative [Plasmodium vivax]
SCO66246.1           -            236 14652at5820          -             79   0.00026   19.6   9.1   2   3         2   7.6e+02   -1.1   0.1    29    53   130   156   111   166 0.56 calmodulin, putative [Plasmodium vivax]
SCO66246.1           -            236 14652at5820          -             79   0.00026   19.6   9.1   3   3     0.006       2.3    7.0   1.4    17    47   169   199   151   223 0.82 calmodulin, putative [Plasmodium vivax]
SCO68627.1           -            471 14652at5820          -             79    0.0011   17.6   7.5   1   4     0.063        24    3.7   0.1    55    72   166   183   162   191 0.89 apicoplast calcium binding protein 1, putative [Plasmodium vivax]
SCO68627.1           -            471 14652at5820          -             79    0.0011   17.6   7.5   2   4      0.52     2e+02    0.7   0.1    24    42   205   223   190   234 0.81 apicoplast calcium binding protein 1, putative [Plasmodium vivax]
SCO68627.1           -            471 14652at5820          -             79    0.0011   17.6   7.5   3   4   0.00024      0.09   11.5   0.2    20    77   313   371   296   373 0.86 apicoplast calcium binding protein 1, putative [Plasmodium vivax]
SCO68627.1           -            471 14652at5820          -             79    0.0011   17.6   7.5   4   4      0.14        53    2.6   0.0    23    40   434   451   418   460 0.88 apicoplast calcium binding protein 1, putative [Plasmodium vivax]
SCO68985.1           -            168 14652at5820          -             79     0.002   16.8   6.5   1   3   3.4e-05     0.013   14.2   0.9    12    78    21    91    13    92 0.82 centrin-2, putative [Plasmodium vivax]
SCO68985.1           -            168 14652at5820          -             79     0.002   16.8   6.5   2   3    0.0023      0.87    8.3   1.2    28    71    71   121    61   128 0.75 centrin-2, putative [Plasmodium vivax]
SCO68985.1           -            168 14652at5820          -             79     0.002   16.8   6.5   3   3     0.045        17    4.2   0.5    16    73    98   159    94   165 0.68 centrin-2, putative [Plasmodium vivax]
SCO67021.1           -            603 14652at5820          -             79     0.006   15.2   2.8   1   2      0.22        84    1.9   0.0    53    73   500   520   493   527 0.83 calcium-dependent protein kinase 3, putative [Plasmodium vivax]
SCO67021.1           -            603 14652at5820          -             79     0.006   15.2   2.8   2   2    0.0017      0.64    8.7   1.2    12    71   526   594   516   600 0.68 calcium-dependent protein kinase 3, putative [Plasmodium vivax]
SCO68408.1           -            423 14652at5820          -             79    0.0079   14.9   1.1   1   4       2.6     1e+03   -1.5   0.2    48    51   294   297   252   328 0.51 protein kinase, putative [Plasmodium vivax]
SCO68408.1           -            423 14652at5820          -             79    0.0079   14.9   1.1   2   4      0.16        60    2.4   0.1    17    73   295   356   286   359 0.66 protein kinase, putative [Plasmodium vivax]
SCO68408.1           -            423 14652at5820          -             79    0.0079   14.9   1.1   3   4   2.1e-05    0.0079   14.9   1.1    19    73   334   392   331   398 0.83 protein kinase, putative [Plasmodium vivax]
SCO68408.1           -            423 14652at5820          -             79    0.0079   14.9   1.1   4   4       3.3   1.2e+03   -1.8   0.0     6    27   397   419   391   420 0.72 protein kinase, putative [Plasmodium vivax]
SCO68549.1           -            563 14652at5820          -             79    0.0086   14.7  18.6   1   4       4.6   1.7e+03   -2.3   0.0    41    57   167   183   164   188 0.82 calcium-dependent protein kinase 5, putative [Plasmodium vivax]
SCO68549.1           -            563 14652at5820          -             79    0.0086   14.7  18.6   2   4      0.14        54    2.6   0.2    43    62   325   347   320   354 0.79 calcium-dependent protein kinase 5, putative [Plasmodium vivax]
SCO68549.1           -            563 14652at5820          -             79    0.0086   14.7  18.6   3   4   0.00039      0.15   10.8   0.4    12    73   418   482   413   487 0.77 calcium-dependent protein kinase 5, putative [Plasmodium vivax]
SCO68549.1           -            563 14652at5820          -             79    0.0086   14.7  18.6   4   4    0.0069       2.6    6.8   4.1    23    73   500   556   491   561 0.74 calcium-dependent protein kinase 5, putative [Plasmodium vivax]
SCO66953.1           -            130 14652at5820          -             79     0.021   13.5   0.0   1   1    0.0001     0.039   12.6   0.0    40    70    34    64    23    68 0.90 40S ribosomal protein S15A, putative [Plasmodium vivax]
SCO65579.1           -            526 14652at5820          -             79       2.6    6.8  24.0   1   5       4.2   1.6e+03   -2.2   0.1    41    56   119   134   107   138 0.77 calcium-dependent protein kinase 1, putative [Plasmodium vivax]
SCO65579.1           -            526 14652at5820          -             79       2.6    6.8  24.0   2   5      0.38   1.4e+02    1.2   0.4    10    53   294   334   286   345 0.69 calcium-dependent protein kinase 1, putative [Plasmodium vivax]
SCO65579.1           -            526 14652at5820          -             79       2.6    6.8  24.0   3   5     0.026       9.7    4.9   3.9    12    73   371   444   362   447 0.65 calcium-dependent protein kinase 1, putative [Plasmodium vivax]
SCO65579.1           -            526 14652at5820          -             79       2.6    6.8  24.0   4   5     0.033        13    4.6   4.0    17    71   420   478   403   485 0.72 calcium-dependent protein kinase 1, putative [Plasmodium vivax]
SCO65579.1           -            526 14652at5820          -             79       2.6    6.8  24.0   5   5    0.0042       1.6    7.5   0.3    25    46   498   519   482   524 0.81 calcium-dependent protein kinase 1, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/14652at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/14652at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/14652at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:35:52 2026
# [ok]
