#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69204.1           -           1010 5114at5820           -            599  5.5e-238  790.0  86.0   1   6  1.1e-131  6.8e-129  429.7  30.1     1   205     1   210     1   227 0.93 zinc finger protein, putative [Plasmodium vivax]
SCO68036.1           -            965 5114at5820           -            599     2e-30  104.5   4.4   3   4       6.7   4.1e+03   -5.5   5.7   551   583   509   541   466   585 0.58 zinc finger protein, putative [Plasmodium vivax]
SCO68036.1           -            965 5114at5820           -            599     2e-30  104.5   4.4   4   4       1.1   6.5e+02   -2.9   3.8   399   477   746   825   713   938 0.75 zinc finger protein, putative [Plasmodium vivax]
SCO67648.1           -            984 5114at5820           -            599   6.5e-23   79.7   6.7   1   5   1.1e-25   6.5e-23   79.7   6.7     1   126     2   129     2   144 0.90 zinc finger protein, putative [Plasmodium vivax]
SCO67648.1           -            984 5114at5820           -            599   6.5e-23   79.7   6.7   2   5        10   6.1e+03  -21.6  40.7   349   562   174   395   138   413 0.51 zinc finger protein, putative [Plasmodium vivax]
SCO67648.1           -            984 5114at5820           -            599   6.5e-23   79.7   6.7   3   5       3.1   1.9e+03   -4.4   8.1   528   589   479   540   435   581 0.44 zinc finger protein, putative [Plasmodium vivax]
SCO67648.1           -            984 5114at5820           -            599   6.5e-23   79.7   6.7   4   5        10   6.1e+03   -9.0  24.1   330   519   625   818   609   873 0.45 zinc finger protein, putative [Plasmodium vivax]
SCO67648.1           -            984 5114at5820           -            599   6.5e-23   79.7   6.7   5   5     0.071        43    1.0   4.3   498   561   893   963   882   981 0.69 zinc finger protein, putative [Plasmodium vivax]
SCO66387.1           -            833 5114at5820           -            599   2.4e-18   64.6  18.9   1   5     4e-21   2.4e-18   64.6  18.9    23   150    49   175    24   189 0.83 zinc finger protein, putative [Plasmodium vivax]
SCO66387.1           -            833 5114at5820           -            599   2.4e-18   64.6  18.9   2   5      0.23   1.4e+02   -0.7   2.1   473   543   166   238   155   257 0.66 zinc finger protein, putative [Plasmodium vivax]
SCO66387.1           -            833 5114at5820           -            599   2.4e-18   64.6  18.9   3   5        10   6.1e+03  -14.2  16.7   494   590   392   494   308   502 0.57 zinc finger protein, putative [Plasmodium vivax]
SCO66387.1           -            833 5114at5820           -            599   2.4e-18   64.6  18.9   4   5        10   6.1e+03  -10.2   7.1   511   541   637   667   616   697 0.43 zinc finger protein, putative [Plasmodium vivax]
SCO66387.1           -            833 5114at5820           -            599   2.4e-18   64.6  18.9   5   5      0.22   1.3e+02   -0.6   4.1   326   393   761   829   710   831 0.79 zinc finger protein, putative [Plasmodium vivax]
SCO67670.1           -           1957 5114at5820           -            599     2e-17   61.6  23.5   1   6        10   6.1e+03   -6.7   9.1   341   565    17   108     5   130 0.42 zinc finger protein, putative [Plasmodium vivax]
SCO67670.1           -           1957 5114at5820           -            599     2e-17   61.6  23.5   2   6   3.3e-20     2e-17   61.6  23.5    12   134   373   495   359   515 0.81 zinc finger protein, putative [Plasmodium vivax]
SCO67670.1           -           1957 5114at5820           -            599     2e-17   61.6  23.5   3   6       1.6   9.7e+02   -3.4   7.5   443   524   656   738   601   784 0.77 zinc finger protein, putative [Plasmodium vivax]
SCO67670.1           -           1957 5114at5820           -            599     2e-17   61.6  23.5   4   6        10   6.1e+03  -10.1   7.4   479   479  1144  1144  1103  1236 0.53 zinc finger protein, putative [Plasmodium vivax]
SCO67670.1           -           1957 5114at5820           -            599     2e-17   61.6  23.5   5   6       4.4   2.7e+03   -4.9   2.9   396   463  1672  1744  1659  1761 0.49 zinc finger protein, putative [Plasmodium vivax]
SCO67670.1           -           1957 5114at5820           -            599     2e-17   61.6  23.5   6   6       8.4   5.1e+03   -5.8   3.1   382   460  1796  1876  1791  1888 0.50 zinc finger protein, putative [Plasmodium vivax]
SCO66118.1           -           1457 5114at5820           -            599   6.4e-17   59.9   7.7   1   1   1.6e-19   9.6e-17   59.3   7.7    37   129     8    94     1   109 0.90 zinc finger protein, putative [Plasmodium vivax]
SCO67444.1           -           2194 5114at5820           -            599   6.6e-17   59.9  12.0   1   5       9.5   5.8e+03   -6.0   2.4   416   477    23    82     3   102 0.44 zinc finger protein, putative [Plasmodium vivax]
SCO67444.1           -           2194 5114at5820           -            599   6.6e-17   59.9  12.0   2   5       7.5   4.5e+03   -5.6   5.5   406   462   196   254   158   323 0.57 zinc finger protein, putative [Plasmodium vivax]
SCO67444.1           -           2194 5114at5820           -            599   6.6e-17   59.9  12.0   3   5   1.1e-19   6.6e-17   59.9  12.0    20   156   487   625   483   644 0.82 zinc finger protein, putative [Plasmodium vivax]
SCO67444.1           -           2194 5114at5820           -            599   6.6e-17   59.9  12.0   4   5        10   6.1e+03  -10.2  10.6   494   589  1359  1463  1350  1473 0.71 zinc finger protein, putative [Plasmodium vivax]
SCO67444.1           -           2194 5114at5820           -            599   6.6e-17   59.9  12.0   5   5        10   6.1e+03   -7.2   3.0   334   354  1830  1850  1815  1880 0.45 zinc finger protein, putative [Plasmodium vivax]
SCO69350.1           -           1289 5114at5820           -            599     2e-09   35.2   4.3   1   1   5.2e-12   3.2e-09   34.5   4.3    56   138   185   266   182   275 0.83 zinc finger protein, putative [Plasmodium vivax]
SCO66596.1           -           1236 5114at5820           -            599   2.6e-08   31.5  20.8   1   3   8.6e-09   5.2e-06   23.9   0.7    98   127     3    32     1    35 0.94 zinc finger protein, putative [Plasmodium vivax]
SCO66596.1           -           1236 5114at5820           -            599   2.6e-08   31.5  20.8   2   3   1.5e-07   9.3e-05   19.7   1.5    23    95    36   106    33   110 0.89 zinc finger protein, putative [Plasmodium vivax]
SCO66596.1           -           1236 5114at5820           -            599   2.6e-08   31.5  20.8   3   3      0.49     3e+02   -1.7   4.3   318   559   327   417   323   445 0.50 zinc finger protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5114at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/5114at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5114at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:49:39 2026
# [ok]
