#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69082.1           -           5543 39at5820             -           4063         0 6020.4 536.1   1  11  3.7e-300  5.6e-297  987.3 131.5     2   950    16  1285    15  1325 0.82 cysteine repeat modular protein 4, putative [Plasmodium vivax]
SCO69183.1           -           3294 39at5820             -           4063  1.3e-168  561.2 231.3   3   7   5.2e-29   7.8e-26   87.3  14.4  2355  2481  1080  1206  1052  1214 0.92 cysteine repeat modular protein 3, putative [Plasmodium vivax]
SCO69183.1           -           3294 39at5820             -           4063  1.3e-168  561.2 231.3   4   7   2.9e-23   4.4e-20   68.2  23.0  2569  2817  1456  1693  1422  1711 0.79 cysteine repeat modular protein 3, putative [Plasmodium vivax]
SCO69183.1           -           3294 39at5820             -           4063  1.3e-168  561.2 231.3   5   7   1.1e-69   1.6e-66  222.3  35.5  2904  3392  1852  2371  1847  2382 0.74 cysteine repeat modular protein 3, putative [Plasmodium vivax]
SCO69183.1           -           3294 39at5820             -           4063  1.3e-168  561.2 231.3   6   7   1.6e-26   2.4e-23   79.1  30.2  3368  3640  2462  2748  2452  2769 0.80 cysteine repeat modular protein 3, putative [Plasmodium vivax]
SCO69183.1           -           3294 39at5820             -           4063  1.3e-168  561.2 231.3   7   7      0.99   1.5e+03   -6.6  33.2  3771  4011  2967  3228  2953  3252 0.64 cysteine repeat modular protein 3, putative [Plasmodium vivax]
SCO65374.1           -           2536 39at5820             -           4063   2.4e-45  152.1 217.7   1   7     8e-20   1.2e-16   56.8  27.3  1955  2259   822  1149   715  1177 0.75 cysteine repeat modular protein 2, putative [Plasmodium vivax]
SCO65374.1           -           2536 39at5820             -           4063   2.4e-45  152.1 217.7   2   7   6.8e-07     0.001   13.9  14.7  2176  2263  1195  1282  1188  1296 0.74 cysteine repeat modular protein 2, putative [Plasmodium vivax]
SCO65374.1           -           2536 39at5820             -           4063   2.4e-45  152.1 217.7   3   7   3.3e-07   0.00051   14.9  17.8  2165  2245  1299  1383  1295  1396 0.82 cysteine repeat modular protein 2, putative [Plasmodium vivax]
SCO65374.1           -           2536 39at5820             -           4063   2.4e-45  152.1 217.7   4   7   1.2e-08   1.8e-05   19.7  10.8  2732  2816  1397  1483  1384  1486 0.86 cysteine repeat modular protein 2, putative [Plasmodium vivax]
SCO65374.1           -           2536 39at5820             -           4063   2.4e-45  152.1 217.7   5   7   6.3e-19   9.6e-16   53.8  21.5  2880  3060  1487  1656  1483  1664 0.92 cysteine repeat modular protein 2, putative [Plasmodium vivax]
SCO65374.1           -           2536 39at5820             -           4063   2.4e-45  152.1 217.7   6   7     5e-16   7.6e-13   44.2  64.0  3158  3632  1666  2135  1660  2197 0.69 cysteine repeat modular protein 2, putative [Plasmodium vivax]
SCO65374.1           -           2536 39at5820             -           4063   2.4e-45  152.1 217.7   7   7         4   6.1e+03  -16.0  15.1  3796  3965  2228  2399  2200  2486 0.54 cysteine repeat modular protein 2, putative [Plasmodium vivax]
SCO66434.1           -           3247 39at5820             -           4063   3.1e-31  105.3 206.7   1   6   7.8e-21   1.2e-17   60.2  74.0  1952  2475  1138  1691  1076  1697 0.70 cysteine repeat modular protein 1, putative [Plasmodium vivax]
SCO66434.1           -           3247 39at5820             -           4063   3.1e-31  105.3 206.7   2   6      0.12   1.9e+02   -3.6   6.0  2717  2762  1697  1746  1691  1756 0.67 cysteine repeat modular protein 1, putative [Plasmodium vivax]
SCO66434.1           -           3247 39at5820             -           4063   3.1e-31  105.3 206.7   3   6   6.8e-05       0.1    7.2   5.3  2429  2817  1817  1865  1803  1874 0.60 cysteine repeat modular protein 1, putative [Plasmodium vivax]
SCO66434.1           -           3247 39at5820             -           4063   3.1e-31  105.3 206.7   4   6   2.6e-15   3.9e-12   41.8  10.2  2903  3055  2059  2206  2053  2221 0.87 cysteine repeat modular protein 1, putative [Plasmodium vivax]
SCO66434.1           -           3247 39at5820             -           4063   3.1e-31  105.3 206.7   5   6   1.2e-12   1.9e-09   33.0  63.0  3160  3623  2223  2676  2207  2692 0.75 cysteine repeat modular protein 1, putative [Plasmodium vivax]
SCO66434.1           -           3247 39at5820             -           4063   3.1e-31  105.3 206.7   6   6         4   6.1e+03  -11.1   8.4  3751  3831  2892  2978  2879  3009 0.59 cysteine repeat modular protein 1, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/39at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/39at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/39at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:42:47 2026
# [ok]
