#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69952.1           -           1515 1005at5820           -           1159         0 2226.1 100.3   1   7   4.9e-67   4.9e-64  215.0   7.5     4   115    20   131    17   155 0.90 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO69221.1           -           1355 1005at5820           -           1159     1e-08   31.9   1.6   2   3   8.5e-05     0.087    8.9   0.0   668   741   806   879   780   922 0.83 non-SERCA-type Ca2+-transporting P-ATPase, putative [Plasmodium vivax]
SCO69221.1           -           1355 1005at5820           -           1159     1e-08   31.9   1.6   3   3   1.3e-05     0.013   11.6   0.2   816   920   927  1031   920  1051 0.79 non-SERCA-type Ca2+-transporting P-ATPase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1005at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1005at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1005at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:27:36 2026
# [ok]
