#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO67785.1           -           1389 1384at5820           -            902         0 1478.1 112.8   1   5   6.1e-78   3.7e-75  252.1  11.8     2   184    75   298    74   300 0.86 MORN repeat protein, putative [Plasmodium vivax]
SCO67752.1           -           1386 1384at5820           -            902   0.00037   17.2   2.2   3   3       2.1   1.3e+03   -4.5   0.3    32    69  1096  1133  1086  1135 0.76 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69342.1           -            148 1384at5820           -            902   0.00079   16.1   2.6   1   1   1.5e-06   0.00093   15.8   2.6   585   648    20    83     9   113 0.70 MORN repeat protein, putative [Plasmodium vivax]
SCO67173.1           -           1333 1384at5820           -            902     0.074    9.5   4.6   1   1   0.00019      0.11    8.9   4.6   543   620    20    99    15   109 0.78 protein kinase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1384at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1384at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1384at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:33:41 2026
# [ok]
