#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO65637.1           -           1029 2944at5820           -            483  2.4e-250  829.9  35.1   1   3   3.7e-69   4.5e-67  225.5   9.8     4   131     9   141     4   157 0.93 tyrosine kinase-like protein, putative [Plasmodium vivax]
SCO67173.1           -           1333 2944at5820           -            483     4e-16   57.5  17.3   3   5    0.0026      0.32    8.3   0.1   275   332   800   863   784   867 0.78 protein kinase, putative [Plasmodium vivax]
SCO67173.1           -           1333 2944at5820           -            483     4e-16   57.5  17.3   4   5   4.1e-05     0.005   14.3   0.1   335   391  1082  1138  1052  1153 0.89 protein kinase, putative [Plasmodium vivax]
SCO67173.1           -           1333 2944at5820           -            483     4e-16   57.5  17.3   5   5   4.8e-11   5.9e-09   33.8   0.0   403   473  1222  1304  1217  1310 0.79 protein kinase, putative [Plasmodium vivax]
SCO66582.1           -           1169 2944at5820           -            483   4.7e-16   57.2  19.5   1   5    0.0067      0.81    7.0  11.7    10   118    41   144    36   174 0.78 protein kinase, putative [Plasmodium vivax]
SCO66582.1           -           1169 2944at5820           -            483   4.7e-16   57.2  19.5   2   5     0.016         2    5.7   0.1   152   217   514   582   510   651 0.84 protein kinase, putative [Plasmodium vivax]
SCO66582.1           -           1169 2944at5820           -            483   4.7e-16   57.2  19.5   3   5   0.00098      0.12    9.7   0.0   285   329   812   860   799   867 0.71 protein kinase, putative [Plasmodium vivax]
SCO66582.1           -           1169 2944at5820           -            483   4.7e-16   57.2  19.5   4   5   7.9e-06   0.00096   16.6   0.0   341   386   896   942   890   953 0.87 protein kinase, putative [Plasmodium vivax]
SCO66582.1           -           1169 2944at5820           -            483   4.7e-16   57.2  19.5   5   5     2e-06   0.00024   18.6   0.0   404   438  1053  1087  1036  1128 0.84 protein kinase, putative [Plasmodium vivax]
SCO68053.1           -            288 2944at5820           -            483   4.2e-15   54.1   0.1   1   1   4.5e-17   5.5e-15   53.7   0.1   250   435     3   198     1   212 0.78 protein kinase 5 [Plasmodium vivax]
SCO70222.1           -            730 2944at5820           -            483     6e-15   53.6  11.2   1   1   1.2e-16   1.5e-14   52.3  11.2   242   457    15   261     1   300 0.73 cyclin g-associated kinase, putative [Plasmodium vivax]
SCO66997.1           -            488 2944at5820           -            483   1.3e-14   52.5   2.3   1   1   1.4e-16   1.7e-14   52.1   2.3   252   433   114   311    97   333 0.74 glycogen synthase kinase 3, putative [Plasmodium vivax]
SCO69738.1           -            368 2944at5820           -            483   2.5e-14   51.5   7.5   1   2       3.3     4e+02   -1.9   0.0   257   283    14    40     7    51 0.69 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO69738.1           -            368 2944at5820           -            483   2.5e-14   51.5   7.5   2   2     2e-16   2.5e-14   51.5   7.5   241   443   100   314    76   325 0.81 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO69020.1           -           1309 2944at5820           -            483   4.1e-14   50.8   4.9   1   2   1.9e-06   0.00023   18.7   0.8   314   379   933   997   919  1012 0.83 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO69020.1           -           1309 2944at5820           -            483   4.1e-14   50.8   4.9   2   2   6.9e-11   8.3e-09   33.3   0.2   378   442  1083  1147  1073  1175 0.82 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO67312.1           -           1575 2944at5820           -            483   7.4e-14   50.0  14.2   1   3   1.3e-05    0.0016   15.9   3.4   234   335   177   276   153   287 0.77 tyrosine kinase-like protein, putative [Plasmodium vivax]
SCO67312.1           -           1575 2944at5820           -            483   7.4e-14   50.0  14.2   2   3   1.1e-12   1.3e-10   39.3   0.1   346   446   360   465   345   490 0.84 tyrosine kinase-like protein, putative [Plasmodium vivax]
SCO67312.1           -           1575 2944at5820           -            483   7.4e-14   50.0  14.2   3   3      0.67        81    0.4   0.5   101   129  1493  1524  1481  1539 0.77 tyrosine kinase-like protein, putative [Plasmodium vivax]
SCO69005.1           -           1524 2944at5820           -            483   1.3e-13   49.2   7.4   1   2     1e-15   1.3e-13   49.2   7.4   269   441   545   722   407   731 0.79 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO69005.1           -           1524 2944at5820           -            483   1.3e-13   49.2   7.4   2   2       7.1   8.7e+02   -3.0   1.2   234   293  1455  1511  1424  1517 0.66 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO69291.1           -            718 2944at5820           -            483   1.6e-13   48.9   0.8   1   1     2e-15   2.5e-13   48.2   0.8   247   438    18   224     5   245 0.67 mitogen-activated protein kinase 1, putative [Plasmodium vivax]
SCO67031.1           -           1585 2944at5820           -            483   1.8e-13   48.7   0.6   1   1   2.2e-15   2.7e-13   48.1   0.6   254   440  1320  1529  1293  1538 0.81 aurora-related kinase 2, putative [Plasmodium vivax]
SCO69819.1           -            517 2944at5820           -            483   1.2e-12   46.0   4.7   1   2   9.1e-08   1.1e-05   23.0   2.1   285   375   254   344   239   353 0.72 calcium-dependent protein kinase 3, putative [Plasmodium vivax]
SCO69819.1           -            517 2944at5820           -            483   1.2e-12   46.0   4.7   2   2   7.9e-08   9.6e-06   23.2   0.0   380   438   397   459   391   468 0.85 calcium-dependent protein kinase 3, putative [Plasmodium vivax]
SCO68339.1           -            354 2944at5820           -            483   6.7e-12   43.5   0.1   1   1   8.5e-14     1e-11   42.9   0.1   285   441    73   243    15   296 0.75 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO69037.1           -           2425 2944at5820           -            483     1e-11   43.0   4.5   1   1   6.2e-13   7.6e-11   40.0   4.5   221   441    88   344    34   362 0.69 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO67239.1           -            575 2944at5820           -            483   1.3e-11   42.5   6.2   1   2   2.6e-10   3.2e-08   31.4   5.9   249   388   170   320   153   333 0.69 mitogen-activated protein kinase 2, putative [Plasmodium vivax]
SCO67239.1           -            575 2944at5820           -            483   1.3e-11   42.5   6.2   2   2    0.0015      0.18    9.1   0.0   398   433   358   394   347   406 0.81 mitogen-activated protein kinase 2, putative [Plasmodium vivax]
SCO65947.1           -           1626 2944at5820           -            483   1.1e-10   39.5   2.5   1   2    0.0012      0.14    9.5   0.4   246   311   629   700   591   705 0.85 CDK-related kinase 3, putative [Plasmodium vivax]
SCO65947.1           -           1626 2944at5820           -            483   1.1e-10   39.5   2.5   2   2     9e-10   1.1e-07   29.6   0.1   353   439   901   992   885  1008 0.79 CDK-related kinase 3, putative [Plasmodium vivax]
SCO66862.1           -            325 2944at5820           -            483   3.6e-10   37.8  11.2   1   1   1.1e-11   1.4e-09   35.9  11.2   251   438    10   226     4   241 0.67 MO15-related protein kinase, putative [Plasmodium vivax]
SCO67318.1           -            561 2944at5820           -            483   5.6e-10   37.2   9.1   1   2     1e-09   1.2e-07   29.4   7.7   223   388     6   184     1   193 0.78 3-phosphoinositide dependent protein kinase-1, putative [Plasmodium vivax]
SCO67318.1           -            561 2944at5820           -            483   5.6e-10   37.2   9.1   2   2    0.0081      0.98    6.7   0.0   392   439   340   387   319   394 0.90 3-phosphoinositide dependent protein kinase-1, putative [Plasmodium vivax]
SCO65860.1           -            800 2944at5820           -            483   7.1e-10   36.8   9.9   1   3   3.9e-07   4.8e-05   20.9   0.9   249   308    33    92    14   113 0.83 protein kinase 1, putative [Plasmodium vivax]
SCO65860.1           -            800 2944at5820           -            483   7.1e-10   36.8   9.9   2   3      0.55        67    0.6   0.3   353   379   247   273   215   298 0.80 protein kinase 1, putative [Plasmodium vivax]
SCO65860.1           -            800 2944at5820           -            483   7.1e-10   36.8   9.9   3   3     1e-06   0.00012   19.5   0.1   378   435   571   631   553   651 0.83 protein kinase 1, putative [Plasmodium vivax]
SCO66583.1           -           3251 2944at5820           -            483   7.1e-10   36.8   1.5   1   1   9.4e-12   1.1e-09   36.2   1.5   240   440  2943  3178  2935  3208 0.65 protein kinase, putative [Plasmodium vivax]
SCO70039.1           -            994 2944at5820           -            483   2.4e-09   35.1   1.3   1   1   5.3e-11   6.5e-09   33.7   1.3   276   449    47   254    11   259 0.71 NIMA related kinase 1, putative [Plasmodium vivax]
SCO66250.1           -            369 2944at5820           -            483   2.4e-09   35.1  41.7   1   5     0.017         2    5.7   0.4    10    45     9    44     2    51 0.82 MORN repeat-containing protein 1, putative [Plasmodium vivax]
SCO66250.1           -            369 2944at5820           -            483   2.4e-09   35.1  41.7   2   5     0.026       3.1    5.0   9.6    12   101    57   143    48   153 0.72 MORN repeat-containing protein 1, putative [Plasmodium vivax]
SCO66250.1           -            369 2944at5820           -            483   2.4e-09   35.1  41.7   3   5   7.8e-06   0.00095   16.6   7.9     2   102   167   264   166   269 0.81 MORN repeat-containing protein 1, putative [Plasmodium vivax]
SCO66250.1           -            369 2944at5820           -            483   2.4e-09   35.1  41.7   4   5   1.9e-06   0.00023   18.7   2.9    13    51   270   308   264   340 0.87 MORN repeat-containing protein 1, putative [Plasmodium vivax]
SCO66250.1           -            369 2944at5820           -            483   2.4e-09   35.1  41.7   5   5      0.79        96    0.1   0.0     9    41   313   345   308   349 0.86 MORN repeat-containing protein 1, putative [Plasmodium vivax]
SCO65125.1           -           3308 2944at5820           -            483   1.1e-07   29.7   0.7   1   2   2.8e-06   0.00034   18.1   0.4   335   389  3099  3151  3076  3156 0.77 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO65125.1           -           3308 2944at5820           -            483   1.1e-07   29.7   0.7   2   2    0.0016       0.2    9.0   0.0   397   434  3206  3242  3198  3250 0.89 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO68996.1           -            877 2944at5820           -            483   1.2e-07   29.5   0.0   1   2   0.00019     0.024   12.0   4.8   246   375   544   682   518   687 0.77 protein serine/threonine kinase-1, putative [Plasmodium vivax]
SCO68996.1           -            877 2944at5820           -            483   1.2e-07   29.5   0.0   2   2   9.9e-10   1.2e-07   29.5   0.0   366   443   698   775   694   800 0.87 protein serine/threonine kinase-1, putative [Plasmodium vivax]
SCO67095.1           -           1393 2944at5820           -            483   8.1e-06   23.5   0.0   1   2      0.16        20    2.4   0.1   331   376   169   215   147   221 0.76 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO67095.1           -           1393 2944at5820           -            483   8.1e-06   23.5   0.0   2   2   6.7e-08   8.1e-06   23.5   0.0   380   441   700   761   690   776 0.88 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO68834.1           -            326 2944at5820           -            483   1.2e-05   22.9  20.5   1   2   0.00018     0.022   12.1   5.3    12   117    47   148    40   158 0.77 phosphatidylinositol-4-phosphate 5-kinase, putative [Plasmodium vivax]
SCO68834.1           -            326 2944at5820           -            483   1.2e-05   22.9  20.5   2   2    0.0031      0.38    8.1  14.9     8   167   111   295    83   308 0.64 phosphatidylinositol-4-phosphate 5-kinase, putative [Plasmodium vivax]
SCO65608.1           -           1637 2944at5820           -            483   1.2e-05   22.9  10.5   1   2   1.2e-06   0.00015   19.3   4.3   252   377  1129  1263  1120  1277 0.77 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO65608.1           -           1637 2944at5820           -            483   1.2e-05   22.9  10.5   2   2    0.0074       0.9    6.8   0.0   393   439  1528  1573  1509  1588 0.83 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO67549.1           -           2022 2944at5820           -            483   2.7e-05   21.8   0.2   1   1   3.7e-07   4.5e-05   21.0   0.2   253   428    79   266    66   280 0.69 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO67155.1           -           1313 2944at5820           -            483   3.7e-05   21.3   7.5   1   2      0.05       6.1    4.1   3.9   294   375   328   410   276   417 0.75 calcium/calmodulin-dependent protein kinase, putative [Plasmodium vivax]
SCO67155.1           -           1313 2944at5820           -            483   3.7e-05   21.3   7.5   2   2   2.3e-06   0.00028   18.4   0.1   393   437   537   581   531   602 0.83 calcium/calmodulin-dependent protein kinase, putative [Plasmodium vivax]
SCO67464.1           -            323 2944at5820           -            483   0.00079   16.9   0.1   1   1   9.4e-06    0.0011   16.4   0.1   325   442    87   217    52   229 0.76 casein kinase 1, putative [Plasmodium vivax]
SCO67396.1           -           1007 2944at5820           -            483   0.00084   16.8  25.4   1   3     0.012       1.4    6.2   0.0    11    50   156   196   143   197 0.81 phosphatidylinositol-4-phosphate 5-kinase, putative [Plasmodium vivax]
SCO67396.1           -           1007 2944at5820           -            483   0.00084   16.8  25.4   2   3   0.00014     0.017   12.5  12.1     6   116   198   304   193   307 0.79 phosphatidylinositol-4-phosphate 5-kinase, putative [Plasmodium vivax]
SCO67396.1           -           1007 2944at5820           -            483   0.00084   16.8  25.4   3   3      0.47        58    0.9  10.6     6   103   267   362   265   370 0.76 phosphatidylinositol-4-phosphate 5-kinase, putative [Plasmodium vivax]
SCO65705.1           -            191 2944at5820           -            483      0.17    9.2   4.4   1   1    0.0034      0.41    7.9   4.4     7    54    41    88    35   147 0.78 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2944at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2944at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2944at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:47:05 2026
# [ok]
