#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO67289.1           -            366 10221at5820          -            271  1.4e-117  390.4   6.9   1   3   9.3e-38   4.7e-35  119.7   0.5     1   100     8   129     8   151 0.83 acyl-CoA-binding protein, putative [Plasmodium vivax]
SCO67086.1           -            611 10221at5820          -            271   1.1e-11   43.1  10.5   1   4   5.3e-08   2.7e-05   22.1   0.1   195   250    48   104    17   120 0.82 palmitoyltransferase, putative [Plasmodium vivax]
SCO67086.1           -            611 10221at5820          -            271   1.1e-11   43.1  10.5   2   4   1.3e-09   6.6e-07   27.4   0.0   189   252   151   214   136   225 0.93 palmitoyltransferase, putative [Plasmodium vivax]
SCO67086.1           -            611 10221at5820          -            271   1.1e-11   43.1  10.5   3   4       1.8   9.2e+02   -2.6   0.2    65   102   255   290   246   299 0.65 palmitoyltransferase, putative [Plasmodium vivax]
SCO67086.1           -            611 10221at5820          -            271   1.1e-11   43.1  10.5   4   4       4.9   2.5e+03   -4.0   0.3     5    29   518   542   516   545 0.87 palmitoyltransferase, putative [Plasmodium vivax]
SCO69726.1           -            400 10221at5820          -            271   5.2e-10   37.6  19.9   1   5   0.00048      0.24    9.2   0.3   167   226     5    67     1    75 0.79 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69726.1           -            400 10221at5820          -            271   5.2e-10   37.6  19.9   2   5   1.1e-10   5.3e-08   31.0   6.6   153   262    65   172    63   181 0.82 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69726.1           -            400 10221at5820          -            271   5.2e-10   37.6  19.9   3   5   4.7e-05     0.024   12.5   0.3   200   246   143   189   139   201 0.77 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69726.1           -            400 10221at5820          -            271   5.2e-10   37.6  19.9   4   5    0.0027       1.4    6.7   0.1   204   270   179   248   172   249 0.78 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69726.1           -            400 10221at5820          -            271   5.2e-10   37.6  19.9   5   5       3.1   1.6e+03   -3.3   0.2   116   136   281   301   261   324 0.63 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65820.1           -            185 10221at5820          -            271   6.5e-10   37.3   5.5   1   2   1.7e-06   0.00085   17.2   0.9   187   266     5    83     1    88 0.87 conserved protein, unknown function [Plasmodium vivax]
SCO65820.1           -            185 10221at5820          -            271   6.5e-10   37.3   5.5   2   2   4.5e-08   2.3e-05   22.4   0.4   187   233   105   151    82   175 0.81 conserved protein, unknown function [Plasmodium vivax]
SCO69877.1           -             92 10221at5820          -            271   2.8e-07   28.7   1.1   1   1   6.2e-10   3.1e-07   28.5   1.1    57   135     4    87     1    90 0.78 acyl-CoA binding protein, putative [Plasmodium vivax]
SCO68700.1           -            641 10221at5820          -            271   0.00015   19.7   2.5   1   4    0.0015      0.74    7.6   0.0   215   261    33    79    27    82 0.84 palmitoyltransferase, putative [Plasmodium vivax]
SCO68700.1           -            641 10221at5820          -            271   0.00015   19.7   2.5   2   4   1.9e-05    0.0095   13.8   0.0   189   261    73   145    73   151 0.92 palmitoyltransferase, putative [Plasmodium vivax]
SCO68700.1           -            641 10221at5820          -            271   0.00015   19.7   2.5   3   4     0.022        11    3.8   0.0   195   259   112   176   108   179 0.88 palmitoyltransferase, putative [Plasmodium vivax]
SCO68700.1           -            641 10221at5820          -            271   0.00015   19.7   2.5   4   4      0.91   4.6e+02   -1.6   0.8   140   183   376   418   370   422 0.63 palmitoyltransferase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10221at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/10221at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10221at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:28:25 2026
# [ok]
