#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69613.1           -           1608 1667at5820           -           1065         0 1935.3 147.6   1   6   5.8e-16     5e-13   46.4   7.8     1    50    29    79    29    87 0.95 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO66239.1           -           1224 1667at5820           -           1065   4.5e-59  198.9   6.0   1   3     4e-47   3.4e-44  149.6   0.5   139   400   544   794   530   804 0.87 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22, putative [Plasmodium vivax]
SCO66239.1           -           1224 1667at5820           -           1065   4.5e-59  198.9   6.0   2   3   1.1e-16   9.2e-14   48.8   0.0   459   546   808   895   799   973 0.81 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22, putative [Plasmodium vivax]
SCO66239.1           -           1224 1667at5820           -           1065   4.5e-59  198.9   6.0   3   3     0.054        47    0.1   0.1   863   917  1125  1176  1110  1199 0.81 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22, putative [Plasmodium vivax]
SCO70072.1           -           1079 1667at5820           -           1065   2.8e-49  166.4   5.9   1   3         7   6.1e+03  -10.4  12.9    10   112    19   129    11   143 0.69 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP2, putative [Plasmodium vivax]
SCO70072.1           -           1079 1667at5820           -           1065   2.8e-49  166.4   5.9   2   3   3.2e-52   2.8e-49  166.4   5.9   139   545   371   774   355   836 0.80 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP2, putative [Plasmodium vivax]
SCO70072.1           -           1079 1667at5820           -           1065   2.8e-49  166.4   5.9   3   3      0.86   7.5e+02   -3.9   1.6   717   718   995   996   945  1060 0.38 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP2, putative [Plasmodium vivax]
SCO65858.1           -            834 1667at5820           -           1065   2.2e-48  163.4   8.7   1   4   2.2e-09   1.9e-06   24.6   0.0   157   200     3    46     1    52 0.93 ATP-dependent RNA helicase prh1, putative [Plasmodium vivax]
SCO65858.1           -            834 1667at5820           -           1065   2.2e-48  163.4   8.7   2   4   1.6e-23   1.4e-20   71.4   0.3   209   374    77   231    70   236 0.85 ATP-dependent RNA helicase prh1, putative [Plasmodium vivax]
SCO65858.1           -            834 1667at5820           -           1065   2.2e-48  163.4   8.7   3   4   8.4e-23   7.3e-20   69.0   1.0   454   545   359   450   269   539 0.75 ATP-dependent RNA helicase prh1, putative [Plasmodium vivax]
SCO65858.1           -            834 1667at5820           -           1065   2.2e-48  163.4   8.7   4   4      0.42   3.6e+02   -2.8   0.1   868   907   757   796   746   798 0.83 ATP-dependent RNA helicase prh1, putative [Plasmodium vivax]
SCO67017.1           -           2090 1667at5820           -           1065   1.8e-30  104.1  17.1   1   2   1.8e-24   1.6e-21   74.5   6.7   155   334   416   592   401   621 0.82 DEAD box helicase, putative [Plasmodium vivax]
SCO67017.1           -           2090 1667at5820           -           1065   1.8e-30  104.1  17.1   2   2   2.1e-12   1.8e-09   34.6   2.7   461   572   780   891   770   908 0.79 DEAD box helicase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1667at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1667at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1667at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:35:15 2026
# [ok]
