#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO68302.1           -           5782 90at5820             -           3291         0 5169.1 409.8   1  26   2.8e-80   1.7e-76  255.8  18.8     1   167    15   183    15   197 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68302.1           -           5782 90at5820             -           3291         0 5169.1 409.8  24  26  7.6e-136  4.6e-132  440.2  31.2  2706  2945  4925  5175  4923  5178 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68302.1           -           5782 90at5820             -           3291         0 5169.1 409.8  25  26   5.9e-28   3.6e-24   82.2   0.8  2938  2995  5212  5269  5209  5277 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68302.1           -           5782 90at5820             -           3291         0 5169.1 409.8  26  26  8.3e-159  5.1e-155  516.4  25.9  3000  3291  5455  5780  5449  5780 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/90at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/90at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/90at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:08:38 2026
# [ok]
