#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69881.1           -           5314 59at5820             -           3393         0 4924.4 538.8   1  26   1.8e-86   1.1e-82  276.3  30.5     1   195     1   224     1   231 0.88 peptidase family C50, putative [Plasmodium vivax]
SCO69881.1           -           5314 59at5820             -           3393         0 4924.4 538.8  16  26   3.1e-74   1.9e-70  235.7  19.5  2082  2213  3042  3177  3019  3185 0.91 peptidase family C50, putative [Plasmodium vivax]
SCO69881.1           -           5314 59at5820             -           3393         0 4924.4 538.8  17  26   3.5e-60   2.1e-56  189.0   1.6  2214  2335  3218  3349  3206  3354 0.90 peptidase family C50, putative [Plasmodium vivax]
SCO69881.1           -           5314 59at5820             -           3393         0 4924.4 538.8  18  26   3.6e-51   2.2e-47  159.2   7.5  2333  2432  3381  3489  3377  3496 0.92 peptidase family C50, putative [Plasmodium vivax]
SCO69881.1           -           5314 59at5820             -           3393         0 4924.4 538.8  19  26  6.8e-121  4.2e-117  390.5  28.8  2468  2686  3724  3962  3684  3973 0.91 peptidase family C50, putative [Plasmodium vivax]
SCO69881.1           -           5314 59at5820             -           3393         0 4924.4 538.8  20  26   1.5e-11     9e-08   27.7   0.0  2690  2725  4018  4053  3998  4087 0.88 peptidase family C50, putative [Plasmodium vivax]
SCO69881.1           -           5314 59at5820             -           3393         0 4924.4 538.8  21  26   5.6e-85   3.4e-81  271.3  18.1  2732  2918  4182  4400  4157  4438 0.83 peptidase family C50, putative [Plasmodium vivax]
SCO69881.1           -           5314 59at5820             -           3393         0 4924.4 538.8  22  26   9.5e-07    0.0058   11.7   1.5  2909  2947  4440  4478  4434  4488 0.88 peptidase family C50, putative [Plasmodium vivax]
SCO69881.1           -           5314 59at5820             -           3393         0 4924.4 538.8  23  26   1.2e-08   7.3e-05   18.0   1.9  2971  3002  4660  4691  4654  4703 0.87 peptidase family C50, putative [Plasmodium vivax]
SCO69881.1           -           5314 59at5820             -           3393         0 4924.4 538.8  24  26  6.5e-104    4e-100  334.2  20.5  2946  3182  4707  4974  4694  5010 0.76 peptidase family C50, putative [Plasmodium vivax]
SCO69881.1           -           5314 59at5820             -           3393         0 4924.4 538.8  25  26   7.7e-57   4.7e-53  178.0  14.9  3202  3305  5073  5186  5016  5191 0.83 peptidase family C50, putative [Plasmodium vivax]
SCO69881.1           -           5314 59at5820             -           3393         0 4924.4 538.8  26  26     2e-51   1.2e-47  160.0   2.6  3306  3393  5227  5314  5225  5314 0.98 peptidase family C50, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/59at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/59at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/59at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:58:26 2026
# [ok]
