#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69624.1           -           8901 28at5820             -           4775         0 6189.1 674.4   1  40  1.2e-113  7.1e-110  366.1  32.3     1   246     1   267     1   273 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69624.1           -           8901 28at5820             -           4775         0 6189.1 674.4  12  40     1e-36   6.2e-33  110.6   5.1  1161  1241  2542  2622  2525  2634 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69624.1           -           8901 28at5820             -           4775         0 6189.1 674.4  13  40   2.8e-23   1.7e-19   66.0   1.7  1244  1296  2691  2743  2675  2752 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69624.1           -           8901 28at5820             -           4775         0 6189.1 674.4  14  40  2.8e-120  1.7e-116  388.0  14.9  1295  1548  2772  3033  2769  3049 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69624.1           -           8901 28at5820             -           4775         0 6189.1 674.4  15  40   2.3e-80   1.4e-76  255.5  15.6  1533  1694  3050  3217  3035  3240 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69624.1           -           8901 28at5820             -           4775         0 6189.1 674.4  16  40     0.032     2e+02   -3.9   2.5  1698  1727  3332  3361  3310  3377 0.70 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69624.1           -           8901 28at5820             -           4775         0 6189.1 674.4  17  40   7.9e-44   4.8e-40  134.3   3.5  1723  1820  3753  3851  3743  3855 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69624.1           -           8901 28at5820             -           4775         0 6189.1 674.4  18  40   4.3e-58   2.6e-54  181.6   5.5  1810  1934  3875  4005  3871  4023 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69624.1           -           8901 28at5820             -           4775         0 6189.1 674.4  19  40   2.6e-51   1.6e-47  159.1   4.5  1940  2075  4113  4256  4091  4262 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69624.1           -           8901 28at5820             -           4775         0 6189.1 674.4  20  40   2.2e-44   1.3e-40  136.1   6.3  2074  2165  4295  4386  4287  4397 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69624.1           -           8901 28at5820             -           4775         0 6189.1 674.4  21  40     2e-53   1.2e-49  166.1   2.1  2165  2304  4416  4574  4410  4592 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69624.1           -           8901 28at5820             -           4775         0 6189.1 674.4  22  40   2.4e-39   1.5e-35  119.4   4.1  2285  2442  4640  4835  4623  4847 0.81 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69624.1           -           8901 28at5820             -           4775         0 6189.1 674.4  23  40   7.8e-35   4.7e-31  104.4   4.1  2427  2535  4891  5006  4878  5012 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69624.1           -           8901 28at5820             -           4775         0 6189.1 674.4  24  40     1e-37   6.3e-34  114.0   8.7  2532  2633  5114  5230  5107  5253 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69624.1           -           8901 28at5820             -           4775         0 6189.1 674.4  25  40     6e-29   3.6e-25   84.9   0.7  2638  2716  5428  5505  5404  5516 0.82 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69624.1           -           8901 28at5820             -           4775         0 6189.1 674.4  26  40   1.4e-76   8.5e-73  243.0   6.0  2717  2949  5537  5807  5532  5826 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69624.1           -           8901 28at5820             -           4775         0 6189.1 674.4  27  40  7.4e-100   4.5e-96  320.2  19.4  2940  3138  5930  6139  5916  6145 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69624.1           -           8901 28at5820             -           4775         0 6189.1 674.4  28  40   6.6e-52     4e-48  161.1  16.0  3135  3236  6197  6298  6182  6309 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69624.1           -           8901 28at5820             -           4775         0 6189.1 674.4  29  40   1.1e-35   6.7e-32  107.2   2.6  3232  3299  6323  6390  6314  6399 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69624.1           -           8901 28at5820             -           4775         0 6189.1 674.4  30  40   1.7e-62     1e-58  196.3  23.2  3296  3435  6489  6651  6485  6663 0.84 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69624.1           -           8901 28at5820             -           4775         0 6189.1 674.4  31  40   1.1e-05     0.066    7.7   0.7  3440  3468  6741  6769  6733  6771 0.84 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69624.1           -           8901 28at5820             -           4775         0 6189.1 674.4  32  40   4.8e-05      0.29    5.5   0.1  3469  3495  6891  6917  6878  6921 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69624.1           -           8901 28at5820             -           4775         0 6189.1 674.4  33  40  3.9e-156  2.3e-152  507.1  61.6  3493  3822  6970  7350  6966  7365 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69624.1           -           8901 28at5820             -           4775         0 6189.1 674.4  34  40     0.013        76   -2.5   5.8  4652  4742  7374  7462  7357  7476 0.74 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69624.1           -           8901 28at5820             -           4775         0 6189.1 674.4  35  40    1e-111  6.1e-108  359.6  19.4  3833  4044  7505  7723  7489  7748 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69624.1           -           8901 28at5820             -           4775         0 6189.1 674.4  36  40     2e-62   1.2e-58  196.0   3.0  4048  4187  7837  7981  7795  7986 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69624.1           -           8901 28at5820             -           4775         0 6189.1 674.4  37  40  2.9e-121  1.7e-117  391.3  13.1  4185  4415  8022  8253  8016  8301 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69624.1           -           8901 28at5820             -           4775         0 6189.1 674.4  38  40  1.3e-126  8.1e-123  409.0  25.9  4401  4697  8322  8660  8293  8689 0.81 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69624.1           -           8901 28at5820             -           4775         0 6189.1 674.4  39  40     0.024   1.5e+02   -3.5  17.5  4667  4743  8738  8822  8723  8831 0.71 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69624.1           -           8901 28at5820             -           4775         0 6189.1 674.4  40  40   3.6e-17   2.2e-13   45.8   1.4  4713  4775  8836  8901  8815  8901 0.67 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/28at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/28at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/28at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:46:50 2026
# [ok]
