#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO67863.1           -            328 13894at5820          -            261  4.8e-120  398.7  87.2   1   2  1.3e-104  3.3e-102  340.2  54.6     1   207     7   245     7   246 0.92 serine/arginine-rich splicing factor 12, putative [Plasmodium vivax]
SCO68028.1           -            513 13894at5820          -            261   6.5e-05   21.3  16.3   1   3     0.011       2.7    6.2   0.0    21    69   103   151    85   160 0.88 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO68028.1           -            513 13894at5820          -            261   6.5e-05   21.3  16.3   2   3   0.00018     0.046   12.0   0.0    18    71   199   252   185   273 0.83 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO68028.1           -            513 13894at5820          -            261   6.5e-05   21.3  16.3   3   3   0.00097      0.24    9.6   0.0    26    87   392   452   385   483 0.77 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO66658.1           -            725 13894at5820          -            261   0.00017   20.0   0.0   1   1   1.4e-06   0.00036   18.9   0.0     6    83     7    84     3    89 0.93 mRNA processing protein, putative [Plasmodium vivax]
SCO66619.1           -            287 13894at5820          -            261   0.00099   17.4   6.4   1   3       1.6   3.9e+02   -0.9   0.0    80   105    21    47    12    63 0.75 RNA-binding protein, putative [Plasmodium vivax]
SCO66619.1           -            287 13894at5820          -            261   0.00099   17.4   6.4   2   3   2.7e-05    0.0069   14.7   1.2    23    84    63   118    48   145 0.75 RNA-binding protein, putative [Plasmodium vivax]
SCO66619.1           -            287 13894at5820          -            261   0.00099   17.4   6.4   3   3     0.035       8.8    4.5   0.1    25    81   229   284   222   287 0.85 RNA-binding protein, putative [Plasmodium vivax]
SCO65939.1           -            361 13894at5820          -            261    0.0012   17.2   0.1   1   2   4.7e-06    0.0012   17.2   0.1     3    79   115   189   113   211 0.84 RNA-binding protein, putative [Plasmodium vivax]
SCO65939.1           -            361 13894at5820          -            261    0.0012   17.2   0.1   2   2     0.021       5.2    5.2   0.1    20    79   216   273   201   296 0.75 RNA-binding protein, putative [Plasmodium vivax]
SCO70005.1           -            110 13894at5820          -            261    0.0023   16.3   0.2   1   1   1.1e-05    0.0029   15.9   0.2     8    80    16    85    11   108 0.85 splicing factor 3B subunit 6, putative [Plasmodium vivax]
SCO68994.1           -            792 13894at5820          -            261    0.0029   15.9   0.0   1   2   1.1e-05    0.0029   15.9   0.0     8    78    31   101    25   116 0.89 RNA-binding protein, putative [Plasmodium vivax]
SCO68994.1           -            792 13894at5820          -            261    0.0029   15.9   0.0   2   2       6.5   1.6e+03   -3.0   2.7   176   213   162   200   153   222 0.45 RNA-binding protein, putative [Plasmodium vivax]
SCO68759.1           -            914 13894at5820          -            261    0.0031   15.8   0.0   1   1   1.2e-05    0.0031   15.8   0.0     8    88   679   759   674   765 0.93 splicing factor U2AF large subunit, putative [Plasmodium vivax]
SCO66561.1           -            202 13894at5820          -            261    0.0044   15.3   0.0   1   1     3e-05    0.0076   14.5   0.0     7    65    72   130    66   167 0.87 RNA-binding protein, putative [Plasmodium vivax]
SCO65949.1           -            236 13894at5820          -            261    0.0062   14.8   0.0   1   3       2.2   5.5e+02   -1.4   0.7   171   188     3    20     1    35 0.73 nuclear cap-binding protein, putative [Plasmodium vivax]
SCO65949.1           -            236 13894at5820          -            261    0.0062   14.8   0.0   2   3   2.4e-05    0.0062   14.8   0.0     9    79    37   107    29   116 0.90 nuclear cap-binding protein, putative [Plasmodium vivax]
SCO65949.1           -            236 13894at5820          -            261    0.0062   14.8   0.0   3   3       1.2     3e+02   -0.5   1.7   187   217   126   156   114   178 0.48 nuclear cap-binding protein, putative [Plasmodium vivax]
SCO69492.1           -            503 13894at5820          -            261     0.026   12.8   0.0   1   4     0.024         6    5.0   0.0    22    72    98   148    81   159 0.88 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO69492.1           -            503 13894at5820          -            261     0.026   12.8   0.0   2   4      0.15        37    2.4   0.0    16    70   190   243   177   259 0.74 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO69492.1           -            503 13894at5820          -            261     0.026   12.8   0.0   3   4         6   1.5e+03   -2.8   7.2   172   253   259   340   253   348 0.67 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO69492.1           -            503 13894at5820          -            261     0.026   12.8   0.0   4   4    0.0001     0.026   12.8   0.0    26    81   414   469   409   494 0.88 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/13894at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/13894at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/13894at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:33:49 2026
# [ok]
