#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69795.1           -            124 14208at5820          -            105   2.8e-67  222.3   5.0   1   1   2.3e-69   3.2e-67  222.1   5.0     1   105     7   111     7   111 0.99 RNA-binding protein, putative [Plasmodium vivax]
SCO66738.1           -            318 14208at5820          -            105   1.3e-10   40.2   0.1   1   1   1.8e-12   2.4e-10   39.3   0.1     3    82    87   166    85   188 0.92 RNA-binding protein, putative [Plasmodium vivax]
SCO69492.1           -            503 14208at5820          -            105   2.3e-10   39.4  23.5   1   5       5.4   7.5e+02   -0.9   1.0    60    75    19    35     4    66 0.54 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO69492.1           -            503 14208at5820          -            105   2.3e-10   39.4  23.5   2   5     0.063       8.6    5.4   0.1     4    61    84   141    82   151 0.86 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO69492.1           -            503 14208at5820          -            105   2.3e-10   39.4  23.5   3   5   2.8e-06   0.00039   19.3   0.9     4    89   182   269   179   282 0.86 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO69492.1           -            503 14208at5820          -            105   2.3e-10   39.4  23.5   4   5       7.8   1.1e+03   -1.4   0.5    57    86   271   300   264   336 0.67 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO69492.1           -            503 14208at5820          -            105   2.3e-10   39.4  23.5   5   5   1.6e-09   2.2e-07   29.8   0.2    15    80   407   472   394   487 0.85 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO69655.1           -            505 14208at5820          -            105   3.1e-10   38.9   4.8   1   2   7.3e-08     1e-05   24.4   0.8     2    82   227   308   226   323 0.84 U1 small nuclear ribonucleoprotein A, putative [Plasmodium vivax]
SCO69655.1           -            505 14208at5820          -            105   3.1e-10   38.9   4.8   2   2   7.3e-08     1e-05   24.4   0.2     2    79   433   504   432   505 0.87 U1 small nuclear ribonucleoprotein A, putative [Plasmodium vivax]
SCO66163.1           -            544 14208at5820          -            105   1.4e-09   36.9   5.8   1   2   3.7e-11   5.1e-09   35.0   0.1     3    82    14    93    12   101 0.92 serine/arginine-rich splicing factor 4, putative [Plasmodium vivax]
SCO66163.1           -            544 14208at5820          -            105   1.4e-09   36.9   5.8   2   2      0.18        25    3.9   0.1    40    95   143   200   115   210 0.64 serine/arginine-rich splicing factor 4, putative [Plasmodium vivax]
SCO69852.1           -           1096 14208at5820          -            105   3.8e-09   35.5   0.7   1   1   2.7e-11   3.8e-09   35.5   0.7     2    80   230   308   229   333 0.91 RNA-binding protein, putative [Plasmodium vivax]
SCO70005.1           -            110 14208at5820          -            105   4.3e-09   35.3   0.3   1   1   3.7e-11   5.1e-09   35.0   0.3     2    89    14    98    13   110 0.87 splicing factor 3B subunit 6, putative [Plasmodium vivax]
SCO69932.1           -           1122 14208at5820          -            105   8.9e-09   34.2  18.8   1   5         7   9.7e+02   -1.2   0.2    49    89    48    87    34    90 0.72 RNA-binding protein, putative [Plasmodium vivax]
SCO69932.1           -           1122 14208at5820          -            105   8.9e-09   34.2  18.8   2   5      0.82   1.1e+02    1.8   0.8    41    76    89   124    68   140 0.83 RNA-binding protein, putative [Plasmodium vivax]
SCO69932.1           -           1122 14208at5820          -            105   8.9e-09   34.2  18.8   3   5     0.034       4.7    6.2   0.3    40    83   496   539   471   548 0.85 RNA-binding protein, putative [Plasmodium vivax]
SCO69932.1           -           1122 14208at5820          -            105   8.9e-09   34.2  18.8   4   5     0.045       6.3    5.8   0.2    42    84   919   961   912   978 0.86 RNA-binding protein, putative [Plasmodium vivax]
SCO69932.1           -           1122 14208at5820          -            105   8.9e-09   34.2  18.8   5   5     2e-09   2.8e-07   29.5   0.3     4    78   983  1056   980  1073 0.88 RNA-binding protein, putative [Plasmodium vivax]
SCO67297.1           -            208 14208at5820          -            105   1.8e-08   33.3   1.6   1   1   2.4e-10   3.3e-08   32.4   1.6     4    83    10    88     7    94 0.94 alternative splicing factor ASF-1, putative [Plasmodium vivax]
SCO68327.1           -            757 14208at5820          -            105   1.8e-08   33.3   5.5   1   3      0.49        68    2.5   0.1     9    80   420   490   412   497 0.73 polypyrimidine tract binding protein, putative [Plasmodium vivax]
SCO68327.1           -            757 14208at5820          -            105   1.8e-08   33.3   5.5   2   3         1   1.4e+02    1.5   0.1    13    88   572   651   561   662 0.66 polypyrimidine tract binding protein, putative [Plasmodium vivax]
SCO68327.1           -            757 14208at5820          -            105   1.8e-08   33.3   5.5   3   3   1.3e-09   1.8e-07   30.0   0.2     1    81   677   756   677   757 0.89 polypyrimidine tract binding protein, putative [Plasmodium vivax]
SCO68103.1           -            670 14208at5820          -            105   2.4e-08   32.8   8.7   1   2   0.00012     0.017   14.1   1.1     2    79    23   107    22   117 0.66 RNA binding function, putative [Plasmodium vivax]
SCO68103.1           -            670 14208at5820          -            105   2.4e-08   32.8   8.7   2   2   4.5e-07   6.3e-05   21.9   1.3     4    83   133   213   130   235 0.92 RNA binding function, putative [Plasmodium vivax]
SCO66658.1           -            725 14208at5820          -            105   5.6e-08   31.7   0.1   1   1   7.7e-10   1.1e-07   30.8   0.1     4    79     9    84     6    93 0.93 mRNA processing protein, putative [Plasmodium vivax]
SCO69529.1           -            119 14208at5820          -            105   6.6e-08   31.5   0.3   1   1   6.7e-10   9.2e-08   31.0   0.3     3    79    36   112    34   119 0.90 RNA-binding protein, putative [Plasmodium vivax]
SCO65839.1           -            292 14208at5820          -            105   1.5e-07   30.3   0.1   1   2   0.00054     0.075   12.0   0.0     3    63     8    67     6   104 0.88 RNA-binding protein, putative [Plasmodium vivax]
SCO65839.1           -            292 14208at5820          -            105   1.5e-07   30.3   0.1   2   2   2.6e-05    0.0037   16.2   0.1    15    80   168   232   156   240 0.86 RNA-binding protein, putative [Plasmodium vivax]
SCO65949.1           -            236 14208at5820          -            105   9.4e-07   27.7   0.0   1   2   3.1e-08   4.3e-06   25.6   0.1     2    76    34   108    33   112 0.96 nuclear cap-binding protein, putative [Plasmodium vivax]
SCO65949.1           -            236 14208at5820          -            105   9.4e-07   27.7   0.0   2   2       8.3   1.1e+03   -1.5   0.0    15    30   177   192   171   203 0.76 nuclear cap-binding protein, putative [Plasmodium vivax]
SCO65926.1           -            269 14208at5820          -            105   2.5e-06   26.4   8.0   1   3       1.6   2.3e+02    0.8   2.4    56    88    40    71    12    94 0.69 eukaryotic translation initiation factor 3 subunit G, putative [Plasmodium vivax]
SCO65926.1           -            269 14208at5820          -            105   2.5e-06   26.4   8.0   2   3      0.47        65    2.5   0.1    26    59   110   142    95   159 0.69 eukaryotic translation initiation factor 3 subunit G, putative [Plasmodium vivax]
SCO65926.1           -            269 14208at5820          -            105   2.5e-06   26.4   8.0   3   3   6.1e-08   8.5e-06   24.7   0.0     6    79   192   265   188   268 0.90 eukaryotic translation initiation factor 3 subunit G, putative [Plasmodium vivax]
SCO68994.1           -            792 14208at5820          -            105   3.8e-06   25.8   0.3   1   1     7e-08   9.7e-06   24.5   0.3     3    85    30   113    28   126 0.90 RNA-binding protein, putative [Plasmodium vivax]
SCO67408.1           -            156 14208at5820          -            105   1.3e-05   24.0   0.7   1   1   1.3e-07   1.9e-05   23.6   0.7     2    83     4    91     3   108 0.82 RNA-binding protein s1, putative [Plasmodium vivax]
SCO66561.1           -            202 14208at5820          -            105   2.1e-05   23.4   0.1   1   1   3.3e-07   4.5e-05   22.3   0.0     4    76    73   144    70   157 0.87 RNA-binding protein, putative [Plasmodium vivax]
SCO66781.1           -            250 14208at5820          -            105   4.4e-05   22.4   1.1   1   2   0.00013     0.017   14.0   0.1     5    87    24   105    22   127 0.76 RNA-binding protein, putative [Plasmodium vivax]
SCO66781.1           -            250 14208at5820          -            105   4.4e-05   22.4   1.1   2   2     0.016       2.2    7.3   0.1    16    80   186   249   174   250 0.81 RNA-binding protein, putative [Plasmodium vivax]
SCO70117.1           -            505 14208at5820          -            105   6.9e-05   21.7   0.1   1   1     5e-07   6.9e-05   21.7   0.1    15    83   435   502   422   505 0.84 clustered-asparagine-rich protein, putative [Plasmodium vivax]
SCO66530.1           -            470 14208at5820          -            105   7.1e-05   21.7   7.1   1   2     0.016       2.2    7.3   1.3     3    60    91   147    89   194 0.74 U4/U6 snRNA-associated-splicing factor, putative [Plasmodium vivax]
SCO66530.1           -            470 14208at5820          -            105   7.1e-05   21.7   7.1   2   2   1.3e-05    0.0018   17.2   0.4    18    75   314   373   299   379 0.82 U4/U6 snRNA-associated-splicing factor, putative [Plasmodium vivax]
SCO66926.1           -            299 14208at5820          -            105    0.0001   21.2   0.8   1   1   1.4e-06   0.00019   20.3   0.1     3    79    37   113    35   132 0.90 RNA-binding protein, putative [Plasmodium vivax]
SCO69563.1           -            661 14208at5820          -            105   0.00014   20.8   0.3   1   1   4.1e-06   0.00056   18.8   0.3     4    80   168   247   165   271 0.86 U2 snRNP-associated SURP motif-containing protein, putative [Plasmodium vivax]
SCO68759.1           -            914 14208at5820          -            105   0.00016   20.6   0.4   1   2   4.4e-05     0.006   15.5   0.1     4    76   679   751   676   764 0.85 splicing factor U2AF large subunit, putative [Plasmodium vivax]
SCO68759.1           -            914 14208at5820          -            105   0.00016   20.6   0.4   2   2      0.44        61    2.6   0.0    24    73   844   895   827   911 0.72 splicing factor U2AF large subunit, putative [Plasmodium vivax]
SCO66680.1           -            192 14208at5820          -            105   0.00026   19.9   1.3   1   2   1.8e-05    0.0025   16.8   0.7     2    82    10    91     9   105 0.78 U2 small nuclear ribonucleoprotein B'', putative [Plasmodium vivax]
SCO66680.1           -            192 14208at5820          -            105   0.00026   19.9   1.3   2   2       1.1   1.5e+02    1.4   0.0     4    66   122   178   119   190 0.56 U2 small nuclear ribonucleoprotein B'', putative [Plasmodium vivax]
SCO68021.1           -            181 14208at5820          -            105   0.00037   19.4   1.6   1   1   3.5e-06   0.00049   19.0   1.1     4    87    52   137    50   156 0.82 RNA-binding protein, putative [Plasmodium vivax]
SCO70229.1           -            390 14208at5820          -            105    0.0016   17.4   1.0   1   2       5.8     8e+02   -1.0   0.1    40    68   114   143    80   166 0.63 RNA-binding protein, putative [Plasmodium vivax]
SCO70229.1           -            390 14208at5820          -            105    0.0016   17.4   1.0   2   2   3.9e-05    0.0054   15.7   0.1     4    75   226   292   223   297 0.84 RNA-binding protein, putative [Plasmodium vivax]
SCO67952.1           -            453 14208at5820          -            105    0.0018   17.2   1.3   1   1   1.3e-05    0.0018   17.2   1.3     3    88    99   183    97   187 0.85 U1 small nuclear ribonucleoprotein, putative [Plasmodium vivax]
SCO66159.1           -           1579 14208at5820          -            105    0.0037   16.2   4.9   1   2      0.28        39    3.3   0.4     4    65   337   395   334   416 0.82 RNA-binding protein, putative [Plasmodium vivax]
SCO66159.1           -           1579 14208at5820          -            105    0.0037   16.2   4.9   2   2   0.00013     0.017   14.0   0.0     4    77   441   518   439   535 0.83 RNA-binding protein, putative [Plasmodium vivax]
SCO66619.1           -            287 14208at5820          -            105      0.01   14.8   6.3   1   2     0.021         3    6.9   1.3    36    80    74   118    50   141 0.83 RNA-binding protein, putative [Plasmodium vivax]
SCO66619.1           -            287 14208at5820          -            105      0.01   14.8   6.3   2   2    0.0021      0.29   10.1   0.3    20    75   225   282   210   285 0.74 RNA-binding protein, putative [Plasmodium vivax]
SCO65392.1           -            315 14208at5820          -            105     0.012   14.5   0.5   1   1     0.001      0.14   11.1   0.5    46    73   133   160    71   184 0.80 small subunit rRNA processing protein, putative [Plasmodium vivax]
SCO68043.1           -            260 14208at5820          -            105     0.025   13.5   0.0   1   1   0.00032     0.044   12.7   0.0    11    40   133   163   124   197 0.80 pyrroline carboxylate reductase, putative [Plasmodium vivax]
SCO66757.1           -            870 14208at5820          -            105     0.028   13.4   3.0   1   2      0.21        29    3.7   0.1     5    74   321   382   319   397 0.69 RNA-binding protein, putative [Plasmodium vivax]
SCO66757.1           -            870 14208at5820          -            105     0.028   13.4   3.0   2   2    0.0039      0.54    9.2   0.5    11    75   428   493   423   502 0.83 RNA-binding protein, putative [Plasmodium vivax]
SCO68331.1           -            632 14208at5820          -            105       3.5    6.6   6.9   1   2       3.8   5.2e+02   -0.4   0.0     2    51     9    56     8    73 0.77 RNA-binding protein, putative [Plasmodium vivax]
SCO68331.1           -            632 14208at5820          -            105       3.5    6.6   6.9   2   2     0.005      0.69    8.9   0.9     2    87   166   250   165   255 0.78 RNA-binding protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/14208at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/14208at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/14208at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:34:40 2026
# [ok]
