#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO67635.1           -            329 9479at5820           -            296    4e-158  523.9  18.2   1   1  1.1e-160  5.7e-158  523.4  18.2     1   296    12   329    12   329 0.95 nucleolar Jumonji domain interacting protein, putative [Plasmodium vivax]
SCO67557.1           -            660 9479at5820           -            296   2.4e-06   25.7   4.5   3   3   3.5e-05     0.018   13.0   0.1    21   118   466   565   450   575 0.78 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO67713.1           -           1240 9479at5820           -            296   1.4e-05   23.2  10.6   1   3    0.0013      0.66    7.8   3.1    44   150   907  1015   888  1018 0.71 WD repeat-containing protein 26, putative [Plasmodium vivax]
SCO67713.1           -           1240 9479at5820           -            296   1.4e-05   23.2  10.6   2   3     1e-06   0.00052   18.0   0.9    21   121  1014  1118  1006  1124 0.88 WD repeat-containing protein 26, putative [Plasmodium vivax]
SCO67713.1           -           1240 9479at5820           -            296   1.4e-05   23.2  10.6   3   3      0.24   1.2e+02    0.4   0.0   219   289  1137  1210  1126  1216 0.74 WD repeat-containing protein 26, putative [Plasmodium vivax]
SCO67037.1           -            498 9479at5820           -            296   3.5e-05   21.8   3.3   1   3    0.0056       2.8    5.7   0.1    11    80   260   330   254   344 0.82 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO67037.1           -            498 9479at5820           -            296   3.5e-05   21.8   3.3   2   3   8.2e-06    0.0042   15.0   0.2    12    83   349   417   341   449 0.84 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO67037.1           -            498 9479at5820           -            296   3.5e-05   21.8   3.3   3   3      0.48   2.4e+02   -0.6   0.0    33    75   452   494   434   497 0.79 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO68463.1           -            363 9479at5820           -            296   5.7e-05   21.1   8.3   1   3   1.8e-05    0.0089   13.9   2.4     8   123    20   146    17   149 0.73 WD repeat-containing protein 92, putative [Plasmodium vivax]
SCO68463.1           -            363 9479at5820           -            296   5.7e-05   21.1   8.3   2   3    0.0021       1.1    7.1   0.1   177   205   222   250   193   265 0.73 WD repeat-containing protein 92, putative [Plasmodium vivax]
SCO68463.1           -            363 9479at5820           -            296   5.7e-05   21.1   8.3   3   3      0.14        69    1.2   0.0    19    42   278   301   261   313 0.77 WD repeat-containing protein 92, putative [Plasmodium vivax]
SCO65922.1           -            458 9479at5820           -            296    0.0024   15.8   1.6   1   2      0.96   4.9e+02   -1.6   0.0    20    43   163   186   154   196 0.78 ribosome assembly protein RRB1, putative [Plasmodium vivax]
SCO65922.1           -            458 9479at5820           -            296    0.0024   15.8   1.6   2   2     1e-05     0.005   14.8   0.6    97   154   333   391   264   430 0.74 ribosome assembly protein RRB1, putative [Plasmodium vivax]
SCO70063.1           -            763 9479at5820           -            296    0.0066   14.4   9.0   1   3      0.89   4.5e+02   -1.5   0.1    48    81     9    42     6    48 0.80 protein transport protein SEC13, putative [Plasmodium vivax]
SCO70063.1           -            763 9479at5820           -            296    0.0066   14.4   9.0   2   3    0.0041       2.1    6.2   0.1    15    78    67   133    55   149 0.78 protein transport protein SEC13, putative [Plasmodium vivax]
SCO70063.1           -            763 9479at5820           -            296    0.0066   14.4   9.0   3   3   7.7e-05     0.039   11.8   1.3    21   107   197   295   193   305 0.79 protein transport protein SEC13, putative [Plasmodium vivax]
SCO66129.1           -            720 9479at5820           -            296    0.0079   14.1   0.1   1   2    0.0022       1.1    7.1   0.0     6    49   428   468   423   500 0.83 cytoplasmic dynein intermediate chain, putative [Plasmodium vivax]
SCO66129.1           -            720 9479at5820           -            296    0.0079   14.1   0.1   2   2     0.021        11    3.8   0.1     9    77   620   688   590   697 0.73 cytoplasmic dynein intermediate chain, putative [Plasmodium vivax]
SCO68325.1           -           1399 9479at5820           -            296     0.027   12.3  23.6   1   6   0.00042      0.21    9.4   0.0     7    35    10    38     3    50 0.85 coatomer alpha subunit, putative [Plasmodium vivax]
SCO68325.1           -           1399 9479at5820           -            296     0.027   12.3  23.6   2   6     0.094        47    1.7   0.2    50   120    92   165    50   176 0.55 coatomer alpha subunit, putative [Plasmodium vivax]
SCO68325.1           -           1399 9479at5820           -            296     0.027   12.3  23.6   3   6     6e-05      0.03   12.2   0.9    46   140   244   342   237   354 0.73 coatomer alpha subunit, putative [Plasmodium vivax]
SCO68325.1           -           1399 9479at5820           -            296     0.027   12.3  23.6   4   6     0.014       7.3    4.4   0.4    12    98   342   430   335   441 0.81 coatomer alpha subunit, putative [Plasmodium vivax]
SCO68325.1           -           1399 9479at5820           -            296     0.027   12.3  23.6   5   6      0.69   3.5e+02   -1.1   0.2   145   170   598   623   591   672 0.72 coatomer alpha subunit, putative [Plasmodium vivax]
SCO68325.1           -           1399 9479at5820           -            296     0.027   12.3  23.6   6   6       3.4   1.7e+03   -3.4   0.4   229   280  1076  1128  1058  1139 0.71 coatomer alpha subunit, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9479at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/9479at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9479at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:11:19 2026
# [ok]
