#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO66561.1           -            202 11831at5820          -            156   3.2e-96  317.8   2.7   1   1   1.1e-98   5.7e-96  317.0   2.7     1   156    25   202    25   202 0.95 RNA-binding protein, putative [Plasmodium vivax]
SCO66489.1           -            340 11831at5820          -            156   7.7e-05   21.0   3.3   2   3    0.0011      0.54    8.5   0.0    53    92   185   223   165   241 0.76 RNA-binding protein musashi, putative [Plasmodium vivax]
SCO66489.1           -            340 11831at5820          -            156   7.7e-05   21.0   3.3   3   3      0.21   1.1e+02    1.0   0.4    98   135   254   292   237   305 0.73 RNA-binding protein musashi, putative [Plasmodium vivax]
SCO65939.1           -            361 11831at5820          -            156   0.00028   19.1   0.4   1   2      0.32   1.6e+02    0.4   0.0    54    89   134   169    96   190 0.76 RNA-binding protein, putative [Plasmodium vivax]
SCO65939.1           -            361 11831at5820          -            156   0.00028   19.1   0.4   2   2   3.4e-06    0.0017   16.6   0.2    16    98   172   261   166   294 0.68 RNA-binding protein, putative [Plasmodium vivax]
SCO65926.1           -            269 11831at5820          -            156    0.0003   19.1   1.7   1   2     0.084        42    2.3   0.3    76   122    53    99    40   111 0.80 eukaryotic translation initiation factor 3 subunit G, putative [Plasmodium vivax]
SCO65926.1           -            269 11831at5820          -            156    0.0003   19.1   1.7   2   2   5.9e-06     0.003   15.8   0.1    45    96   194   246   167   257 0.76 eukaryotic translation initiation factor 3 subunit G, putative [Plasmodium vivax]
SCO69529.1           -            119 11831at5820          -            156    0.0009   17.5   0.0   1   1   2.1e-06    0.0011   17.2   0.0    15    95     8    92     2   108 0.72 RNA-binding protein, putative [Plasmodium vivax]
SCO69394.1           -            475 11831at5820          -            156    0.0012   17.1   0.8   1   2   0.00027      0.14   10.4   0.0    52    87    34    69     7   102 0.85 splicing factor 3B subunit 4, putative [Plasmodium vivax]
SCO69394.1           -            475 11831at5820          -            156    0.0012   17.1   0.8   2   2     0.011       5.5    5.2   0.2    53   109   122   178    88   192 0.78 splicing factor 3B subunit 4, putative [Plasmodium vivax]
SCO69492.1           -            503 11831at5820          -            156    0.0014   16.9   0.0   1   3         2     1e+03   -2.2   0.0    52    79    96   123    92   141 0.73 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO69492.1           -            503 11831at5820          -            156    0.0014   16.9   0.0   2   3     0.042        21    3.3   0.4    53    88   195   229   159   239 0.75 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO69492.1           -            503 11831at5820          -            156    0.0014   16.9   0.0   3   3   2.7e-06    0.0014   16.9   0.0    50   114   406   471   399   492 0.89 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO69795.1           -            124 11831at5820          -            156    0.0048   15.1   0.3   1   2   1.6e-05    0.0079   14.4   0.3    54   119    24    91    15   114 0.83 RNA-binding protein, putative [Plasmodium vivax]
SCO69795.1           -            124 11831at5820          -            156    0.0048   15.1   0.3   2   2       2.6   1.3e+03   -2.5   0.0    13    24   102   113    96   120 0.69 RNA-binding protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11831at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/11831at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11831at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:27:52 2026
# [ok]
