#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO66373.1           -           5856 27at5820             -           4874         0 10222.0 466.5   1   8   3.1e-74   3.2e-71  237.7  14.0     6   162    13   175     1   181 0.92 dynein heavy chain, putative [Plasmodium vivax]
SCO66170.1           -           5274 27at5820             -           4874         0 1134.1 306.7  11  12   5.6e-48   5.7e-45  150.5  13.5  4155  4539  4620  5025  4581  5031 0.82 dynein heavy chain, putative [Plasmodium vivax]
SCO66170.1           -           5274 27at5820             -           4874         0 1134.1 306.7  12  12   1.2e-21   1.2e-18   63.1   4.1  4620  4870  5032  5268  5025  5272 0.89 dynein heavy chain, putative [Plasmodium vivax]
SCO65207.1           -           5027 27at5820             -           4874  8.8e-279  926.7 133.5   1   6         6   6.1e+03  -27.6  39.3   612  1085   701  1243   648  1383 0.60 dynein heavy chain, putative [Plasmodium vivax]
SCO65207.1           -           5027 27at5820             -           4874  8.8e-279  926.7 133.5   2   6  2.8e-121  2.8e-118  393.9  10.5  1491  2153  1511  2183  1476  2194 0.88 dynein heavy chain, putative [Plasmodium vivax]
SCO65207.1           -           5027 27at5820             -           4874  8.8e-279  926.7 133.5   3   6   3.2e-50   3.2e-47  158.0   0.3  2159  2401  2228  2475  2210  2492 0.88 dynein heavy chain, putative [Plasmodium vivax]
SCO65207.1           -           5027 27at5820             -           4874  8.8e-279  926.7 133.5   4   6   3.4e-30   3.4e-27   91.5   2.2  2619  3100  2751  3203  2726  3211 0.79 dynein heavy chain, putative [Plasmodium vivax]
SCO65207.1           -           5027 27at5820             -           4874  8.8e-279  926.7 133.5   5   6   4.6e-97   4.7e-94  313.4  50.8  3159  4490  3210  4583  3203  4800 0.82 dynein heavy chain, putative [Plasmodium vivax]
SCO65207.1           -           5027 27at5820             -           4874  8.8e-279  926.7 133.5   6   6   1.1e-05     0.011   10.1   0.0  4718  4873  4877  5025  4860  5026 0.86 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 27at5820             -           4874  4.8e-264  877.7 272.6   1  13         6   6.1e+03  -15.5  33.3  1012  1215  1049  1247  1045  1259 0.70 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 27at5820             -           4874  4.8e-264  877.7 272.6   2  13   7.7e-20   7.8e-17   57.1  24.9  1433  1719  1231  1512  1222  1519 0.81 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 27at5820             -           4874  4.8e-264  877.7 272.6   3  13      0.04        40   -1.7   9.4  1760  1903  1619  1758  1603  1765 0.73 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 27at5820             -           4874  4.8e-264  877.7 272.6   4  13   2.4e-77   2.4e-74  248.0   4.2  1880  2194  1780  2091  1771  2099 0.91 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 27at5820             -           4874  4.8e-264  877.7 272.6   5  13   2.8e-38   2.8e-35  118.3   3.9  2204  2423  2138  2355  2131  2370 0.92 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 27at5820             -           4874  4.8e-264  877.7 272.6   6  13   2.2e-46   2.3e-43  145.2  37.1  2507  3098  2391  2953  2377  2965 0.85 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 27at5820             -           4874  4.8e-264  877.7 272.6   7  13     1e-10   1.1e-07   26.8   3.0  3159  3229  2963  3033  2957  3039 0.94 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 27at5820             -           4874  4.8e-264  877.7 272.6   8  13   2.6e-36   2.6e-33  111.8  28.9  3249  3650  3116  3512  3097  3534 0.85 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 27at5820             -           4874  4.8e-264  877.7 272.6   9  13   2.3e-40   2.3e-37  125.3  25.7  3679  3962  3619  3900  3604  3908 0.94 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 27at5820             -           4874  4.8e-264  877.7 272.6  10  13    0.0003      0.31    5.4   2.7  3972  4053  4314  4394  4302  4437 0.77 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 27at5820             -           4874  4.8e-264  877.7 272.6  11  13   8.1e-07   0.00082   13.9   1.4  4110  4232  4411  4528  4383  4542 0.78 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 27at5820             -           4874  4.8e-264  877.7 272.6  12  13   2.9e-23     3e-20   68.5   3.9  4236  4440  4575  4776  4570  4788 0.87 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 27at5820             -           4874  4.8e-264  877.7 272.6  13  13   1.2e-14   1.2e-11   39.9   9.6  4423  4874  4865  5330  4858  5330 0.68 dynein heavy chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 27at5820             -           4874  1.3e-112  375.1 157.9   1  14         6   6.1e+03 -117.3 239.6    78  1727    90  1717    13  1735 0.66 dynein beta chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 27at5820             -           4874  1.3e-112  375.1 157.9   2  14         6   6.1e+03  -11.3  17.0  1751  1900  1804  1948  1792  1957 0.58 dynein beta chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 27at5820             -           4874  1.3e-112  375.1 157.9   3  14   7.4e-29   7.5e-26   87.0   1.8  1921  2040  2299  2419  2267  2444 0.85 dynein beta chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 27at5820             -           4874  1.3e-112  375.1 157.9   4  14   1.7e-18   1.8e-15   52.6  11.9  2072  2260  2604  2793  2576  2806 0.86 dynein beta chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 27at5820             -           4874  1.3e-112  375.1 157.9   5  14   1.7e-24   1.7e-21   72.6  12.3  2270  2457  2963  3145  2946  3172 0.85 dynein beta chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 27at5820             -           4874  1.3e-112  375.1 157.9   6  14         6   6.1e+03  -24.4  25.5   916  1072  3327  3464  3233  3474 0.43 dynein beta chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 27at5820             -           4874  1.3e-112  375.1 157.9   7  14   0.00081      0.82    3.9   2.7  2615  2691  3468  3548  3448  3561 0.79 dynein beta chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 27at5820             -           4874  1.3e-112  375.1 157.9   8  14   1.9e-06     0.002   12.6  21.2  2701  2927  3613  3835  3607  3867 0.77 dynein beta chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 27at5820             -           4874  1.3e-112  375.1 157.9   9  14      0.26   2.6e+02   -4.4   9.7  3167  3256  4282  4373  4267  4474 0.79 dynein beta chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 27at5820             -           4874  1.3e-112  375.1 157.9  10  14   4.3e-39   4.4e-36  121.0  40.9  3256  3776  4500  4991  4491  5011 0.86 dynein beta chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 27at5820             -           4874  1.3e-112  375.1 157.9  11  14   4.6e-17   4.6e-14   47.9  20.3  3794  4029  5089  5329  5081  5379 0.92 dynein beta chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 27at5820             -           4874  1.3e-112  375.1 157.9  12  14     0.001         1    3.6   5.8  4124  4286  5606  5762  5591  5780 0.82 dynein beta chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 27at5820             -           4874  1.3e-112  375.1 157.9  13  14   1.2e-22   1.2e-19   66.5  13.4  4287  4539  5868  6132  5863  6141 0.84 dynein beta chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 27at5820             -           4874  1.3e-112  375.1 157.9  14  14     1e-12     1e-09   33.5   9.9  4626  4869  6145  6380  6135  6385 0.84 dynein beta chain, putative [Plasmodium vivax]
SCO65372.1           -           5177 27at5820             -           4874  1.6e-100  334.9 423.4   1  11         6   6.1e+03  -42.4  83.8   710  1164   207   740   183   750 0.68 dynein heavy chain, putative [Plasmodium vivax]
SCO65372.1           -           5177 27at5820             -           4874  1.6e-100  334.9 423.4   2  11   8.6e-08   8.8e-05   17.1  86.7  1207  1777   727  1254   711  1269 0.84 dynein heavy chain, putative [Plasmodium vivax]
SCO65372.1           -           5177 27at5820             -           4874  1.6e-100  334.9 423.4   3  11     3e-27   3.1e-24   81.7   8.7  1800  2038  1354  1579  1332  1585 0.84 dynein heavy chain, putative [Plasmodium vivax]
SCO65372.1           -           5177 27at5820             -           4874  1.6e-100  334.9 423.4   4  11   2.5e-21   2.5e-18   62.0   5.8  2043  2195  1653  1809  1647  1815 0.87 dynein heavy chain, putative [Plasmodium vivax]
SCO65372.1           -           5177 27at5820             -           4874  1.6e-100  334.9 423.4   5  11   4.4e-21   4.5e-18   61.2  19.0  2204  2457  1966  2226  1959  2250 0.79 dynein heavy chain, putative [Plasmodium vivax]
SCO65372.1           -           5177 27at5820             -           4874  1.6e-100  334.9 423.4   6  11   9.3e-10   9.5e-07   23.6  51.6  2599  3103  2616  3104  2573  3137 0.70 dynein heavy chain, putative [Plasmodium vivax]
SCO65372.1           -           5177 27at5820             -           4874  1.6e-100  334.9 423.4   7  11   2.1e-27   2.2e-24   82.2  47.7  3240  3776  3265  3786  3254  3792 0.88 dynein heavy chain, putative [Plasmodium vivax]
SCO65372.1           -           5177 27at5820             -           4874  1.6e-100  334.9 423.4   8  11   7.7e-16   7.8e-13   43.8  25.3  3783  4060  3902  4177  3899  4194 0.90 dynein heavy chain, putative [Plasmodium vivax]
SCO65372.1           -           5177 27at5820             -           4874  1.6e-100  334.9 423.4   9  11   2.2e-07   0.00022   15.8  10.5  4149  4337  4395  4583  4375  4594 0.83 dynein heavy chain, putative [Plasmodium vivax]
SCO65372.1           -           5177 27at5820             -           4874  1.6e-100  334.9 423.4  10  11   4.9e-07    0.0005   14.6  11.8  4347  4538  4701  4892  4694  4900 0.81 dynein heavy chain, putative [Plasmodium vivax]
SCO65372.1           -           5177 27at5820             -           4874  1.6e-100  334.9 423.4  11  11     6e-11   6.1e-08   27.6   3.7  4569  4812  4851  5081  4848  5087 0.83 dynein heavy chain, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/27at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/27at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/27at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:45:09 2026
# [ok]
