#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO65839.1           -            292 9510at5820           -            234    1e-139  462.2  23.2   1   1  2.2e-138  3.6e-136  450.6  23.2     1   224     1   263     1   292 0.93 RNA-binding protein, putative [Plasmodium vivax]
SCO69752.1           -            880 9510at5820           -            234   7.4e-05   20.8   3.3   1   2   7.1e-07   0.00011   20.2   0.6    93   122   192   221   179   237 0.85 pre-mRNA-processing factor 40, putative [Plasmodium vivax]
SCO69752.1           -            880 9510at5820           -            234   7.4e-05   20.8   3.3   2   2       1.3     2e+02   -0.2   0.2    90   121   231   262   223   265 0.88 pre-mRNA-processing factor 40, putative [Plasmodium vivax]
SCO66926.1           -            299 9510at5820           -            234     9e-05   20.6   0.0   1   1   9.5e-07   0.00015   19.8   0.0   126   196    36   107    20   114 0.86 RNA-binding protein, putative [Plasmodium vivax]
SCO66680.1           -            192 9510at5820           -            234   9.4e-05   20.5   0.8   1   2     1e-05    0.0016   16.5   0.1   121   208     5    94     2   105 0.79 U2 small nuclear ribonucleoprotein B'', putative [Plasmodium vivax]
SCO66680.1           -            192 9510at5820           -            234   9.4e-05   20.5   0.8   2   2      0.16        25    2.7   0.1   159   195   150   184   100   189 0.59 U2 small nuclear ribonucleoprotein B'', putative [Plasmodium vivax]
SCO68235.1           -            153 9510at5820           -            234   9.6e-05   20.5   1.7   1   1   1.7e-06   0.00027   19.0   1.5   103   201    38   136    19   147 0.83 RNA and export factor binding protein, putative [Plasmodium vivax]
SCO69795.1           -            124 9510at5820           -            234   9.7e-05   20.4   0.1   1   1   6.9e-07   0.00011   20.3   0.1   138   204    20    87     4   110 0.83 RNA-binding protein, putative [Plasmodium vivax]
SCO69694.1           -            158 9510at5820           -            234   0.00013   20.0   0.0   1   1   8.7e-07   0.00014   19.9   0.0     4    66    33    94    29   144 0.84 RNA-binding protein, putative [Plasmodium vivax]
SCO68759.1           -            914 9510at5820           -            234   0.00021   19.3   0.0   1   1   3.1e-06   0.00049   18.1   0.0   124   199   675   751   667   771 0.85 splicing factor U2AF large subunit, putative [Plasmodium vivax]
SCO66182.1           -            181 9510at5820           -            234   0.00065   17.7   0.0   1   1   5.8e-06   0.00092   17.3   0.0    10   100    79   170    71   179 0.77 RNA-binding protein, putative [Plasmodium vivax]
SCO68994.1           -            792 9510at5820           -            234    0.0007   17.7   0.0   1   1   8.9e-06    0.0014   16.6   0.0   135   205    38   109    14   130 0.88 RNA-binding protein, putative [Plasmodium vivax]
SCO69176.1           -            182 9510at5820           -            234   0.00097   17.2   0.0   1   1     8e-06    0.0013   16.8   0.0   125   221    81   181    69   182 0.83 RNA-binding protein, putative [Plasmodium vivax]
SCO69655.1           -            505 9510at5820           -            234    0.0045   15.0   1.1   1   2    0.0012      0.18    9.7   0.1   163   201   266   304   221   316 0.76 U1 small nuclear ribonucleoprotein A, putative [Plasmodium vivax]
SCO69655.1           -            505 9510at5820           -            234    0.0045   15.0   1.1   2   2      0.12        20    3.1   0.0   145   201   452   503   432   505 0.77 U1 small nuclear ribonucleoprotein A, putative [Plasmodium vivax]
SCO69529.1           -            119 9510at5820           -            234     0.012   13.6   0.0   1   1   8.8e-05     0.014   13.4   0.0   125   198    34   108    15   118 0.75 RNA-binding protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9510at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/9510at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9510at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:11:45 2026
# [ok]
