#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69529.1           -            119 14381at5820          -             87   4.2e-56  186.0   1.0   1   1   3.2e-58   5.1e-56  185.7   1.0     1    87    25   114    25   114 0.98 RNA-binding protein, putative [Plasmodium vivax]
SCO66619.1           -            287 14381at5820          -             87   3.4e-05   22.9   1.9   1   2   0.00033     0.051   12.7   0.1    13    75    49   104    36   113 0.81 RNA-binding protein, putative [Plasmodium vivax]
SCO66619.1           -            287 14381at5820          -             87   3.4e-05   22.9   1.9   2   2    0.0034      0.53    9.4   0.2    12    78   211   276   205   284 0.87 RNA-binding protein, putative [Plasmodium vivax]
SCO67368.1           -           1061 14381at5820          -             87   8.9e-05   21.5   0.0   1   1   9.9e-07   0.00015   20.8   0.0    10    73     5    68     2    77 0.89 RNA-binding protein, putative [Plasmodium vivax]
SCO66561.1           -            202 14381at5820          -             87   0.00012   21.1   0.0   1   1   1.2e-06   0.00019   20.4   0.0     7    68    67   128    61   143 0.86 RNA-binding protein, putative [Plasmodium vivax]
SCO70005.1           -            110 14381at5820          -             87   0.00023   20.2   0.0   1   1   2.1e-06   0.00032   19.7   0.0    12    75    15    75     8    83 0.85 splicing factor 3B subunit 6, putative [Plasmodium vivax]
SCO68103.1           -            670 14381at5820          -             87   0.00024   20.2   0.6   1   2    0.0014      0.22   10.6   0.1    50    76    67    93    24   103 0.71 RNA binding function, putative [Plasmodium vivax]
SCO68103.1           -            670 14381at5820          -             87   0.00024   20.2   0.6   2   2     0.016       2.4    7.3   0.0    27    75   147   196   132   201 0.77 RNA binding function, putative [Plasmodium vivax]
SCO65939.1           -            361 14381at5820          -             87   0.00039   19.4   0.3   1   2   2.6e-05    0.0041   16.2   0.1    14    66   121   173   110   187 0.82 RNA-binding protein, putative [Plasmodium vivax]
SCO65939.1           -            361 14381at5820          -             87   0.00039   19.4   0.3   2   2       1.5   2.4e+02    0.9   0.0    24    61   215   251   204   265 0.81 RNA-binding protein, putative [Plasmodium vivax]
SCO68235.1           -            153 14381at5820          -             87   0.00045   19.3   0.2   1   1   4.4e-06   0.00069   18.7   0.2    15    76    65   125    48   133 0.88 RNA and export factor binding protein, putative [Plasmodium vivax]
SCO65839.1           -            292 14381at5820          -             87   0.00049   19.1   0.0   1   2     0.018       2.8    7.1   0.0    13    76     9    71     3    78 0.80 RNA-binding protein, putative [Plasmodium vivax]
SCO65839.1           -            292 14381at5820          -             87   0.00049   19.1   0.0   2   2    0.0028      0.43    9.7   0.0    29    75   173   218   161   225 0.85 RNA-binding protein, putative [Plasmodium vivax]
SCO69852.1           -           1096 14381at5820          -             87   0.00049   19.1   0.1   1   1   8.1e-06    0.0013   17.8   0.1    21    79   240   298   229   307 0.85 RNA-binding protein, putative [Plasmodium vivax]
SCO66757.1           -            870 14381at5820          -             87    0.0006   18.9   1.9   1   2   7.9e-06    0.0012   17.9   0.1    12    77   319   376   312   381 0.87 RNA-binding protein, putative [Plasmodium vivax]
SCO66757.1           -            870 14381at5820          -             87    0.0006   18.9   1.9   2   2         6   9.3e+02   -1.0   0.2    13    75   425   484   420   490 0.68 RNA-binding protein, putative [Plasmodium vivax]
SCO69563.1           -            661 14381at5820          -             87    0.0015   17.6   0.1   1   1   4.8e-05    0.0075   15.3   0.1    15    78   170   236   165   246 0.76 U2 snRNP-associated SURP motif-containing protein, putative [Plasmodium vivax]
SCO67952.1           -            453 14381at5820          -             87    0.0018   17.4   0.6   1   1   2.5e-05    0.0039   16.2   0.6    13    76   100   162    93   173 0.79 U1 small nuclear ribonucleoprotein, putative [Plasmodium vivax]
SCO67176.1           -            753 14381at5820          -             87    0.0041   16.2   3.4   1   2    0.0097       1.5    8.0   0.1    13    63   365   415   355   427 0.86 nucleic acid binding protein, putative [Plasmodium vivax]
SCO67176.1           -            753 14381at5820          -             87    0.0041   16.2   3.4   2   2      0.01       1.6    7.9   0.1    10    69   662   721   659   736 0.82 nucleic acid binding protein, putative [Plasmodium vivax]
SCO66658.1           -            725 14381at5820          -             87     0.007   15.4   0.0   1   1    0.0001     0.016   14.3   0.0    13    74     9    70     2    78 0.87 mRNA processing protein, putative [Plasmodium vivax]
SCO70117.1           -            505 14381at5820          -             87    0.0087   15.1   0.1   1   1   0.00013      0.02   14.0   0.1    27    79   438   489   420   495 0.78 clustered-asparagine-rich protein, putative [Plasmodium vivax]
SCO67727.1           -            314 14381at5820          -             87     0.022   13.9   0.0   1   1   0.00028     0.043   12.9   0.0    27    75    24    69     8    76 0.77 serine/arginine-rich splicing factor 1, putative [Plasmodium vivax]
SCO68331.1           -            632 14381at5820          -             87     0.045   12.8   0.1   1   2         3   4.7e+02   -0.0   0.0    12    39    10    37     6    77 0.67 RNA-binding protein, putative [Plasmodium vivax]
SCO68331.1           -            632 14381at5820          -             87     0.045   12.8   0.1   2   2    0.0048      0.75    8.9   0.1    11    69   166   222   159   234 0.86 RNA-binding protein, putative [Plasmodium vivax]
SCO69932.1           -           1122 14381at5820          -             87     0.057   12.5   5.2   1   3       7.6   1.2e+03   -1.3   0.0    13    40   714   741   710   765 0.72 RNA-binding protein, putative [Plasmodium vivax]
SCO69932.1           -           1122 14381at5820          -             87     0.057   12.5   5.2   2   3       1.6   2.5e+02    0.8   0.1    51    75   919   943   859   951 0.55 RNA-binding protein, putative [Plasmodium vivax]
SCO69932.1           -           1122 14381at5820          -             87     0.057   12.5   5.2   3   3     0.003      0.47    9.6   0.1    14    77   984  1046   974  1056 0.82 RNA-binding protein, putative [Plasmodium vivax]
SCO65954.1           -            480 14381at5820          -             87     0.065   12.3   0.0   1   1   0.00074      0.11   11.5   0.0    13    86   407   479   402   480 0.91 RNA-binding protein, putative [Plasmodium vivax]
SCO68085.1           -           1176 14381at5820          -             87      0.17   11.0   2.9   1   1   0.00063     0.098   11.8   0.4    13    80   639   710   629   717 0.75 Ran-binding protein, putative [Plasmodium vivax]
SCO67462.1           -           1068 14381at5820          -             87         2    7.6   6.7   1   1    0.0021      0.33   10.1   0.4    23    72   320   367   301   379 0.80 tudor staphylococcal nuclease, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/14381at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/14381at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/14381at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:35:11 2026
# [ok]
