#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO65392.1           -            315 12613at5820          -            173   5.9e-75  249.6  15.0   1   3   1.3e-74   4.4e-72  240.2  13.3     1   150    51   216    51   221 0.90 small subunit rRNA processing protein, putative [Plasmodium vivax]
SCO69492.1           -            503 12613at5820          -            173   4.2e-06   25.5   8.4   2   3   0.00037      0.12   10.9   0.6    24    89   182   244   169   276 0.82 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO69492.1           -            503 12613at5820          -            173   4.2e-06   25.5   8.4   3   3    0.0051       1.7    7.2   0.1    24   100   396   470   391   483 0.86 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO66530.1           -            470 12613at5820          -            173   4.3e-06   25.4   9.4   1   3      0.29        98    1.5   0.2    55    94   121   159    80   182 0.64 U4/U6 snRNA-associated-splicing factor, putative [Plasmodium vivax]
SCO66530.1           -            470 12613at5820          -            173   4.3e-06   25.4   9.4   2   3       2.3   7.8e+02   -1.5   0.0    67    87   229   249   227   255 0.86 U4/U6 snRNA-associated-splicing factor, putative [Plasmodium vivax]
SCO66530.1           -            470 12613at5820          -            173   4.3e-06   25.4   9.4   3   3   1.4e-08   4.8e-06   25.3   4.3    10    93   287   369   281   377 0.78 U4/U6 snRNA-associated-splicing factor, putative [Plasmodium vivax]
SCO68327.1           -            757 12613at5820          -            173   4.7e-06   25.3   3.9   1   3     0.023       7.6    5.1   0.3    11    91   402   477   396   502 0.77 polypyrimidine tract binding protein, putative [Plasmodium vivax]
SCO68327.1           -            757 12613at5820          -            173   4.7e-06   25.3   3.9   2   3    0.0025      0.86    8.2   0.0    15    69   553   607   544   625 0.84 polypyrimidine tract binding protein, putative [Plasmodium vivax]
SCO68327.1           -            757 12613at5820          -            173   4.7e-06   25.3   3.9   3   3   0.00036      0.12   10.9   0.1    23    64   679   720   658   747 0.74 polypyrimidine tract binding protein, putative [Plasmodium vivax]
SCO68014.1           -            392 12613at5820          -            173   8.7e-06   24.4   5.9   1   3    0.0055       1.9    7.1   0.7    24   100    20    89     4   100 0.79 poly(A)-binding protein, putative [Plasmodium vivax]
SCO68014.1           -            392 12613at5820          -            173   8.7e-06   24.4   5.9   2   3     0.017       5.8    5.5   0.0    16   100   112   194   104   198 0.78 poly(A)-binding protein, putative [Plasmodium vivax]
SCO68014.1           -            392 12613at5820          -            173   8.7e-06   24.4   5.9   3   3   4.6e-05     0.016   13.8   0.2    14    94   196   278   190   291 0.76 poly(A)-binding protein, putative [Plasmodium vivax]
SCO66159.1           -           1579 12613at5820          -            173   1.8e-05   23.4   3.4   1   2    0.0035       1.2    7.7   1.1    12    89   318   397   309   406 0.75 RNA-binding protein, putative [Plasmodium vivax]
SCO66159.1           -           1579 12613at5820          -            173   1.8e-05   23.4   3.4   2   2   1.6e-05    0.0053   15.4   0.0    24   102   441   521   433   533 0.85 RNA-binding protein, putative [Plasmodium vivax]
SCO66738.1           -            318 12613at5820          -            173   4.2e-05   22.2   0.2   1   1   2.6e-07   8.8e-05   21.2   0.2    20    93    84   155    68   165 0.80 RNA-binding protein, putative [Plasmodium vivax]
SCO69394.1           -            475 12613at5820          -            173   0.00014   20.5   1.3   1   2    0.0014      0.46    9.1   0.1    19    93    17    89    10    99 0.86 splicing factor 3B subunit 4, putative [Plasmodium vivax]
SCO69394.1           -            475 12613at5820          -            173   0.00014   20.5   1.3   2   2   0.00052      0.18   10.4   0.2    36    94   121   176   100   181 0.80 splicing factor 3B subunit 4, putative [Plasmodium vivax]
SCO69795.1           -            124 12613at5820          -            173   0.00024   19.8   1.7   1   1   1.1e-06   0.00036   19.2   1.7    22    95     8    79     2   111 0.81 RNA-binding protein, putative [Plasmodium vivax]
SCO65926.1           -            269 12613at5820          -            173   0.00037   19.1   0.1   1   2       1.5     5e+02   -0.8   1.9    63    97    54    87    24   108 0.64 eukaryotic translation initiation factor 3 subunit G, putative [Plasmodium vivax]
SCO65926.1           -            269 12613at5820          -            173   0.00037   19.1   0.1   2   2   1.1e-06   0.00037   19.1   0.1     8    87   174   251   169   256 0.89 eukaryotic translation initiation factor 3 subunit G, putative [Plasmodium vivax]
SCO68331.1           -            632 12613at5820          -            173   0.00075   18.1   0.6   1   2       4.5   1.5e+03   -2.4   0.1    23    74    10    57     6    72 0.64 RNA-binding protein, putative [Plasmodium vivax]
SCO68331.1           -            632 12613at5820          -            173   0.00075   18.1   0.6   2   2   2.2e-06   0.00075   18.1   0.6     5   113   149   250   146   265 0.83 RNA-binding protein, putative [Plasmodium vivax]
SCO67408.1           -            156 12613at5820          -            173   0.00095   17.8   1.4   1   1   3.1e-06    0.0011   17.6   0.6    24    94     6    80     2    87 0.81 RNA-binding protein s1, putative [Plasmodium vivax]
SCO69529.1           -            119 12613at5820          -            173    0.0018   16.9   0.4   1   1     7e-06    0.0024   16.5   0.2    23    83    36    94    17   106 0.76 RNA-binding protein, putative [Plasmodium vivax]
SCO70005.1           -            110 12613at5820          -            173    0.0056   15.3   0.0   1   1   2.2e-05    0.0073   14.9   0.0    22    60    14    52     4    85 0.74 splicing factor 3B subunit 6, putative [Plasmodium vivax]
SCO65700.1           -            205 12613at5820          -            173     0.011   14.3   9.7   1   1   0.00027     0.091   11.3   9.7    21    91     8    73     3   160 0.67 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65839.1           -            292 12613at5820          -            173     0.035   12.7   0.0   1   2     0.064        22    3.6   0.0    23    89     8    71     2    86 0.75 RNA-binding protein, putative [Plasmodium vivax]
SCO65839.1           -            292 12613at5820          -            173     0.035   12.7   0.0   2   2     0.006         2    6.9   0.0    37   101   170   231   155   241 0.74 RNA-binding protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12613at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/12613at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12613at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:30:08 2026
# [ok]
