#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69487.1           -           4107 2224at5820           -           2255         0 2795.4 400.0   1  22   3.8e-40   3.9e-37  125.5   3.1     1    73     9    81     9    94 0.93 WD repeat-containing protein, putative [Plasmodium vivax]
SCO69487.1           -           4107 2224at5820           -           2255         0 2795.4 400.0  15  22      0.19   1.9e+02   -2.8   0.0  1189  1209  2522  2542  2517  2557 0.83 WD repeat-containing protein, putative [Plasmodium vivax]
SCO69487.1           -           4107 2224at5820           -           2255         0 2795.4 400.0  16  22     1e-07   0.00011   18.0   0.5  1205  1235  2580  2610  2576  2624 0.85 WD repeat-containing protein, putative [Plasmodium vivax]
SCO69487.1           -           4107 2224at5820           -           2255         0 2795.4 400.0  17  22         3     3e+03   -6.8   9.1   289   382  2638  2723  2616  2730 0.52 WD repeat-containing protein, putative [Plasmodium vivax]
SCO69487.1           -           4107 2224at5820           -           2255         0 2795.4 400.0  18  22   1.9e-81   1.9e-78  262.6  22.5  1226  1406  2719  2909  2707  2919 0.86 WD repeat-containing protein, putative [Plasmodium vivax]
SCO69487.1           -           4107 2224at5820           -           2255         0 2795.4 400.0  19  22   1.7e-80   1.7e-77  259.4  18.7  1385  1603  2916  3172  2904  3223 0.81 WD repeat-containing protein, putative [Plasmodium vivax]
SCO69487.1           -           4107 2224at5820           -           2255         0 2795.4 400.0  20  22   1.3e-73   1.3e-70  236.6  23.4  1605  1787  3266  3497  3249  3524 0.81 WD repeat-containing protein, putative [Plasmodium vivax]
SCO69487.1           -           4107 2224at5820           -           2255         0 2795.4 400.0  21  22   1.3e-88   1.3e-85  286.3  29.9  1778  2010  3517  3799  3506  3823 0.81 WD repeat-containing protein, putative [Plasmodium vivax]
SCO69487.1           -           4107 2224at5820           -           2255         0 2795.4 400.0  22  22  2.9e-121  2.9e-118  394.6  28.6  2009  2255  3830  4107  3817  4107 0.88 WD repeat-containing protein, putative [Plasmodium vivax]
SCO65804.1           -            322 2224at5820           -           2255   5.6e-08   28.8   6.7   1   3    0.0034       3.5    3.0   0.1  1333  1364    69   100    64   107 0.90 receptor for activated c kinase, putative [Plasmodium vivax]
SCO65804.1           -            322 2224at5820           -           2255   5.6e-08   28.8   6.7   2   3   1.9e-06    0.0019   13.8   0.1  1334  1366   112   144   104   153 0.87 receptor for activated c kinase, putative [Plasmodium vivax]
SCO65804.1           -            322 2224at5820           -           2255   5.6e-08   28.8   6.7   3   3   8.1e-07   0.00082   15.0   0.5  1332  1377   153   197   143   211 0.75 receptor for activated c kinase, putative [Plasmodium vivax]
SCO67557.1           -            660 2224at5820           -           2255   1.4e-05   20.9  20.2   1   5    0.0004      0.41    6.1   0.1  1327  1365   114   152    58   158 0.81 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO67557.1           -            660 2224at5820           -           2255   1.4e-05   20.9  20.2   2   5    0.0012       1.2    4.5   0.1  1331  1368   160   197   157   257 0.74 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO67557.1           -            660 2224at5820           -           2255   1.4e-05   20.9  20.2   3   5   0.00085      0.86    5.0   1.9  1324  1418   357   451   352   469 0.64 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO67557.1           -            660 2224at5820           -           2255   1.4e-05   20.9  20.2   4   5   6.3e-06    0.0064   12.0   0.1  1333  1363   493   523   475   532 0.87 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO67557.1           -            660 2224at5820           -           2255   1.4e-05   20.9  20.2   5   5    0.0017       1.7    4.0   0.6  1336  1365   538   567   528   578 0.80 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO70158.1           -            472 2224at5820           -           2255   0.00041   16.0   0.6   1   1   5.8e-07   0.00058   15.5   0.6  1331  1368   255   292   242   304 0.87 polyadenylation factor subunit 2, putative [Plasmodium vivax]
SCO65843.1           -            324 2224at5820           -           2255    0.0017   13.9   2.8   1   4   2.6e-05     0.026   10.0   0.1  1326  1366    28    68    23    74 0.92 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO65843.1           -            324 2224at5820           -           2255    0.0017   13.9   2.8   2   4      0.13   1.3e+02   -2.2   0.0  1330  1367    75   112    70   119 0.87 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO65843.1           -            324 2224at5820           -           2255    0.0017   13.9   2.8   3   4      0.19     2e+02   -2.8   0.0  1334  1364   203   233   200   238 0.93 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO65843.1           -            324 2224at5820           -           2255    0.0017   13.9   2.8   4   4     0.003         3    3.2   0.0  1319  1361   279   321   275   324 0.87 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO67263.1           -            464 2224at5820           -           2255      0.11    8.0   7.1   1   3   0.00021      0.21    7.0   0.0  1340  1368   115   143    98   148 0.83 guanine nucleotide-exchange factor SEC12, putative [Plasmodium vivax]
SCO67263.1           -            464 2224at5820           -           2255      0.11    8.0   7.1   2   3     0.003       3.1    3.2   1.1  1317  1374   194   253   193   279 0.82 guanine nucleotide-exchange factor SEC12, putative [Plasmodium vivax]
SCO67263.1           -            464 2224at5820           -           2255      0.11    8.0   7.1   3   3     0.043        43   -0.7   0.2  1328  1376   356   406   349   413 0.75 guanine nucleotide-exchange factor SEC12, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2224at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2224at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2224at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:38:56 2026
# [ok]
