#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69261.1           -           7290 40at5820             -           4729         0 6842.8 398.4   1  29   1.6e-22   9.7e-19   63.5   0.2    33    86   165   218   161   223 0.95 dynein-related AAA-type ATPase, putative [Plasmodium vivax]
SCO69261.1           -           7290 40at5820             -           4729         0 6842.8 398.4  24  29     2e-72   1.2e-68  229.1   7.4  3564  3702  5208  5346  5205  5351 0.97 dynein-related AAA-type ATPase, putative [Plasmodium vivax]
SCO69261.1           -           7290 40at5820             -           4729         0 6842.8 398.4  25  29  3.2e-129    2e-125  417.7  11.2  3702  4050  5433  5849  5426  5852 0.86 dynein-related AAA-type ATPase, putative [Plasmodium vivax]
SCO69261.1           -           7290 40at5820             -           4729         0 6842.8 398.4  26  29   1.3e-96   8.2e-93  309.4  25.6  4051  4323  5883  6176  5863  6217 0.73 dynein-related AAA-type ATPase, putative [Plasmodium vivax]
SCO69261.1           -           7290 40at5820             -           4729         0 6842.8 398.4  27  29   6.7e-12   4.1e-08   28.2  21.2  4196  4366  6185  6361  6178  6365 0.71 dynein-related AAA-type ATPase, putative [Plasmodium vivax]
SCO69261.1           -           7290 40at5820             -           4729         0 6842.8 398.4  28  29   6.2e-19   3.8e-15   51.6  17.6  4327  4429  6649  6745  6521  6760 0.64 dynein-related AAA-type ATPase, putative [Plasmodium vivax]
SCO69261.1           -           7290 40at5820             -           4729         0 6842.8 398.4  29  29  9.5e-197  5.7e-193  641.8  21.6  4371  4729  6908  7290  6769  7290 0.76 dynein-related AAA-type ATPase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/40at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/40at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/40at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:44:53 2026
# [ok]
