#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7723572.1         -           1680 1124at5820           -           1191         0 2427.0 172.3   1   6  4.8e-147  4.4e-144  480.4  39.0     1   264     1   275     1   301 0.94 | transcript=PVPAM_140049600_t1 | gene=PVPAM_140049600 | organism=Plasmodium_vivax_PAM | gene_product=phospholipid-transporting ATPase, putative | transcript_product=phospholipid-transporting ATPase, putative | location=CASCJQ010000014:1919483-1925541(+) | protein_length=1680 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723535.1         -           1514 1124at5820           -           1191   1.5e-53  180.6  82.5   1   5   2.9e-08   2.7e-05   20.7  32.4    51   476    28   502     8   513 0.62 | transcript=PVPAM_140045900_t1 | gene=PVPAM_140045900 | organism=Plasmodium_vivax_PAM | gene_product=phospholipid-transporting ATPase 2, putative | transcript_product=phospholipid-transporting ATPase 2, putative | location=CASCJQ010000014:1725979-1732037(-) | protein_length=1514 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723535.1         -           1514 1124at5820           -           1191   1.5e-53  180.6  82.5   2   5   1.9e-08   1.8e-05   21.3   0.1   477   510   617   650   596   672 0.85 | transcript=PVPAM_140045900_t1 | gene=PVPAM_140045900 | organism=Plasmodium_vivax_PAM | gene_product=phospholipid-transporting ATPase 2, putative | transcript_product=phospholipid-transporting ATPase 2, putative | location=CASCJQ010000014:1725979-1732037(-) | protein_length=1514 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723535.1         -           1514 1124at5820           -           1191   1.5e-53  180.6  82.5   3   5     0.012        11    2.1   0.1   638   700   737   799   724   805 0.90 | transcript=PVPAM_140045900_t1 | gene=PVPAM_140045900 | organism=Plasmodium_vivax_PAM | gene_product=phospholipid-transporting ATPase 2, putative | transcript_product=phospholipid-transporting ATPase 2, putative | location=CASCJQ010000014:1725979-1732037(-) | protein_length=1514 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723535.1         -           1514 1124at5820           -           1191   1.5e-53  180.6  82.5   4   5   1.5e-26   1.3e-23   81.3   4.3   693   869   883  1065   878  1073 0.91 | transcript=PVPAM_140045900_t1 | gene=PVPAM_140045900 | organism=Plasmodium_vivax_PAM | gene_product=phospholipid-transporting ATPase 2, putative | transcript_product=phospholipid-transporting ATPase 2, putative | location=CASCJQ010000014:1725979-1732037(-) | protein_length=1514 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723535.1         -           1514 1124at5820           -           1191   1.5e-53  180.6  82.5   5   5   1.6e-22   1.5e-19   67.9  21.6   871  1186  1115  1452  1075  1457 0.76 | transcript=PVPAM_140045900_t1 | gene=PVPAM_140045900 | organism=Plasmodium_vivax_PAM | gene_product=phospholipid-transporting ATPase 2, putative | transcript_product=phospholipid-transporting ATPase 2, putative | location=CASCJQ010000014:1725979-1732037(-) | protein_length=1514 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720671.1         -           3984 1124at5820           -           1191   2.6e-38  130.0  41.2   1   8   4.3e-13   3.9e-10   36.7   6.1    56   190    86   226    58   275 0.80 | transcript=PVPAM_090043600_t1 | gene=PVPAM_090043600 | organism=Plasmodium_vivax_PAM | gene_product=guanylyl cyclase alpha, putative | transcript_product=guanylyl cyclase alpha, putative | location=CASCJQ010000009:1693656-1705610(-) | protein_length=3984 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720671.1         -           3984 1124at5820           -           1191   2.6e-38  130.0  41.2   2   8   1.1e-05      0.01   12.1  15.8   357   476   290   427   272   451 0.75 | transcript=PVPAM_090043600_t1 | gene=PVPAM_090043600 | organism=Plasmodium_vivax_PAM | gene_product=guanylyl cyclase alpha, putative | transcript_product=guanylyl cyclase alpha, putative | location=CASCJQ010000009:1693656-1705610(-) | protein_length=3984 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720671.1         -           3984 1124at5820           -           1191   2.6e-38  130.0  41.2   3   8   1.3e-07   0.00012   18.5   0.0   471   514   677   720   663   730 0.88 | transcript=PVPAM_090043600_t1 | gene=PVPAM_090043600 | organism=Plasmodium_vivax_PAM | gene_product=guanylyl cyclase alpha, putative | transcript_product=guanylyl cyclase alpha, putative | location=CASCJQ010000009:1693656-1705610(-) | protein_length=3984 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720671.1         -           3984 1124at5820           -           1191   2.6e-38  130.0  41.2   4   8         7   6.5e+03  -12.4  12.0   179   247  1195  1263  1156  1285 0.57 | transcript=PVPAM_090043600_t1 | gene=PVPAM_090043600 | organism=Plasmodium_vivax_PAM | gene_product=guanylyl cyclase alpha, putative | transcript_product=guanylyl cyclase alpha, putative | location=CASCJQ010000009:1693656-1705610(-) | protein_length=3984 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720671.1         -           3984 1124at5820           -           1191   2.6e-38  130.0  41.2   5   8   0.00055      0.51    6.5   0.1   625   730  1397  1502  1369  1507 0.77 | transcript=PVPAM_090043600_t1 | gene=PVPAM_090043600 | organism=Plasmodium_vivax_PAM | gene_product=guanylyl cyclase alpha, putative | transcript_product=guanylyl cyclase alpha, putative | location=CASCJQ010000009:1693656-1705610(-) | protein_length=3984 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720671.1         -           3984 1124at5820           -           1191   2.6e-38  130.0  41.2   6   8   2.4e-32   2.2e-29  100.5  27.6   737  1177  1645  2118  1632  2134 0.77 | transcript=PVPAM_090043600_t1 | gene=PVPAM_090043600 | organism=Plasmodium_vivax_PAM | gene_product=guanylyl cyclase alpha, putative | transcript_product=guanylyl cyclase alpha, putative | location=CASCJQ010000009:1693656-1705610(-) | protein_length=3984 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720671.1         -           3984 1124at5820           -           1191   2.6e-38  130.0  41.2   7   8         7   6.5e+03   -8.7   5.9   202   240  3125  3161  3108  3165 0.81 | transcript=PVPAM_090043600_t1 | gene=PVPAM_090043600 | organism=Plasmodium_vivax_PAM | gene_product=guanylyl cyclase alpha, putative | transcript_product=guanylyl cyclase alpha, putative | location=CASCJQ010000009:1693656-1705610(-) | protein_length=3984 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720671.1         -           3984 1124at5820           -           1191   2.6e-38  130.0  41.2   8   8         7   6.5e+03  -10.6   7.8   435   453  3561  3579  3444  3646 0.48 | transcript=PVPAM_090043600_t1 | gene=PVPAM_090043600 | organism=Plasmodium_vivax_PAM | gene_product=guanylyl cyclase alpha, putative | transcript_product=guanylyl cyclase alpha, putative | location=CASCJQ010000009:1693656-1705610(-) | protein_length=3984 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722194.1         -           1891 1124at5820           -           1191   4.8e-21   72.8  33.0   1   7      0.05        46    0.1   1.7   590   620    12    41     2    97 0.68 | transcript=PVPAM_120043200_t1 | gene=PVPAM_120043200 | organism=Plasmodium_vivax_PAM | gene_product=aminophospholipid transporter, putative | transcript_product=aminophospholipid transporter, putative | location=CASCJQ010000012:1495154-1501030(-) | protein_length=1891 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722194.1         -           1891 1124at5820           -           1191   4.8e-21   72.8  33.0   2   7    0.0013       1.2    5.3   0.6    80   182   297   398   280   403 0.78 | transcript=PVPAM_120043200_t1 | gene=PVPAM_120043200 | organism=Plasmodium_vivax_PAM | gene_product=aminophospholipid transporter, putative | transcript_product=aminophospholipid transporter, putative | location=CASCJQ010000012:1495154-1501030(-) | protein_length=1891 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722194.1         -           1891 1124at5820           -           1191   4.8e-21   72.8  33.0   3   7   6.7e-06    0.0062   12.9   0.2   255   316   402   463   397   472 0.93 | transcript=PVPAM_120043200_t1 | gene=PVPAM_120043200 | organism=Plasmodium_vivax_PAM | gene_product=aminophospholipid transporter, putative | transcript_product=aminophospholipid transporter, putative | location=CASCJQ010000012:1495154-1501030(-) | protein_length=1891 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722194.1         -           1891 1124at5820           -           1191   4.8e-21   72.8  33.0   4   7   5.2e-09   4.8e-06   23.2   0.0   353   513   599   762   586   770 0.80 | transcript=PVPAM_120043200_t1 | gene=PVPAM_120043200 | organism=Plasmodium_vivax_PAM | gene_product=aminophospholipid transporter, putative | transcript_product=aminophospholipid transporter, putative | location=CASCJQ010000012:1495154-1501030(-) | protein_length=1891 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722194.1         -           1891 1124at5820           -           1191   4.8e-21   72.8  33.0   5   7      0.17   1.5e+02   -1.7   0.2   560   602   876   910   853   921 0.61 | transcript=PVPAM_120043200_t1 | gene=PVPAM_120043200 | organism=Plasmodium_vivax_PAM | gene_product=aminophospholipid transporter, putative | transcript_product=aminophospholipid transporter, putative | location=CASCJQ010000012:1495154-1501030(-) | protein_length=1891 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722194.1         -           1891 1124at5820           -           1191   4.8e-21   72.8  33.0   6   7   1.4e-07   0.00013   18.5   0.5   703   833  1135  1262  1109  1295 0.83 | transcript=PVPAM_120043200_t1 | gene=PVPAM_120043200 | organism=Plasmodium_vivax_PAM | gene_product=aminophospholipid transporter, putative | transcript_product=aminophospholipid transporter, putative | location=CASCJQ010000012:1495154-1501030(-) | protein_length=1891 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722194.1         -           1891 1124at5820           -           1191   4.8e-21   72.8  33.0   7   7   1.1e-11   9.7e-09   32.1   0.8   874  1022  1497  1650  1474  1723 0.82 | transcript=PVPAM_120043200_t1 | gene=PVPAM_120043200 | organism=Plasmodium_vivax_PAM | gene_product=aminophospholipid transporter, putative | transcript_product=aminophospholipid transporter, putative | location=CASCJQ010000012:1495154-1501030(-) | protein_length=1891 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717931.1         -           1191 1124at5820           -           1191   1.6e-19   67.8  19.4   1   4   3.4e-05     0.031   10.5   0.3   104   185    90   175    47   191 0.63 | transcript=PVPAM_020016300_t1 | gene=PVPAM_020016300 | organism=Plasmodium_vivax_PAM | gene_product=calcium-transporting ATPase, putative | transcript_product=calcium-transporting ATPase, putative | location=CASCJQ010000002:474480-478546(+) | protein_length=1191 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717931.1         -           1191 1124at5820           -           1191   1.6e-19   67.8  19.4   2   4   1.4e-05     0.013   11.8   1.4   367   513   211   375   193   384 0.71 | transcript=PVPAM_020016300_t1 | gene=PVPAM_020016300 | organism=Plasmodium_vivax_PAM | gene_product=calcium-transporting ATPase, putative | transcript_product=calcium-transporting ATPase, putative | location=CASCJQ010000002:474480-478546(+) | protein_length=1191 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717931.1         -           1191 1124at5820           -           1191   1.6e-19   67.8  19.4   3   4   6.1e-12   5.7e-09   32.9   0.4   681   836   629   782   624   789 0.85 | transcript=PVPAM_020016300_t1 | gene=PVPAM_020016300 | organism=Plasmodium_vivax_PAM | gene_product=calcium-transporting ATPase, putative | transcript_product=calcium-transporting ATPase, putative | location=CASCJQ010000002:474480-478546(+) | protein_length=1191 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717931.1         -           1191 1124at5820           -           1191   1.6e-19   67.8  19.4   4   4   3.9e-09   3.6e-06   23.6   0.5   892   965   841   913   830   949 0.80 | transcript=PVPAM_020016300_t1 | gene=PVPAM_020016300 | organism=Plasmodium_vivax_PAM | gene_product=calcium-transporting ATPase, putative | transcript_product=calcium-transporting ATPase, putative | location=CASCJQ010000002:474480-478546(+) | protein_length=1191 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719219.1         -            638 1124at5820           -           1191      0.13    8.5   2.6   1   1   0.00019      0.18    8.0   2.6   542   613   275   345   256   352 0.78 | transcript=PVPAM_060022600_t1 | gene=PVPAM_060022600 | organism=Plasmodium_vivax_PAM | gene_product=cell division cycle protein 20 homolog, putative | transcript_product=cell division cycle protein 20 homolog, putative | location=CASCJQ010000006:761713-763629(-) | protein_length=638 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1124at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1124at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1124at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:28:51 2026
# [ok]
