#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7720368.1         -           2042 2702at5820           -            961         0 1120.3 175.0   1  16      0.31   9.9e+02   -3.8   0.3     1    14     1    14     1    15 0.93 | transcript=PVPAM_090013300_t1 | gene=PVPAM_090013300 | organism=Plasmodium_vivax_PAM | gene_product=AP2 domain transcription factor, putative | transcript_product=AP2 domain transcription factor, putative | location=CASCJQ010000009:459929-466212(-) | protein_length=2042 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720368.1         -           2042 2702at5820           -            961         0 1120.3 175.0  12  16     8e-14   2.6e-10   37.8  16.9   672   726  1490  1544  1446  1559 0.77 | transcript=PVPAM_090013300_t1 | gene=PVPAM_090013300 | organism=Plasmodium_vivax_PAM | gene_product=AP2 domain transcription factor, putative | transcript_product=AP2 domain transcription factor, putative | location=CASCJQ010000009:459929-466212(-) | protein_length=2042 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720368.1         -           2042 2702at5820           -            961         0 1120.3 175.0  13  16   6.6e-76   2.1e-72  243.3   8.3   722   832  1595  1705  1584  1731 0.87 | transcript=PVPAM_090013300_t1 | gene=PVPAM_090013300 | organism=Plasmodium_vivax_PAM | gene_product=AP2 domain transcription factor, putative | transcript_product=AP2 domain transcription factor, putative | location=CASCJQ010000009:459929-466212(-) | protein_length=2042 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720368.1         -           2042 2702at5820           -            961         0 1120.3 175.0  14  16   9.8e-15   3.2e-11   40.8   5.1   834   889  1746  1801  1726  1819 0.76 | transcript=PVPAM_090013300_t1 | gene=PVPAM_090013300 | organism=Plasmodium_vivax_PAM | gene_product=AP2 domain transcription factor, putative | transcript_product=AP2 domain transcription factor, putative | location=CASCJQ010000009:459929-466212(-) | protein_length=2042 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720368.1         -           2042 2702at5820           -            961         0 1120.3 175.0  15  16   1.9e-17   6.3e-14   49.8   0.1   892   928  1879  1915  1875  1927 0.94 | transcript=PVPAM_090013300_t1 | gene=PVPAM_090013300 | organism=Plasmodium_vivax_PAM | gene_product=AP2 domain transcription factor, putative | transcript_product=AP2 domain transcription factor, putative | location=CASCJQ010000009:459929-466212(-) | protein_length=2042 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720368.1         -           2042 2702at5820           -            961         0 1120.3 175.0  16  16   3.4e-09   1.1e-05   22.5   0.3   929   961  1980  2016  1967  2016 0.83 | transcript=PVPAM_090013300_t1 | gene=PVPAM_090013300 | organism=Plasmodium_vivax_PAM | gene_product=AP2 domain transcription factor, putative | transcript_product=AP2 domain transcription factor, putative | location=CASCJQ010000009:459929-466212(-) | protein_length=2042 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721571.1         -             73 2702at5820           -            961       1.3    5.7   8.7   1   2   0.00025      0.79    6.4   2.4   278   311     6    40     1    44 0.73 | transcript=PVPAM_110047600_t1 | gene=PVPAM_110047600 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000011:1774475-1774696(-) | protein_length=73 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721571.1         -             73 2702at5820           -            961       1.3    5.7   8.7   2   2    0.0012       3.9    4.1   0.9   286   311    43    68    36    73 0.71 | transcript=PVPAM_110047600_t1 | gene=PVPAM_110047600 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000011:1774475-1774696(-) | protein_length=73 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2702at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2702at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2702at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:37:23 2026
# [ok]
