#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7720473.1         -            366 10221at5820          -            271  1.5e-117  390.4   6.9   1   3     1e-37     5e-35  119.7   0.5     1   100     8   129     8   151 0.83 | transcript=PVPAM_090023800_t1 | gene=PVPAM_090023800 | organism=Plasmodium_vivax_PAM | gene_product=acyl-CoA-binding protein, putative | transcript_product=acyl-CoA-binding protein, putative | location=CASCJQ010000009:865505-866605(-) | protein_length=366 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721055.1         -           1569 10221at5820          -            271   8.3e-18   63.3   2.9   3   3   8.5e-14   4.2e-11   41.3   0.2   193   269  1240  1316  1236  1318 0.94 | transcript=PVPAM_100032300_t1 | gene=PVPAM_100032300 | organism=Plasmodium_vivax_PAM | gene_product=SET domain protein, putative | transcript_product=SET domain protein, putative | location=CASCJQ010000010:1185921-1190630(-) | protein_length=1569 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719292.1         -            482 10221at5820          -            271   1.4e-16   59.2   0.4   1   3   2.8e-05     0.014   13.3   0.1   150   253    12   117     6   118 0.83 | transcript=PVPAM_060029900_t1 | gene=PVPAM_060029900 | organism=Plasmodium_vivax_PAM | gene_product=bromodomain protein 1, putative | transcript_product=bromodomain protein 1, putative | location=CASCJQ010000006:1023186-1025027(+) | protein_length=482 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719292.1         -            482 10221at5820          -            271   1.4e-16   59.2   0.4   2   3   3.5e-10   1.7e-07   29.4   0.0   175   256    70   153    43   160 0.81 | transcript=PVPAM_060029900_t1 | gene=PVPAM_060029900 | organism=Plasmodium_vivax_PAM | gene_product=bromodomain protein 1, putative | transcript_product=bromodomain protein 1, putative | location=CASCJQ010000006:1023186-1025027(+) | protein_length=482 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719292.1         -            482 10221at5820          -            271   1.4e-16   59.2   0.4   3   3   2.1e-09   1.1e-06   26.8   0.0   198   257   161   219   152   231 0.88 | transcript=PVPAM_060029900_t1 | gene=PVPAM_060029900 | organism=Plasmodium_vivax_PAM | gene_product=bromodomain protein 1, putative | transcript_product=bromodomain protein 1, putative | location=CASCJQ010000006:1023186-1025027(+) | protein_length=482 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721362.1         -           1870 10221at5820          -            271   2.2e-15   55.3  11.2   1   4     0.009       4.5    5.1   0.0   214   259  1216  1261  1205  1266 0.88 | transcript=PVPAM_110026500_t1 | gene=PVPAM_110026500 | organism=Plasmodium_vivax_PAM | gene_product=ankyrin-repeat protein, putative | transcript_product=ankyrin-repeat protein, putative | location=CASCJQ010000011:940543-946155(-) | protein_length=1870 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721362.1         -           1870 10221at5820          -            271   2.2e-15   55.3  11.2   2   4     0.049        24    2.7   0.0   186   253  1501  1567  1479  1582 0.70 | transcript=PVPAM_110026500_t1 | gene=PVPAM_110026500 | organism=Plasmodium_vivax_PAM | gene_product=ankyrin-repeat protein, putative | transcript_product=ankyrin-repeat protein, putative | location=CASCJQ010000011:940543-946155(-) | protein_length=1870 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721362.1         -           1870 10221at5820          -            271   2.2e-15   55.3  11.2   3   4   1.3e-11   6.4e-09   34.1   2.0   181   261  1631  1712  1597  1721 0.83 | transcript=PVPAM_110026500_t1 | gene=PVPAM_110026500 | organism=Plasmodium_vivax_PAM | gene_product=ankyrin-repeat protein, putative | transcript_product=ankyrin-repeat protein, putative | location=CASCJQ010000011:940543-946155(-) | protein_length=1870 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721362.1         -           1870 10221at5820          -            271   2.2e-15   55.3  11.2   4   4   1.5e-05    0.0074   14.2   0.3   190   236  1742  1788  1718  1806 0.88 | transcript=PVPAM_110026500_t1 | gene=PVPAM_110026500 | organism=Plasmodium_vivax_PAM | gene_product=ankyrin-repeat protein, putative | transcript_product=ankyrin-repeat protein, putative | location=CASCJQ010000011:940543-946155(-) | protein_length=1870 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720269.1         -            611 10221at5820          -            271   1.2e-11   43.0  10.5   1   4   5.8e-08   2.9e-05   22.1   0.1   195   250    48   104    17   120 0.82 | transcript=PVPAM_080049200_t1 | gene=PVPAM_080049200 | organism=Plasmodium_vivax_PAM | gene_product=palmitoyltransferase DHHC1, putative | transcript_product=palmitoyltransferase DHHC1, putative | location=CASCJQ010000008:1907073-1909842(-) | protein_length=611 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720269.1         -            611 10221at5820          -            271   1.2e-11   43.0  10.5   2   4   1.4e-09   7.1e-07   27.4   0.0   189   252   151   214   136   225 0.93 | transcript=PVPAM_080049200_t1 | gene=PVPAM_080049200 | organism=Plasmodium_vivax_PAM | gene_product=palmitoyltransferase DHHC1, putative | transcript_product=palmitoyltransferase DHHC1, putative | location=CASCJQ010000008:1907073-1909842(-) | protein_length=611 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720269.1         -            611 10221at5820          -            271   1.2e-11   43.0  10.5   3   4       2.3   1.1e+03   -2.8   0.2    65   103   255   291   247   299 0.65 | transcript=PVPAM_080049200_t1 | gene=PVPAM_080049200 | organism=Plasmodium_vivax_PAM | gene_product=palmitoyltransferase DHHC1, putative | transcript_product=palmitoyltransferase DHHC1, putative | location=CASCJQ010000008:1907073-1909842(-) | protein_length=611 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720269.1         -            611 10221at5820          -            271   1.2e-11   43.0  10.5   4   4       5.3   2.6e+03   -4.0   0.3     5    29   518   542   516   545 0.87 | transcript=PVPAM_080049200_t1 | gene=PVPAM_080049200 | organism=Plasmodium_vivax_PAM | gene_product=palmitoyltransferase DHHC1, putative | transcript_product=palmitoyltransferase DHHC1, putative | location=CASCJQ010000008:1907073-1909842(-) | protein_length=611 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723305.1         -            400 10221at5820          -            271   5.5e-10   37.6  19.9   1   5   0.00052      0.26    9.2   0.3   167   226     5    67     1    75 0.79 | transcript=PVPAM_140022400_t1 | gene=PVPAM_140022400 | organism=Plasmodium_vivax_PAM | gene_product=ankyrin-repeat protein, putative | transcript_product=ankyrin-repeat protein, putative | location=CASCJQ010000014:780796-781998(-) | protein_length=400 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723305.1         -            400 10221at5820          -            271   5.5e-10   37.6  19.9   2   5   1.1e-10   5.7e-08   31.0   6.6   153   262    65   172    63   181 0.82 | transcript=PVPAM_140022400_t1 | gene=PVPAM_140022400 | organism=Plasmodium_vivax_PAM | gene_product=ankyrin-repeat protein, putative | transcript_product=ankyrin-repeat protein, putative | location=CASCJQ010000014:780796-781998(-) | protein_length=400 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723305.1         -            400 10221at5820          -            271   5.5e-10   37.6  19.9   3   5   5.1e-05     0.025   12.5   0.3   200   246   143   189   139   201 0.77 | transcript=PVPAM_140022400_t1 | gene=PVPAM_140022400 | organism=Plasmodium_vivax_PAM | gene_product=ankyrin-repeat protein, putative | transcript_product=ankyrin-repeat protein, putative | location=CASCJQ010000014:780796-781998(-) | protein_length=400 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723305.1         -            400 10221at5820          -            271   5.5e-10   37.6  19.9   4   5     0.003       1.5    6.7   0.1   204   270   179   248   172   249 0.78 | transcript=PVPAM_140022400_t1 | gene=PVPAM_140022400 | organism=Plasmodium_vivax_PAM | gene_product=ankyrin-repeat protein, putative | transcript_product=ankyrin-repeat protein, putative | location=CASCJQ010000014:780796-781998(-) | protein_length=400 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723305.1         -            400 10221at5820          -            271   5.5e-10   37.6  19.9   5   5       3.3   1.7e+03   -3.3   0.2   116   136   281   301   261   324 0.63 | transcript=PVPAM_140022400_t1 | gene=PVPAM_140022400 | organism=Plasmodium_vivax_PAM | gene_product=ankyrin-repeat protein, putative | transcript_product=ankyrin-repeat protein, putative | location=CASCJQ010000014:780796-781998(-) | protein_length=400 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718773.1         -            185 10221at5820          -            271   6.9e-10   37.3   5.5   1   2   1.8e-06   0.00091   17.2   0.9   187   266     5    83     1    88 0.87 | transcript=PVPAM_050016700_t1 | gene=PVPAM_050016700 | organism=Plasmodium_vivax_PAM | gene_product=ankyrin-repeat protein, putative | transcript_product=ankyrin-repeat protein, putative | location=CASCJQ010000005:539579-541022(-) | protein_length=185 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718773.1         -            185 10221at5820          -            271   6.9e-10   37.3   5.5   2   2   4.9e-08   2.4e-05   22.4   0.4   187   233   105   151    82   175 0.81 | transcript=PVPAM_050016700_t1 | gene=PVPAM_050016700 | organism=Plasmodium_vivax_PAM | gene_product=ankyrin-repeat protein, putative | transcript_product=ankyrin-repeat protein, putative | location=CASCJQ010000005:539579-541022(-) | protein_length=185 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723459.1         -             92 10221at5820          -            271     3e-07   28.7   1.1   1   1   6.7e-10   3.3e-07   28.5   1.1    57   135     4    87     1    90 0.78 | transcript=PVPAM_140038100_t1 | gene=PVPAM_140038100 | organism=Plasmodium_vivax_PAM | gene_product=acyl-CoA binding protein, putative | transcript_product=acyl-CoA binding protein, putative | location=CASCJQ010000014:1421108-1421386(+) | protein_length=92 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722131.1         -            641 10221at5820          -            271   0.00016   19.7   2.5   1   4    0.0016      0.79    7.6   0.0   215   261    33    79    27    82 0.84 | transcript=PVPAM_120036900_t1 | gene=PVPAM_120036900 | organism=Plasmodium_vivax_PAM | gene_product=palmitoyltransferase DHHC5, putative | transcript_product=palmitoyltransferase DHHC5, putative | location=CASCJQ010000012:1252674-1255416(-) | protein_length=641 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722131.1         -            641 10221at5820          -            271   0.00016   19.7   2.5   2   4     2e-05      0.01   13.8   0.0   189   261    73   145    73   151 0.92 | transcript=PVPAM_120036900_t1 | gene=PVPAM_120036900 | organism=Plasmodium_vivax_PAM | gene_product=palmitoyltransferase DHHC5, putative | transcript_product=palmitoyltransferase DHHC5, putative | location=CASCJQ010000012:1252674-1255416(-) | protein_length=641 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722131.1         -            641 10221at5820          -            271   0.00016   19.7   2.5   3   4     0.023        12    3.8   0.0   195   259   112   176   108   179 0.88 | transcript=PVPAM_120036900_t1 | gene=PVPAM_120036900 | organism=Plasmodium_vivax_PAM | gene_product=palmitoyltransferase DHHC5, putative | transcript_product=palmitoyltransferase DHHC5, putative | location=CASCJQ010000012:1252674-1255416(-) | protein_length=641 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722131.1         -            641 10221at5820          -            271   0.00016   19.7   2.5   4   4      0.98   4.9e+02   -1.6   0.8   140   183   376   418   370   422 0.63 | transcript=PVPAM_120036900_t1 | gene=PVPAM_120036900 | organism=Plasmodium_vivax_PAM | gene_product=palmitoyltransferase DHHC5, putative | transcript_product=palmitoyltransferase DHHC5, putative | location=CASCJQ010000012:1252674-1255416(-) | protein_length=641 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720711.1         -            584 10221at5820          -            271    0.0015   16.5   0.2   1   1   6.1e-06     0.003   15.5   0.2   161   245    24   111    14   120 0.78 | transcript=PVPAM_090047600_t1 | gene=PVPAM_090047600 | organism=Plasmodium_vivax_PAM | gene_product=methyltransferase, putative | transcript_product=methyltransferase, putative | location=CASCJQ010000009:1926734-1928488(-) | protein_length=584 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10221at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/10221at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10221at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:25:13 2026
# [ok]
