#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7723203.1         -           8886 28at5820             -           4775         0 6187.0 672.0   1  40  1.2e-113  7.5e-110  366.1  32.3     1   246     1   267     1   273 0.93 | transcript=PVPAM_140012200_t1 | gene=PVPAM_140012200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:331779-358439(-) | protein_length=8886 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723203.1         -           8886 28at5820             -           4775         0 6187.0 672.0  16  40     0.032   2.1e+02   -3.9   2.5  1698  1727  3332  3361  3310  3377 0.70 | transcript=PVPAM_140012200_t1 | gene=PVPAM_140012200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:331779-358439(-) | protein_length=8886 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723203.1         -           8886 28at5820             -           4775         0 6187.0 672.0  17  40   5.4e-44   3.5e-40  134.8   3.1  1723  1820  3752  3850  3742  3854 0.93 | transcript=PVPAM_140012200_t1 | gene=PVPAM_140012200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:331779-358439(-) | protein_length=8886 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723203.1         -           8886 28at5820             -           4775         0 6187.0 672.0  18  40   4.3e-58   2.8e-54  181.6   5.5  1810  1934  3874  4004  3870  4022 0.90 | transcript=PVPAM_140012200_t1 | gene=PVPAM_140012200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:331779-358439(-) | protein_length=8886 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723203.1         -           8886 28at5820             -           4775         0 6187.0 672.0  19  40   2.6e-51   1.7e-47  159.1   4.5  1940  2075  4112  4255  4090  4261 0.90 | transcript=PVPAM_140012200_t1 | gene=PVPAM_140012200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:331779-358439(-) | protein_length=8886 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723203.1         -           8886 28at5820             -           4775         0 6187.0 672.0  20  40   2.2e-44   1.4e-40  136.1   6.3  2074  2165  4294  4385  4286  4396 0.96 | transcript=PVPAM_140012200_t1 | gene=PVPAM_140012200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:331779-358439(-) | protein_length=8886 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723203.1         -           8886 28at5820             -           4775         0 6187.0 672.0  21  40     3e-53   1.9e-49  165.5   3.5  2165  2304  4415  4573  4409  4591 0.83 | transcript=PVPAM_140012200_t1 | gene=PVPAM_140012200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:331779-358439(-) | protein_length=8886 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723203.1         -           8886 28at5820             -           4775         0 6187.0 672.0  22  40   1.9e-39   1.2e-35  119.7   3.4  2285  2442  4639  4834  4622  4846 0.82 | transcript=PVPAM_140012200_t1 | gene=PVPAM_140012200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:331779-358439(-) | protein_length=8886 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723203.1         -           8886 28at5820             -           4775         0 6187.0 672.0  23  40   7.8e-35     5e-31  104.4   4.1  2427  2535  4890  5005  4877  5011 0.88 | transcript=PVPAM_140012200_t1 | gene=PVPAM_140012200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:331779-358439(-) | protein_length=8886 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723203.1         -           8886 28at5820             -           4775         0 6187.0 672.0  24  40     1e-37   6.6e-34  114.0   8.7  2532  2633  5113  5229  5106  5252 0.89 | transcript=PVPAM_140012200_t1 | gene=PVPAM_140012200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:331779-358439(-) | protein_length=8886 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723203.1         -           8886 28at5820             -           4775         0 6187.0 672.0  25  40     6e-29   3.9e-25   84.9   0.7  2638  2716  5427  5504  5403  5515 0.82 | transcript=PVPAM_140012200_t1 | gene=PVPAM_140012200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:331779-358439(-) | protein_length=8886 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723203.1         -           8886 28at5820             -           4775         0 6187.0 672.0  26  40   1.4e-76     9e-73  243.0   6.0  2717  2949  5536  5806  5531  5825 0.85 | transcript=PVPAM_140012200_t1 | gene=PVPAM_140012200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:331779-358439(-) | protein_length=8886 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723203.1         -           8886 28at5820             -           4775         0 6187.0 672.0  27  40  5.4e-100   3.5e-96  320.7  19.0  2940  3138  5921  6130  5906  6136 0.93 | transcript=PVPAM_140012200_t1 | gene=PVPAM_140012200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:331779-358439(-) | protein_length=8886 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723203.1         -           8886 28at5820             -           4775         0 6187.0 672.0  28  40   6.5e-52   4.2e-48  161.1  16.0  3135  3236  6188  6289  6173  6300 0.93 | transcript=PVPAM_140012200_t1 | gene=PVPAM_140012200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:331779-358439(-) | protein_length=8886 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723203.1         -           8886 28at5820             -           4775         0 6187.0 672.0  29  40   1.1e-35   7.1e-32  107.2   2.6  3232  3299  6314  6381  6305  6390 0.94 | transcript=PVPAM_140012200_t1 | gene=PVPAM_140012200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:331779-358439(-) | protein_length=8886 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723203.1         -           8886 28at5820             -           4775         0 6187.0 672.0  30  40   1.7e-62   1.1e-58  196.3  23.2  3296  3435  6480  6642  6476  6654 0.84 | transcript=PVPAM_140012200_t1 | gene=PVPAM_140012200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:331779-358439(-) | protein_length=8886 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723203.1         -           8886 28at5820             -           4775         0 6187.0 672.0  31  40     1e-05     0.067    7.7   0.5  3440  3467  6732  6759  6724  6762 0.84 | transcript=PVPAM_140012200_t1 | gene=PVPAM_140012200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:331779-358439(-) | protein_length=8886 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723203.1         -           8886 28at5820             -           4775         0 6187.0 672.0  32  40   4.2e-05      0.27    5.7   0.0  3469  3495  6876  6902  6862  6929 0.90 | transcript=PVPAM_140012200_t1 | gene=PVPAM_140012200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:331779-358439(-) | protein_length=8886 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723203.1         -           8886 28at5820             -           4775         0 6187.0 672.0  33  40  2.9e-155  1.9e-151  504.1  62.0  3493  3822  6955  7335  6951  7350 0.87 | transcript=PVPAM_140012200_t1 | gene=PVPAM_140012200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:331779-358439(-) | protein_length=8886 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723203.1         -           8886 28at5820             -           4775         0 6187.0 672.0  34  40     0.014        92   -2.7   5.9  4652  4742  7359  7447  7342  7461 0.75 | transcript=PVPAM_140012200_t1 | gene=PVPAM_140012200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:331779-358439(-) | protein_length=8886 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723203.1         -           8886 28at5820             -           4775         0 6187.0 672.0  35  40    1e-111  6.4e-108  359.6  19.4  3833  4044  7490  7708  7474  7733 0.85 | transcript=PVPAM_140012200_t1 | gene=PVPAM_140012200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:331779-358439(-) | protein_length=8886 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723203.1         -           8886 28at5820             -           4775         0 6187.0 672.0  36  40     2e-62   1.3e-58  196.0   3.0  4048  4187  7822  7966  7780  7971 0.83 | transcript=PVPAM_140012200_t1 | gene=PVPAM_140012200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:331779-358439(-) | protein_length=8886 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723203.1         -           8886 28at5820             -           4775         0 6187.0 672.0  37  40  2.9e-121  1.8e-117  391.3  13.1  4185  4415  8007  8238  8001  8286 0.94 | transcript=PVPAM_140012200_t1 | gene=PVPAM_140012200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:331779-358439(-) | protein_length=8886 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723203.1         -           8886 28at5820             -           4775         0 6187.0 672.0  38  40  1.3e-126  8.6e-123  409.0  25.9  4401  4697  8307  8645  8278  8674 0.81 | transcript=PVPAM_140012200_t1 | gene=PVPAM_140012200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:331779-358439(-) | protein_length=8886 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723203.1         -           8886 28at5820             -           4775         0 6187.0 672.0  39  40     0.021   1.4e+02   -3.3  17.2  4667  4743  8723  8807  8712  8816 0.70 | transcript=PVPAM_140012200_t1 | gene=PVPAM_140012200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:331779-358439(-) | protein_length=8886 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723203.1         -           8886 28at5820             -           4775         0 6187.0 672.0  40  40     2e-16   1.3e-12   43.3  15.0  4665  4775  8767  8886  8757  8886 0.63 | transcript=PVPAM_140012200_t1 | gene=PVPAM_140012200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:331779-358439(-) | protein_length=8886 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/28at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/28at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/28at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:38:31 2026
# [ok]
