#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7722863.1         -           2266 575at5820            -           1131         0 1640.3  90.7   1  10   3.7e-79     3e-76  255.7   6.3     6   176    24   203    14   210 0.90 | transcript=PVPAM_130036500_t1 | gene=PVPAM_130036500 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000013:1403001-1410571(-) | protein_length=2266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722441.1         -           1526 575at5820            -           1131   5.1e-12   43.0  33.2   2   4   3.2e-06    0.0026   14.1   0.2   529   563   702   736   687   806 0.89 | transcript=PVPAM_120067800_t1 | gene=PVPAM_120067800 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 2-alpha kinase 1, putative | transcript_product=eukaryotic translation initiation factor 2-alpha kinase 1, putative | location=CASCJQ010000012:2556552-2561283(+) | protein_length=1526 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722441.1         -           1526 575at5820            -           1131   5.1e-12   43.0  33.2   3   4     0.042        34    0.5   0.4   796   837  1016  1056   997  1111 0.69 | transcript=PVPAM_120067800_t1 | gene=PVPAM_120067800 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 2-alpha kinase 1, putative | transcript_product=eukaryotic translation initiation factor 2-alpha kinase 1, putative | location=CASCJQ010000012:2556552-2561283(+) | protein_length=1526 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722441.1         -           1526 575at5820            -           1131   5.1e-12   43.0  33.2   4   4     0.092        75   -0.6   0.8   999  1037  1411  1449  1397  1502 0.84 | transcript=PVPAM_120067800_t1 | gene=PVPAM_120067800 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 2-alpha kinase 1, putative | transcript_product=eukaryotic translation initiation factor 2-alpha kinase 1, putative | location=CASCJQ010000012:2556552-2561283(+) | protein_length=1526 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720875.1         -            288 575at5820            -           1131   2.1e-09   34.3   6.0   1   2   6.9e-09   5.5e-06   23.0   4.4   365   466    49   151    37   180 0.83 | transcript=PVPAM_100014300_t1 | gene=PVPAM_100014300 | organism=Plasmodium_vivax_PAM | gene_product=NIMA related kinase 2, putative | transcript_product=NIMA related kinase 2, putative | location=CASCJQ010000010:406454-408600(-) | protein_length=288 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720875.1         -            288 575at5820            -           1131   2.1e-09   34.3   6.0   2   2   2.2e-05     0.017   11.4   0.0   531   564   193   228   159   265 0.81 | transcript=PVPAM_100014300_t1 | gene=PVPAM_100014300 | organism=Plasmodium_vivax_PAM | gene_product=NIMA related kinase 2, putative | transcript_product=NIMA related kinase 2, putative | location=CASCJQ010000010:406454-408600(-) | protein_length=288 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718435.1         -            526 575at5820            -           1131   1.3e-07   28.4   8.2   1   1   9.7e-09   7.8e-06   22.5   8.2   380   544   122   263   106   328 0.67 | transcript=PVPAM_040018100_t1 | gene=PVPAM_040018100 | organism=Plasmodium_vivax_PAM | gene_product=calcium-dependent protein kinase 1, putative | transcript_product=calcium-dependent protein kinase 1, putative | location=CASCJQ010000004:566628-569175(-) | protein_length=526 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723621.1         -            996 575at5820            -           1131     2e-06   24.5   6.3   1   1   9.5e-09   7.7e-06   22.5   6.4   360   480    45   175     9   279 0.64 | transcript=PVPAM_140054500_t1 | gene=PVPAM_140054500 | organism=Plasmodium_vivax_PAM | gene_product=NIMA related kinase 1, putative | transcript_product=NIMA related kinase 1, putative | location=CASCJQ010000014:2126362-2129525(+) | protein_length=996 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722659.1         -            296 575at5820            -           1131   6.7e-06   22.7  13.1   1   2   3.7e-08     3e-05   20.6   2.5   380   465    76   164    59   178 0.71 | transcript=PVPAM_130016000_t1 | gene=PVPAM_130016000 | organism=Plasmodium_vivax_PAM | gene_product=NIMA related kinase 3, putative | transcript_product=NIMA related kinase 3, putative | location=CASCJQ010000013:503229-504119(-) | protein_length=296 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722659.1         -            296 575at5820            -           1131   6.7e-06   22.7  13.1   2   2   0.00027      0.22    7.7   3.1   523   605   195   276   177   288 0.71 | transcript=PVPAM_130016000_t1 | gene=PVPAM_130016000 | organism=Plasmodium_vivax_PAM | gene_product=NIMA related kinase 3, putative | transcript_product=NIMA related kinase 3, putative | location=CASCJQ010000013:503229-504119(-) | protein_length=296 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718195.1         -            310 575at5820            -           1131   7.4e-06   22.6   6.0   1   2   2.5e-08     2e-05   21.1   6.1   387   482    62   155    18   180 0.77 | transcript=PVPAM_030019500_t1 | gene=PVPAM_030019500 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine-protein kinase NEK4, putative | transcript_product=serine/threonine-protein kinase NEK4, putative | location=CASCJQ010000003:634173-636068(+) | protein_length=310 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718195.1         -            310 575at5820            -           1131   7.4e-06   22.6   6.0   2   2      0.25     2e+02   -2.1   0.0   521   552   175   208   168   220 0.72 | transcript=PVPAM_030019500_t1 | gene=PVPAM_030019500 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine-protein kinase NEK4, putative | transcript_product=serine/threonine-protein kinase NEK4, putative | location=CASCJQ010000003:634173-636068(+) | protein_length=310 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719701.1         -           1180 575at5820            -           1131      0.13    8.5   5.8   1   3      0.37     3e+02   -2.6   0.8   671   756   117   200    98   209 0.75 | transcript=PVPAM_070031500_t1 | gene=PVPAM_070031500 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000007:1141777-1145852(+) | protein_length=1180 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719701.1         -           1180 575at5820            -           1131      0.13    8.5   5.8   2   3     0.055        45    0.1   0.0   369   419   822   874   814   878 0.75 | transcript=PVPAM_070031500_t1 | gene=PVPAM_070031500 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000007:1141777-1145852(+) | protein_length=1180 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719701.1         -           1180 575at5820            -           1131      0.13    8.5   5.8   3   3   4.4e-05     0.036   10.4   0.1   432   488   911   964   904   971 0.83 | transcript=PVPAM_070031500_t1 | gene=PVPAM_070031500 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000007:1141777-1145852(+) | protein_length=1180 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/575at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/575at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/575at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:43:11 2026
# [ok]
